#,Date-Time (PDT),Temperature   (°C),Light   (lux),Button Down,Button Up,Host Connected,End of File
5476,05/16/2024 06:45:00,14.75,1805.44,,,,
5477,05/16/2024 06:50:00,14.80,2568.96,,,,
5478,05/16/2024 06:55:00,14.80,2385.28,,,,
5479,05/16/2024 07:00:00,14.84,2929.92,,,,
5480,05/16/2024 07:05:00,14.88,3060.48,,,,
5481,05/16/2024 07:10:00,14.93,2863.36,,,,
5482,05/16/2024 07:15:00,14.97,5399.04,,,,
5483,05/16/2024 07:20:00,14.97,4097.28,,,,
5484,05/16/2024 07:25:00,15.06,5127.68,,,,
5485,05/16/2024 07:30:00,15.10,7068.16,,,,
5486,05/16/2024 07:35:00,15.14,10268.16,,,,
5487,05/16/2024 07:40:00,15.23,9210.88,,,,
5488,05/16/2024 07:45:00,15.31,7749.12,,,,
5489,05/16/2024 07:50:00,15.44,12938.24,,,,
5490,05/16/2024 07:55:00,15.48,6522.88,,,,
5491,05/16/2024 08:00:00,15.48,10792.96,,,,
5492,05/16/2024 08:05:00,15.61,11607.04,,,,
5493,05/16/2024 08:10:00,15.74,15416.32,,,,
5494,05/16/2024 08:15:00,16.00,10045.44,,,,
5495,05/16/2024 08:20:00,15.91,10716.16,,,,
5496,05/16/2024 08:25:00,16.00,20249.60,,,,
5497,05/16/2024 08:30:00,16.21,10204.16,,,,
5498,05/16/2024 08:35:00,16.30,21719.04,,,,
5499,05/16/2024 08:40:00,16.30,21626.88,,,,
5500,05/16/2024 08:45:00,16.39,7920.64,,,,
5501,05/16/2024 08:50:00,16.47,13568.00,,,,
5502,05/16/2024 08:55:00,16.64,24750.08,,,,
5503,05/16/2024 09:00:00,16.77,8099.84,,,,
5504,05/16/2024 09:05:00,16.86,28241.92,,,,
5505,05/16/2024 09:10:00,17.07,27596.80,,,,
5506,05/16/2024 09:15:00,17.29,25815.04,,,,
5507,05/16/2024 09:20:00,17.63,31825.92,,,,
5508,05/16/2024 09:25:00,17.67,33525.76,,,,
5509,05/16/2024 09:30:00,17.63,31754.24,,,,
5510,05/16/2024 09:35:00,18.14,36628.48,,,,
5511,05/16/2024 09:40:00,18.10,15805.44,,,,
5512,05/16/2024 09:45:00,18.57,37560.32,,,,
5513,05/16/2024 09:50:00,18.49,38410.24,,,,
5514,05/16/2024 09:55:00,19.00,39639.04,,,,
5515,05/16/2024 10:00:00,18.53,40704.00,,,,
5516,05/16/2024 10:05:00,19.52,40960.00,,,,
5517,05/16/2024 10:10:00,19.09,40468.48,,,,
5518,05/16/2024 10:15:00,19.35,42127.36,,,,
5519,05/16/2024 10:20:00,20.07,44216.32,,,,
5520,05/16/2024 10:25:00,20.63,44892.16,,,,
5521,05/16/2024 10:30:00,20.63,46039.04,,,,
5522,05/16/2024 10:35:00,20.80,47575.04,,,,
5523,05/16/2024 10:40:00,21.32,49950.72,,,,
5524,05/16/2024 10:45:00,21.62,50278.40,,,,
5525,05/16/2024 10:50:00,21.75,50339.84,,,,
5526,05/16/2024 10:55:00,22.09,51896.32,,,,
5527,05/16/2024 11:00:00,22.95,55377.92,,,,
5528,05/16/2024 11:05:00,23.34,56258.56,,,,
5529,05/16/2024 11:10:00,23.16,56995.84,,,,
5530,05/16/2024 11:15:00,23.34,58163.20,,,,
5531,05/16/2024 11:20:00,23.59,58470.40,,,,
5532,05/16/2024 11:25:00,23.85,59023.36,,,,
5533,05/16/2024 11:30:00,23.94,59330.56,,,,
5534,05/16/2024 11:35:00,24.28,59985.92,,,,
5535,05/16/2024 11:40:00,24.32,59023.36,,,,
5536,05/16/2024 11:45:00,24.66,61214.72,,,,
5537,05/16/2024 11:50:00,25.69,66785.28,,,,
5538,05/16/2024 11:55:00,26.38,67952.64,,,,
5539,05/16/2024 12:00:00,26.94,73216.00,,,,
5540,05/16/2024 12:05:00,26.55,71843.84,,,,
5541,05/16/2024 12:10:00,26.85,74178.56,,,,
5542,05/16/2024 12:15:00,26.64,69713.92,,,,
5543,05/16/2024 12:20:00,26.77,70963.20,,,,
5544,05/16/2024 12:25:00,27.28,71720.96,,,,
5545,05/16/2024 12:30:00,26.51,66170.88,,,,
5546,05/16/2024 12:35:00,25.01,61440.00,,,,
5547,05/16/2024 12:40:00,24.92,62668.80,,,,
5548,05/16/2024 12:45:00,25.18,65290.24,,,,
5549,05/16/2024 12:50:00,24.58,65290.24,,,,
5550,05/16/2024 12:55:00,24.71,68751.36,,,,
5551,05/16/2024 13:00:00,24.49,74199.04,,,,
5552,05/16/2024 13:05:00,25.35,74465.28,,,,
5553,05/16/2024 13:10:00,25.61,76472.32,,,,
5554,05/16/2024 13:15:00,24.88,72089.60,,,,
5555,05/16/2024 13:20:00,23.98,45793.28,,,,
5556,05/16/2024 13:25:00,23.29,70307.84,,,,
5557,05/16/2024 13:30:00,23.98,68239.36,,,,
5558,05/16/2024 13:35:00,23.59,68792.32,,,,
5559,05/16/2024 13:40:00,22.91,70778.88,,,,
5560,05/16/2024 13:45:00,23.21,74199.04,,,,
5561,05/16/2024 13:50:00,22.39,66785.28,,,,
5562,05/16/2024 13:55:00,22.31,40714.24,,,,
5563,05/16/2024 14:00:00,21.49,62955.52,,,,
5564,05/16/2024 14:05:00,22.18,68833.28,,,,
5565,05/16/2024 14:10:00,21.70,64573.44,,,,
5566,05/16/2024 14:15:00,21.66,66621.44,,,,
5567,05/16/2024 14:20:00,21.62,65781.76,,,,
5568,05/16/2024 14:25:00,21.79,76206.08,,,,
5569,05/16/2024 14:30:00,22.01,69447.68,,,,
5570,05/16/2024 14:35:00,21.02,43868.16,,,,
5571,05/16/2024 14:40:00,20.76,33095.68,,,,
5572,05/16/2024 14:45:00,20.50,65187.84,,,,
5573,05/16/2024 14:50:00,20.80,49950.72,,,,
5574,05/16/2024 14:55:00,20.03,45137.92,,,,
5575,05/16/2024 15:00:00,20.50,57569.28,,,,
5576,05/16/2024 15:05:00,20.59,66498.56,,,,
5577,05/16/2024 15:10:00,20.55,65617.92,,,,
5578,05/16/2024 15:15:00,20.03,47063.04,,,,
5579,05/16/2024 15:20:00,20.12,25047.04,,,,
5580,05/16/2024 15:25:00,19.86,60743.68,,,,
5581,05/16/2024 15:30:00,19.56,33198.08,,,,
5582,05/16/2024 15:35:00,19.17,43950.08,,,,
5583,05/16/2024 15:40:00,18.92,52019.20,,,,
5584,05/16/2024 15:45:00,18.92,28764.16,,,,
5585,05/16/2024 15:50:00,18.66,30115.84,,,,
5586,05/16/2024 15:55:00,18.53,23009.28,,,,
5587,05/16/2024 16:00:00,18.23,35584.00,,,,
5588,05/16/2024 16:05:00,18.19,35543.04,,,,
5589,05/16/2024 16:10:00,18.10,24719.36,,,,
5590,05/16/2024 16:15:00,17.84,18554.88,,,,
5591,05/16/2024 16:20:00,17.67,22159.36,,,,
5592,05/16/2024 16:25:00,17.50,26798.08,,,,
5593,05/16/2024 16:30:00,17.41,23705.60,,,,
5594,05/16/2024 16:35:00,17.33,17489.92,,,,
5595,05/16/2024 16:40:00,17.24,25292.80,,,,
5596,05/16/2024 16:45:00,17.24,26439.68,,,,
5597,05/16/2024 16:50:00,17.33,28293.12,,,,
5598,05/16/2024 16:55:00,17.89,42434.56,,,,
5599,05/16/2024 17:00:00,17.37,32993.28,,,,
5600,05/16/2024 17:05:00,17.16,23480.32,,,,
5601,05/16/2024 17:10:00,17.41,27197.44,,,,
5602,05/16/2024 17:15:00,17.20,17633.28,,,,
5603,05/16/2024 17:20:00,17.03,31723.52,,,,
5604,05/16/2024 17:25:00,16.99,27975.68,,,,
5605,05/16/2024 17:30:00,16.86,22476.80,,,,
5606,05/16/2024 17:35:00,16.73,20316.16,,,,
5607,05/16/2024 17:40:00,16.73,30607.36,,,,
5608,05/16/2024 17:45:00,16.56,20531.20,,,,
5609,05/16/2024 17:50:00,16.47,15539.20,,,,
5610,05/16/2024 17:55:00,16.39,14402.56,,,,
5611,05/16/2024 18:00:00,16.30,16066.56,,,,
5612,05/16/2024 18:05:00,16.26,13255.68,,,,
5613,05/16/2024 18:10:00,16.13,15718.40,,,,
5614,05/16/2024 18:15:00,16.00,8289.28,,,,
5615,05/16/2024 18:20:00,15.83,5824.00,,,,
5616,05/16/2024 18:25:00,15.83,4853.76,,,,
5617,05/16/2024 18:30:00,15.78,5098.24,,,,
5618,05/16/2024 18:35:00,15.74,5388.80,,,,
5619,05/16/2024 18:40:00,15.70,5314.56,,,,
5620,05/16/2024 18:45:00,15.66,4878.08,,,,
5621,05/16/2024 18:50:00,15.61,4357.12,,,,
5622,05/16/2024 18:55:00,15.57,3473.92,,,,
5623,05/16/2024 19:00:00,15.53,3996.16,,,,
5624,05/16/2024 19:05:00,15.57,3449.60,,,,
5625,05/16/2024 19:10:00,15.53,2945.28,,,,
5626,05/16/2024 19:15:00,15.48,2487.68,,,,
5627,05/16/2024 19:20:00,15.40,2194.56,,,,
5628,05/16/2024 19:25:00,15.36,1649.92,,,,
5629,05/16/2024 19:30:00,15.40,1279.04,,,,
5630,05/16/2024 19:35:00,15.36,986.56,,,,
5631,05/16/2024 19:40:00,15.31,684.48,,,,
5632,05/16/2024 19:45:00,15.31,401.60,,,,
5633,05/16/2024 19:50:00,15.27,257.68,,,,
5634,05/16/2024 19:55:00,15.23,132.88,,,,
5635,05/16/2024 20:00:00,15.18,62.84,,,,
5636,05/16/2024 20:05:00,15.18,22.50,,,,
5637,05/16/2024 20:10:00,15.23,8.55,,,,
5638,05/16/2024 20:15:00,15.18,2.25,,,,
5639,05/16/2024 20:20:00,15.10,0.67,,,,
5640,05/16/2024 20:25:00,15.10,0.22,,,,
5641,05/16/2024 20:30:00,15.10,0.00,,,,
5642,05/16/2024 20:35:00,15.14,0.00,,,,
5643,05/16/2024 20:40:00,15.10,0.00,,,,
5644,05/16/2024 20:45:00,15.10,0.00,,,,
5645,05/16/2024 20:50:00,15.10,0.00,,,,
5646,05/16/2024 20:55:00,15.18,0.00,,,,
5647,05/16/2024 21:00:00,15.10,0.00,,,,
5648,05/16/2024 21:05:00,15.10,0.00,,,,
5649,05/16/2024 21:10:00,15.18,0.00,,,,
5650,05/16/2024 21:15:00,15.14,0.00,,,,
5651,05/16/2024 21:20:00,15.14,0.00,,,,
5652,05/16/2024 21:25:00,15.14,0.00,,,,
5653,05/16/2024 21:30:00,15.06,0.00,,,,
5654,05/16/2024 21:35:00,15.01,0.00,,,,
5655,05/16/2024 21:40:00,14.97,0.00,,,,
5656,05/16/2024 21:45:00,14.97,0.00,,,,
5657,05/16/2024 21:50:00,15.01,0.00,,,,
5658,05/16/2024 21:55:00,15.10,0.00,,,,
5659,05/16/2024 22:00:00,15.01,0.00,,,,
5660,05/16/2024 22:05:00,14.97,0.00,,,,
5661,05/16/2024 22:10:00,15.06,0.00,,,,
5662,05/16/2024 22:15:00,15.06,0.00,,,,
5663,05/16/2024 22:20:00,14.97,0.00,,,,
5664,05/16/2024 22:25:00,14.88,0.00,,,,
5665,05/16/2024 22:30:00,14.93,0.00,,,,
5666,05/16/2024 22:35:00,15.01,0.00,,,,
5667,05/16/2024 22:40:00,14.93,0.00,,,,
5668,05/16/2024 22:45:00,14.93,0.22,,,,
5669,05/16/2024 22:50:00,14.97,0.00,,,,
5670,05/16/2024 22:55:00,14.97,0.00,,,,
5671,05/16/2024 23:00:00,14.97,0.00,,,,
5672,05/16/2024 23:05:00,14.97,0.00,,,,
5673,05/16/2024 23:10:00,14.93,0.00,,,,
5674,05/16/2024 23:15:00,14.97,0.00,,,,
5675,05/16/2024 23:20:00,14.97,0.00,,,,
5676,05/16/2024 23:25:00,14.97,0.00,,,,
5677,05/16/2024 23:30:00,14.97,0.00,,,,
5678,05/16/2024 23:35:00,14.97,0.00,,,,
5679,05/16/2024 23:40:00,14.97,0.00,,,,
5680,05/16/2024 23:45:00,14.97,0.00,,,,
5681,05/16/2024 23:50:00,14.97,0.00,,,,
5682,05/16/2024 23:55:00,14.93,0.00,,,,
5683,05/17/2024 00:00:00,14.97,0.00,,,,
5684,05/17/2024 00:05:00,15.01,0.00,,,,
5685,05/17/2024 00:10:00,14.93,0.00,,,,
5686,05/17/2024 00:15:00,14.88,0.00,,,,
5687,05/17/2024 00:20:00,14.80,0.00,,,,
5688,05/17/2024 00:25:00,14.84,0.00,,,,
5689,05/17/2024 00:30:00,14.88,0.00,,,,
5690,05/17/2024 00:35:00,14.80,0.00,,,,
5691,05/17/2024 00:40:00,14.80,0.00,,,,
5692,05/17/2024 00:45:00,14.80,0.00,,,,
5693,05/17/2024 00:50:00,14.84,0.00,,,,
5694,05/17/2024 00:55:00,14.75,0.00,,,,
5695,05/17/2024 01:00:00,14.80,0.00,,,,
5696,05/17/2024 01:05:00,14.80,0.00,,,,
5697,05/17/2024 01:10:00,14.80,0.00,,,,
5698,05/17/2024 01:15:00,14.80,0.00,,,,
5699,05/17/2024 01:20:00,14.75,0.00,,,,
5700,05/17/2024 01:25:00,14.71,0.00,,,,
5701,05/17/2024 01:30:00,14.71,0.00,,,,
5702,05/17/2024 01:35:00,14.63,0.00,,,,
5703,05/17/2024 01:40:00,14.63,0.00,,,,
5704,05/17/2024 01:45:00,14.63,0.00,,,,
5705,05/17/2024 01:50:00,14.54,0.00,,,,
5706,05/17/2024 01:55:00,14.58,0.22,,,,
5707,05/17/2024 02:00:00,14.58,0.00,,,,
5708,05/17/2024 02:05:00,14.50,0.00,,,,
5709,05/17/2024 02:10:00,14.50,0.00,,,,
5710,05/17/2024 02:15:00,14.50,0.00,,,,
5711,05/17/2024 02:20:00,14.54,0.00,,,,
5712,05/17/2024 02:25:00,14.54,0.00,,,,
5713,05/17/2024 02:30:00,14.50,0.00,,,,
5714,05/17/2024 02:35:00,14.50,0.00,,,,
5715,05/17/2024 02:40:00,14.50,0.00,,,,
5716,05/17/2024 02:45:00,14.45,0.00,,,,
5717,05/17/2024 02:50:00,14.41,0.00,,,,
5718,05/17/2024 02:55:00,14.41,0.00,,,,
5719,05/17/2024 03:00:00,14.41,0.00,,,,
5720,05/17/2024 03:05:00,14.37,0.00,,,,
5721,05/17/2024 03:10:00,14.33,0.00,,,,
5722,05/17/2024 03:15:00,14.33,0.00,,,,
5723,05/17/2024 03:20:00,14.28,0.00,,,,
5724,05/17/2024 03:25:00,14.33,0.00,,,,
5725,05/17/2024 03:30:00,14.24,0.00,,,,
5726,05/17/2024 03:35:00,14.24,0.00,,,,
5727,05/17/2024 03:40:00,14.28,0.00,,,,
5728,05/17/2024 03:45:00,14.24,0.00,,,,
5729,05/17/2024 03:50:00,14.28,0.00,,,,
5730,05/17/2024 03:55:00,14.20,0.00,,,,
5731,05/17/2024 04:00:00,14.20,0.00,,,,
5732,05/17/2024 04:05:00,14.15,0.00,,,,
5733,05/17/2024 04:10:00,14.11,0.00,,,,
5734,05/17/2024 04:15:00,14.07,0.00,,,,
5735,05/17/2024 04:20:00,14.07,0.00,,,,
5736,05/17/2024 04:25:00,14.03,0.00,,,,
5737,05/17/2024 04:30:00,14.03,0.00,,,,
5738,05/17/2024 04:35:00,13.98,0.00,,,,
5739,05/17/2024 04:40:00,13.98,0.00,,,,
5740,05/17/2024 04:45:00,13.90,0.00,,,,
5741,05/17/2024 04:50:00,13.90,0.00,,,,
5742,05/17/2024 04:55:00,13.85,0.00,,,,
5743,05/17/2024 05:00:00,13.85,0.00,,,,
5744,05/17/2024 05:05:00,13.81,0.00,,,,
5745,05/17/2024 05:10:00,13.77,0.00,,,,
5746,05/17/2024 05:15:00,13.77,0.00,,,,
5747,05/17/2024 05:20:00,13.77,0.22,,,,
5748,05/17/2024 05:25:00,13.73,0.90,,,,
5749,05/17/2024 05:30:00,13.73,3.15,,,,
5750,05/17/2024 05:35:00,13.68,9.67,,,,
5751,05/17/2024 05:40:00,13.68,25.26,,,,
5752,05/17/2024 05:45:00,13.64,54.62,,,,
5753,05/17/2024 05:50:00,13.68,108.44,,,,
5754,05/17/2024 05:55:00,13.60,207.04,,,,
5755,05/17/2024 06:00:00,13.64,355.52,,,,
5756,05/17/2024 06:05:00,13.64,519.36,,,,
5757,05/17/2024 06:10:00,13.64,786.24,,,,
5758,05/17/2024 06:15:00,13.68,977.60,,,,
5759,05/17/2024 06:20:00,13.60,1212.48,,,,
5760,05/17/2024 06:25:00,13.60,1252.16,,,,
5761,05/17/2024 06:30:00,13.68,1894.40,,,,
5762,05/17/2024 06:35:00,13.68,1854.08,,,,
5763,05/17/2024 06:40:00,13.68,2403.20,,,,
5764,05/17/2024 06:45:00,13.81,3168.00,,,,
5765,05/17/2024 06:50:00,13.81,2897.92,,,,
5766,05/17/2024 06:55:00,13.77,4151.04,,,,
5767,05/17/2024 07:00:00,13.85,3992.32,,,,
5768,05/17/2024 07:05:00,13.81,3744.00,,,,
5769,05/17/2024 07:10:00,13.90,5130.24,,,,
5770,05/17/2024 07:15:00,13.98,6387.20,,,,
5771,05/17/2024 07:20:00,14.03,5990.40,,,,
5772,05/17/2024 07:25:00,14.03,6110.72,,,,
5773,05/17/2024 07:30:00,14.03,6049.28,,,,
5774,05/17/2024 07:35:00,13.98,7211.52,,,,
5775,05/17/2024 07:40:00,14.07,6318.08,,,,
5776,05/17/2024 07:45:00,14.11,7603.20,,,,
5777,05/17/2024 07:50:00,14.20,12497.92,,,,
5778,05/17/2024 07:55:00,14.33,8028.16,,,,
5779,05/17/2024 08:00:00,14.45,8785.92,,,,
5780,05/17/2024 08:05:00,14.54,19404.80,,,,
5781,05/17/2024 08:10:00,14.67,13588.48,,,,
5782,05/17/2024 08:15:00,14.58,13327.36,,,,
5783,05/17/2024 08:20:00,14.50,11612.16,,,,
5784,05/17/2024 08:25:00,14.63,11975.68,,,,
5785,05/17/2024 08:30:00,14.67,11489.28,,,,
5786,05/17/2024 08:35:00,14.71,9425.92,,,,
5787,05/17/2024 08:40:00,14.97,12247.04,,,,
5788,05/17/2024 08:45:00,15.14,15703.04,,,,
5789,05/17/2024 08:50:00,15.31,21370.88,,,,
5790,05/17/2024 08:55:00,15.53,20244.48,,,,
5791,05/17/2024 09:00:00,15.74,24268.80,,,,
5792,05/17/2024 09:05:00,15.78,27832.32,,,,
5793,05/17/2024 09:10:00,15.66,19005.44,,,,
5794,05/17/2024 09:15:00,15.70,27555.84,,,,
5795,05/17/2024 09:20:00,15.96,27791.36,,,,
5796,05/17/2024 09:25:00,15.87,27801.60,,,,
5797,05/17/2024 09:30:00,15.87,13271.04,,,,
5798,05/17/2024 09:35:00,16.00,26357.76,,,,
5799,05/17/2024 09:40:00,16.00,6807.04,,,,
5800,05/17/2024 09:45:00,16.21,28446.72,,,,
5801,05/17/2024 09:50:00,16.26,27115.52,,,,
5802,05/17/2024 09:55:00,16.51,29992.96,,,,
5803,05/17/2024 10:00:00,16.73,32563.20,,,,
5804,05/17/2024 10:05:00,17.11,34734.08,,,,
5805,05/17/2024 10:10:00,17.59,36546.56,,,,
5806,05/17/2024 10:15:00,18.10,38656.00,,,,
5807,05/17/2024 10:20:00,17.89,38809.60,,,,
5808,05/17/2024 10:25:00,18.36,19788.80,,,,
5809,05/17/2024 10:30:00,18.62,42926.08,,,,
5810,05/17/2024 10:35:00,18.40,34621.44,,,,
5811,05/17/2024 10:40:00,18.79,43253.76,,,,
5812,05/17/2024 10:45:00,19.35,43827.20,,,,
5813,05/17/2024 10:50:00,19.39,45260.80,,,,
5814,05/17/2024 10:55:00,19.13,43970.56,,,,
5815,05/17/2024 11:00:00,19.56,45178.88,,,,
5816,05/17/2024 11:05:00,19.82,46551.04,,,,
5817,05/17/2024 11:10:00,20.07,50053.12,,,,
5818,05/17/2024 11:15:00,20.85,50667.52,,,,
5819,05/17/2024 11:20:00,20.55,49848.32,,,,
5820,05/17/2024 11:25:00,21.28,50626.56,,,,
5821,05/17/2024 11:30:00,21.58,52285.44,,,,
5822,05/17/2024 11:35:00,21.88,54865.92,,,,
5823,05/17/2024 11:40:00,21.96,55193.60,,,,
5824,05/17/2024 11:45:00,22.39,57139.20,,,,
5825,05/17/2024 11:50:00,23.72,60395.52,,,,
5826,05/17/2024 11:55:00,24.11,64942.08,,,,
5827,05/17/2024 12:00:00,25.74,78458.88,,,,
5828,05/17/2024 12:05:00,27.80,85893.12,,,,
5829,05/17/2024 12:10:00,27.54,80363.52,,,,
5830,05/17/2024 12:15:00,28.14,88883.20,,,,
5831,05/17/2024 12:20:00,28.01,85483.52,,,,
5832,05/17/2024 12:25:00,28.65,82288.64,,,,
5833,05/17/2024 12:30:00,27.67,76328.96,,,,
5834,05/17/2024 12:35:00,26.04,73154.56,,,,
5835,05/17/2024 12:40:00,24.97,67747.84,,,,
5836,05/17/2024 12:45:00,25.87,72499.20,,,,
5837,05/17/2024 12:50:00,25.61,71741.44,,,,
5838,05/17/2024 12:55:00,26.21,73584.64,,,,
5839,05/17/2024 13:00:00,25.39,71782.40,,,,
5840,05/17/2024 13:05:00,25.57,67952.64,,,,
5841,05/17/2024 13:10:00,24.62,68485.12,,,,
5842,05/17/2024 13:15:00,23.81,64225.28,,,,
5843,05/17/2024 13:20:00,23.81,66908.16,,,,
5844,05/17/2024 13:25:00,24.02,67522.56,,,,
5845,05/17/2024 13:30:00,23.68,67911.68,,,,
5846,05/17/2024 13:35:00,23.51,68177.92,,,,
5847,05/17/2024 13:40:00,24.28,81428.48,,,,
5848,05/17/2024 13:45:00,25.99,85114.88,,,,
5849,05/17/2024 13:50:00,25.65,82493.44,,,,
5850,05/17/2024 13:55:00,25.99,91340.80,,,,
5851,05/17/2024 14:00:00,26.90,96788.48,,,,
5852,05/17/2024 14:05:00,26.55,78008.32,,,,
5853,05/17/2024 14:10:00,24.54,81408.00,,,,
5854,05/17/2024 14:15:00,23.42,47083.52,,,,
5855,05/17/2024 14:20:00,23.42,40192.00,,,,
5856,05/17/2024 14:25:00,22.82,78888.96,,,,
5857,05/17/2024 14:30:00,22.52,54251.52,,,,
5858,05/17/2024 14:35:00,21.88,76410.88,,,,
5859,05/17/2024 14:40:00,21.96,72273.92,,,,
5860,05/17/2024 14:45:00,20.55,62361.60,,,,
5861,05/17/2024 14:50:00,21.19,69468.16,,,,
5862,05/17/2024 14:55:00,20.42,57712.64,,,,
5863,05/17/2024 15:00:00,21.10,76902.40,,,,
5864,05/17/2024 15:05:00,20.72,69120.00,,,,
5865,05/17/2024 15:10:00,20.80,44482.56,,,,
5866,05/17/2024 15:15:00,20.98,64921.60,,,,
5867,05/17/2024 15:20:00,21.66,101171.20,,,,
5868,05/17/2024 15:25:00,21.58,23951.36,,,,
5869,05/17/2024 15:30:00,21.10,66621.44,,,,
5870,05/17/2024 15:35:00,21.10,37109.76,,,,
5871,05/17/2024 15:40:00,20.63,78172.16,,,,
5872,05/17/2024 15:45:00,20.46,67031.04,,,,
5873,05/17/2024 15:50:00,20.16,55111.68,,,,
5874,05/17/2024 15:55:00,19.95,40714.24,,,,
5875,05/17/2024 16:00:00,19.52,42332.16,,,,
5876,05/17/2024 16:05:00,19.22,46632.96,,,,
5877,05/17/2024 16:10:00,18.96,58388.48,,,,
5878,05/17/2024 16:15:00,18.66,56995.84,,,,
5879,05/17/2024 16:20:00,18.57,26245.12,,,,
5880,05/17/2024 16:25:00,18.27,49786.88,,,,
5881,05/17/2024 16:30:00,18.02,43294.72,,,,
5882,05/17/2024 16:35:00,17.89,32962.56,,,,
5883,05/17/2024 16:40:00,17.76,33320.96,,,,
5884,05/17/2024 16:45:00,17.59,32204.80,,,,
5885,05/17/2024 16:50:00,17.54,30474.24,,,,
5886,05/17/2024 16:55:00,17.41,41359.36,,,,
5887,05/17/2024 17:00:00,17.29,36249.60,,,,
5888,05/17/2024 17:05:00,17.16,40929.28,,,,
5889,05/17/2024 17:10:00,17.03,26132.48,,,,
5890,05/17/2024 17:15:00,16.90,31457.28,,,,
5891,05/17/2024 17:20:00,16.77,24033.28,,,,
5892,05/17/2024 17:25:00,16.69,28590.08,,,,
5893,05/17/2024 17:30:00,16.60,29091.84,,,,
5894,05/17/2024 17:35:00,16.60,22405.12,,,,
5895,05/17/2024 17:40:00,16.43,17305.60,,,,
5896,05/17/2024 17:45:00,16.39,17889.28,,,,
5897,05/17/2024 17:50:00,16.21,19537.92,,,,
5898,05/17/2024 17:55:00,16.08,15185.92,,,,
5899,05/17/2024 18:00:00,16.08,15022.08,,,,
5900,05/17/2024 18:05:00,16.00,13905.92,,,,
5901,05/17/2024 18:10:00,15.91,15605.76,,,,
5902,05/17/2024 18:15:00,15.83,7372.80,,,,
5903,05/17/2024 18:20:00,15.70,5242.88,,,,
5904,05/17/2024 18:25:00,15.66,4943.36,,,,
5905,05/17/2024 18:30:00,15.70,4709.12,,,,
5906,05/17/2024 18:35:00,15.53,4665.60,,,,
5907,05/17/2024 18:40:00,15.48,4277.76,,,,
5908,05/17/2024 18:45:00,15.40,4007.68,,,,
5909,05/17/2024 18:50:00,15.48,3526.40,,,,
5910,05/17/2024 18:55:00,15.48,3283.20,,,,
5911,05/17/2024 19:00:00,15.70,2558.08,,,,
5912,05/17/2024 19:05:00,15.66,2286.08,,,,
5913,05/17/2024 19:10:00,15.53,2577.92,,,,
5914,05/17/2024 19:15:00,15.53,2243.20,,,,
5915,05/17/2024 19:20:00,15.57,1691.52,,,,
5916,05/17/2024 19:25:00,15.66,1309.76,,,,
5917,05/17/2024 19:30:00,15.66,1074.88,,,,
5918,05/17/2024 19:35:00,15.57,814.08,,,,
5919,05/17/2024 19:40:00,15.48,522.56,,,,
5920,05/17/2024 19:45:00,15.31,382.72,,,,
5921,05/17/2024 19:50:00,15.27,224.32,,,,
5922,05/17/2024 19:55:00,15.23,124.76,,,,
5923,05/17/2024 20:00:00,15.10,58.28,,,,
5924,05/17/2024 20:05:00,15.14,21.21,,,,
5925,05/17/2024 20:10:00,15.23,5.62,,,,
5926,05/17/2024 20:15:00,15.31,1.57,,,,
5927,05/17/2024 20:20:00,15.36,0.67,,,,
5928,05/17/2024 20:25:00,15.18,0.45,,,,
5929,05/17/2024 20:30:00,15.14,0.00,,,,
5930,05/17/2024 20:35:00,15.36,0.00,,,,
5931,05/17/2024 20:40:00,15.36,0.00,,,,
5932,05/17/2024 20:45:00,15.18,0.00,,,,
5933,05/17/2024 20:50:00,15.23,0.00,,,,
5934,05/17/2024 20:55:00,15.18,0.00,,,,
5935,05/17/2024 21:00:00,15.10,0.00,,,,
5936,05/17/2024 21:05:00,15.10,0.00,,,,
5937,05/17/2024 21:10:00,15.31,0.00,,,,
5938,05/17/2024 21:15:00,15.27,0.00,,,,
5939,05/17/2024 21:20:00,15.18,0.00,,,,
5940,05/17/2024 21:25:00,15.23,0.00,,,,
5941,05/17/2024 21:30:00,15.27,0.00,,,,
5942,05/17/2024 21:35:00,15.14,0.00,,,,
5943,05/17/2024 21:40:00,15.10,0.00,,,,
5944,05/17/2024 21:45:00,15.10,0.00,,,,
5945,05/17/2024 21:50:00,15.10,0.00,,,,
5946,05/17/2024 21:55:00,15.18,0.00,,,,
5947,05/17/2024 22:00:00,15.23,0.00,,,,
5948,05/17/2024 22:05:00,15.23,0.00,,,,
5949,05/17/2024 22:10:00,15.23,0.00,,,,
5950,05/17/2024 22:15:00,15.27,0.00,,,,
5951,05/17/2024 22:20:00,15.23,0.00,,,,
5952,05/17/2024 22:25:00,15.23,0.00,,,,
5953,05/17/2024 22:30:00,15.23,0.00,,,,
5954,05/17/2024 22:35:00,15.23,0.00,,,,
5955,05/17/2024 22:40:00,15.18,0.00,,,,
5956,05/17/2024 22:45:00,15.23,0.00,,,,
5957,05/17/2024 22:50:00,15.27,0.00,,,,
5958,05/17/2024 22:55:00,15.27,0.00,,,,
5959,05/17/2024 23:00:00,15.23,0.00,,,,
5960,05/17/2024 23:05:00,15.23,0.00,,,,
5961,05/17/2024 23:10:00,15.27,0.00,,,,
5962,05/17/2024 23:15:00,15.23,0.00,,,,
