Plot,#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
M5,1,4/6/2024 12:55,27.71,88719.36,,,,
M5,2,4/6/2024 13:00,29.77,88842.24,,,,
M5,3,4/6/2024 13:05,30.84,88760.32,,,,
M5,4,4/6/2024 13:10,31.36,88637.44,,,,
M5,5,4/6/2024 13:15,31.31,88350.72,,,,
M5,6,4/6/2024 13:20,31.83,88104.96,,,,
M5,7,4/6/2024 13:25,31.92,87736.32,,,,
M5,8,4/6/2024 13:30,32.09,87736.32,,,,
M5,9,4/6/2024 13:35,31.87,86589.44,,,,
M5,10,4/6/2024 13:40,32.77,85770.24,,,,
M5,11,4/6/2024 13:45,29.08,86630.4,,,,
M5,12,4/6/2024 13:50,31.79,85442.56,,,,
M5,13,4/6/2024 13:55,32.13,85483.52,,,,
M5,14,4/6/2024 14:00,32.22,84951.04,,,,
M5,15,4/6/2024 14:05,31.92,84418.56,,,,
M5,16,4/6/2024 14:10,32.17,83783.68,,,,
M5,17,4/6/2024 14:15,32.47,83128.32,,,,
M5,18,4/6/2024 14:20,32.39,82432,,,,
M5,19,4/6/2024 14:25,32.26,81797.12,,,,
M5,20,4/6/2024 14:30,32.39,81100.8,,,,
M5,21,4/6/2024 14:35,32.77,80179.2,,,,
M5,22,4/6/2024 14:40,32.94,79441.92,,,,
M5,23,4/6/2024 14:45,32.94,78622.72,,,,
M5,24,4/6/2024 14:50,32.64,77742.08,,,,
M5,25,4/6/2024 14:55,32.43,77025.28,,,,
M5,26,4/6/2024 15:00,32.47,75939.84,,,,
M5,27,4/6/2024 15:05,32.64,74895.36,,,,
M5,28,4/6/2024 15:10,31.87,73973.76,,,,
M5,29,4/6/2024 15:15,31.61,72867.84,,,,
M5,30,4/6/2024 15:20,31.49,71639.04,,,,
M5,31,4/6/2024 15:25,31.31,71024.64,,,,
M5,32,4/6/2024 15:30,31.27,69959.68,,,,
M5,33,4/6/2024 15:35,31.06,68956.16,,,,
