Plot,#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
B5,1,4/1/2024 12:55,26.21,81674.24,,,,
B5,2,4/1/2024 13:00,24.45,90152.96,,,,
B5,3,4/1/2024 13:05,24.88,89825.28,,,,
B5,4,4/1/2024 13:10,24.24,90152.96,,,,
B5,5,4/1/2024 13:15,23.59,91013.12,,,,
B5,6,4/1/2024 13:20,23.12,90112,,,,
B5,7,4/1/2024 13:25,22.09,90439.68,,,,
B5,8,4/1/2024 13:30,23.42,90972.16,,,,
B5,9,4/1/2024 13:35,22.95,90931.2,,,,
B5,10,4/1/2024 13:40,20.8,88186.88,,,,
B5,11,4/1/2024 13:45,20.72,89497.6,,,,
B5,12,4/1/2024 13:50,21.49,88350.72,,,,
B5,13,4/1/2024 13:55,19.22,58716.16,,,,
B5,14,4/1/2024 14:00,19.73,74076.16,,,,
B5,15,4/1/2024 14:05,20.03,89456.64,,,,
B5,16,4/1/2024 14:10,19.35,70922.24,,,,
B5,17,4/1/2024 14:15,18.83,55275.52,,,,
B5,18,4/1/2024 14:20,18.79,67133.44,,,,
B5,19,4/1/2024 14:25,18.66,55808,,,,
B5,20,4/1/2024 14:30,18.49,66007.04,,,,
B5,21,4/1/2024 14:35,18.66,51916.8,,,,
B5,22,4/1/2024 14:40,18.4,71004.16,,,,
B5,23,4/1/2024 14:45,18.36,77004.8,,,,
B5,24,4/1/2024 14:50,18.1,49274.88,,,,
B5,25,4/1/2024 14:55,18.27,77230.08,,,,
B5,26,4/1/2024 15:00,18.4,114565.12,,,,
B5,27,4/1/2024 15:05,18.06,60067.84,,,,
B5,28,4/1/2024 15:10,18.1,53268.48,,,,
B5,29,4/1/2024 15:15,17.84,64778.24,,,,
B5,30,4/1/2024 15:20,17.97,28467.2,,,,
B5,31,4/1/2024 15:25,17.72,35072,,,,
B5,32,4/1/2024 15:30,17.84,35717.12,,,,
B5,33,4/1/2024 15:35,17.59,48476.16,,,,
B5,34,4/1/2024 15:40,17.67,63488,,,,
B5,35,4/1/2024 15:45,17.41,46469.12,,,,
