Plot,#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
B3,1,4/27/2024 8:20,24.02,57794.56,,,,
B3,2,4/27/2024 8:25,27.07,59002.88,,,,
B3,3,4/27/2024 8:30,28.05,61337.6,,,,
B3,4,4/27/2024 8:35,29.04,64327.68,,,,
B3,5,4/27/2024 8:40,29.6,66416.64,,,,
B3,6,4/27/2024 8:45,30.11,68976.64,,,,
B3,7,4/27/2024 8:50,31.1,70615.04,,,,
B3,8,4/27/2024 8:55,31.36,72581.12,,,,
B3,9,4/27/2024 9:00,32.04,74526.72,,,,
B3,10,4/27/2024 9:05,32.64,76124.16,,,,
B3,11,4/27/2024 9:10,33.33,77905.92,,,,
B3,12,4/27/2024 9:15,33.72,79646.72,,,,
B3,13,4/27/2024 9:20,34.23,81223.68,,,,
B3,14,4/27/2024 9:25,34.36,82780.16,,,,
B3,15,4/27/2024 9:30,35,84254.72,,,,
B3,16,4/27/2024 9:35,35.18,85852.16,,,,
B3,17,4/27/2024 9:40,35.3,87244.8,,,,
B3,18,4/27/2024 9:45,27.5,88023.04,,,,
B3,19,4/27/2024 9:50,26.12,90234.88,,,,
B3,20,4/27/2024 9:55,24.71,92610.56,,,,
B3,21,4/27/2024 10:00,23.25,48046.08,,,,
B3,22,4/27/2024 10:05,23.64,92200.96,,,,
B3,23,4/27/2024 10:10,22.26,69365.76,,,,
B3,24,4/27/2024 10:15,22.05,101703.68,,,,
B3,25,4/27/2024 10:20,21.49,96993.28,,,,
B3,26,4/27/2024 10:25,21.62,82944,,,,
B3,27,4/27/2024 10:30,21.19,97034.24,,,,
B3,28,4/27/2024 10:35,21.28,89169.92,,,,
B3,29,4/27/2024 10:40,20.25,81735.68,,,,
B3,30,4/27/2024 10:45,20.29,62484.48,,,,
B3,31,4/27/2024 10:50,20.72,89743.36,,,,
B3,32,4/27/2024 10:55,20.85,50995.2,,,,
B3,33,4/27/2024 11:00,20.29,85319.68,,,,
B3,34,4/27/2024 11:05,19.99,102318.08,,,,
B3,35,4/27/2024 11:10,20.5,84500.48,,,,
B3,36,4/27/2024 11:15,19.82,88309.76,,,,
B3,37,4/27/2024 11:20,19.95,74772.48,,,,
B3,38,4/27/2024 11:25,20.16,89743.36,,,,
B3,39,4/27/2024 11:30,19.69,71147.52,,,,
B3,40,4/27/2024 11:35,19.3,76185.6,,,,
B3,41,4/27/2024 11:40,19.47,20321.28,,,,
B3,42,4/27/2024 11:45,19.52,52408.32,,,,
B3,43,4/27/2024 11:50,19.17,114688,,,,
B3,44,4/27/2024 11:55,19.69,111697.92,,,,
B3,45,4/27/2024 12:00,19.82,78929.92,,,,
B3,46,4/27/2024 12:05,19.52,99409.92,,,,
B3,47,4/27/2024 12:10,19.43,102973.44,,,,
B3,48,4/27/2024 12:15,19.17,81367.04,,,,
B3,49,4/27/2024 12:20,19.17,80752.64,,,,
B3,50,4/27/2024 12:25,19.65,71086.08,,,,
B3,51,4/27/2024 12:30,19.73,103014.4,,,,
B3,52,4/27/2024 12:35,19.47,67112.96,,,,
B3,53,4/27/2024 12:40,19.3,80650.24,,,,
B3,54,4/27/2024 12:45,19.52,70881.28,,,,
B3,55,4/27/2024 12:50,19.77,55234.56,,,,
B3,56,4/27/2024 12:55,19.9,69140.48,,,,
B3,57,4/27/2024 13:00,19.82,42762.24,,,,
B3,58,4/27/2024 13:05,19.73,74280.96,,,,
B3,59,4/27/2024 13:10,19.73,99778.56,,,,
B3,60,4/27/2024 13:15,19.82,73564.16,,,,
B3,61,4/27/2024 13:20,19.69,73768.96,,,,
B3,62,4/27/2024 13:25,19.69,97034.24,,,,
B3,63,4/27/2024 13:30,19.69,58470.4,,,,
B3,64,4/27/2024 13:35,19.77,65884.16,,,,
B3,65,4/27/2024 13:40,19.52,68136.96,,,,
B3,66,4/27/2024 13:45,19.73,78295.04,,,,
B3,67,4/27/2024 13:50,19.77,39587.84,,,,
B3,68,4/27/2024 13:55,19.82,69181.44,,,,
B3,69,4/27/2024 14:00,19.86,75632.64,,,,
B3,70,4/27/2024 14:05,19.82,84049.92,,,,
B3,71,4/27/2024 14:10,20.12,95068.16,,,,
B3,72,4/27/2024 14:15,20.03,53596.16,,,,
B3,73,4/27/2024 14:20,19.95,61030.4,,,,
B3,74,4/27/2024 14:25,20.2,65597.44,,,,
B3,75,4/27/2024 14:30,19.82,69980.16,,,,
B3,76,4/27/2024 14:35,19.95,80527.36,,,,
B3,77,4/27/2024 14:40,19.82,69038.08,,,,
B3,78,4/27/2024 14:45,19.86,62832.64,,,,
B3,79,4/27/2024 14:50,20.03,73400.32,,,,
B3,80,4/27/2024 14:55,19.9,71905.28,,,,
B3,81,4/27/2024 15:00,19.95,91832.32,,,,
B3,82,4/27/2024 15:05,19.82,87162.88,,,,
B3,83,4/27/2024 15:10,19.9,92569.6,,,,
B3,84,4/27/2024 15:15,19.86,73830.4,,,,
B3,85,4/27/2024 15:20,19.56,67993.6,,,,
B3,86,4/27/2024 15:25,19.73,48087.04,,,,
B3,87,4/27/2024 15:30,19.43,58798.08,,,,
B3,88,4/27/2024 15:35,19.35,61480.96,,,,
B3,89,4/27/2024 15:40,19.26,64860.16,,,,
B3,90,4/27/2024 15:45,19.47,49623.04,,,,
