Plot,#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
RW4,1,10/3/2023 16:50,21.32,4299.52,,,,
RW4,2,10/3/2023 16:55,19.82,4089.6,,,,
RW4,3,10/3/2023 17:00,19.39,3994.88,,,,
RW4,4,10/3/2023 17:05,19.13,3900.16,,,,
RW4,5,10/3/2023 17:10,18.96,4184.32,,,,
RW4,6,10/3/2023 17:15,18.83,4691.2,,,,
RW4,7,10/3/2023 17:20,18.79,3403.52,,,,
RW4,8,10/3/2023 17:25,18.74,3347.2,,,,
RW4,9,10/3/2023 17:30,18.49,2663.68,,,,
RW4,10,10/3/2023 17:35,18.19,2174.08,,,,
RW4,11,10/3/2023 17:40,17.97,2004.48,,,,
RW4,12,10/3/2023 17:45,17.76,1843.2,,,,
RW4,13,10/3/2023 17:50,17.67,1719.04,,,,
RW4,14,10/3/2023 17:55,17.54,1584,,,,
RW4,15,10/3/2023 18:00,17.46,1415.04,,,,
RW4,16,10/3/2023 18:05,17.46,1241.28,,,,
RW4,17,10/3/2023 18:10,17.41,1066.24,,,,
RW4,18,10/3/2023 18:15,17.29,877.76,,,,
RW4,19,10/3/2023 18:20,17.16,698.56,,,,
RW4,20,10/3/2023 18:25,17.03,509.28,,,,
RW4,21,10/3/2023 18:30,16.81,352.32,,,,
RW4,22,10/3/2023 18:35,16.69,208.96,,,,
RW4,23,10/3/2023 18:40,16.56,108.44,,,,
RW4,24,10/3/2023 18:45,16.47,46.72,,,,
RW4,25,10/3/2023 18:50,16.43,16.08,,,,
RW4,26,10/3/2023 18:55,16.51,4.4,,,,
RW4,27,10/3/2023 19:00,16.43,0.87,,,,
RW4,28,10/3/2023 19:05,16.34,0,,,,
RW4,29,10/3/2023 19:10,16.26,0,,,,
RW4,30,10/3/2023 19:15,16.17,0,,,,
RW4,31,10/3/2023 19:20,16.13,0,,,,
RW4,32,10/3/2023 19:25,16.08,0,,,,
RW4,33,10/3/2023 19:30,16.08,0,,,,
RW4,34,10/3/2023 19:35,16.08,0,,,,
RW4,35,10/3/2023 19:40,16.13,0,,,,
RW4,36,10/3/2023 19:45,16.13,0,,,,
RW4,37,10/3/2023 19:50,16.08,0,,,,
RW4,38,10/3/2023 19:55,15.96,0,,,,
RW4,39,10/3/2023 20:00,15.91,0,,,,
RW4,40,10/3/2023 20:05,15.74,0,,,,
RW4,41,10/3/2023 20:10,15.53,0,,,,
RW4,42,10/3/2023 20:15,15.31,0,,,,
RW4,43,10/3/2023 20:20,15.01,0,,,,
RW4,44,10/3/2023 20:25,14.88,0,,,,
RW4,45,10/3/2023 20:30,14.75,0,,,,
RW4,46,10/3/2023 20:35,14.45,0,,,,
RW4,47,10/3/2023 20:40,14.37,0,,,,
RW4,48,10/3/2023 20:45,14.2,0,,,,
RW4,49,10/3/2023 20:50,14.37,0,,,,
RW4,50,10/3/2023 20:55,14.33,0,,,,
RW4,51,10/3/2023 21:00,14.33,0,,,,
RW4,52,10/3/2023 21:05,14.45,0,,,,
RW4,53,10/3/2023 21:10,14.67,0,,,,
RW4,54,10/3/2023 21:15,14.71,0,,,,
RW4,55,10/3/2023 21:20,14.93,0,,,,
RW4,56,10/3/2023 21:25,15.1,0,,,,
RW4,57,10/3/2023 21:30,15.1,0,,,,
RW4,58,10/3/2023 21:35,15.14,0,,,,
RW4,59,10/3/2023 21:40,15.1,0,,,,
RW4,60,10/3/2023 21:45,15.18,0,,,,
RW4,61,10/3/2023 21:50,15.1,0,,,,
RW4,62,10/3/2023 21:55,15.23,0,,,,
RW4,63,10/3/2023 22:00,15.36,0,,,,
RW4,64,10/3/2023 22:05,15.48,0,,,,
RW4,65,10/3/2023 22:10,15.53,0,,,,
RW4,66,10/3/2023 22:15,15.48,0,,,,
RW4,67,10/3/2023 22:20,15.36,0,,,,
RW4,68,10/3/2023 22:25,15.31,0,,,,
RW4,69,10/3/2023 22:30,15.23,0,,,,
RW4,70,10/3/2023 22:35,15.18,0,,,,
RW4,71,10/3/2023 22:40,15.23,0,,,,
RW4,72,10/3/2023 22:45,15.18,0,,,,
RW4,73,10/3/2023 22:50,17.07,0,,,,
RW4,74,10/3/2023 22:55,17.33,0,,,,
RW4,75,10/3/2023 23:00,17.76,0,,,,
RW4,76,10/3/2023 23:05,17.76,0,,,,
