Plot,#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
B5,1,10/2/2023 18:00,19.56,3960.32,,,,
B5,2,10/2/2023 18:05,17.72,4145.92,,,,
B5,3,10/2/2023 18:10,17.07,3475.2,,,,
B5,4,10/2/2023 18:15,16.73,2795.52,,,,
B5,5,10/2/2023 18:20,16.51,2142.08,,,,
B5,6,10/2/2023 18:25,16.34,1525.76,,,,
B5,7,10/2/2023 18:30,16.17,991.68,,,,
B5,8,10/2/2023 18:35,16.08,573.76,,,,
B5,9,10/2/2023 18:40,16,302.16,,,,
B5,10,10/2/2023 18:45,15.91,138.6,,,,
B5,11,10/2/2023 18:50,15.87,49.78,,,,
B5,12,10/2/2023 18:55,15.83,15.72,,,,
B5,13,10/2/2023 19:00,15.83,4.51,,,,
B5,14,10/2/2023 19:05,15.83,1.29,,,,
B5,15,10/2/2023 19:10,15.83,0.21,,,,
B5,16,10/2/2023 19:15,15.78,0,,,,
B5,17,10/2/2023 19:20,15.78,0,,,,
B5,18,10/2/2023 19:25,15.74,0,,,,
B5,19,10/2/2023 19:30,15.7,0,,,,
B5,20,10/2/2023 19:35,15.74,0,,,,
B5,21,10/2/2023 19:40,15.78,0,,,,
B5,22,10/2/2023 19:45,15.87,0,,,,
B5,23,10/2/2023 19:50,15.87,0,,,,
B5,24,10/2/2023 19:55,15.87,0,,,,
B5,25,10/2/2023 20:00,15.87,0,,,,
B5,26,10/2/2023 20:05,15.83,0,,,,
B5,27,10/2/2023 20:10,15.83,0,,,,
B5,28,10/2/2023 20:15,15.83,0,,,,
B5,29,10/2/2023 20:20,15.48,0,,,,
B5,30,10/2/2023 20:25,15.18,0,,,,
B5,31,10/2/2023 20:30,15.78,0,,,,
B5,32,10/2/2023 20:35,16.34,0,,,,
B5,33,10/2/2023 20:40,17.03,0,,,,
B5,34,10/2/2023 20:45,17.07,0,,,,
B5,35,10/2/2023 20:50,17.16,0,,,,
B5,36,10/2/2023 20:55,17.59,0,,,,
B5,37,10/2/2023 21:00,17.63,0,,,,
B5,38,10/2/2023 21:05,17.84,0,,,,
B5,39,10/2/2023 21:10,17.89,0,,,,
B5,40,10/2/2023 21:15,17.84,0,,,,
B5,41,10/2/2023 21:20,17.89,0,,,,
B5,42,10/2/2023 21:25,17.93,0,,,,
B5,43,10/2/2023 21:30,17.89,0,,,,
B5,44,10/2/2023 21:35,17.89,0,,,,
B5,45,10/2/2023 21:40,17.89,0,,,,
B5,46,10/2/2023 21:45,17.84,0,,,,
B5,47,10/2/2023 21:50,17.89,0,,,,
B5,48,10/2/2023 21:55,17.93,0,,,,
B5,49,10/2/2023 22:00,17.93,0,,,,
B5,50,10/2/2023 22:05,17.89,0,,,,
B5,51,10/2/2023 22:10,17.93,0,,,,
B5,52,10/2/2023 22:15,17.89,0,,,,
B5,53,10/2/2023 22:20,17.93,0,,,,
B5,54,10/2/2023 22:25,17.93,0,,,,
B5,55,10/2/2023 22:30,17.97,0,,,,
B5,56,10/2/2023 22:35,17.97,0,,,,
B5,57,10/2/2023 22:40,17.93,0,,,,
B5,58,10/2/2023 22:45,17.93,0,,,,
B5,59,10/2/2023 22:50,17.89,0,,,,
B5,60,10/2/2023 22:55,17.89,0,,,,
B5,61,10/2/2023 23:00,17.89,0,,,,
B5,62,10/2/2023 23:05,17.89,0,,,,
B5,63,10/2/2023 23:10,17.89,0,,,,
B5,64,10/2/2023 23:15,17.89,0,,,,
B5,65,10/2/2023 23:20,17.84,0,,,,
