Plot,#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
M5,1,10/24/2023 1:20,17.16,27.69,,,,
M5,2,10/24/2023 1:25,15.74,0,,,,
M5,3,10/24/2023 1:30,14.97,0,,,,
M5,4,10/24/2023 1:35,14.84,0,,,,
M5,5,10/24/2023 1:40,14.45,0,,,,
M5,6,10/24/2023 1:45,14.33,0,,,,
M5,7,10/24/2023 1:50,15.1,0,,,,
M5,8,10/24/2023 1:55,15.96,0,,,,
M5,9,10/24/2023 2:00,16.69,0,,,,
M5,10,10/24/2023 2:05,16.99,0,,,,
M5,11,10/24/2023 2:10,16.86,0,,,,
M5,12,10/24/2023 2:15,17.07,0,,,,
M5,13,10/24/2023 2:20,17.07,0,,,,
M5,14,10/24/2023 2:25,17.41,0,,,,
M5,15,10/24/2023 2:30,17.33,0,,,,
M5,16,10/24/2023 2:35,17.24,0,,,,
M5,17,10/24/2023 2:40,17.5,0,,,,
M5,18,10/24/2023 2:45,17.59,0,,,,
M5,19,10/24/2023 2:50,17.8,0,,,,
M5,20,10/24/2023 2:55,17.76,0,,,,
M5,21,10/24/2023 3:00,17.89,0,,,,
M5,22,10/24/2023 3:05,17.84,0,,,,
M5,23,10/24/2023 3:10,17.84,0,,,,
M5,24,10/24/2023 3:15,17.84,0,,,,
M5,25,10/24/2023 3:20,17.89,0,,,,
M5,26,10/24/2023 3:25,17.84,0,,,,
M5,27,10/24/2023 3:30,17.84,0,,,,
M5,28,10/24/2023 3:35,17.84,0,,,,
M5,29,10/24/2023 3:40,17.8,0,,,,
M5,30,10/24/2023 3:45,17.8,0,,,,
M5,31,10/24/2023 3:50,17.8,0,,,,
M5,32,10/24/2023 3:55,17.84,0,,,,
M5,33,10/24/2023 4:00,17.8,0,,,,
M5,34,10/24/2023 4:05,17.8,0,,,,
M5,35,10/24/2023 4:10,17.84,0,,,,
M5,36,10/24/2023 4:15,17.84,0,,,,
M5,37,10/24/2023 4:20,17.8,0,,,,
M5,38,10/24/2023 4:25,17.84,0,,,,
M5,39,10/24/2023 4:30,17.84,0.21,,,,
M5,40,10/24/2023 4:35,17.84,0,,,,
M5,41,10/24/2023 4:40,17.8,0,,,,
M5,42,10/24/2023 4:45,17.76,0,,,,
M5,43,10/24/2023 4:50,17.8,0,,,,
M5,44,10/24/2023 4:55,17.76,0,,,,
M5,45,10/24/2023 5:00,17.84,0,,,,
M5,46,10/24/2023 5:05,17.8,0,,,,
M5,47,10/24/2023 5:10,17.76,0,,,,
M5,48,10/24/2023 5:15,17.8,0,,,,
M5,49,10/24/2023 5:20,17.76,0,,,,
M5,50,10/24/2023 5:25,17.8,0,,,,
M5,51,10/24/2023 5:30,17.84,0,,,,
M5,52,10/24/2023 5:35,17.76,0,,,,
M5,53,10/24/2023 5:40,17.8,0,,,,
M5,54,10/24/2023 5:45,17.8,0,,,,
M5,55,10/24/2023 5:50,17.76,0,,,,
M5,56,10/24/2023 5:55,17.84,0,,,,
M5,57,10/24/2023 6:00,17.84,0,,,,
M5,58,10/24/2023 6:05,17.84,0,,,,
M5,59,10/24/2023 6:10,17.84,0,,,,
M5,60,10/24/2023 6:15,17.84,0,,,,
M5,61,10/24/2023 6:20,17.76,0,,,,
M5,62,10/24/2023 6:25,17.89,0,,,,
M5,63,10/24/2023 6:30,17.8,0,,,,
M5,64,10/24/2023 6:35,17.84,0.43,,,,
M5,65,10/24/2023 6:40,17.89,2.39,,,,
M5,66,10/24/2023 6:45,17.89,7.4,,,,
M5,67,10/24/2023 6:50,17.84,28.37,,,,
M5,68,10/24/2023 6:55,17.93,64.74,,,,
M5,69,10/24/2023 7:00,17.89,132.96,,,,
M5,70,10/24/2023 7:05,17.93,297.76,,,,
M5,71,10/24/2023 7:10,17.89,451.68,,,,
M5,72,10/24/2023 7:15,17.93,810.88,,,,
M5,73,10/24/2023 7:20,17.93,316,,,,
M5,74,10/24/2023 7:25,17.97,1434.88,,,,
M5,75,10/24/2023 7:30,17.97,1241.28,,,,
M5,76,10/24/2023 7:35,17.97,1888.64,,,,
M5,77,10/24/2023 7:40,17.97,1960.32,,,,
M5,78,10/24/2023 7:45,17.93,2594.56,,,,
M5,79,10/24/2023 7:50,18.02,3372.8,,,,
M5,80,10/24/2023 7:55,18.06,2741.76,,,,
M5,81,10/24/2023 8:00,18.1,3749.12,,,,
M5,82,10/24/2023 8:05,18.1,5882.88,,,,
M5,83,10/24/2023 8:10,18.14,5146.88,,,,
M5,84,10/24/2023 8:15,18.19,5396.48,,,,
M5,85,10/24/2023 8:20,18.1,5780.48,,,,
M5,86,10/24/2023 8:25,18.14,4968.96,,,,
M5,87,10/24/2023 8:30,18.19,6100.48,,,,
M5,88,10/24/2023 8:35,18.36,8000,,,,
M5,89,10/24/2023 8:40,18.14,3420.16,,,,
M5,90,10/24/2023 8:45,18.36,20761.6,,,,
M5,91,10/24/2023 8:50,18.66,12405.76,,,,
M5,92,10/24/2023 8:55,18.7,15836.16,,,,
M5,93,10/24/2023 9:00,18.74,23746.56,,,,
M5,94,10/24/2023 9:05,18.83,22353.92,,,,
M5,95,10/24/2023 9:10,18.44,3801.6,,,,
M5,96,10/24/2023 9:15,18.87,8578.56,,,,
M5,97,10/24/2023 9:20,18.79,19932.16,,,,
M5,98,10/24/2023 9:25,19.05,28416,,,,
M5,99,10/24/2023 9:30,18.62,12656.64,,,,
M5,100,10/24/2023 9:35,19.22,16568.32,,,,
M5,101,10/24/2023 9:40,18.92,8949.76,,,,
M5,102,10/24/2023 9:45,18.74,17807.36,,,,
M5,103,10/24/2023 9:50,19.6,46469.12,,,,
M5,104,10/24/2023 9:55,19.35,12871.68,,,,
M5,105,10/24/2023 10:00,18.66,5632,,,,
M5,106,10/24/2023 10:05,18.57,3121.92,,,,
M5,107,10/24/2023 10:10,18.62,2986.24,,,,
M5,108,10/24/2023 10:15,18.66,9930.24,,,,
M5,109,10/24/2023 10:20,18.36,8396.8,,,,
M5,110,10/24/2023 10:25,18.96,12549.12,,,,
M5,111,10/24/2023 10:30,19.05,9784.32,,,,
M5,112,10/24/2023 10:35,19.17,23500.8,,,,
M5,113,10/24/2023 10:40,19.22,26910.72,,,,
M5,114,10/24/2023 10:45,20.12,25743.36,,,,
M5,115,10/24/2023 10:50,19.3,6307.84,,,,
M5,116,10/24/2023 10:55,19.47,33157.12,,,,
M5,117,10/24/2023 11:00,19.47,3918.08,,,,
M5,118,10/24/2023 11:05,19.77,43069.44,,,,
M5,119,10/24/2023 11:10,19.95,11729.92,,,,
M5,120,10/24/2023 11:15,19.77,35225.6,,,,
M5,121,10/24/2023 11:20,20.33,40171.52,,,,
M5,122,10/24/2023 11:25,19.95,29255.68,,,,
M5,123,10/24/2023 11:30,19.56,22743.04,,,,
M5,124,10/24/2023 11:35,20.76,45199.36,,,,
M5,125,10/24/2023 11:40,21.92,44564.48,,,,
M5,126,10/24/2023 11:45,21.06,41441.28,,,,
M5,127,10/24/2023 11:50,22.01,14161.92,,,,
M5,128,10/24/2023 11:55,22.09,28610.56,,,,
M5,129,10/24/2023 12:00,21.66,66007.04,,,,
M5,130,10/24/2023 12:05,21.92,50257.92,,,,
M5,131,10/24/2023 12:10,21.79,59535.36,,,,
M5,132,10/24/2023 12:15,21.62,22671.36,,,,
M5,133,10/24/2023 12:20,21.49,16803.84,,,,
M5,134,10/24/2023 12:25,22.01,13834.24,,,,
M5,135,10/24/2023 12:30,22.69,86876.16,,,,
M5,136,10/24/2023 12:35,23.21,61583.36,,,,
M5,137,10/24/2023 12:40,22.01,41553.92,,,,
M5,138,10/24/2023 12:45,22.18,35891.2,,,,
M5,139,10/24/2023 12:50,22.95,33413.12,,,,
M5,140,10/24/2023 12:55,21.1,16399.36,,,,
M5,141,10/24/2023 13:00,22.31,65474.56,,,,
M5,142,10/24/2023 13:05,23.29,57835.52,,,,
M5,143,10/24/2023 13:10,23.12,79114.24,,,,
M5,144,10/24/2023 13:15,22.26,23859.2,,,,
M5,145,10/24/2023 13:20,22.39,57057.28,,,,
M5,146,10/24/2023 13:25,22.52,60518.4,,,,
M5,147,10/24/2023 13:30,22.65,52551.68,,,,
M5,148,10/24/2023 13:35,22.13,63283.2,,,,
M5,149,10/24/2023 13:40,21.88,53760,,,,
M5,150,10/24/2023 13:45,22.18,59453.44,,,,
M5,151,10/24/2023 13:50,21.75,51486.72,,,,
M5,152,10/24/2023 13:55,21.79,53514.24,,,,
M5,153,10/24/2023 14:00,21.75,74690.56,,,,
M5,154,10/24/2023 14:05,21.45,32931.84,,,,
M5,155,10/24/2023 14:10,21.53,58265.6,,,,
M5,156,10/24/2023 14:15,21.4,49152,,,,
M5,157,10/24/2023 14:20,21.06,69386.24,,,,
M5,158,10/24/2023 14:25,21.23,29480.96,,,,
M5,159,10/24/2023 14:30,20.98,24453.12,,,,
M5,160,10/24/2023 14:35,21.02,39813.12,,,,
M5,161,10/24/2023 14:40,20.85,27852.8,,,,
M5,162,10/24/2023 14:45,20.89,45752.32,,,,
M5,163,10/24/2023 14:50,20.98,49766.4,,,,
M5,164,10/24/2023 14:55,20.76,36515.84,,,,
M5,165,10/24/2023 15:00,20.59,26429.44,,,,
M5,166,10/24/2023 15:05,20.63,37744.64,,,,
M5,167,10/24/2023 15:10,20.59,20177.92,,,,
M5,168,10/24/2023 15:15,20.59,20280.32,,,,
M5,169,10/24/2023 15:20,20.55,9262.08,,,,
M5,170,10/24/2023 15:25,20.46,28221.44,,,,
M5,171,10/24/2023 15:30,20.42,32348.16,,,,
M5,172,10/24/2023 15:35,20.46,25989.12,,,,
M5,173,10/24/2023 15:40,20.37,17848.32,,,,
M5,174,10/24/2023 15:45,20.29,28641.28,,,,
M5,175,10/24/2023 15:50,20.29,19082.24,,,,
M5,176,10/24/2023 15:55,20.2,23101.44,,,,
M5,177,10/24/2023 16:00,20.25,21934.08,,,,
M5,178,10/24/2023 16:05,20.12,22978.56,,,,
M5,179,10/24/2023 16:10,20.03,17633.28,,,,
M5,180,10/24/2023 16:15,20.07,20720.64,,,,
M5,181,10/24/2023 16:20,19.99,13946.88,,,,
M5,182,10/24/2023 16:25,19.99,20177.92,,,,
M5,183,10/24/2023 16:30,19.95,14807.04,,,,
M5,184,10/24/2023 16:35,19.9,9966.08,,,,
M5,185,10/24/2023 16:40,19.69,6732.8,,,,
M5,186,10/24/2023 16:45,19.77,7833.6,,,,
M5,187,10/24/2023 16:50,19.65,5926.4,,,,
M5,188,10/24/2023 16:55,19.73,9213.44,,,,
M5,189,10/24/2023 17:00,19.73,7687.68,,,,
M5,190,10/24/2023 17:05,19.77,5596.16,,,,
M5,191,10/24/2023 17:10,19.73,5164.8,,,,
M5,192,10/24/2023 17:15,19.69,5839.36,,,,
M5,193,10/24/2023 17:20,19.65,5128.96,,,,
M5,194,10/24/2023 17:25,19.65,4052.48,,,,
