Plot,#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
RW6,27,10/14/2023 18:40,18.02,6.06,"","","",""
RW6,28,10/14/2023 18:45,17.59,1.56,"","","",""
RW6,29,10/14/2023 18:50,18.4,0,"","","",""
RW6,30,10/14/2023 18:55,18.74,0,"","","",""
RW6,31,10/14/2023 19:00,18.7,0,"","","",""
RW6,32,10/14/2023 19:05,18.79,0,"","","",""
RW6,33,10/14/2023 19:10,18.83,0,"","","",""
RW6,34,10/14/2023 19:15,18.79,0,"","","",""
RW6,35,10/14/2023 19:20,18.79,0,"","","",""
RW6,36,10/14/2023 19:25,18.87,0,"","","",""
RW6,37,10/14/2023 19:30,18.87,0,"","","",""
RW6,38,10/14/2023 19:35,18.87,0,"","","",""
RW6,39,10/14/2023 19:40,18.87,0,"","","",""
RW6,40,10/14/2023 19:45,18.83,0,"","","",""
RW6,41,10/14/2023 19:50,18.79,0,"","","",""
RW6,42,10/14/2023 19:55,18.83,0,"","","",""
RW6,43,10/14/2023 20:00,18.79,0,"","","",""
RW6,44,10/14/2023 20:05,18.74,0,"","","",""
RW6,45,10/14/2023 20:10,18.79,0,"","","",""
RW6,46,10/14/2023 20:15,18.74,0,"","","",""
RW6,47,10/14/2023 20:20,18.66,0,"","","",""
RW6,48,10/14/2023 20:25,18.62,0,"","","",""
RW6,49,10/14/2023 20:30,18.57,0,"","","",""
RW6,50,10/14/2023 20:35,18.53,0,"","","",""
RW6,51,10/14/2023 20:40,18.53,0,"","","",""
RW6,52,10/14/2023 20:45,18.49,0,"","","",""
RW6,53,10/14/2023 20:50,18.53,0,"","","",""
RW6,54,10/14/2023 20:55,18.44,0,"","","",""
RW6,55,10/14/2023 21:00,18.44,0,"","","",""
RW6,56,10/14/2023 21:05,18.4,0,"","","",""
RW6,57,10/14/2023 21:10,18.36,0,"","","",""
RW6,58,10/14/2023 21:15,18.32,0,"","","",""
RW6,59,10/14/2023 21:20,18.36,0,"","","",""
RW6,60,10/14/2023 21:25,18.32,0,"","","",""
RW6,61,10/14/2023 21:30,18.27,0,"","","",""
RW6,62,10/14/2023 21:35,18.23,0,"","","",""
RW6,63,10/14/2023 21:40,18.23,0,"","","",""
RW6,64,10/14/2023 21:45,18.32,0,"","","",""
RW6,65,10/14/2023 21:50,18.19,0,"","","",""
RW6,66,10/14/2023 21:55,18.19,0,"","","",""
RW6,67,10/14/2023 22:00,18.19,0,"","","",""
RW6,68,10/14/2023 22:05,18.14,0,"","","",""
RW6,69,10/14/2023 22:10,18.19,0,"","","",""
RW6,70,10/14/2023 22:15,18.23,0,"","","",""
RW6,71,10/14/2023 22:20,18.14,0,"","","",""
RW6,72,10/14/2023 22:25,18.14,0,"","","",""
RW6,73,10/14/2023 22:30,18.1,0,"","","",""
RW6,74,10/14/2023 22:35,18.1,0,"","","",""
RW6,75,10/14/2023 22:40,18.02,0,"","","",""
RW6,76,10/14/2023 22:45,18.02,0,"","","",""
RW6,77,10/14/2023 22:50,17.93,0,"","","",""
RW6,78,10/14/2023 22:55,17.89,0,"","","",""
RW6,79,10/14/2023 23:00,17.89,0,"","","",""
RW6,80,10/14/2023 23:05,17.76,0,"","","",""
RW6,81,10/14/2023 23:10,17.67,0,"","","",""
RW6,82,10/14/2023 23:15,17.54,0,"","","",""
RW6,83,10/14/2023 23:20,17.46,0,"","","",""
RW6,84,10/14/2023 23:25,17.29,0,"","","",""
RW6,85,10/14/2023 23:30,17.33,0,"","","",""
RW6,86,10/14/2023 23:35,17.37,0,"","","",""
RW6,87,10/14/2023 23:40,17.37,0,"","","",""
RW6,88,10/14/2023 23:45,17.46,0,"","","",""
RW6,89,10/14/2023 23:50,17.46,0,"","","",""
RW6,90,10/14/2023 23:55,17.41,0,"","","",""
RW6,91,10/15/2023 0:00,17.41,0,"","","",""
RW6,92,10/15/2023 0:05,17.37,0,"","","",""
RW6,93,10/15/2023 0:10,17.29,0,"","","",""
RW6,94,10/15/2023 0:15,17.2,0,"","","",""
RW6,95,10/15/2023 0:20,17.16,0,"","","",""
RW6,96,10/15/2023 0:25,17.07,0,"","","",""
RW6,97,10/15/2023 0:30,17.11,0,"","","",""
RW6,98,10/15/2023 0:35,17.11,0,"","","",""
RW6,99,10/15/2023 0:40,17.11,0,"","","",""
RW6,100,10/15/2023 0:45,17.2,0,"","","",""
RW6,101,10/15/2023 0:50,17.16,0,"","","",""
RW6,102,10/15/2023 0:55,17.16,0,"","","",""
RW6,103,10/15/2023 1:00,17.2,0,"","","",""
RW6,104,10/15/2023 1:05,17.16,0,"","","",""
RW6,105,10/15/2023 1:10,17.16,0,"","","",""
RW6,106,10/15/2023 1:15,17.16,0,"","","",""
RW6,107,10/15/2023 1:20,17.11,0,"","","",""
RW6,108,10/15/2023 1:25,17.16,0,"","","",""
RW6,159,10/15/2023 5:40,16.77,0,"","","",""
RW6,160,10/15/2023 5:45,16.86,0,"","","",""
RW6,161,10/15/2023 5:50,16.99,0,"","","",""
RW6,162,10/15/2023 5:55,16.99,0,"","","",""
RW6,163,10/15/2023 6:00,16.99,0,"","","",""
RW6,164,10/15/2023 6:05,17.07,0,"","","",""
RW6,165,10/15/2023 6:10,17.11,0,"","","",""
RW6,166,10/15/2023 6:15,17.2,0,"","","",""
RW6,167,10/15/2023 6:20,17.16,0,"","","",""
RW6,168,10/15/2023 6:25,17.2,0,"","","",""
RW6,169,10/15/2023 6:30,17.16,0,"","","",""
RW6,170,10/15/2023 6:35,17.24,2.23,"","","",""
RW6,171,10/15/2023 6:40,17.16,0,"","","",""
RW6,172,10/15/2023 6:45,17.16,4.46,"","","",""
RW6,173,10/15/2023 6:50,17.2,1.11,"","","",""
RW6,174,10/15/2023 6:55,17.2,16.84,"","","",""
RW6,175,10/15/2023 7:00,17.2,0,"","","",""
RW6,176,10/15/2023 7:05,17.2,0.67,"","","",""
RW6,177,10/15/2023 7:10,17.24,196.8,"","","",""
RW6,178,10/15/2023 7:15,17.2,1.56,"","","",""
RW6,179,10/15/2023 7:20,17.24,0.22,"","","",""
RW6,180,10/15/2023 7:25,17.29,6.73,"","","",""
RW6,181,10/15/2023 7:30,17.2,2.7,"","","",""
RW6,182,10/15/2023 7:35,17.29,133.16,"","","",""
RW6,183,10/15/2023 7:40,17.2,3.4,"","","",""
RW6,184,10/15/2023 7:45,17.24,68.8,"","","",""
RW6,185,10/15/2023 7:50,17.33,0.22,"","","",""
RW6,186,10/15/2023 7:55,17.29,161.64,"","","",""
RW6,187,10/15/2023 8:00,17.33,71.6,"","","",""
RW6,188,10/15/2023 8:05,17.29,1.34,"","","",""
RW6,189,10/15/2023 8:10,17.29,64.28,"","","",""
RW6,190,10/15/2023 8:15,17.24,0,"","","",""
RW6,191,10/15/2023 8:20,17.33,3.37,"","","",""
RW6,192,10/15/2023 8:25,17.33,4.27,"","","",""
RW6,193,10/15/2023 8:30,17.46,22.45,"","","",""
RW6,194,10/15/2023 8:35,17.46,14.41,"","","",""
