datetime,plot,number,temperature_c,light_lux,source_file
2023-10-03T03:25:00Z,B5,30,15.18,0,B5_Fall2023_detided.csv
2023-10-03T03:30:00Z,B5,31,15.78,0,B5_Fall2023_detided.csv
2023-10-03T03:35:00Z,B5,32,16.34,0,B5_Fall2023_detided.csv
2023-10-03T03:40:00Z,B5,33,17.03,0,B5_Fall2023_detided.csv
2023-10-03T03:45:00Z,B5,34,17.07,0,B5_Fall2023_detided.csv
2023-10-03T03:50:00Z,B5,35,17.16,0,B5_Fall2023_detided.csv
2023-10-03T03:55:00Z,B5,36,17.59,0,B5_Fall2023_detided.csv
2023-10-03T04:00:00Z,B3,36,17.29,0,B3_Fall2023_detided.csv
2023-10-03T04:00:00Z,B4,36,16.34,0,B4_Fall2023_detided.csv
2023-10-03T04:00:00Z,B5,37,17.63,0,B5_Fall2023_detided.csv
2023-10-03T04:05:00Z,B3,37,17.59,0,B3_Fall2023_detided.csv
2023-10-03T04:05:00Z,B4,37,16.94,0,B4_Fall2023_detided.csv
2023-10-03T04:05:00Z,B5,38,17.84,0,B5_Fall2023_detided.csv
2023-10-03T04:10:00Z,B3,38,17.8,0,B3_Fall2023_detided.csv
2023-10-03T04:10:00Z,B4,38,17.37,0,B4_Fall2023_detided.csv
2023-10-03T04:10:00Z,B5,39,17.89,0,B5_Fall2023_detided.csv
2023-10-03T04:15:00Z,B3,39,17.93,0,B3_Fall2023_detided.csv
2023-10-03T04:15:00Z,B4,39,17.63,0,B4_Fall2023_detided.csv
2023-10-03T04:15:00Z,B5,40,17.84,0,B5_Fall2023_detided.csv
2023-10-03T04:20:00Z,B3,40,17.93,0,B3_Fall2023_detided.csv
2023-10-03T04:20:00Z,B4,40,17.72,0,B4_Fall2023_detided.csv
2023-10-03T04:20:00Z,B5,41,17.89,0,B5_Fall2023_detided.csv
2023-10-03T04:25:00Z,B3,41,17.97,0,B3_Fall2023_detided.csv
2023-10-03T04:25:00Z,B4,41,17.8,0,B4_Fall2023_detided.csv
2023-10-03T04:25:00Z,B5,42,17.93,0,B5_Fall2023_detided.csv
2023-10-03T04:30:00Z,B3,42,17.97,0,B3_Fall2023_detided.csv
2023-10-03T04:30:00Z,B4,42,17.84,0,B4_Fall2023_detided.csv
2023-10-03T04:30:00Z,B5,43,17.89,0,B5_Fall2023_detided.csv
2023-10-03T04:35:00Z,B3,43,17.97,0,B3_Fall2023_detided.csv
2023-10-03T04:35:00Z,B4,43,17.89,0,B4_Fall2023_detided.csv
2023-10-03T04:35:00Z,B5,44,17.89,0,B5_Fall2023_detided.csv
2023-10-03T04:40:00Z,B3,44,17.97,0,B3_Fall2023_detided.csv
2023-10-03T04:40:00Z,B4,44,17.89,0,B4_Fall2023_detided.csv
2023-10-03T04:40:00Z,B5,45,17.89,0,B5_Fall2023_detided.csv
2023-10-03T04:40:00Z,B6,46,17.03,0,B6_Fall2023_detided.csv
2023-10-03T04:45:00Z,B3,45,17.97,0,B3_Fall2023_detided.csv
2023-10-03T04:45:00Z,B4,45,17.93,0,B4_Fall2023_detided.csv
2023-10-03T04:45:00Z,B5,46,17.84,0,B5_Fall2023_detided.csv
2023-10-03T04:45:00Z,B6,47,17.2,0,B6_Fall2023_detided.csv
2023-10-03T04:50:00Z,B3,46,17.97,0,B3_Fall2023_detided.csv
2023-10-03T04:50:00Z,B4,46,17.93,0,B4_Fall2023_detided.csv
2023-10-03T04:50:00Z,B5,47,17.89,0,B5_Fall2023_detided.csv
2023-10-03T04:50:00Z,B6,48,17.46,0,B6_Fall2023_detided.csv
2023-10-03T04:55:00Z,B3,47,18.02,0,B3_Fall2023_detided.csv
2023-10-03T04:55:00Z,B4,47,17.93,0,B4_Fall2023_detided.csv
2023-10-03T04:55:00Z,B5,48,17.93,0,B5_Fall2023_detided.csv
2023-10-03T04:55:00Z,B6,49,17.63,0,B6_Fall2023_detided.csv
2023-10-03T05:00:00Z,B3,48,18.02,0,B3_Fall2023_detided.csv
2023-10-03T05:00:00Z,B4,48,17.93,0,B4_Fall2023_detided.csv
2023-10-03T05:00:00Z,B5,49,17.93,0,B5_Fall2023_detided.csv
2023-10-03T05:00:00Z,B6,50,17.63,0,B6_Fall2023_detided.csv
2023-10-03T05:05:00Z,B3,49,18.02,0,B3_Fall2023_detided.csv
2023-10-03T05:05:00Z,B4,49,17.93,0,B4_Fall2023_detided.csv
2023-10-03T05:05:00Z,B5,50,17.89,0,B5_Fall2023_detided.csv
2023-10-03T05:05:00Z,B6,51,17.72,0,B6_Fall2023_detided.csv
