#,Date-Time (PDT),Ch:1 - Temperature   (°C),Button Down,Button Up,Host Connected,End of File
108,07/16/2023 16:15:00,21.02,,,,
109,07/16/2023 16:20:00,20.85,,,,
110,07/16/2023 16:25:00,20.55,,,,
111,07/16/2023 16:30:00,20.50,,,,
112,07/16/2023 16:35:00,20.33,,,,
113,07/16/2023 16:40:00,20.37,,,,
114,07/16/2023 16:45:00,20.20,,,,
115,07/16/2023 16:50:00,20.25,,,,
116,07/16/2023 16:55:00,20.29,,,,
117,07/16/2023 17:00:00,20.25,,,,
118,07/16/2023 17:05:00,20.20,,,,
119,07/16/2023 17:10:00,20.16,,,,
120,07/16/2023 17:15:00,20.16,,,,
121,07/16/2023 17:20:00,20.12,,,,
122,07/16/2023 17:25:00,20.07,,,,
123,07/16/2023 17:30:00,20.12,,,,
124,07/16/2023 17:35:00,20.12,,,,
125,07/16/2023 17:40:00,19.99,,,,
126,07/16/2023 17:45:00,19.95,,,,
127,07/16/2023 17:50:00,19.90,,,,
128,07/16/2023 17:55:00,19.99,,,,
129,07/16/2023 18:00:00,19.99,,,,
130,07/16/2023 18:05:00,19.99,,,,
131,07/16/2023 18:10:00,19.95,,,,
132,07/16/2023 18:15:00,19.90,,,,
133,07/16/2023 18:20:00,19.99,,,,
134,07/16/2023 18:25:00,20.16,,,,
135,07/16/2023 18:30:00,20.03,,,,
136,07/16/2023 18:35:00,19.99,,,,
137,07/16/2023 18:40:00,20.03,,,,
138,07/16/2023 18:45:00,20.03,,,,
139,07/16/2023 18:50:00,20.07,,,,
140,07/16/2023 18:55:00,20.03,,,,
141,07/16/2023 19:00:00,20.07,,,,
142,07/16/2023 19:05:00,20.16,,,,
143,07/16/2023 19:10:00,20.07,,,,
144,07/16/2023 19:15:00,19.95,,,,
145,07/16/2023 19:20:00,20.07,,,,
146,07/16/2023 19:25:00,19.90,,,,
147,07/16/2023 19:30:00,19.90,,,,
148,07/16/2023 19:35:00,19.95,,,,
149,07/16/2023 19:40:00,19.95,,,,
150,07/16/2023 19:45:00,19.90,,,,
151,07/16/2023 19:50:00,20.16,,,,
152,07/16/2023 19:55:00,20.07,,,,
153,07/16/2023 20:00:00,19.82,,,,
154,07/16/2023 20:05:00,19.69,,,,
155,07/16/2023 20:10:00,19.73,,,,
156,07/16/2023 20:15:00,19.65,,,,
157,07/16/2023 20:20:00,19.56,,,,
158,07/16/2023 20:25:00,19.65,,,,
159,07/16/2023 20:30:00,19.52,,,,
160,07/16/2023 20:35:00,19.56,,,,
161,07/16/2023 20:40:00,19.60,,,,
162,07/16/2023 20:45:00,19.65,,,,
163,07/16/2023 20:50:00,19.47,,,,
164,07/16/2023 20:55:00,19.09,,,,
165,07/16/2023 21:00:00,18.83,,,,
166,07/16/2023 21:05:00,18.74,,,,
167,07/16/2023 21:10:00,18.83,,,,
168,07/16/2023 21:15:00,18.83,,,,
169,07/16/2023 21:20:00,18.79,,,,
170,07/16/2023 21:25:00,18.70,,,,
171,07/16/2023 21:30:00,18.70,,,,
172,07/16/2023 21:35:00,18.44,,,,
173,07/16/2023 21:40:00,18.44,,,,
174,07/16/2023 21:45:00,18.19,,,,
175,07/16/2023 21:50:00,18.36,,,,
176,07/16/2023 21:55:00,18.44,,,,
177,07/16/2023 22:00:00,18.62,,,,
178,07/16/2023 22:05:00,18.44,,,,
179,07/16/2023 22:10:00,18.44,,,,
180,07/16/2023 22:15:00,18.40,,,,
181,07/16/2023 22:20:00,18.36,,,,
182,07/16/2023 22:25:00,18.40,,,,
183,07/16/2023 22:30:00,18.36,,,,
184,07/16/2023 22:35:00,18.49,,,,
185,07/16/2023 22:40:00,18.40,,,,
186,07/16/2023 22:45:00,18.10,,,,
187,07/16/2023 22:50:00,17.89,,,,
188,07/16/2023 22:55:00,17.97,,,,
189,07/16/2023 23:00:00,17.93,,,,
190,07/16/2023 23:05:00,17.80,,,,
191,07/16/2023 23:10:00,17.76,,,,
192,07/16/2023 23:15:00,17.93,,,,
193,07/16/2023 23:20:00,17.93,,,,
194,07/16/2023 23:25:00,17.97,,,,
195,07/16/2023 23:30:00,17.54,,,,
196,07/16/2023 23:35:00,17.29,,,,
197,07/16/2023 23:40:00,17.03,,,,
198,07/16/2023 23:45:00,16.99,,,,
199,07/16/2023 23:50:00,17.16,,,,
200,07/16/2023 23:55:00,17.29,,,,
201,07/17/2023 00:00:00,17.16,,,,
202,07/17/2023 00:05:00,17.16,,,,
203,07/17/2023 00:10:00,17.24,,,,
204,07/17/2023 00:15:00,17.24,,,,
205,07/17/2023 00:20:00,17.33,,,,
206,07/17/2023 00:25:00,17.24,,,,
207,07/17/2023 00:30:00,17.24,,,,
208,07/17/2023 00:35:00,17.24,,,,
209,07/17/2023 00:40:00,17.29,,,,
210,07/17/2023 00:45:00,17.29,,,,
211,07/17/2023 00:50:00,17.37,,,,
212,07/17/2023 00:55:00,17.37,,,,
213,07/17/2023 01:00:00,17.33,,,,
214,07/17/2023 01:05:00,17.37,,,,
215,07/17/2023 01:10:00,17.37,,,,
216,07/17/2023 01:15:00,17.41,,,,
217,07/17/2023 01:20:00,17.41,,,,
218,07/17/2023 01:25:00,17.46,,,,
219,07/17/2023 01:30:00,17.46,,,,
220,07/17/2023 01:35:00,17.50,,,,
221,07/17/2023 01:40:00,17.59,,,,
222,07/17/2023 01:45:00,17.54,,,,
223,07/17/2023 01:50:00,17.59,,,,
224,07/17/2023 01:55:00,17.59,,,,
225,07/17/2023 02:00:00,17.54,,,,
226,07/17/2023 02:05:00,17.59,,,,
227,07/17/2023 02:10:00,17.59,,,,
228,07/17/2023 02:15:00,17.54,,,,
229,07/17/2023 02:20:00,17.54,,,,
230,07/17/2023 02:25:00,17.63,,,,
231,07/17/2023 02:30:00,17.63,,,,
232,07/17/2023 02:35:00,17.63,,,,
233,07/17/2023 02:40:00,17.63,,,,
234,07/17/2023 02:45:00,17.63,,,,
235,07/17/2023 02:50:00,17.59,,,,
236,07/17/2023 02:55:00,17.54,,,,
237,07/17/2023 03:00:00,17.59,,,,
238,07/17/2023 03:05:00,17.54,,,,
239,07/17/2023 03:10:00,17.59,,,,
240,07/17/2023 03:15:00,17.63,,,,
241,07/17/2023 03:20:00,17.63,,,,
242,07/17/2023 03:25:00,17.67,,,,
243,07/17/2023 03:30:00,17.76,,,,
244,07/17/2023 03:35:00,17.72,,,,
245,07/17/2023 03:40:00,17.63,,,,
246,07/17/2023 03:45:00,17.63,,,,
247,07/17/2023 03:50:00,17.63,,,,
248,07/17/2023 03:55:00,17.67,,,,
249,07/17/2023 04:00:00,17.80,,,,
250,07/17/2023 04:05:00,17.76,,,,
251,07/17/2023 04:10:00,17.84,,,,
252,07/17/2023 04:15:00,17.84,,,,
253,07/17/2023 04:20:00,17.84,,,,
254,07/17/2023 04:25:00,17.84,,,,
255,07/17/2023 04:30:00,17.84,,,,
256,07/17/2023 04:35:00,17.84,,,,
257,07/17/2023 04:40:00,17.84,,,,
258,07/17/2023 04:45:00,17.80,,,,
259,07/17/2023 04:50:00,17.84,,,,
260,07/17/2023 04:55:00,17.89,,,,
261,07/17/2023 05:00:00,17.89,,,,
262,07/17/2023 05:05:00,17.84,,,,
263,07/17/2023 05:10:00,17.89,,,,
264,07/17/2023 05:15:00,17.84,,,,
265,07/17/2023 05:20:00,17.89,,,,
266,07/17/2023 05:25:00,17.84,,,,
267,07/17/2023 05:30:00,17.84,,,,
268,07/17/2023 05:35:00,17.84,,,,
269,07/17/2023 05:40:00,17.76,,,,
270,07/17/2023 05:45:00,17.76,,,,
271,07/17/2023 05:50:00,17.67,,,,
272,07/17/2023 05:55:00,17.67,,,,
273,07/17/2023 06:00:00,17.67,,,,
274,07/17/2023 06:05:00,17.63,,,,
275,07/17/2023 06:10:00,17.67,,,,
276,07/17/2023 06:15:00,17.76,,,,
277,07/17/2023 06:20:00,17.84,,,,
278,07/17/2023 06:25:00,17.89,,,,
279,07/17/2023 06:30:00,17.93,,,,
280,07/17/2023 06:35:00,17.97,,,,
281,07/17/2023 06:40:00,18.02,,,,
282,07/17/2023 06:45:00,18.10,,,,
283,07/17/2023 06:50:00,18.14,,,,
284,07/17/2023 06:55:00,18.19,,,,
285,07/17/2023 07:00:00,18.27,,,,
286,07/17/2023 07:05:00,18.36,,,,
287,07/17/2023 07:10:00,18.44,,,,
288,07/17/2023 07:15:00,18.44,,,,
289,07/17/2023 07:18:45,,Logged,Logged,,
290,07/17/2023 07:18:46,,,,Logged,
291,07/17/2023 07:20:00,19.52,,,,
292,07/17/2023 07:25:00,19.56,,,,
293,07/17/2023 07:30:00,19.95,,,,
294,07/17/2023 07:35:00,20.29,,,,
295,07/17/2023 07:40:00,20.46,,,,
296,07/17/2023 07:45:00,20.55,,,,
297,07/17/2023 07:50:00,21.75,,,,
298,07/17/2023 07:55:00,21.83,,,,
299,07/17/2023 08:00:00,21.49,,,,
300,07/17/2023 08:05:00,22.05,,,,
301,07/17/2023 08:10:00,21.83,,,,
302,07/17/2023 08:15:00,21.96,,,,
303,07/17/2023 08:20:00,21.79,,,,
304,07/17/2023 08:25:00,22.39,,,,
305,07/17/2023 08:30:00,22.86,,,,
306,07/17/2023 08:35:00,23.51,,,,
307,07/17/2023 08:40:00,23.68,,,,
308,07/17/2023 08:45:00,24.02,,,,
309,07/17/2023 08:50:00,23.34,,,,
310,07/17/2023 08:55:00,22.05,,,,
311,07/17/2023 09:00:00,22.01,,,,
312,07/17/2023 09:05:00,20.42,,,,
313,07/17/2023 09:10:00,19.82,,,,
314,07/17/2023 09:15:00,19.99,,,,
315,07/17/2023 09:20:00,20.16,,,,
316,07/17/2023 09:25:00,19.73,,,,
317,07/17/2023 09:30:00,19.00,,,,
318,07/17/2023 09:35:00,18.70,,,,
319,07/17/2023 09:40:00,18.66,,,,
320,07/17/2023 09:45:00,18.70,,,,
321,07/17/2023 09:50:00,18.83,,,,
322,07/17/2023 09:55:00,18.53,,,,
323,07/17/2023 10:00:00,18.62,,,,
324,07/17/2023 10:05:00,18.49,,,,
325,07/17/2023 10:10:00,18.36,,,,
326,07/17/2023 10:15:00,18.53,,,,
327,07/17/2023 10:20:00,18.36,,,,
328,07/17/2023 10:25:00,18.44,,,,
329,07/17/2023 10:30:00,18.36,,,,
330,07/17/2023 10:35:00,18.40,,,,
331,07/17/2023 10:40:00,18.27,,,,
332,07/17/2023 10:45:00,18.10,,,,
333,07/17/2023 10:50:00,18.10,,,,
334,07/17/2023 10:55:00,18.14,,,,
335,07/17/2023 11:00:00,18.10,,,,
336,07/17/2023 11:05:00,18.27,,,,
337,07/17/2023 11:10:00,18.49,,,,
338,07/17/2023 11:15:00,18.40,,,,
339,07/17/2023 11:20:00,18.32,,,,
340,07/17/2023 11:25:00,18.57,,,,
341,07/17/2023 11:30:00,18.44,,,,
342,07/17/2023 11:35:00,18.62,,,,
343,07/17/2023 11:40:00,18.57,,,,
344,07/17/2023 11:45:00,18.36,,,,
345,07/17/2023 11:50:00,18.53,,,,
346,07/17/2023 11:55:00,18.53,,,,
347,07/17/2023 12:00:00,18.40,,,,
348,07/17/2023 12:05:00,18.66,,,,
349,07/17/2023 12:10:00,18.83,,,,
350,07/17/2023 12:15:00,18.96,,,,
351,07/17/2023 12:20:00,18.87,,,,
352,07/17/2023 12:25:00,18.92,,,,
353,07/17/2023 12:30:00,19.05,,,,
354,07/17/2023 12:35:00,19.22,,,,
355,07/17/2023 12:40:00,19.17,,,,
356,07/17/2023 12:45:00,19.30,,,,
357,07/17/2023 12:50:00,19.47,,,,
358,07/17/2023 12:55:00,19.60,,,,
359,07/17/2023 13:00:00,19.65,,,,
360,07/17/2023 13:05:00,19.69,,,,
361,07/17/2023 13:10:00,19.82,,,,
362,07/17/2023 13:15:00,19.86,,,,
363,07/17/2023 13:20:00,20.20,,,,
364,07/17/2023 13:25:00,19.99,,,,
365,07/17/2023 13:30:00,20.20,,,,
366,07/17/2023 13:35:00,20.59,,,,
367,07/17/2023 13:40:00,20.63,,,,
368,07/17/2023 13:45:00,20.76,,,,
369,07/17/2023 13:50:00,22.01,,,,
370,07/17/2023 13:55:00,21.62,,,,
371,07/17/2023 14:00:00,21.06,,,,
372,07/17/2023 14:05:00,21.36,,,,
373,07/17/2023 14:10:00,22.61,,,,
374,07/17/2023 14:15:00,23.42,,,,
375,07/17/2023 14:20:00,25.09,,,,
376,07/17/2023 14:25:00,22.05,,,,
377,07/17/2023 14:30:00,21.66,,,,
378,07/17/2023 14:35:00,21.96,,,,
379,07/17/2023 14:40:00,21.62,,,,
380,07/17/2023 14:45:00,21.49,,,,
381,07/17/2023 14:50:00,23.46,,,,
382,07/17/2023 14:55:00,23.85,,,,
383,07/17/2023 15:00:00,24.92,,,,
384,07/17/2023 15:05:00,25.01,,,,
385,07/17/2023 15:10:00,24.97,,,,
386,07/17/2023 15:15:00,25.78,,,,
387,07/17/2023 15:20:00,26.04,,,,
388,07/17/2023 15:25:00,25.05,,,,
389,07/17/2023 15:30:00,24.28,,,,
390,07/17/2023 15:35:00,24.58,,,,
391,07/17/2023 15:40:00,24.84,,,,
392,07/17/2023 15:45:00,25.61,,,,
393,07/17/2023 15:50:00,26.17,,,,
394,07/17/2023 15:55:00,25.22,,,,
395,07/17/2023 16:00:00,25.69,,,,
396,07/17/2023 16:05:00,25.78,,,,
397,07/17/2023 16:10:00,25.82,,,,
398,07/17/2023 16:15:00,24.79,,,,
399,07/17/2023 16:20:00,24.06,,,,
400,07/17/2023 16:25:00,23.51,,,,
401,07/17/2023 16:30:00,23.25,,,,
402,07/17/2023 16:35:00,22.26,,,,
403,07/17/2023 16:40:00,21.96,,,,
404,07/17/2023 16:45:00,21.36,,,,
405,07/17/2023 16:50:00,20.93,,,,
406,07/17/2023 16:55:00,20.42,,,,
407,07/17/2023 17:00:00,20.55,,,,
408,07/17/2023 17:05:00,20.33,,,,
409,07/17/2023 17:10:00,20.03,,,,
410,07/17/2023 17:15:00,19.90,,,,
411,07/17/2023 17:20:00,19.90,,,,
412,07/17/2023 17:25:00,19.69,,,,
413,07/17/2023 17:30:00,19.69,,,,
414,07/17/2023 17:35:00,19.52,,,,
415,07/17/2023 17:40:00,19.43,,,,
416,07/17/2023 17:45:00,19.39,,,,
417,07/17/2023 17:50:00,19.35,,,,
418,07/17/2023 17:55:00,19.30,,,,
419,07/17/2023 18:00:00,19.26,,,,
420,07/17/2023 18:05:00,19.17,,,,
421,07/17/2023 18:10:00,19.13,,,,
422,07/17/2023 18:15:00,19.09,,,,
423,07/17/2023 18:20:00,19.00,,,,
424,07/17/2023 18:25:00,19.00,,,,
425,07/17/2023 18:30:00,19.00,,,,
426,07/17/2023 18:35:00,19.00,,,,
427,07/17/2023 18:40:00,18.96,,,,
428,07/17/2023 18:45:00,18.92,,,,
429,07/17/2023 18:50:00,18.87,,,,
430,07/17/2023 18:55:00,18.70,,,,
431,07/17/2023 19:00:00,18.49,,,,
432,07/17/2023 19:05:00,18.53,,,,
433,07/17/2023 19:10:00,18.62,,,,
434,07/17/2023 19:15:00,18.70,,,,
435,07/17/2023 19:20:00,18.87,,,,
436,07/17/2023 19:25:00,18.83,,,,
437,07/17/2023 19:30:00,18.87,,,,
438,07/17/2023 19:35:00,18.74,,,,
439,07/17/2023 19:40:00,18.62,,,,
440,07/17/2023 19:45:00,18.66,,,,
441,07/17/2023 19:50:00,18.66,,,,
442,07/17/2023 19:55:00,18.74,,,,
443,07/17/2023 20:00:00,18.70,,,,
444,07/17/2023 20:05:00,18.53,,,,
445,07/17/2023 20:10:00,18.49,,,,
446,07/17/2023 20:15:00,18.79,,,,
447,07/17/2023 20:20:00,18.40,,,,
448,07/17/2023 20:25:00,18.40,,,,
449,07/17/2023 20:30:00,18.40,,,,
450,07/17/2023 20:35:00,18.53,,,,
451,07/17/2023 20:40:00,18.53,,,,
452,07/17/2023 20:45:00,18.27,,,,
453,07/17/2023 20:50:00,18.23,,,,
454,07/17/2023 20:55:00,18.40,,,,
455,07/17/2023 21:00:00,18.32,,,,
456,07/17/2023 21:05:00,18.44,,,,
457,07/17/2023 21:10:00,18.40,,,,
458,07/17/2023 21:15:00,18.14,,,,
459,07/17/2023 21:20:00,18.10,,,,
460,07/17/2023 21:25:00,18.19,,,,
461,07/17/2023 21:30:00,18.19,,,,
462,07/17/2023 21:35:00,18.06,,,,
463,07/17/2023 21:40:00,17.84,,,,
464,07/17/2023 21:45:00,17.67,,,,
465,07/17/2023 21:50:00,17.63,,,,
466,07/17/2023 21:55:00,17.50,,,,
467,07/17/2023 22:00:00,17.63,,,,
468,07/17/2023 22:05:00,17.37,,,,
469,07/17/2023 22:10:00,17.50,,,,
470,07/17/2023 22:15:00,17.37,,,,
471,07/17/2023 22:20:00,17.33,,,,
472,07/17/2023 22:25:00,17.46,,,,
473,07/17/2023 22:30:00,17.41,,,,
474,07/17/2023 22:35:00,17.33,,,,
475,07/17/2023 22:40:00,17.37,,,,
476,07/17/2023 22:45:00,17.20,,,,
477,07/17/2023 22:50:00,17.16,,,,
478,07/17/2023 22:55:00,17.07,,,,
479,07/17/2023 23:00:00,17.37,,,,
480,07/17/2023 23:05:00,17.33,,,,
481,07/17/2023 23:10:00,17.24,,,,
482,07/17/2023 23:15:00,17.20,,,,
483,07/17/2023 23:20:00,17.07,,,,
484,07/17/2023 23:25:00,16.86,,,,
485,07/17/2023 23:30:00,16.86,,,,
486,07/17/2023 23:35:00,17.20,,,,
487,07/17/2023 23:40:00,16.90,,,,
488,07/17/2023 23:45:00,16.90,,,,
489,07/17/2023 23:50:00,16.90,,,,
490,07/17/2023 23:55:00,16.64,,,,
491,07/18/2023 00:00:00,16.69,,,,
492,07/18/2023 00:05:00,16.77,,,,
493,07/18/2023 00:10:00,16.64,,,,
494,07/18/2023 00:15:00,16.69,,,,
495,07/18/2023 00:20:00,16.51,,,,
496,07/18/2023 00:25:00,16.60,,,,
497,07/18/2023 00:30:00,16.73,,,,
498,07/18/2023 00:35:00,16.90,,,,
499,07/18/2023 00:40:00,16.81,,,,
500,07/18/2023 00:45:00,16.81,,,,
501,07/18/2023 00:50:00,16.73,,,,
502,07/18/2023 00:55:00,16.73,,,,
503,07/18/2023 01:00:00,16.73,,,,
504,07/18/2023 01:05:00,16.81,,,,
505,07/18/2023 01:10:00,16.81,,,,
506,07/18/2023 01:15:00,16.86,,,,
507,07/18/2023 01:20:00,16.94,,,,
508,07/18/2023 01:25:00,16.94,,,,
509,07/18/2023 01:30:00,17.11,,,,
510,07/18/2023 01:35:00,17.20,,,,
511,07/18/2023 01:40:00,17.20,,,,
512,07/18/2023 01:45:00,17.20,,,,
513,07/18/2023 01:50:00,17.16,,,,
514,07/18/2023 01:55:00,17.16,,,,
515,07/18/2023 02:00:00,17.11,,,,
516,07/18/2023 02:05:00,17.11,,,,
517,07/18/2023 02:10:00,17.16,,,,
518,07/18/2023 02:15:00,17.16,,,,
519,07/18/2023 02:20:00,17.11,,,,
520,07/18/2023 02:25:00,17.16,,,,
521,07/18/2023 02:30:00,17.07,,,,
522,07/18/2023 02:35:00,17.03,,,,
523,07/18/2023 02:40:00,16.94,,,,
524,07/18/2023 02:45:00,16.90,,,,
525,07/18/2023 02:50:00,16.86,,,,
526,07/18/2023 02:55:00,16.90,,,,
527,07/18/2023 03:00:00,16.90,,,,
528,07/18/2023 03:05:00,16.99,,,,
529,07/18/2023 03:10:00,17.07,,,,
530,07/18/2023 03:15:00,16.99,,,,
531,07/18/2023 03:20:00,17.03,,,,
532,07/18/2023 03:25:00,17.03,,,,
533,07/18/2023 03:30:00,17.11,,,,
534,07/18/2023 03:35:00,17.07,,,,
535,07/18/2023 03:40:00,17.16,,,,
536,07/18/2023 03:45:00,16.99,,,,
537,07/18/2023 03:50:00,17.03,,,,
538,07/18/2023 03:55:00,17.03,,,,
539,07/18/2023 04:00:00,16.99,,,,
540,07/18/2023 04:05:00,17.03,,,,
541,07/18/2023 04:10:00,17.03,,,,
542,07/18/2023 04:15:00,17.07,,,,
543,07/18/2023 04:20:00,17.03,,,,
544,07/18/2023 04:25:00,16.94,,,,
545,07/18/2023 04:30:00,17.03,,,,
546,07/18/2023 04:35:00,16.99,,,,
547,07/18/2023 04:40:00,16.90,,,,
548,07/18/2023 04:45:00,16.94,,,,
549,07/18/2023 04:50:00,16.86,,,,
550,07/18/2023 04:55:00,16.77,,,,
551,07/18/2023 05:00:00,16.77,,,,
552,07/18/2023 05:05:00,16.77,,,,
553,07/18/2023 05:10:00,16.86,,,,
554,07/18/2023 05:15:00,16.81,,,,
555,07/18/2023 05:20:00,16.81,,,,
556,07/18/2023 05:25:00,16.77,,,,
557,07/18/2023 05:30:00,16.73,,,,
558,07/18/2023 05:35:00,16.81,,,,
559,07/18/2023 05:40:00,16.73,,,,
560,07/18/2023 05:45:00,16.73,,,,
561,07/18/2023 05:50:00,16.73,,,,
562,07/18/2023 05:55:00,16.73,,,,
563,07/18/2023 06:00:00,16.73,,,,
564,07/18/2023 06:05:00,16.73,,,,
565,07/18/2023 06:10:00,16.77,,,,
566,07/18/2023 06:15:00,16.90,,,,
567,07/18/2023 06:20:00,17.07,,,,
568,07/18/2023 06:25:00,17.20,,,,
569,07/18/2023 06:30:00,17.33,,,,
570,07/18/2023 06:35:00,17.46,,,,
571,07/18/2023 06:40:00,17.50,,,,
572,07/18/2023 06:45:00,17.76,,,,
573,07/18/2023 06:50:00,17.84,,,,
574,07/18/2023 06:55:00,18.10,,,,
575,07/18/2023 07:00:00,18.40,,,,
576,07/18/2023 07:05:00,18.70,,,,
577,07/18/2023 07:10:00,19.09,,,,
578,07/18/2023 07:15:00,19.86,,,,
579,07/18/2023 07:20:00,21.62,,,,
580,07/18/2023 07:25:00,23.16,,,,
581,07/18/2023 07:30:00,24.54,,,,
582,07/18/2023 07:35:00,25.57,,,,
583,07/18/2023 07:40:00,26.25,,,,
584,07/18/2023 07:45:00,26.98,,,,
585,07/18/2023 07:50:00,27.37,,,,
586,07/18/2023 07:55:00,27.97,,,,
587,07/18/2023 08:00:00,28.83,,,,
588,07/18/2023 08:05:00,29.81,,,,
589,07/18/2023 08:10:00,29.94,,,,
590,07/18/2023 08:15:00,30.24,,,,
591,07/18/2023 08:20:00,30.84,,,,
592,07/18/2023 08:25:00,31.06,,,,
593,07/18/2023 08:30:00,31.06,,,,
594,07/18/2023 08:35:00,31.44,,,,
595,07/18/2023 08:40:00,31.70,,,,
596,07/18/2023 08:45:00,31.96,,,,
597,07/18/2023 08:50:00,32.17,,,,
598,07/18/2023 08:55:00,32.47,,,,
599,07/18/2023 09:00:00,32.56,,,,
600,07/18/2023 09:05:00,32.73,,,,
601,07/18/2023 09:10:00,32.77,,,,
602,07/18/2023 09:15:00,32.73,,,,
603,07/18/2023 09:20:00,31.40,,,,
604,07/18/2023 09:25:00,27.20,,,,
