#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,7/29/2023 0:55,,0,,,,
2,7/29/2023 1:00,,0,,,,
3,7/29/2023 1:05,,0.67,,,,
4,7/29/2023 1:10,,0,,,,
5,7/29/2023 1:15,,0,,,,
6,7/29/2023 1:20,,0,,,,
7,7/29/2023 1:25,,0,,,,
8,7/29/2023 1:30,,0,,,,
9,7/29/2023 1:35,,0,,,,
10,7/29/2023 1:40,,0,,,,
11,7/29/2023 1:45,,0,,,,
12,7/29/2023 1:50,,0,,,,
13,7/29/2023 1:55,,0,,,,
14,7/29/2023 2:00,,0,,,,
15,7/29/2023 2:05,,0,,,,
16,7/29/2023 2:10,,0,,,,
17,7/29/2023 2:15,,0,,,,
18,7/29/2023 2:20,,0,,,,
19,7/29/2023 2:25,,0,,,,
20,7/29/2023 2:30,,0,,,,
21,7/29/2023 2:35,,0,,,,
22,7/29/2023 2:40,,0,,,,
23,7/29/2023 2:45,,0,,,,
24,7/29/2023 2:50,,0,,,,
25,7/29/2023 2:55,,0,,,,
26,7/29/2023 3:00,,0,,,,
27,7/29/2023 3:05,,0,,,,
28,7/29/2023 3:10,,0,,,,
29,7/29/2023 3:15,,0,,,,
30,7/29/2023 3:20,,0,,,,
31,7/29/2023 3:25,,0,,,,
32,7/29/2023 3:30,,0,,,,
33,7/29/2023 3:35,,0,,,,
34,7/29/2023 3:40,,0,,,,
35,7/29/2023 3:45,,0,,,,
36,7/29/2023 3:50,,0,,,,
37,7/29/2023 3:55,,0,,,,
38,7/29/2023 4:00,,0,,,,
39,7/29/2023 4:05,,0,,,,
40,7/29/2023 4:10,,0,,,,
41,7/29/2023 4:15,,0,,,,
42,7/29/2023 4:20,,0,,,,
43,7/29/2023 4:25,,0,,,,
44,7/29/2023 4:30,,0,,,,
45,7/29/2023 4:35,,0,,,,
46,7/29/2023 4:40,,0,,,,
47,7/29/2023 4:45,,0,,,,
48,7/29/2023 4:50,,0,,,,
49,7/29/2023 4:55,,0,,,,
50,7/29/2023 5:00,,0,,,,
51,7/29/2023 5:05,,0,,,,
52,7/29/2023 5:10,,0,,,,
53,7/29/2023 5:15,,0,,,,
54,7/29/2023 5:20,,0,,,,
55,7/29/2023 5:25,,0,,,,
56,7/29/2023 5:30,,0,,,,
57,7/29/2023 5:35,,0,,,,
58,7/29/2023 5:40,,0,,,,
59,7/29/2023 5:45,,0,,,,
60,7/29/2023 5:50,,2.9,,,,
61,7/29/2023 5:55,,0.44,,,,
62,7/29/2023 6:00,,8.49,,,,
63,7/29/2023 6:05,,2.23,,,,
64,7/29/2023 6:10,,31.15,,,,
65,7/29/2023 6:15,,48.88,,,,
66,7/29/2023 6:20,,18.8,,,,
67,7/29/2023 6:25,,28.69,,,,
68,7/29/2023 6:30,,4.47,,,,
69,7/29/2023 6:35,,94.64,,,,
70,7/29/2023 6:40,,76.2,,,,
71,7/29/2023 6:45,,100.04,,,,
72,7/29/2023 6:50,,113.96,,,,
73,7/29/2023 6:55,,122,,,,
74,7/29/2023 7:00,,127.48,,,,
75,7/29/2023 7:05,,135.56,,,,
76,7/29/2023 7:10,,104.52,,,,
77,7/29/2023 7:15,,116.2,,,,
78,7/29/2023 7:20,,19.92,,,,
79,7/29/2023 7:25,,43.5,,,,
80,7/29/2023 7:30,,32.94,,,,
81,7/29/2023 7:35,,138.24,,,,
82,7/29/2023 7:40,,341.28,,,,
83,7/29/2023 7:45,,5.58,,,,
84,7/29/2023 7:50,,267.52,,,,
