#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,07/17/2023 06:30:00,19.99,3235.84,,,,
2,07/17/2023 06:35:00,18.96,3605.76,,,,
3,07/17/2023 06:40:00,18.62,4072.96,,,,
4,07/17/2023 06:45:00,18.62,4515.84,,,,
5,07/17/2023 06:50:00,18.49,4651.52,,,,
6,07/17/2023 06:55:00,18.40,4986.88,,,,
7,07/17/2023 07:00:00,18.57,5445.12,,,,
8,07/17/2023 07:05:00,18.62,5665.28,,,,
9,07/17/2023 07:10:00,18.66,5785.60,,,,
10,07/17/2023 07:15:00,18.53,5954.56,,,,
11,07/17/2023 07:20:00,18.53,7206.40,,,,
12,07/17/2023 07:25:00,18.74,8130.56,,,,
13,07/17/2023 07:30:00,18.79,9464.32,,,,
14,07/17/2023 07:35:00,18.92,5516.80,,,,
15,07/17/2023 07:40:00,18.74,9044.48,,,,
16,07/17/2023 07:45:00,18.57,8291.84,,,,
17,07/17/2023 07:50:00,18.44,7623.68,,,,
18,07/17/2023 07:55:00,18.36,7037.44,,,,
19,07/17/2023 08:00:00,18.36,7482.88,,,,
20,07/17/2023 08:05:00,18.32,8000.00,,,,
21,07/17/2023 08:10:00,18.27,4264.96,,,,
22,07/17/2023 08:15:00,18.14,5747.20,,,,
23,07/17/2023 08:20:00,18.14,6771.20,,,,
24,07/17/2023 08:25:00,18.14,7636.48,,,,
25,07/17/2023 08:30:00,18.23,15170.56,,,,
26,07/17/2023 08:35:00,18.14,12999.68,,,,
27,07/17/2023 08:40:00,18.14,19686.40,,,,
28,07/17/2023 08:45:00,18.27,14940.16,,,,
29,07/17/2023 08:50:00,18.19,11904.00,,,,
30,07/17/2023 08:55:00,18.10,8716.80,,,,
31,07/17/2023 09:00:00,18.19,22927.36,,,,
32,07/17/2023 09:05:00,18.19,11095.04,,,,
33,07/17/2023 09:10:00,18.02,18524.16,,,,
34,07/17/2023 09:15:00,18.14,14632.96,,,,
35,07/17/2023 09:20:00,18.27,22466.56,,,,
36,07/17/2023 09:25:00,18.19,15406.08,,,,
37,07/17/2023 09:30:00,17.93,19568.64,,,,
