#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,07/31/2023 00:55:00,23.38,2.05,,,,
2,07/31/2023 01:00:00,29.60,0.00,,,,
3,07/31/2023 01:05:00,28.10,69.54,,,,
4,07/31/2023 01:10:00,23.72,3.87,,,,
5,07/31/2023 01:15:00,21.83,0.91,,,,
6,07/31/2023 01:20:00,20.80,0.00,,,,
7,07/31/2023 01:25:00,20.37,0.00,,,,
8,07/31/2023 01:30:00,20.16,0.00,,,,
9,07/31/2023 01:35:00,20.03,0.00,,,,
10,07/31/2023 01:40:00,19.90,0.00,,,,
11,07/31/2023 01:45:00,19.86,0.00,,,,
12,07/31/2023 01:50:00,19.86,0.00,,,,
13,07/31/2023 01:55:00,19.77,0.00,,,,
14,07/31/2023 02:00:00,19.69,0.00,,,,
15,07/31/2023 02:05:00,19.65,0.00,,,,
16,07/31/2023 02:10:00,19.65,0.00,,,,
17,07/31/2023 02:15:00,19.69,0.00,,,,
18,07/31/2023 02:20:00,19.82,0.00,,,,
19,07/31/2023 02:25:00,19.90,0.00,,,,
20,07/31/2023 02:30:00,19.95,0.00,,,,
21,07/31/2023 02:35:00,19.99,0.00,,,,
22,07/31/2023 02:40:00,20.07,0.00,,,,
23,07/31/2023 02:45:00,20.03,0.00,,,,
24,07/31/2023 02:50:00,20.07,0.00,,,,
25,07/31/2023 02:55:00,20.07,0.00,,,,
26,07/31/2023 03:00:00,20.07,0.00,,,,
27,07/31/2023 03:05:00,20.07,0.00,,,,
28,07/31/2023 03:10:00,20.03,0.00,,,,
29,07/31/2023 03:15:00,20.12,0.00,,,,
30,07/31/2023 03:20:00,20.07,0.00,,,,
31,07/31/2023 03:25:00,20.07,0.00,,,,
32,07/31/2023 03:30:00,20.12,0.00,,,,
33,07/31/2023 03:35:00,20.12,0.00,,,,
34,07/31/2023 03:40:00,20.12,0.00,,,,
35,07/31/2023 03:45:00,20.07,0.00,,,,
36,07/31/2023 03:50:00,20.07,0.00,,,,
37,07/31/2023 03:55:00,20.03,0.00,,,,
38,07/31/2023 04:00:00,20.07,0.00,,,,
39,07/31/2023 04:05:00,20.03,0.00,,,,
40,07/31/2023 04:10:00,20.03,0.00,,,,
41,07/31/2023 04:15:00,19.99,0.00,,,,
42,07/31/2023 04:20:00,19.95,0.00,,,,
43,07/31/2023 04:25:00,19.95,0.00,,,,
44,07/31/2023 04:30:00,19.95,0.00,,,,
45,07/31/2023 04:35:00,19.99,0.00,,,,
46,07/31/2023 04:40:00,20.03,0.00,,,,
47,07/31/2023 04:45:00,20.07,0.00,,,,
48,07/31/2023 04:50:00,20.07,0.00,,,,
49,07/31/2023 04:55:00,20.07,0.00,,,,
50,07/31/2023 05:00:00,20.12,0.00,,,,
51,07/31/2023 05:05:00,20.07,0.00,,,,
52,07/31/2023 05:10:00,20.07,0.00,,,,
53,07/31/2023 05:15:00,20.12,0.00,,,,
54,07/31/2023 05:20:00,20.12,0.00,,,,
55,07/31/2023 05:25:00,20.20,0.00,,,,
56,07/31/2023 05:30:00,20.20,0.00,,,,
57,07/31/2023 05:35:00,20.16,0.00,,,,
58,07/31/2023 05:40:00,20.20,0.00,,,,
59,07/31/2023 05:45:00,20.16,0.22,,,,
60,07/31/2023 05:50:00,20.25,1.13,,,,
61,07/31/2023 05:55:00,20.25,4.55,,,,
62,07/31/2023 06:00:00,20.25,9.59,,,,
63,07/31/2023 06:05:00,20.29,20.59,,,,
64,07/31/2023 06:10:00,20.29,37.34,,,,
65,07/31/2023 06:15:00,20.29,59.36,,,,
66,07/31/2023 06:20:00,20.33,121.08,,,,
67,07/31/2023 06:25:00,20.33,221.20,,,,
68,07/31/2023 06:30:00,20.33,443.84,,,,
69,07/31/2023 06:35:00,20.33,695.68,,,,
70,07/31/2023 06:40:00,20.42,361.60,,,,
71,07/31/2023 06:45:00,20.37,571.36,,,,
72,07/31/2023 06:50:00,20.37,736.32,,,,
73,07/31/2023 06:55:00,20.42,906.24,,,,
74,07/31/2023 07:00:00,20.46,865.60,,,,
75,07/31/2023 07:05:00,20.42,1001.60,,,,
76,07/31/2023 07:10:00,20.42,748.48,,,,
77,07/31/2023 07:15:00,20.42,690.88,,,,
78,07/31/2023 07:20:00,20.42,564.16,,,,
79,07/31/2023 07:25:00,20.46,819.84,,,,
80,07/31/2023 07:30:00,20.46,441.92,,,,
81,07/31/2023 07:35:00,20.42,308.96,,,,
82,07/31/2023 07:40:00,20.46,325.36,,,,
83,07/31/2023 07:45:00,20.46,341.12,,,,
84,07/31/2023 07:50:00,20.46,429.92,,,,
85,07/31/2023 07:55:00,20.46,440.16,,,,
86,07/31/2023 08:00:00,20.50,534.72,,,,
87,07/31/2023 08:05:00,20.50,213.60,,,,
88,07/31/2023 08:10:00,20.50,573.28,,,,
89,07/31/2023 08:15:00,20.50,518.08,,,,
90,07/31/2023 08:20:00,20.46,683.84,,,,
91,07/31/2023 08:25:00,20.59,760.00,,,,
92,07/31/2023 08:30:00,20.59,648.48,,,,
93,07/31/2023 08:35:00,20.55,592.00,,,,
94,07/31/2023 08:40:00,20.55,791.04,,,,
95,07/31/2023 08:45:00,20.55,527.20,,,,
96,07/31/2023 08:50:00,20.55,1158.40,,,,
97,07/31/2023 08:55:00,20.63,767.36,,,,
98,07/31/2023 09:00:00,20.68,928.32,,,,
99,07/31/2023 09:05:00,20.55,642.08,,,,
100,07/31/2023 09:10:00,20.59,1080.96,,,,
101,07/31/2023 09:15:00,20.55,795.20,,,,
102,07/31/2023 09:20:00,20.55,1202.24,,,,
