#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,07/16/2023 07:35:00,20.98,381.12,,,,
2,07/16/2023 07:40:00,18.83,340.32,,,,
3,07/16/2023 07:45:00,18.27,914.88,,,,
4,07/16/2023 07:50:00,18.10,1468.16,,,,
5,07/16/2023 07:55:00,18.10,1076.16,,,,
6,07/16/2023 08:00:00,18.14,777.92,,,,
7,07/16/2023 08:05:00,18.19,230.88,,,,
8,07/16/2023 08:10:00,18.23,5105.92,,,,
9,07/16/2023 08:15:00,18.27,2110.08,,,,
10,07/16/2023 08:20:00,18.23,8002.56,,,,
11,07/16/2023 08:25:00,18.23,682.88,,,,
12,07/16/2023 08:30:00,18.32,91.08,,,,
13,07/16/2023 08:35:00,18.32,1594.24,,,,
14,07/16/2023 08:40:00,18.32,2616.96,,,,
15,07/16/2023 08:45:00,18.36,18012.16,,,,
16,07/16/2023 08:50:00,18.32,16593.92,,,,
17,07/16/2023 08:55:00,18.40,199.60,,,,
18,07/16/2023 09:00:00,18.44,5475.84,,,,
19,07/16/2023 09:05:00,18.49,8842.24,,,,
20,07/16/2023 09:10:00,18.49,2020.48,,,,
21,07/16/2023 09:15:00,18.49,6269.44,,,,
22,07/16/2023 09:20:00,18.44,1986.56,,,,
23,07/16/2023 09:25:00,18.49,1329.28,,,,
24,07/16/2023 09:30:00,18.49,3202.56,,,,
25,07/16/2023 09:35:00,18.49,1893.12,,,,
26,07/16/2023 09:40:00,18.49,444.32,,,,
27,07/16/2023 09:45:00,18.49,1758.08,,,,
28,07/16/2023 09:50:00,18.44,336.32,,,,
29,07/16/2023 09:55:00,18.44,2816.00,,,,
30,07/16/2023 10:00:00,18.44,12584.96,,,,
31,07/16/2023 10:05:00,18.44,5059.84,,,,
32,07/16/2023 10:10:00,18.49,816.96,,,,
33,07/16/2023 10:15:00,18.49,365.28,,,,
34,07/16/2023 10:20:00,18.53,1055.04,,,,
35,07/16/2023 10:25:00,18.53,5291.52,,,,
36,07/16/2023 10:30:00,18.62,5085.44,,,,
37,07/16/2023 10:35:00,18.53,13132.80,,,,
38,07/16/2023 10:40:00,18.44,1345.28,,,,
39,07/16/2023 10:45:00,18.40,120.96,,,,
40,07/16/2023 10:50:00,18.49,854.08,,,,
41,07/16/2023 10:55:00,18.49,570.40,,,,
42,07/16/2023 11:00:00,18.66,9323.52,,,,
43,07/16/2023 11:05:00,18.49,5194.24,,,,
44,07/16/2023 11:10:00,18.36,2807.04,,,,
45,07/16/2023 11:15:00,18.40,1429.12,,,,
46,07/16/2023 11:20:00,18.44,3576.32,,,,
47,07/16/2023 11:25:00,18.49,847.36,,,,
48,07/16/2023 11:30:00,18.57,15144.96,,,,
49,07/16/2023 11:35:00,18.66,37693.44,,,,
50,07/16/2023 11:40:00,18.70,2577.92,,,,
51,07/16/2023 11:45:00,18.74,9725.44,,,,
52,07/16/2023 11:50:00,18.70,192.32,,,,
53,07/16/2023 11:55:00,18.74,1214.08,,,,
54,07/16/2023 12:00:00,18.79,841.60,,,,
55,07/16/2023 12:05:00,18.74,438.88,,,,
56,07/16/2023 12:10:00,18.92,18140.16,,,,
57,07/16/2023 12:15:00,18.92,157.16,,,,
58,07/16/2023 12:20:00,19.09,2754.56,,,,
59,07/16/2023 12:25:00,19.05,19138.56,,,,
60,07/16/2023 12:30:00,19.09,15846.40,,,,
61,07/16/2023 12:35:00,19.13,6543.36,,,,
62,07/16/2023 12:40:00,19.09,8343.04,,,,
63,07/16/2023 12:45:00,19.13,3211.52,,,,
64,07/16/2023 12:50:00,19.26,7825.92,,,,
65,07/16/2023 12:55:00,19.30,20956.16,,,,
66,07/16/2023 13:00:00,19.30,11402.24,,,,
67,07/16/2023 13:05:00,19.43,1447.04,,,,
68,07/16/2023 13:10:00,19.30,5057.28,,,,
69,07/16/2023 13:15:00,19.30,15216.64,,,,
70,07/16/2023 13:20:00,19.43,2514.56,,,,
71,07/16/2023 13:25:00,19.39,1505.92,,,,
72,07/16/2023 13:30:00,19.52,3818.24,,,,
73,07/16/2023 13:35:00,19.47,163.84,,,,
74,07/16/2023 13:40:00,19.43,5103.36,,,,
75,07/16/2023 13:45:00,19.56,20510.72,,,,
76,07/16/2023 13:50:00,19.69,4544.00,,,,
