#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Host Connected,Button Down,Button Up,End of File
38,07/19/2023 09:20:00,17.63,5312.00,,,,
39,07/19/2023 09:25:00,17.59,2284.80,,,,
40,07/19/2023 09:30:00,17.63,4700.16,,,,
41,07/19/2023 09:35:00,17.72,7713.28,,,,
42,07/19/2023 09:40:00,17.72,1249.92,,,,
43,07/19/2023 09:45:00,17.80,1857.92,,,,
44,07/19/2023 09:50:00,17.89,3580.16,,,,
45,07/19/2023 09:55:00,17.84,543.20,,,,
46,07/19/2023 10:00:00,17.93,113.44,,,,
47,07/19/2023 10:05:00,17.89,2107.52,,,,
48,07/19/2023 10:10:00,17.93,980.48,,,,
49,07/19/2023 10:15:00,17.89,307.12,,,,
50,07/19/2023 10:20:00,17.89,880.00,,,,
51,07/19/2023 10:25:00,17.89,5998.08,,,,
52,07/19/2023 10:30:00,17.89,1317.76,,,,
53,07/19/2023 10:35:00,17.89,146.24,,,,
54,07/19/2023 10:40:00,17.93,7838.72,,,,
55,07/19/2023 10:45:00,17.89,16020.48,,,,
56,07/19/2023 10:50:00,17.93,310.32,,,,
57,07/19/2023 10:55:00,17.93,102.04,,,,
58,07/19/2023 11:00:00,17.93,2164.48,,,,
59,07/19/2023 11:05:00,18.02,5424.64,,,,
60,07/19/2023 11:10:00,18.06,261.92,,,,
61,07/19/2023 11:15:00,18.06,3845.12,,,,
62,07/19/2023 11:20:00,18.10,712.96,,,,
63,07/19/2023 11:25:00,18.19,6901.76,,,,
64,07/19/2023 11:30:00,18.14,1990.40,,,,
65,07/19/2023 11:35:00,18.10,287.12,,,,
66,07/19/2023 11:40:00,18.14,2320.64,,,,
67,07/19/2023 11:45:00,18.23,6264.32,,,,
68,07/19/2023 11:50:00,18.14,1859.84,,,,
69,07/19/2023 11:55:00,18.14,953.92,,,,
70,07/19/2023 12:00:00,18.14,1815.04,,,,
71,07/19/2023 12:05:00,18.23,19778.56,,,,
72,07/19/2023 12:10:00,18.19,126.36,,,,
73,07/19/2023 12:15:00,18.19,2814.72,,,,
74,07/19/2023 12:20:00,18.23,143.56,,,,
75,07/19/2023 12:25:00,18.32,17218.56,,,,
76,07/19/2023 12:30:00,18.27,769.28,,,,
77,07/19/2023 12:35:00,18.19,1688.32,,,,
78,07/19/2023 12:40:00,18.27,102.88,,,,
79,07/19/2023 12:45:00,18.36,1256.64,,,,
80,07/19/2023 12:50:00,18.32,848.96,,,,
81,07/19/2023 12:55:00,18.27,5250.56,,,,
82,07/19/2023 13:00:00,18.36,9587.20,,,,
83,07/19/2023 13:05:00,18.36,3701.76,,,,
84,07/19/2023 13:10:00,18.32,1372.80,,,,
85,07/19/2023 13:15:00,18.36,1181.12,,,,
86,07/19/2023 13:20:00,18.32,3055.36,,,,
87,07/19/2023 13:25:00,18.23,1748.48,,,,
88,07/19/2023 13:30:00,18.36,8588.80,,,,
89,07/19/2023 13:35:00,18.32,3854.08,,,,
90,07/19/2023 13:40:00,18.36,11146.24,,,,
91,07/19/2023 13:45:00,18.40,2247.04,,,,
92,07/19/2023 13:50:00,18.44,71.46,,,,
93,07/19/2023 13:55:00,18.49,820.48,,,,
94,07/19/2023 14:00:00,18.40,3815.68,,,,
95,07/19/2023 14:05:00,18.44,969.28,,,,
96,07/19/2023 14:10:00,18.49,5777.92,,,,
97,07/19/2023 14:15:00,18.57,611.68,,,,
98,07/19/2023 14:20:00,18.53,1162.24,,,,
99,07/19/2023 14:25:00,18.62,4184.32,,,,
100,07/19/2023 14:30:00,18.62,2570.24,,,,
101,07/19/2023 14:35:00,18.62,9620.48,,,,
102,07/19/2023 14:40:00,18.70,850.24,,,,
103,07/19/2023 14:45:00,18.74,2940.16,,,,
104,07/19/2023 14:50:00,18.79,7920.64,,,,
105,07/19/2023 14:55:00,18.83,1735.68,,,,
106,07/19/2023 15:00:00,18.87,7232.00,,,,
107,07/19/2023 15:05:00,18.92,11443.20,,,,
108,07/19/2023 15:10:00,18.96,10557.44,,,,
109,07/19/2023 15:15:00,18.96,5322.24,,,,
110,07/19/2023 15:20:00,19.00,1151.04,,,,
111,07/19/2023 15:25:00,19.05,4689.92,,,,
112,07/19/2023 15:30:00,19.05,301.28,,,,
113,07/19/2023 15:35:00,19.09,5378.56,,,,
114,07/19/2023 15:40:00,19.09,4496.64,,,,
115,07/19/2023 15:45:00,19.13,6410.24,,,,
116,07/19/2023 15:50:00,19.13,438.40,,,,
117,07/19/2023 15:55:00,19.22,3536.64,,,,
118,07/19/2023 16:00:00,19.22,5399.04,,,,
119,07/19/2023 16:05:00,19.26,7708.16,,,,
120,07/19/2023 16:10:00,19.26,836.16,,,,
121,07/19/2023 16:15:00,19.39,10391.04,,,,
122,07/19/2023 16:20:00,19.39,1500.80,,,,
123,07/19/2023 16:25:00,19.39,5534.72,,,,
124,07/19/2023 16:30:00,19.39,4341.76,,,,
125,07/19/2023 16:35:00,19.52,807.68,,,,
126,07/19/2023 16:40:00,19.52,4686.08,,,,
127,07/19/2023 16:45:00,19.47,2867.20,,,,
128,07/19/2023 16:50:00,19.39,1164.80,,,,
129,07/19/2023 16:55:00,19.43,515.68,,,,
130,07/19/2023 17:00:00,19.43,6382.08,,,,
131,07/19/2023 17:05:00,19.39,4400.64,,,,
132,07/19/2023 17:10:00,19.35,2455.04,,,,
133,07/19/2023 17:15:00,19.47,3395.84,,,,
134,07/19/2023 17:20:00,19.43,4926.72,,,,
135,07/19/2023 17:25:00,19.39,726.40,,,,
136,07/19/2023 17:30:00,19.39,671.04,,,,
137,07/19/2023 17:35:00,19.39,1046.08,,,,
138,07/19/2023 17:40:00,19.35,1617.28,,,,
139,07/19/2023 17:45:00,19.30,2150.40,,,,
140,07/19/2023 17:50:00,19.30,473.76,,,,
141,07/19/2023 17:55:00,19.26,375.84,,,,
142,07/19/2023 18:00:00,19.17,324.96,,,,
143,07/19/2023 18:05:00,19.17,161.60,,,,
144,07/19/2023 18:10:00,19.05,146.04,,,,
145,07/19/2023 18:15:00,19.00,427.04,,,,
146,07/19/2023 18:20:00,18.96,32.74,,,,
147,07/19/2023 18:25:00,18.92,39.25,,,,
148,07/19/2023 18:30:00,18.92,744.00,,,,
149,07/19/2023 18:35:00,18.87,184.96,,,,
150,07/19/2023 18:40:00,18.87,190.08,,,,
151,07/19/2023 18:45:00,18.87,124.40,,,,
152,07/19/2023 18:50:00,18.83,22.18,,,,
153,07/19/2023 18:55:00,18.79,198.72,,,,
154,07/19/2023 19:00:00,18.79,53.06,,,,
155,07/19/2023 19:05:00,18.70,9.92,,,,
156,07/19/2023 19:10:00,18.70,152.04,,,,
157,07/19/2023 19:15:00,18.66,33.66,,,,
158,07/19/2023 19:20:00,18.66,165.04,,,,
159,07/19/2023 19:25:00,18.62,75.16,,,,
160,07/19/2023 19:30:00,18.57,94.20,,,,
161,07/19/2023 19:35:00,18.57,114.08,,,,
162,07/19/2023 19:40:00,18.53,152.04,,,,
163,07/19/2023 19:45:00,18.53,143.44,,,,
164,07/19/2023 19:50:00,18.53,120.96,,,,
165,07/19/2023 19:55:00,18.44,13.60,,,,
166,07/19/2023 20:00:00,18.44,12.47,,,,
167,07/19/2023 20:05:00,18.36,0.00,,,,
168,07/19/2023 20:10:00,18.32,0.86,,,,
169,07/19/2023 20:15:00,18.32,4.73,,,,
170,07/19/2023 20:20:00,18.27,0.21,,,,
171,07/19/2023 20:25:00,18.27,0.00,,,,
172,07/19/2023 20:30:00,18.23,0.00,,,,
173,07/19/2023 20:35:00,18.14,0.00,,,,
174,07/19/2023 20:40:00,18.14,0.00,,,,
175,07/19/2023 20:45:00,18.06,0.00,,,,
176,07/19/2023 20:50:00,18.06,0.00,,,,
177,07/19/2023 20:55:00,18.06,0.00,,,,
178,07/19/2023 21:00:00,17.97,0.00,,,,
179,07/19/2023 21:05:00,17.93,0.00,,,,
180,07/19/2023 21:10:00,17.97,0.00,,,,
181,07/19/2023 21:15:00,17.93,0.00,,,,
182,07/19/2023 21:20:00,17.89,0.00,,,,
183,07/19/2023 21:25:00,17.84,0.00,,,,
184,07/19/2023 21:30:00,17.93,0.00,,,,
185,07/19/2023 21:35:00,17.84,0.00,,,,
186,07/19/2023 21:40:00,17.84,0.00,,,,
187,07/19/2023 21:45:00,17.84,0.00,,,,
188,07/19/2023 21:50:00,17.84,0.00,,,,
189,07/19/2023 21:55:00,17.80,0.00,,,,
190,07/19/2023 22:00:00,17.80,0.00,,,,
191,07/19/2023 22:05:00,17.84,0.00,,,,
192,07/19/2023 22:10:00,17.84,0.00,,,,
193,07/19/2023 22:15:00,17.84,0.00,,,,
194,07/19/2023 22:20:00,17.80,0.00,,,,
195,07/19/2023 22:25:00,17.76,0.00,,,,
196,07/19/2023 22:30:00,17.80,0.00,,,,
197,07/19/2023 22:35:00,17.80,0.00,,,,
198,07/19/2023 22:40:00,17.76,0.00,,,,
199,07/19/2023 22:45:00,17.76,0.00,,,,
200,07/19/2023 22:50:00,17.80,0.00,,,,
201,07/19/2023 22:55:00,17.72,0.00,,,,
202,07/19/2023 23:00:00,17.67,0.00,,,,
203,07/19/2023 23:05:00,17.72,0.00,,,,
204,07/19/2023 23:10:00,17.72,0.00,,,,
205,07/19/2023 23:15:00,17.72,0.00,,,,
206,07/19/2023 23:20:00,17.63,0.00,,,,
207,07/19/2023 23:25:00,17.67,0.00,,,,
208,07/19/2023 23:30:00,17.63,0.00,,,,
209,07/19/2023 23:35:00,17.63,0.00,,,,
210,07/19/2023 23:40:00,17.67,0.00,,,,
211,07/19/2023 23:45:00,17.63,0.00,,,,
212,07/19/2023 23:50:00,17.63,0.00,,,,
213,07/19/2023 23:55:00,17.63,0.00,,,,
214,07/20/2023 00:00:00,17.63,0.00,,,,
215,07/20/2023 00:05:00,17.63,0.00,,,,
216,07/20/2023 00:10:00,17.63,0.00,,,,
217,07/20/2023 00:15:00,17.59,0.00,,,,
218,07/20/2023 00:20:00,17.59,0.00,,,,
219,07/20/2023 00:25:00,17.54,0.00,,,,
220,07/20/2023 00:30:00,17.54,0.00,,,,
221,07/20/2023 00:35:00,17.50,0.00,,,,
222,07/20/2023 00:40:00,17.50,0.00,,,,
223,07/20/2023 00:45:00,17.46,0.00,,,,
224,07/20/2023 00:50:00,17.41,0.00,,,,
225,07/20/2023 00:55:00,17.41,0.00,,,,
226,07/20/2023 01:00:00,17.37,0.00,,,,
227,07/20/2023 01:05:00,17.29,0.00,,,,
228,07/20/2023 01:10:00,17.24,0.00,,,,
229,07/20/2023 01:15:00,17.29,0.00,,,,
230,07/20/2023 01:20:00,17.24,0.00,,,,
231,07/20/2023 01:25:00,17.20,0.00,,,,
232,07/20/2023 01:30:00,17.11,0.00,,,,
233,07/20/2023 01:35:00,17.11,0.00,,,,
234,07/20/2023 01:40:00,17.07,0.00,,,,
235,07/20/2023 01:45:00,17.07,0.00,,,,
236,07/20/2023 01:50:00,16.94,0.00,,,,
237,07/20/2023 01:55:00,16.99,0.00,,,,
238,07/20/2023 02:00:00,16.99,0.00,,,,
239,07/20/2023 02:05:00,16.90,0.00,,,,
240,07/20/2023 02:10:00,16.90,0.00,,,,
241,07/20/2023 02:15:00,16.86,0.00,,,,
242,07/20/2023 02:20:00,16.86,0.00,,,,
243,07/20/2023 02:25:00,16.86,0.00,,,,
244,07/20/2023 02:30:00,16.81,0.00,,,,
245,07/20/2023 02:35:00,16.86,0.00,,,,
246,07/20/2023 02:40:00,16.86,0.00,,,,
247,07/20/2023 02:45:00,16.81,0.00,,,,
248,07/20/2023 02:50:00,16.81,0.00,,,,
249,07/20/2023 02:55:00,16.77,0.00,,,,
250,07/20/2023 03:00:00,16.81,0.00,,,,
251,07/20/2023 03:05:00,16.81,0.00,,,,
252,07/20/2023 03:10:00,16.77,0.00,,,,
253,07/20/2023 03:15:00,16.81,0.00,,,,
254,07/20/2023 03:20:00,16.73,0.00,,,,
255,07/20/2023 03:25:00,16.77,0.00,,,,
256,07/20/2023 03:30:00,16.73,0.00,,,,
257,07/20/2023 03:35:00,16.73,0.00,,,,
258,07/20/2023 03:40:00,16.73,0.00,,,,
259,07/20/2023 03:45:00,16.73,0.00,,,,
260,07/20/2023 03:50:00,16.73,0.00,,,,
261,07/20/2023 03:55:00,16.77,0.00,,,,
262,07/20/2023 04:00:00,16.77,0.00,,,,
263,07/20/2023 04:05:00,16.73,0.00,,,,
264,07/20/2023 04:10:00,16.73,0.00,,,,
265,07/20/2023 04:15:00,16.77,0.00,,,,
266,07/20/2023 04:20:00,16.77,0.00,,,,
267,07/20/2023 04:25:00,16.77,0.00,,,,
268,07/20/2023 04:30:00,16.73,0.00,,,,
269,07/20/2023 04:35:00,16.77,0.00,,,,
270,07/20/2023 04:40:00,16.73,0.00,,,,
271,07/20/2023 04:45:00,16.77,0.00,,,,
272,07/20/2023 04:50:00,16.77,0.00,,,,
273,07/20/2023 04:55:00,16.81,0.00,,,,
274,07/20/2023 05:00:00,16.77,0.00,,,,
275,07/20/2023 05:05:00,16.81,0.00,,,,
276,07/20/2023 05:10:00,16.81,0.00,,,,
277,07/20/2023 05:15:00,16.86,0.00,,,,
278,07/20/2023 05:20:00,16.81,0.00,,,,
279,07/20/2023 05:25:00,16.90,0.00,,,,
280,07/20/2023 05:30:00,16.90,0.00,,,,
281,07/20/2023 05:35:00,16.94,0.00,,,,
282,07/20/2023 05:40:00,16.90,0.21,,,,
283,07/20/2023 05:45:00,16.94,0.64,,,,
284,07/20/2023 05:50:00,16.86,1.07,,,,
285,07/20/2023 05:55:00,16.90,1.72,,,,
286,07/20/2023 06:00:00,16.90,2.39,,,,
287,07/20/2023 06:05:00,16.86,4.14,,,,
288,07/20/2023 06:10:00,16.86,7.36,,,,
289,07/20/2023 06:15:00,16.90,9.35,,,,
290,07/20/2023 06:20:00,16.94,10.70,,,,
291,07/20/2023 06:25:00,16.99,15.62,,,,
292,07/20/2023 06:30:00,17.03,25.00,,,,
293,07/20/2023 06:35:00,17.11,67.84,,,,
294,07/20/2023 06:40:00,17.33,76.66,,,,
295,07/20/2023 06:45:00,17.59,84.60,,,,
296,07/20/2023 06:50:00,17.84,92.56,,,,
297,07/20/2023 06:55:00,18.02,101.28,,,,
298,07/20/2023 07:00:00,18.23,106.16,,,,
299,07/20/2023 07:05:00,18.44,113.24,,,,
300,07/20/2023 07:10:00,18.57,116.28,,,,
301,07/20/2023 07:15:00,18.53,117.64,,,,
302,07/20/2023 07:20:00,18.06,105.04,,,,
303,07/20/2023 07:25:00,17.59,99.72,,,,
304,07/20/2023 07:30:00,17.11,88.32,,,,
305,07/20/2023 07:35:00,17.03,94.20,,,,
306,07/20/2023 07:40:00,16.99,105.36,,,,
307,07/20/2023 07:45:00,17.03,105.36,,,,
308,07/20/2023 07:50:00,17.07,107.00,,,,
309,07/20/2023 07:55:00,17.11,124.40,,,,
310,07/20/2023 08:00:00,17.11,115.68,,,,
311,07/20/2023 08:05:00,17.11,83.96,,,,
312,07/20/2023 08:10:00,17.16,78.82,,,,
313,07/20/2023 08:15:00,17.11,187.28,,,,
314,07/20/2023 08:20:00,16.94,285.36,,,,
315,07/20/2023 08:25:00,16.77,294.64,,,,
316,07/20/2023 08:30:00,16.69,208.08,,,,
317,07/20/2023 08:35:00,16.69,340.80,,,,
318,07/20/2023 08:40:00,16.56,198.24,,,,
319,07/20/2023 08:45:00,16.64,200.88,,,,
320,07/20/2023 08:50:00,16.73,406.24,,,,
321,07/20/2023 08:55:00,16.90,324.08,,,,
322,07/20/2023 09:00:00,17.07,744.00,,,,
323,07/20/2023 09:05:00,17.03,1250.88,,,,
324,07/20/2023 09:10:00,17.03,1478.40,,,,
325,07/20/2023 09:15:00,16.86,892.16,,,,
326,07/20/2023 09:20:00,16.99,703.68,,,,
327,07/20/2023 09:25:00,16.90,2312.32,,,,
328,07/20/2023 09:30:00,16.99,3843.84,,,,
329,07/20/2023 09:35:00,17.07,2780.16,,,,
330,07/20/2023 09:40:00,17.07,3363.84,,,,
331,07/20/2023 09:45:00,17.24,2214.40,,,,
332,07/20/2023 09:50:00,17.29,6074.88,,,,
333,07/20/2023 09:55:00,17.29,1201.60,,,,
334,07/20/2023 10:00:00,17.29,1542.40,,,,
335,07/20/2023 10:05:00,17.33,2374.40,,,,
336,07/20/2023 10:10:00,17.33,660.16,,,,
337,07/20/2023 10:15:00,17.37,1529.60,,,,
338,07/20/2023 10:20:00,17.41,2264.32,,,,
339,07/20/2023 10:25:00,17.41,3043.84,,,,
340,07/20/2023 10:30:00,17.37,133.44,,,,
341,07/20/2023 10:35:00,17.50,16317.44,,,,
342,07/20/2023 10:40:00,17.46,753.60,,,,
343,07/20/2023 10:45:00,17.46,500.80,,,,
344,07/20/2023 10:50:00,17.46,724.80,,,,
345,07/20/2023 10:55:00,17.41,646.40,,,,
346,07/20/2023 11:00:00,17.54,9991.68,,,,
347,07/20/2023 11:05:00,17.54,12267.52,,,,
348,07/20/2023 11:10:00,17.50,378.72,,,,
349,07/20/2023 11:15:00,17.54,13859.84,,,,
350,07/20/2023 11:20:00,17.54,333.76,,,,
351,07/20/2023 11:25:00,17.59,224.08,,,,
352,07/20/2023 11:30:00,17.63,4793.60,,,,
353,07/20/2023 11:35:00,17.59,3265.28,,,,
354,07/20/2023 11:40:00,17.72,5093.12,,,,
355,07/20/2023 11:45:00,17.76,1507.84,,,,
356,07/20/2023 11:50:00,17.80,8727.04,,,,
357,07/20/2023 11:55:00,17.93,9139.20,,,,
358,07/20/2023 12:00:00,17.97,12180.48,,,,
359,07/20/2023 12:05:00,17.97,2122.88,,,,
360,07/20/2023 12:10:00,18.02,495.52,,,,
361,07/20/2023 12:15:00,17.93,3004.16,,,,
362,07/20/2023 12:20:00,18.06,3788.80,,,,
363,07/20/2023 12:25:00,17.97,31068.16,,,,
364,07/20/2023 12:30:00,17.97,1605.76,,,,
365,07/20/2023 12:35:00,17.89,222.16,,,,
366,07/20/2023 12:40:00,17.93,332.80,,,,
367,07/20/2023 12:45:00,17.97,16076.80,,,,
368,07/20/2023 12:50:00,17.97,644.96,,,,
369,07/20/2023 12:55:00,17.97,1673.60,,,,
370,07/20/2023 13:00:00,18.02,310.56,,,,
371,07/20/2023 13:05:00,18.02,3495.68,,,,
372,07/20/2023 13:10:00,18.02,2270.72,,,,
373,07/20/2023 13:15:00,18.10,1458.56,,,,
374,07/20/2023 13:20:00,18.06,9077.76,,,,
375,07/20/2023 13:25:00,18.10,1955.84,,,,
376,07/20/2023 13:30:00,18.10,495.52,,,,
377,07/20/2023 13:35:00,18.14,19645.44,,,,
378,07/20/2023 13:40:00,18.19,2712.32,,,,
379,07/20/2023 13:45:00,18.19,15006.72,,,,
380,07/20/2023 13:50:00,18.23,7541.76,,,,
381,07/20/2023 13:55:00,18.27,8821.76,,,,
382,07/20/2023 14:00:00,18.23,269.68,,,,
383,07/20/2023 14:05:00,18.36,8161.28,,,,
384,07/20/2023 14:10:00,18.23,2587.52,,,,
385,07/20/2023 14:15:00,18.27,180.00,,,,
386,07/20/2023 14:20:00,18.32,2160.64,,,,
387,07/20/2023 14:25:00,18.36,12779.52,,,,
388,07/20/2023 14:30:00,18.36,4428.80,,,,
389,07/20/2023 14:35:00,18.44,6359.04,,,,
390,07/20/2023 14:40:00,18.44,5511.68,,,,
391,07/20/2023 14:45:00,18.49,3240.96,,,,
392,07/20/2023 14:50:00,18.53,1887.36,,,,
393,07/20/2023 14:55:00,18.57,6978.56,,,,
394,07/20/2023 15:00:00,18.57,633.92,,,,
395,07/20/2023 15:05:00,18.62,3424.00,,,,
396,07/20/2023 15:10:00,18.66,4180.48,,,,
397,07/20/2023 15:15:00,18.74,1642.88,,,,
398,07/20/2023 15:20:00,18.83,9372.16,,,,
399,07/20/2023 15:25:00,18.83,9167.36,,,,
400,07/20/2023 15:30:00,18.87,2662.40,,,,
401,07/20/2023 15:35:00,18.87,1762.56,,,,
402,07/20/2023 15:40:00,18.87,2625.28,,,,
403,07/20/2023 15:45:00,18.96,5175.04,,,,
404,07/20/2023 15:50:00,19.00,5335.04,,,,
405,07/20/2023 15:55:00,19.00,9640.96,,,,
406,07/20/2023 16:00:00,19.09,4480.00,,,,
407,07/20/2023 16:05:00,19.13,1639.68,,,,
408,07/20/2023 16:10:00,19.09,3646.72,,,,
409,07/20/2023 16:15:00,19.17,5291.52,,,,
410,07/20/2023 16:20:00,19.22,4700.16,,,,
411,07/20/2023 16:25:00,19.13,3946.24,,,,
412,07/20/2023 16:30:00,19.17,2427.52,,,,
413,07/20/2023 16:35:00,19.13,2129.92,,,,
414,07/20/2023 16:40:00,19.17,372.00,,,,
415,07/20/2023 16:45:00,19.17,1212.80,,,,
416,07/20/2023 16:50:00,19.13,340.00,,,,
417,07/20/2023 16:55:00,19.17,1428.48,,,,
418,07/20/2023 17:00:00,19.22,2602.88,,,,
419,07/20/2023 17:05:00,19.13,6691.84,,,,
420,07/20/2023 17:10:00,19.17,301.04,,,,
421,07/20/2023 17:15:00,19.17,2114.56,,,,
422,07/20/2023 17:20:00,19.26,4641.28,,,,
423,07/20/2023 17:25:00,19.22,1877.12,,,,
424,07/20/2023 17:30:00,19.17,2780.16,,,,
425,07/20/2023 17:35:00,19.13,2597.76,,,,
426,07/20/2023 17:40:00,19.13,280.24,,,,
427,07/20/2023 17:45:00,19.17,319.12,,,,
428,07/20/2023 17:50:00,19.09,739.20,,,,
429,07/20/2023 17:55:00,19.09,847.36,,,,
430,07/20/2023 18:00:00,19.05,455.52,,,,
431,07/20/2023 18:05:00,19.05,645.60,,,,
432,07/20/2023 18:10:00,19.05,246.24,,,,
433,07/20/2023 18:15:00,19.05,564.32,,,,
434,07/20/2023 18:20:00,19.00,400.80,,,,
435,07/20/2023 18:25:00,18.92,708.48,,,,
436,07/20/2023 18:30:00,18.92,184.08,,,,
437,07/20/2023 18:35:00,18.83,84.60,,,,
438,07/20/2023 18:40:00,18.83,169.36,,,,
439,07/20/2023 18:45:00,18.74,74.30,,,,
440,07/20/2023 18:50:00,18.74,216.96,,,,
441,07/20/2023 18:55:00,18.74,169.36,,,,
442,07/20/2023 19:00:00,18.66,15.70,,,,
443,07/20/2023 19:05:00,18.66,253.12,,,,
444,07/20/2023 19:10:00,18.66,201.28,,,,
445,07/20/2023 19:15:00,18.62,112.36,,,,
446,07/20/2023 19:20:00,18.57,123.56,,,,
447,07/20/2023 19:25:00,18.53,56.12,,,,
448,07/20/2023 19:30:00,18.49,109.68,,,,
449,07/20/2023 19:35:00,18.44,19.38,,,,
450,07/20/2023 19:40:00,18.44,57.42,,,,
451,07/20/2023 19:45:00,18.44,49.20,,,,
452,07/20/2023 19:50:00,18.36,40.59,,,,
453,07/20/2023 19:55:00,18.32,45.26,,,,
454,07/20/2023 20:00:00,18.27,56.12,,,,
455,07/20/2023 20:05:00,18.27,4.30,,,,
456,07/20/2023 20:10:00,18.27,5.59,,,,
457,07/20/2023 20:15:00,18.27,3.01,,,,
458,07/20/2023 20:20:00,18.23,0.43,,,,
459,07/20/2023 20:25:00,18.19,0.00,,,,
460,07/20/2023 20:30:00,18.06,0.00,,,,
461,07/20/2023 20:35:00,18.10,0.00,,,,
462,07/20/2023 20:40:00,18.02,0.00,,,,
463,07/20/2023 20:45:00,17.97,0.00,,,,
464,07/20/2023 20:50:00,17.84,0.00,,,,
465,07/20/2023 20:55:00,17.89,0.00,,,,
466,07/20/2023 21:00:00,17.84,0.00,,,,
467,07/20/2023 21:05:00,17.80,0.00,,,,
468,07/20/2023 21:10:00,17.89,0.00,,,,
469,07/20/2023 21:15:00,17.76,0.00,,,,
470,07/20/2023 21:20:00,17.80,0.00,,,,
471,07/20/2023 21:25:00,17.76,0.00,,,,
472,07/20/2023 21:30:00,17.72,0.00,,,,
473,07/20/2023 21:35:00,17.67,0.00,,,,
474,07/20/2023 21:40:00,17.63,0.00,,,,
475,07/20/2023 21:45:00,17.63,0.00,,,,
476,07/20/2023 21:50:00,17.54,0.00,,,,
477,07/20/2023 21:55:00,17.46,0.00,,,,
478,07/20/2023 22:00:00,17.41,0.00,,,,
479,07/20/2023 22:05:00,17.46,0.00,,,,
480,07/20/2023 22:10:00,17.50,0.00,,,,
481,07/20/2023 22:15:00,17.50,0.00,,,,
482,07/20/2023 22:20:00,17.54,0.00,,,,
483,07/20/2023 22:25:00,17.50,0.00,,,,
484,07/20/2023 22:30:00,17.46,0.00,,,,
485,07/20/2023 22:35:00,17.46,0.00,,,,
486,07/20/2023 22:40:00,17.50,0.00,,,,
487,07/20/2023 22:45:00,17.46,0.00,,,,
488,07/20/2023 22:50:00,17.41,0.00,,,,
489,07/20/2023 22:55:00,17.41,0.00,,,,
490,07/20/2023 23:00:00,17.41,0.00,,,,
491,07/20/2023 23:05:00,17.37,0.00,,,,
492,07/20/2023 23:10:00,17.33,0.00,,,,
493,07/20/2023 23:15:00,17.29,0.00,,,,
494,07/20/2023 23:20:00,17.33,0.00,,,,
495,07/20/2023 23:25:00,17.33,0.00,,,,
496,07/20/2023 23:30:00,17.24,0.00,,,,
497,07/20/2023 23:35:00,17.33,0.00,,,,
498,07/20/2023 23:40:00,17.33,0.00,,,,
499,07/20/2023 23:45:00,17.33,0.00,,,,
500,07/20/2023 23:50:00,17.29,0.00,,,,
501,07/20/2023 23:55:00,17.29,0.00,,,,
502,07/21/2023 00:00:00,17.29,0.00,,,,
503,07/21/2023 00:05:00,17.33,0.00,,,,
504,07/21/2023 00:10:00,17.29,0.00,,,,
505,07/21/2023 00:15:00,17.24,0.00,,,,
506,07/21/2023 00:20:00,17.29,0.00,,,,
507,07/21/2023 00:25:00,17.29,0.00,,,,
