datetime,plot,number,temperature_c,light_lux,source_file
2024-04-01T20:50:00Z,P1,24,28.4,108339.2,P1_Spring2024_detided.csv
2024-04-01T20:50:00Z,P2,23,19.65,41216,P2_Spring2024_detided.csv
2024-04-01T20:50:00Z,RW3,10,34.02,84172.8,RW3_Spring2024_detided.csv
2024-04-01T20:50:00Z,RW5,9,35.86,90849.28,RW5_Spring2024_detided.csv
2024-04-01T20:55:00Z,B2,46,33.29,102891.52,B2_Spring2024_detided.csv
2024-04-01T20:55:00Z,B4,13,26.25,84869.12,B4_Spring2024_detided.csv
2024-04-01T20:55:00Z,B5,13,19.22,58716.16,B5_Spring2024_detided.csv
2024-04-01T20:55:00Z,P1,25,26.77,107356.16,P1_Spring2024_detided.csv
2024-04-01T20:55:00Z,P2,24,18.74,36444.16,P2_Spring2024_detided.csv
2024-04-01T20:55:00Z,RW3,11,34.1,83496.96,RW3_Spring2024_detided.csv
2024-04-01T20:55:00Z,RW5,10,35.78,89620.48,RW5_Spring2024_detided.csv
2024-04-01T21:00:00Z,B2,47,33.25,102031.36,B2_Spring2024_detided.csv
2024-04-01T21:00:00Z,B4,14,25.61,84131.84,B4_Spring2024_detided.csv
2024-04-01T21:00:00Z,B5,14,19.73,74076.16,B5_Spring2024_detided.csv
2024-04-01T21:00:00Z,P1,26,27.37,106250.24,P1_Spring2024_detided.csv
2024-04-01T21:00:00Z,P2,25,19,51425.28,P2_Spring2024_detided.csv
2024-04-01T21:00:00Z,RW3,12,34.45,82513.92,RW3_Spring2024_detided.csv
2024-04-01T21:00:00Z,RW5,11,36.46,89661.44,RW5_Spring2024_detided.csv
2024-04-01T21:05:00Z,B2,48,32.9,101171.2,B2_Spring2024_detided.csv
2024-04-01T21:05:00Z,B4,15,24.41,83517.44,B4_Spring2024_detided.csv
2024-04-01T21:05:00Z,B5,15,20.03,89456.64,B5_Spring2024_detided.csv
2024-04-01T21:05:00Z,P1,27,26.55,106864.64,P1_Spring2024_detided.csv
2024-04-01T21:05:00Z,P2,26,18.74,34017.28,P2_Spring2024_detided.csv
2024-04-01T21:05:00Z,RW3,13,34.53,81367.04,RW3_Spring2024_detided.csv
2024-04-01T21:05:00Z,RW5,12,36.63,89251.84,RW5_Spring2024_detided.csv
2024-04-01T21:10:00Z,B2,49,32.77,100147.2,B2_Spring2024_detided.csv
2024-04-01T21:10:00Z,B4,16,24.45,83005.44,B4_Spring2024_detided.csv
2024-04-01T21:10:00Z,B5,16,19.35,70922.24,B5_Spring2024_detided.csv
2024-04-01T21:10:00Z,P1,28,24.71,77598.72,P1_Spring2024_detided.csv
2024-04-01T21:10:00Z,P2,27,18.49,29255.68,P2_Spring2024_detided.csv
2024-04-01T21:10:00Z,RW3,14,34.57,80609.28,RW3_Spring2024_detided.csv
2024-04-01T21:10:00Z,RW5,13,36.81,88924.16,RW5_Spring2024_detided.csv
2024-04-01T21:15:00Z,B2,50,32.3,98918.4,B2_Spring2024_detided.csv
2024-04-01T21:15:00Z,B4,17,24.02,72355.84,B4_Spring2024_detided.csv
2024-04-01T21:15:00Z,B5,17,18.83,55275.52,B5_Spring2024_detided.csv
2024-04-01T21:15:00Z,P1,29,24.36,105799.68,P1_Spring2024_detided.csv
2024-04-01T21:15:00Z,P2,28,18.53,29542.4,P2_Spring2024_detided.csv
2024-04-01T21:15:00Z,RW3,15,34.06,79523.84,RW3_Spring2024_detided.csv
2024-04-01T21:15:00Z,RW5,14,36.72,88514.56,RW5_Spring2024_detided.csv
2024-04-01T21:20:00Z,B2,51,31.96,97771.52,B2_Spring2024_detided.csv
2024-04-01T21:20:00Z,B4,18,23.55,82247.68,B4_Spring2024_detided.csv
2024-04-01T21:20:00Z,B5,18,18.79,67133.44,B5_Spring2024_detided.csv
2024-04-01T21:20:00Z,P1,30,25.05,102686.72,P1_Spring2024_detided.csv
2024-04-01T21:20:00Z,P2,29,18.32,30771.2,P2_Spring2024_detided.csv
2024-04-01T21:20:00Z,RW3,16,33.93,78622.72,RW3_Spring2024_detided.csv
2024-04-01T21:20:00Z,RW5,15,36.85,88309.76,RW5_Spring2024_detided.csv
2024-04-01T21:25:00Z,B2,52,31.44,96542.72,B2_Spring2024_detided.csv
2024-04-01T21:25:00Z,B4,19,23.34,82063.36,B4_Spring2024_detided.csv
2024-04-01T21:25:00Z,B5,19,18.66,55808,B5_Spring2024_detided.csv
2024-04-01T21:25:00Z,P1,31,23.94,82042.88,P1_Spring2024_detided.csv
2024-04-01T21:25:00Z,P2,30,18.4,44441.6,P2_Spring2024_detided.csv
2024-04-01T21:25:00Z,RW3,17,32.86,77414.4,RW3_Spring2024_detided.csv
2024-04-01T21:25:00Z,RW5,16,36.59,87777.28,RW5_Spring2024_detided.csv
2024-04-01T21:30:00Z,B2,53,31.36,95191.04,B2_Spring2024_detided.csv
2024-04-01T21:30:00Z,B4,20,23.38,81694.72,B4_Spring2024_detided.csv
2024-04-01T21:30:00Z,B5,20,18.49,66007.04,B5_Spring2024_detided.csv
2024-04-01T21:30:00Z,P1,32,23.12,103505.92,P1_Spring2024_detided.csv
2024-04-01T21:30:00Z,P2,31,18.1,31795.2,P2_Spring2024_detided.csv
2024-04-01T21:30:00Z,RW3,18,29.13,76390.4,RW3_Spring2024_detided.csv
2024-04-01T21:30:00Z,RW5,17,36.51,87449.6,RW5_Spring2024_detided.csv
2024-04-01T21:35:00Z,B2,54,31.14,93757.44,B2_Spring2024_detided.csv
2024-04-01T21:35:00Z,B4,21,23.38,81305.6,B4_Spring2024_detided.csv
2024-04-01T21:35:00Z,B5,21,18.66,51916.8,B5_Spring2024_detided.csv
2024-04-01T21:35:00Z,P1,33,22.61,8542.72,P1_Spring2024_detided.csv
2024-04-01T21:35:00Z,P2,32,18.14,54046.72,P2_Spring2024_detided.csv
2024-04-01T21:35:00Z,RW3,19,28.83,75345.92,RW3_Spring2024_detided.csv
2024-04-01T21:35:00Z,RW5,18,36.46,86917.12,RW5_Spring2024_detided.csv
2024-04-01T21:40:00Z,B2,55,28.78,84295.68,B2_Spring2024_detided.csv
2024-04-01T21:40:00Z,B4,22,22.18,85155.84,B4_Spring2024_detided.csv
2024-04-01T21:40:00Z,B5,22,18.4,71004.16,B5_Spring2024_detided.csv
2024-04-01T21:40:00Z,P1,34,23.08,79851.52,P1_Spring2024_detided.csv
2024-04-01T21:40:00Z,P2,33,18.23,17899.52,P2_Spring2024_detided.csv
2024-04-01T21:40:00Z,RW3,20,28.87,74096.64,RW3_Spring2024_detided.csv
2024-04-01T21:40:00Z,RW5,19,36.16,86425.6,RW5_Spring2024_detided.csv
2024-04-01T21:45:00Z,B2,56,28.31,83189.76,B2_Spring2024_detided.csv
2024-04-01T21:45:00Z,B4,23,22.91,80117.76,B4_Spring2024_detided.csv
2024-04-01T21:45:00Z,B5,23,18.36,77004.8,B5_Spring2024_detided.csv
2024-04-01T21:45:00Z,P1,35,22.43,36874.24,P1_Spring2024_detided.csv
2024-04-01T21:45:00Z,P2,34,18.19,25774.08,P2_Spring2024_detided.csv
2024-04-01T21:45:00Z,RW3,21,28.87,72867.84,RW3_Spring2024_detided.csv
2024-04-01T21:45:00Z,RW5,20,35.82,85893.12,RW5_Spring2024_detided.csv
2024-04-01T21:50:00Z,B2,57,26.17,81346.56,B2_Spring2024_detided.csv
2024-04-01T21:50:00Z,B4,24,21.75,79237.12,B4_Spring2024_detided.csv
2024-04-01T21:50:00Z,B5,24,18.1,49274.88,B5_Spring2024_detided.csv
2024-04-01T21:50:00Z,P1,36,21.4,74731.52,P1_Spring2024_detided.csv
2024-04-01T21:50:00Z,P2,35,18.14,31457.28,P2_Spring2024_detided.csv
2024-04-01T21:50:00Z,RW3,22,27.32,71331.84,RW3_Spring2024_detided.csv
2024-04-01T21:50:00Z,RW5,21,35.48,85237.76,RW5_Spring2024_detided.csv
2024-04-01T21:55:00Z,B2,58,25.31,79790.08,B2_Spring2024_detided.csv
2024-04-01T21:55:00Z,B4,25,22.61,76922.88,B4_Spring2024_detided.csv
2024-04-01T21:55:00Z,B5,25,18.27,77230.08,B5_Spring2024_detided.csv
2024-04-01T21:55:00Z,P1,37,21.23,35768.32,P1_Spring2024_detided.csv
2024-04-01T21:55:00Z,P2,36,17.97,28508.16,P2_Spring2024_detided.csv
2024-04-01T21:55:00Z,RW3,23,25.09,69775.36,RW3_Spring2024_detided.csv
2024-04-01T21:55:00Z,RW5,22,35.39,84705.28,RW5_Spring2024_detided.csv
2024-04-01T22:00:00Z,B2,59,25.87,78028.8,B2_Spring2024_detided.csv
2024-04-01T22:00:00Z,B4,26,22.61,76226.56,B4_Spring2024_detided.csv
2024-04-01T22:00:00Z,B5,26,18.4,114565.12,B5_Spring2024_detided.csv
2024-04-01T22:00:00Z,P1,38,21.53,69795.84,P1_Spring2024_detided.csv
2024-04-01T22:00:00Z,P2,37,18.02,35911.68,P2_Spring2024_detided.csv
2024-04-01T22:00:00Z,RW3,24,24.92,68403.2,RW3_Spring2024_detided.csv
2024-04-01T22:00:00Z,RW5,23,34.79,84008.96,RW5_Spring2024_detided.csv
2024-04-01T22:05:00Z,B2,60,24.97,76922.88,B2_Spring2024_detided.csv
2024-04-01T22:05:00Z,B4,27,22.31,75632.64,B4_Spring2024_detided.csv
2024-04-01T22:05:00Z,B5,27,18.06,60067.84,B5_Spring2024_detided.csv
2024-04-01T22:05:00Z,P1,39,21.15,69652.48,P1_Spring2024_detided.csv
2024-04-01T22:05:00Z,P2,38,17.89,39014.4,P2_Spring2024_detided.csv
2024-04-01T22:05:00Z,RW3,25,23.59,67276.8,RW3_Spring2024_detided.csv
2024-04-01T22:05:00Z,RW5,24,30.84,80936.96,RW5_Spring2024_detided.csv
2024-04-01T22:10:00Z,B2,61,24.06,76820.48,B2_Spring2024_detided.csv
2024-04-01T22:10:00Z,B4,28,21.75,62464,B4_Spring2024_detided.csv
2024-04-01T22:10:00Z,B5,28,18.1,53268.48,B5_Spring2024_detided.csv
2024-04-01T22:10:00Z,P1,40,20.72,74731.52,P1_Spring2024_detided.csv
2024-04-01T22:10:00Z,P2,39,17.93,42168.32,P2_Spring2024_detided.csv
2024-04-01T22:10:00Z,RW3,26,23.59,65556.48,RW3_Spring2024_detided.csv
2024-04-01T22:10:00Z,RW5,25,29.38,78028.8,RW5_Spring2024_detided.csv
2024-04-01T22:15:00Z,B2,62,23.81,74915.84,B2_Spring2024_detided.csv
2024-04-01T22:15:00Z,B4,29,20.68,64122.88,B4_Spring2024_detided.csv
2024-04-01T22:15:00Z,B5,29,17.84,64778.24,B5_Spring2024_detided.csv
2024-04-01T22:15:00Z,P1,41,19.77,47964.16,P1_Spring2024_detided.csv
2024-04-01T22:15:00Z,P2,40,17.76,29071.36,P2_Spring2024_detided.csv
2024-04-01T22:15:00Z,RW3,27,21.58,6103.04,RW3_Spring2024_detided.csv
2024-04-01T22:15:00Z,RW5,26,23.85,673.28,RW5_Spring2024_detided.csv
2024-04-01T22:20:00Z,B2,63,22.91,73625.6,B2_Spring2024_detided.csv
2024-04-01T22:20:00Z,B4,30,20.93,54722.56,B4_Spring2024_detided.csv
2024-04-01T22:20:00Z,B5,30,17.97,28467.2,B5_Spring2024_detided.csv
2024-04-01T22:20:00Z,P1,42,20.12,26900.48,P1_Spring2024_detided.csv
2024-04-01T22:20:00Z,P2,41,17.8,21084.16,P2_Spring2024_detided.csv
2024-04-01T22:20:00Z,RW3,28,19.05,1231.36,RW3_Spring2024_detided.csv
2024-04-01T22:20:00Z,RW5,27,19,1444.48,RW5_Spring2024_detided.csv
2024-04-01T22:25:00Z,B2,64,22.35,71557.12,B2_Spring2024_detided.csv
2024-04-01T22:25:00Z,B4,31,20.93,76513.28,B4_Spring2024_detided.csv
2024-04-01T22:25:00Z,B5,31,17.72,35072,B5_Spring2024_detided.csv
2024-04-01T22:25:00Z,P1,43,19.3,46039.04,P1_Spring2024_detided.csv
2024-04-01T22:25:00Z,P2,42,17.54,37713.92,P2_Spring2024_detided.csv
2024-04-01T22:25:00Z,RW3,29,18.02,4595.2,RW3_Spring2024_detided.csv
2024-04-01T22:25:00Z,RW5,28,18.06,822.4,RW5_Spring2024_detided.csv
2024-04-01T22:30:00Z,B2,65,22.05,68874.24,B2_Spring2024_detided.csv
2024-04-01T22:30:00Z,B4,32,21.02,75489.28,B4_Spring2024_detided.csv
2024-04-01T22:30:00Z,B5,32,17.84,35717.12,B5_Spring2024_detided.csv
2024-04-01T22:30:00Z,P1,44,19.3,63897.6,P1_Spring2024_detided.csv
2024-04-01T22:30:00Z,P2,43,17.5,35072,P2_Spring2024_detided.csv
2024-04-01T22:30:00Z,RW3,30,17.97,16783.36,RW3_Spring2024_detided.csv
2024-04-01T22:30:00Z,RW5,29,17.72,427.52,RW5_Spring2024_detided.csv
2024-04-01T22:35:00Z,B2,66,21.75,66846.72,B2_Spring2024_detided.csv
2024-04-01T22:35:00Z,B4,33,19.9,33290.24,B4_Spring2024_detided.csv
2024-04-01T22:35:00Z,B5,33,17.59,48476.16,B5_Spring2024_detided.csv
2024-04-01T22:35:00Z,P1,45,19,37601.28,P1_Spring2024_detided.csv
2024-04-01T22:35:00Z,P2,44,17.41,31385.6,P2_Spring2024_detided.csv
2024-04-01T22:35:00Z,RW3,31,17.33,1858.56,RW3_Spring2024_detided.csv
2024-04-01T22:35:00Z,RW5,30,17.59,924.48,RW5_Spring2024_detided.csv
2024-04-01T22:40:00Z,B2,67,21.66,63508.48,B2_Spring2024_detided.csv
2024-04-01T22:40:00Z,B4,34,19.77,54128.64,B4_Spring2024_detided.csv
2024-04-01T22:40:00Z,B5,34,17.67,63488,B5_Spring2024_detided.csv
2024-04-01T22:40:00Z,P1,46,19.22,41512.96,P1_Spring2024_detided.csv
2024-04-01T22:40:00Z,P2,45,17.46,40437.76,P2_Spring2024_detided.csv
2024-04-01T22:40:00Z,RW3,32,17.2,1444.48,RW3_Spring2024_detided.csv
2024-04-01T22:40:00Z,RW5,31,17.46,832,RW5_Spring2024_detided.csv
2024-04-01T22:45:00Z,B2,68,21.45,61665.28,B2_Spring2024_detided.csv
2024-04-01T22:45:00Z,B4,35,19.52,41461.76,B4_Spring2024_detided.csv
2024-04-01T22:45:00Z,B5,35,17.41,46469.12,B5_Spring2024_detided.csv
2024-04-01T22:45:00Z,P1,47,18.7,41543.68,P1_Spring2024_detided.csv
2024-04-01T22:45:00Z,P2,46,17.33,36003.84,P2_Spring2024_detided.csv
2024-04-01T22:45:00Z,RW3,33,16.81,11468.8,RW3_Spring2024_detided.csv
2024-04-01T22:45:00Z,RW5,32,19.86,57180.16,RW5_Spring2024_detided.csv
2024-04-01T22:50:00Z,B2,69,21.28,49254.4,B2_Spring2024_detided.csv
2024-04-01T22:50:00Z,B4,36,20.07,79093.76,B4_Spring2024_detided.csv
2024-04-01T22:50:00Z,B5,36,17.54,39137.28,B5_Spring2024_detided.csv
2024-04-01T22:50:00Z,P1,48,18.66,25784.32,P1_Spring2024_detided.csv
2024-04-01T22:50:00Z,P2,47,17.16,18652.16,P2_Spring2024_detided.csv
2024-04-01T22:50:00Z,RW3,34,16.86,4428.8,RW3_Spring2024_detided.csv
2024-04-01T22:50:00Z,RW5,33,18.23,864.32,RW5_Spring2024_detided.csv
2024-04-01T22:55:00Z,B2,70,20.98,55398.4,B2_Spring2024_detided.csv
2024-04-01T22:55:00Z,B4,37,19.86,77496.32,B4_Spring2024_detided.csv
2024-04-01T22:55:00Z,B5,37,17.29,36116.48,B5_Spring2024_detided.csv
2024-04-01T22:55:00Z,P1,49,18.27,48373.76,P1_Spring2024_detided.csv
2024-04-01T22:55:00Z,P2,48,17.03,26214.4,P2_Spring2024_detided.csv
2024-04-01T22:55:00Z,RW3,35,16.64,348,RW3_Spring2024_detided.csv
2024-04-01T22:55:00Z,RW5,34,17.37,7685.12,RW5_Spring2024_detided.csv
2024-04-01T23:00:00Z,B2,71,20.8,48660.48,B2_Spring2024_detided.csv
2024-04-01T23:00:00Z,B4,38,19.22,37406.72,B4_Spring2024_detided.csv
2024-04-01T23:00:00Z,B5,38,17.33,36966.4,B5_Spring2024_detided.csv
2024-04-01T23:00:00Z,P1,50,18.36,36157.44,P1_Spring2024_detided.csv
2024-04-01T23:00:00Z,P2,49,16.99,12728.32,P2_Spring2024_detided.csv
