datetime,plot,number,temperature_c,light_lux,source_file
2024-04-01T17:10:00Z,B2,1,27.84,97198.08,B2_Spring2024_detided.csv
2024-04-01T17:15:00Z,B2,2,32.9,98467.84,B2_Spring2024_detided.csv
2024-04-01T17:20:00Z,B2,3,34.83,98918.4,B2_Spring2024_detided.csv
2024-04-01T17:25:00Z,B2,4,34.79,100229.12,B2_Spring2024_detided.csv
2024-04-01T17:30:00Z,B2,5,35,100720.64,B2_Spring2024_detided.csv
2024-04-01T17:35:00Z,B2,6,35.22,101744.64,B2_Spring2024_detided.csv
2024-04-01T17:40:00Z,B2,7,35.22,102481.92,B2_Spring2024_detided.csv
2024-04-01T17:45:00Z,B2,8,35.09,103424,B2_Spring2024_detided.csv
2024-04-01T17:50:00Z,B2,9,35.05,104120.32,B2_Spring2024_detided.csv
2024-04-01T17:55:00Z,B2,10,34.96,104898.56,B2_Spring2024_detided.csv
2024-04-01T18:00:00Z,B2,11,34.88,104939.52,B2_Spring2024_detided.csv
2024-04-01T18:05:00Z,B2,12,35,104775.68,B2_Spring2024_detided.csv
2024-04-01T18:10:00Z,B2,13,34.92,104366.08,B2_Spring2024_detided.csv
2024-04-01T18:15:00Z,B2,14,34.75,102932.48,B2_Spring2024_detided.csv
2024-04-01T18:20:00Z,B2,15,34.79,101253.12,B2_Spring2024_detided.csv
2024-04-01T18:25:00Z,B2,16,34.88,97320.96,B2_Spring2024_detided.csv
2024-04-01T18:30:00Z,B2,17,34.96,91136,B2_Spring2024_detided.csv
2024-04-01T18:35:00Z,B2,18,34.88,85483.52,B2_Spring2024_detided.csv
2024-04-01T18:40:00Z,B2,19,35.05,76185.6,B2_Spring2024_detided.csv
2024-04-01T18:45:00Z,B2,20,34.96,67461.12,B2_Spring2024_detided.csv
2024-04-01T18:50:00Z,B2,21,34.88,64512,B2_Spring2024_detided.csv
2024-04-01T18:55:00Z,B2,22,34.88,66990.08,B2_Spring2024_detided.csv
2024-04-01T18:55:00Z,P1,1,31.06,104325.12,P1_Spring2024_detided.csv
2024-04-01T19:00:00Z,B2,23,34.66,97239.04,B2_Spring2024_detided.csv
2024-04-01T19:00:00Z,P1,2,34.45,108052.48,P1_Spring2024_detided.csv
2024-04-01T19:00:00Z,P2,1,22.91,20761.6,P2_Spring2024_detided.csv
2024-04-01T19:05:00Z,B2,24,34.49,101416.96,B2_Spring2024_detided.csv
2024-04-01T19:05:00Z,P1,3,35.35,108462.08,P1_Spring2024_detided.csv
2024-04-01T19:05:00Z,P2,2,21.36,25804.8,P2_Spring2024_detided.csv
2024-04-01T19:10:00Z,B2,25,34.19,105144.32,B2_Spring2024_detided.csv
2024-04-01T19:10:00Z,P1,4,35.56,109240.32,P1_Spring2024_detided.csv
2024-04-01T19:10:00Z,P2,3,21.19,27166.72,P2_Spring2024_detided.csv
2024-04-01T19:15:00Z,B2,26,34.02,108584.96,B2_Spring2024_detided.csv
2024-04-01T19:15:00Z,P1,5,34.96,109527.04,P1_Spring2024_detided.csv
2024-04-01T19:15:00Z,P2,4,21.15,28590.08,P2_Spring2024_detided.csv
2024-04-01T19:20:00Z,B2,27,34.06,110510.08,B2_Spring2024_detided.csv
2024-04-01T19:20:00Z,P1,6,34.79,110059.52,P1_Spring2024_detided.csv
2024-04-01T19:20:00Z,P2,5,21.36,30105.6,P2_Spring2024_detided.csv
2024-04-01T19:25:00Z,B2,28,34.23,111001.6,B2_Spring2024_detided.csv
2024-04-01T19:25:00Z,P1,7,34.66,110469.12,P1_Spring2024_detided.csv
2024-04-01T19:25:00Z,P2,6,21.32,30402.56,P2_Spring2024_detided.csv
2024-04-01T19:30:00Z,B2,29,34.75,111247.36,B2_Spring2024_detided.csv
2024-04-01T19:30:00Z,P1,8,34.45,110919.68,P1_Spring2024_detided.csv
2024-04-01T19:30:00Z,P2,7,21.45,29849.6,P2_Spring2024_detided.csv
2024-04-01T19:35:00Z,B2,30,34.92,111493.12,B2_Spring2024_detided.csv
2024-04-01T19:35:00Z,P1,9,34.27,111124.48,P1_Spring2024_detided.csv
2024-04-01T19:35:00Z,P2,8,21.58,29911.04,P2_Spring2024_detided.csv
2024-04-01T19:40:00Z,B2,31,35.13,111820.8,B2_Spring2024_detided.csv
2024-04-01T19:40:00Z,P1,10,34.49,111329.28,P1_Spring2024_detided.csv
2024-04-01T19:40:00Z,P2,9,21.79,30279.68,P2_Spring2024_detided.csv
2024-04-01T19:45:00Z,B2,32,35.3,111820.8,B2_Spring2024_detided.csv
2024-04-01T19:45:00Z,P1,11,33.85,111575.04,P1_Spring2024_detided.csv
2024-04-01T19:45:00Z,P2,10,21.02,30443.52,P2_Spring2024_detided.csv
2024-04-01T19:50:00Z,B2,33,35.6,111738.88,B2_Spring2024_detided.csv
2024-04-01T19:50:00Z,P1,12,33.67,111820.8,P1_Spring2024_detided.csv
2024-04-01T19:50:00Z,P2,11,20.5,31457.28,P2_Spring2024_detided.csv
2024-04-01T19:55:00Z,B2,34,35.39,111656.96,B2_Spring2024_detided.csv
2024-04-01T19:55:00Z,B4,1,26.77,89415.68,B4_Spring2024_detided.csv
2024-04-01T19:55:00Z,B5,1,26.21,81674.24,B5_Spring2024_detided.csv
2024-04-01T19:55:00Z,P1,13,33.67,112025.6,P1_Spring2024_detided.csv
2024-04-01T19:55:00Z,P2,12,20.8,33167.36,P2_Spring2024_detided.csv
2024-04-01T20:00:00Z,B2,35,35.22,111370.24,B2_Spring2024_detided.csv
2024-04-01T20:00:00Z,B4,2,28.4,89006.08,B4_Spring2024_detided.csv
2024-04-01T20:00:00Z,B5,2,24.45,90152.96,B5_Spring2024_detided.csv
2024-04-01T20:00:00Z,P1,14,33.93,112189.44,P1_Spring2024_detided.csv
2024-04-01T20:00:00Z,P2,13,20.59,34570.24,P2_Spring2024_detided.csv
2024-04-01T20:05:00Z,B2,36,35.3,110960.64,B2_Spring2024_detided.csv
2024-04-01T20:05:00Z,B4,3,28.95,88883.2,B4_Spring2024_detided.csv
2024-04-01T20:05:00Z,B5,3,24.88,89825.28,B5_Spring2024_detided.csv
2024-04-01T20:05:00Z,P1,15,33.67,112312.32,P1_Spring2024_detided.csv
2024-04-01T20:05:00Z,P2,14,20.42,36433.92,P2_Spring2024_detided.csv
2024-04-01T20:05:00Z,RW3,1,30.16,90357.76,RW3_Spring2024_detided.csv
2024-04-01T20:10:00Z,B2,37,35.22,110510.08,B2_Spring2024_detided.csv
2024-04-01T20:10:00Z,B4,4,29.3,88719.36,B4_Spring2024_detided.csv
2024-04-01T20:10:00Z,B5,4,24.24,90152.96,B5_Spring2024_detided.csv
2024-04-01T20:10:00Z,P1,16,33.8,112517.12,P1_Spring2024_detided.csv
2024-04-01T20:10:00Z,P2,15,20.85,39936,P2_Spring2024_detided.csv
2024-04-01T20:10:00Z,RW3,2,32.64,89989.12,RW3_Spring2024_detided.csv
2024-04-01T20:10:00Z,RW5,1,36.76,88227.84,RW5_Spring2024_detided.csv
2024-04-01T20:15:00Z,B2,38,35.13,109895.68,B2_Spring2024_detided.csv
2024-04-01T20:15:00Z,B4,5,29.56,88391.68,B4_Spring2024_detided.csv
2024-04-01T20:15:00Z,B5,5,23.59,91013.12,B5_Spring2024_detided.csv
2024-04-01T20:15:00Z,P1,17,33.59,112230.4,P1_Spring2024_detided.csv
2024-04-01T20:15:00Z,P2,16,20.59,40386.56,P2_Spring2024_detided.csv
2024-04-01T20:15:00Z,RW3,3,33.76,89415.68,RW3_Spring2024_detided.csv
2024-04-01T20:15:00Z,RW5,2,37.45,89088,RW5_Spring2024_detided.csv
2024-04-01T20:20:00Z,B2,39,34.7,109363.2,B2_Spring2024_detided.csv
2024-04-01T20:20:00Z,B4,6,29.56,88104.96,B4_Spring2024_detided.csv
2024-04-01T20:20:00Z,B5,6,23.12,90112,B5_Spring2024_detided.csv
2024-04-01T20:20:00Z,P1,18,30.03,109895.68,P1_Spring2024_detided.csv
2024-04-01T20:20:00Z,P2,17,20.76,56893.44,P2_Spring2024_detided.csv
2024-04-01T20:20:00Z,RW3,4,34.15,88924.16,RW3_Spring2024_detided.csv
2024-04-01T20:20:00Z,RW5,3,37.36,89661.44,RW5_Spring2024_detided.csv
2024-04-01T20:25:00Z,B2,40,34.62,108584.96,B2_Spring2024_detided.csv
2024-04-01T20:25:00Z,B4,7,29.73,87408.64,B4_Spring2024_detided.csv
2024-04-01T20:25:00Z,B5,7,22.09,90439.68,B5_Spring2024_detided.csv
2024-04-01T20:25:00Z,P1,19,29.68,108994.56,P1_Spring2024_detided.csv
2024-04-01T20:25:00Z,P2,18,21.36,60006.4,P2_Spring2024_detided.csv
2024-04-01T20:25:00Z,RW3,5,34.53,88186.88,RW3_Spring2024_detided.csv
2024-04-01T20:25:00Z,RW5,4,37.54,90193.92,RW5_Spring2024_detided.csv
2024-04-01T20:30:00Z,B2,41,34.83,107806.72,B2_Spring2024_detided.csv
2024-04-01T20:30:00Z,B4,8,30.07,87244.8,B4_Spring2024_detided.csv
2024-04-01T20:30:00Z,B5,8,23.42,90972.16,B5_Spring2024_detided.csv
2024-04-01T20:30:00Z,P1,20,30.2,108748.8,P1_Spring2024_detided.csv
2024-04-01T20:30:00Z,P2,19,21.19,47697.92,P2_Spring2024_detided.csv
2024-04-01T20:30:00Z,RW3,6,34.66,87449.6,RW3_Spring2024_detided.csv
2024-04-01T20:30:00Z,RW5,5,37.88,90603.52,RW5_Spring2024_detided.csv
2024-04-01T20:35:00Z,B2,42,34.02,107110.4,B2_Spring2024_detided.csv
2024-04-01T20:35:00Z,B4,9,30.11,86753.28,B4_Spring2024_detided.csv
2024-04-01T20:35:00Z,B5,9,22.95,90931.2,B5_Spring2024_detided.csv
2024-04-01T20:35:00Z,P1,21,30.2,108544,P1_Spring2024_detided.csv
2024-04-01T20:35:00Z,P2,20,21.19,51056.64,P2_Spring2024_detided.csv
2024-04-01T20:35:00Z,RW3,7,34.57,86753.28,RW3_Spring2024_detided.csv
2024-04-01T20:35:00Z,RW5,6,37.79,90562.56,RW5_Spring2024_detided.csv
2024-04-01T20:40:00Z,B2,43,33.97,106455.04,B2_Spring2024_detided.csv
2024-04-01T20:40:00Z,B4,10,29.64,86179.84,B4_Spring2024_detided.csv
2024-04-01T20:40:00Z,B5,10,20.8,88186.88,B5_Spring2024_detided.csv
2024-04-01T20:40:00Z,P1,22,29.21,107642.88,P1_Spring2024_detided.csv
2024-04-01T20:40:00Z,P2,21,20.12,31559.68,P2_Spring2024_detided.csv
2024-04-01T20:40:00Z,RW3,8,34.62,85934.08,RW3_Spring2024_detided.csv
2024-04-01T20:40:00Z,RW5,7,37.62,90931.2,RW5_Spring2024_detided.csv
2024-04-01T20:45:00Z,B2,44,33.8,105021.44,B2_Spring2024_detided.csv
2024-04-01T20:45:00Z,B4,11,27.2,82862.08,B4_Spring2024_detided.csv
2024-04-01T20:45:00Z,B5,11,20.72,89497.6,B5_Spring2024_detided.csv
2024-04-01T20:45:00Z,P1,23,28.7,107479.04,P1_Spring2024_detided.csv
2024-04-01T20:45:00Z,P2,22,19.99,41809.92,P2_Spring2024_detided.csv
2024-04-01T20:45:00Z,RW3,9,34.4,85155.84,RW3_Spring2024_detided.csv
2024-04-01T20:45:00Z,RW5,8,37.23,90603.52,RW5_Spring2024_detided.csv
2024-04-01T20:50:00Z,B2,45,33.46,104120.32,B2_Spring2024_detided.csv
2024-04-01T20:50:00Z,B4,12,27.45,85442.56,B4_Spring2024_detided.csv
2024-04-01T20:50:00Z,B5,12,21.49,88350.72,B5_Spring2024_detided.csv
