Date,Time_LST_LDT,Height_m
10/14/2023,7:48,1.58496
10/14/2023,7:54,1.627632
10/14/2023,8:00,1.642872
10/14/2023,8:06,1.642872
10/14/2023,8:12,1.66116
10/14/2023,8:18,1.679448
10/14/2023,8:24,1.700784
10/14/2023,8:30,1.712976
10/14/2023,8:36,1.728216
10/14/2023,8:42,1.7526
10/14/2023,8:48,1.773936
10/14/2023,8:54,1.789176
10/14/2023,9:00,1.789176
10/14/2023,9:06,1.786128
10/14/2023,9:12,1.789176
10/14/2023,9:18,1.792224
10/14/2023,9:24,1.801368
10/14/2023,9:30,1.801368
10/14/2023,9:36,1.810512
10/14/2023,9:42,1.801368
10/14/2023,9:48,1.786128
10/14/2023,9:54,1.773936
10/14/2023,10:00,1.749552
10/14/2023,10:06,1.746504
10/14/2023,10:12,1.731264
10/14/2023,10:18,1.719072
10/14/2023,10:24,1.709928
10/14/2023,10:30,1.70688
10/14/2023,10:36,1.69164
10/14/2023,10:42,1.66116
10/14/2023,10:48,1.633728
10/14/2023,10:54,1.6002
10/14/2023,11:00,1.575816
10/14/2023,11:06,1.542288
10/14/2023,11:12,1.511808
10/14/2023,11:18,1.481328
10/14/2023,11:24,1.456944
10/14/2023,11:30,1.423416
10/14/2023,11:36,1.399032
10/14/2023,11:42,1.374648
10/14/2023,11:48,1.350264
10/14/2023,11:54,1.316736
10/14/2023,12:00,1.286256
10/14/2023,12:06,1.23444
10/14/2023,12:12,1.182624
10/14/2023,12:18,1.136904
10/14/2023,12:24,1.088136
10/14/2023,12:30,1.045464
10/14/2023,12:36,1.018032
10/14/2023,12:42,0.993648
10/14/2023,12:48,0.96012
10/14/2023,12:54,0.932688
10/14/2023,13:00,0.902208
10/14/2023,13:06,0.847344
10/14/2023,13:12,0.801624
10/14/2023,13:18,0.762
10/14/2023,13:24,0.722376
10/14/2023,13:30,0.676656
10/14/2023,13:36,0.643128
10/14/2023,13:42,0.606552
10/14/2023,13:48,0.573024
10/14/2023,13:54,0.545592
10/14/2023,14:00,0.51816
10/14/2023,14:06,0.493776
10/14/2023,14:12,0.478536
10/14/2023,14:18,0.448056
10/14/2023,14:24,0.414528
10/14/2023,14:30,0.393192
10/14/2023,14:36,0.368808
10/14/2023,14:42,0.33528
10/14/2023,14:48,0.3048
10/14/2023,14:54,0.283464
10/14/2023,15:00,0.27432
10/14/2023,15:06,0.262128
10/14/2023,15:12,0.262128
10/14/2023,15:18,0.25908
10/14/2023,15:24,0.249936
10/14/2023,15:30,0.24384
10/14/2023,15:36,0.240792
10/14/2023,15:42,0.219456
10/14/2023,15:48,0.201168
10/14/2023,15:54,0.192024
10/14/2023,16:00,0.192024
10/14/2023,16:06,0.201168
10/14/2023,16:12,0.219456
10/14/2023,16:18,0.231648
10/14/2023,16:24,0.246888
10/14/2023,16:30,0.268224
10/14/2023,16:36,0.28956
10/14/2023,16:42,0.295656
10/14/2023,16:48,0.295656
10/14/2023,16:54,0.307848
10/14/2023,17:00,0.326136
10/14/2023,17:06,0.338328
10/14/2023,17:12,0.362712
10/14/2023,17:18,0.387096
10/14/2023,17:24,0.414528
10/14/2023,17:30,0.435864
10/14/2023,17:36,0.47244
10/14/2023,17:42,0.499872
10/14/2023,17:48,0.536448
10/14/2023,17:54,0.560832
10/14/2023,18:00,0.582168
10/14/2023,18:06,0.6096
10/14/2023,18:12,0.637032
10/14/2023,18:18,0.646176
10/14/2023,18:24,0.694944
10/14/2023,18:30,0.728472
10/14/2023,18:36,0.774192
10/14/2023,18:42,0.816864
10/14/2023,18:48,0.856488
10/14/2023,18:54,0.886968
10/14/2023,19:00,0.911352
10/14/2023,19:06,0.92964
10/14/2023,19:12,0.966216
10/14/2023,19:18,0.999744
10/14/2023,19:24,1.039368
10/14/2023,19:30,1.072896
10/14/2023,19:36,1.115568
10/14/2023,19:42,1.149096
10/14/2023,19:48,1.179576
10/14/2023,19:54,1.191768
10/14/2023,20:00,1.2192
10/14/2023,20:06,1.237488
10/14/2023,20:12,1.274064
10/14/2023,20:18,1.298448
10/14/2023,20:24,1.328928
10/14/2023,20:30,1.347216
10/14/2023,20:36,1.3716
10/14/2023,20:42,1.392936
10/14/2023,20:48,1.414272
10/14/2023,20:54,1.423416
10/14/2023,21:00,1.4478
10/14/2023,21:06,1.450848
10/14/2023,21:12,1.459992
10/14/2023,21:18,1.469136
10/14/2023,21:24,1.481328
10/14/2023,21:30,1.487424
10/14/2023,21:36,1.50876
10/14/2023,21:42,1.527048
10/14/2023,21:48,1.545336
10/14/2023,21:54,1.551432
10/14/2023,22:00,1.545336
10/14/2023,22:06,1.520952
10/14/2023,22:12,1.505712
10/14/2023,22:18,1.487424
10/14/2023,22:24,1.47828
10/14/2023,22:30,1.466088
10/14/2023,22:36,1.469136
10/14/2023,22:42,1.472184
10/14/2023,22:48,1.466088
10/14/2023,22:54,1.456944
10/14/2023,23:00,1.438656
10/14/2023,23:06,1.411224
10/14/2023,23:12,1.392936
10/14/2023,23:18,1.368552
10/14/2023,23:24,1.347216
10/14/2023,23:30,1.328928
10/14/2023,23:36,1.31064
10/14/2023,23:42,1.298448
10/14/2023,23:48,1.28016
10/14/2023,23:54,1.252728
10/15/2023,0:00,1.228344
10/15/2023,0:06,1.207008
10/15/2023,0:12,1.179576
10/15/2023,0:18,1.146048
10/15/2023,0:24,1.115568
10/15/2023,0:30,1.078992
10/15/2023,0:36,1.05156
10/15/2023,0:42,1.024128
10/15/2023,0:48,1.002792
10/15/2023,0:54,0.97536
10/15/2023,1:00,0.957072
10/15/2023,1:06,0.92964
10/15/2023,1:12,0.911352
10/15/2023,1:18,0.874776
10/15/2023,1:24,0.835152
10/15/2023,1:30,0.798576
10/15/2023,1:36,0.774192
10/15/2023,1:42,0.752856
10/15/2023,1:48,0.740664
10/15/2023,1:54,0.719328
10/15/2023,2:00,0.707136
10/15/2023,2:06,0.688848
10/15/2023,2:12,0.658368
10/15/2023,2:18,0.627888
10/15/2023,2:24,0.59436
10/15/2023,2:30,0.569976
10/15/2023,2:36,0.557784
10/15/2023,2:42,0.551688
10/15/2023,2:48,0.551688
10/15/2023,2:54,0.554736
10/15/2023,3:00,0.551688
10/15/2023,3:06,0.539496
10/15/2023,3:12,0.521208
10/15/2023,3:18,0.499872
10/15/2023,3:24,0.481584
10/15/2023,3:30,0.47244
10/15/2023,3:36,0.484632
10/15/2023,3:42,0.50292
10/15/2023,3:48,0.51816
10/15/2023,3:54,0.536448
10/15/2023,4:00,0.551688
10/15/2023,4:06,0.54864
10/15/2023,4:12,0.542544
10/15/2023,4:18,0.536448
10/15/2023,4:24,0.536448
10/15/2023,4:30,0.545592
10/15/2023,4:36,0.56388
10/15/2023,4:42,0.591312
10/15/2023,4:48,0.621792
10/15/2023,4:54,0.65532
10/15/2023,5:00,0.676656
10/15/2023,5:06,0.70104
10/15/2023,5:12,0.71628
10/15/2023,5:18,0.737616
10/15/2023,5:24,0.768096
10/15/2023,5:30,0.77724
10/15/2023,5:36,0.801624
10/15/2023,5:42,0.813816
10/15/2023,5:48,0.859536
10/15/2023,5:54,0.886968
10/15/2023,6:00,0.92964
10/15/2023,6:06,0.96012
10/15/2023,6:12,1.002792
10/15/2023,6:18,1.039368
10/15/2023,6:24,1.075944
10/15/2023,6:30,1.106424
10/15/2023,6:36,1.130808
10/15/2023,6:42,1.161288
10/15/2023,6:48,1.194816
10/15/2023,6:54,1.240536
10/15/2023,7:00,1.283208
10/15/2023,7:06,1.316736
10/15/2023,7:12,1.34112
10/15/2023,7:18,1.383792
10/15/2023,7:24,1.420368
10/15/2023,7:30,1.453896
10/15/2023,7:36,1.469136
10/15/2023,7:42,1.487424
10/15/2023,7:48,1.524
10/15/2023,7:54,1.572768
10/15/2023,8:00,1.603248
10/15/2023,8:06,1.621536
10/15/2023,8:12,1.639824
10/15/2023,8:18,1.670304
10/15/2023,8:24,1.700784
10/15/2023,8:30,1.719072
10/15/2023,8:36,1.746504
10/15/2023,8:42,1.770888
10/15/2023,8:48,1.795272
10/15/2023,8:54,1.819656
10/15/2023,9:00,1.837944
10/15/2023,9:06,1.834896
10/15/2023,9:12,1.837944
10/15/2023,9:18,1.84404
10/15/2023,9:24,1.856232
10/15/2023,9:30,1.85928
10/15/2023,9:36,1.865376
10/15/2023,9:42,1.868424
10/15/2023,9:48,1.877568
10/15/2023,9:54,1.880616
10/15/2023,10:00,1.871472
10/15/2023,10:06,1.856232
10/15/2023,10:12,1.853184
10/15/2023,10:18,1.84404
10/15/2023,10:24,1.825752
10/15/2023,10:30,1.816608
10/15/2023,10:36,1.807464
10/15/2023,10:42,1.776984
10/15/2023,10:48,1.770888
10/15/2023,10:54,1.758696
10/15/2023,11:00,1.749552
10/15/2023,11:06,1.716024
10/15/2023,11:12,1.697736
10/15/2023,11:18,1.66116
10/15/2023,11:24,1.63068
10/15/2023,11:30,1.58496
10/15/2023,11:36,1.55448
10/15/2023,11:42,1.527048
10/15/2023,11:48,1.511808
10/15/2023,11:54,1.475232
10/15/2023,12:00,1.4478
10/15/2023,12:06,1.405128
10/15/2023,12:12,1.377696
10/15/2023,12:18,1.331976
10/15/2023,12:24,1.2954
10/15/2023,12:30,1.237488
10/15/2023,12:36,1.200912
10/15/2023,12:42,1.161288
10/15/2023,12:48,1.136904
10/15/2023,12:54,1.094232
10/15/2023,13:00,1.060704
10/15/2023,13:06,1.011936
10/15/2023,13:12,0.972312
10/15/2023,13:18,0.926592
10/15/2023,13:24,0.890016
10/15/2023,13:30,0.850392
10/15/2023,13:36,0.819912
10/15/2023,13:42,0.780288
10/15/2023,13:48,0.749808
10/15/2023,13:54,0.704088
10/15/2023,14:00,0.658368
10/15/2023,14:06,0.6096
10/15/2023,14:12,0.566928
10/15/2023,14:18,0.530352
10/15/2023,14:24,0.496824
10/15/2023,14:30,0.475488
10/15/2023,14:36,0.448056
10/15/2023,14:42,0.41148
10/15/2023,14:48,0.381
10/15/2023,14:54,0.35052
10/15/2023,15:00,0.326136
10/15/2023,15:06,0.298704
10/15/2023,15:12,0.277368
10/15/2023,15:18,0.256032
10/15/2023,15:24,0.24384
10/15/2023,15:30,0.231648
10/15/2023,15:36,0.222504
10/15/2023,15:42,0.21336
10/15/2023,15:48,0.201168
10/15/2023,15:54,0.192024
10/15/2023,16:00,0.173736
10/15/2023,16:06,0.158496
10/15/2023,16:12,0.13716
10/15/2023,16:18,0.134112
10/15/2023,16:24,0.13716
10/15/2023,16:30,0.149352
10/15/2023,16:36,0.155448
10/15/2023,16:42,0.170688
10/15/2023,16:48,0.173736
10/15/2023,16:54,0.179832
10/15/2023,17:00,0.192024
10/15/2023,17:06,0.185928
10/15/2023,17:12,0.176784
10/15/2023,17:18,0.185928
10/15/2023,17:24,0.19812
10/15/2023,17:30,0.222504
10/15/2023,17:36,0.246888
10/15/2023,17:42,0.268224
10/15/2023,17:48,0.295656
10/15/2023,17:54,0.329184
10/15/2023,18:00,0.35052
10/15/2023,18:06,0.371856
10/15/2023,18:12,0.384048
10/15/2023,18:18,0.402336
10/15/2023,18:24,0.42672
10/15/2023,18:30,0.466344
10/15/2023,18:36,0.509016
10/15/2023,18:42,0.554736
10/15/2023,18:48,0.591312
10/15/2023,18:54,0.627888
10/15/2023,19:00,0.658368
10/15/2023,19:06,0.694944
10/15/2023,19:12,0.719328
10/15/2023,19:18,0.749808
10/15/2023,19:24,0.780288
10/15/2023,19:30,0.82296
10/15/2023,19:36,0.856488
10/15/2023,19:42,0.880872
10/15/2023,19:48,0.902208
10/15/2023,19:54,0.932688
10/15/2023,20:00,0.969264
10/15/2023,20:06,1.011936
10/15/2023,20:12,1.042416
10/15/2023,20:18,1.060704
10/15/2023,20:24,1.088136
10/15/2023,20:30,1.124712
10/15/2023,20:36,1.143
10/15/2023,20:42,1.161288
10/15/2023,20:48,1.185672
10/15/2023,20:54,1.222248
10/15/2023,21:00,1.255776
10/15/2023,21:06,1.283208
10/15/2023,21:12,1.301496
10/15/2023,21:18,1.313688
10/15/2023,21:24,1.335024
10/15/2023,21:30,1.35636
10/15/2023,21:36,1.368552
10/15/2023,21:42,1.374648
10/15/2023,21:48,1.389888
10/15/2023,21:54,1.414272
10/15/2023,22:00,1.426464
10/15/2023,22:06,1.423416
10/15/2023,22:12,1.420368
10/15/2023,22:18,1.41732
10/15/2023,22:24,1.435608
10/15/2023,22:30,1.4478
10/15/2023,22:36,1.450848
10/15/2023,22:42,1.459992
10/15/2023,22:48,1.459992
10/15/2023,22:54,1.459992
10/15/2023,23:00,1.438656
10/15/2023,23:06,1.423416
10/15/2023,23:12,1.405128
10/15/2023,23:18,1.392936
10/15/2023,23:24,1.38684
10/15/2023,23:30,1.392936
10/15/2023,23:36,1.383792
10/15/2023,23:42,1.3716
10/15/2023,23:48,1.34112
10/15/2023,23:54,1.331976
10/16/2023,0:00,1.313688
10/16/2023,0:06,1.301496
10/16/2023,0:12,1.28016
10/16/2023,0:18,1.258824
10/16/2023,0:24,1.23444
10/16/2023,0:30,1.2192
10/16/2023,0:36,1.194816
10/16/2023,0:42,1.167384
10/16/2023,0:48,1.136904
10/16/2023,0:54,1.118616
10/16/2023,1:00,1.100328
10/16/2023,1:06,1.088136
10/16/2023,1:12,1.0668
10/16/2023,1:18,1.03632
10/16/2023,1:24,1.00584
10/16/2023,1:30,0.987552
10/16/2023,1:36,0.96012
10/16/2023,1:42,0.92964
10/16/2023,1:48,0.902208
10/16/2023,1:54,0.886968
10/16/2023,2:00,0.865632
10/16/2023,2:06,0.85344
10/16/2023,2:12,0.829056
10/16/2023,2:18,0.795528
10/16/2023,2:24,0.771144
10/16/2023,2:30,0.758952
10/16/2023,2:36,0.749808
10/16/2023,2:42,0.737616
10/16/2023,2:48,0.722376
10/16/2023,2:54,0.707136
10/16/2023,3:00,0.694944
10/16/2023,3:06,0.676656
10/16/2023,3:12,0.649224
10/16/2023,3:18,0.627888
10/16/2023,3:24,0.627888
10/16/2023,3:30,0.630936
10/16/2023,3:36,0.637032
10/16/2023,3:42,0.627888
10/16/2023,3:48,0.62484
10/16/2023,3:54,0.615696
10/16/2023,4:00,0.615696
10/16/2023,4:06,0.606552
10/16/2023,4:12,0.612648
10/16/2023,4:18,0.606552
10/16/2023,4:24,0.627888
10/16/2023,4:30,0.649224
10/16/2023,4:36,0.667512
10/16/2023,4:42,0.673608
10/16/2023,4:48,0.673608
10/16/2023,4:54,0.679704
10/16/2023,5:00,0.697992
10/16/2023,5:06,0.722376
10/16/2023,5:12,0.740664
10/16/2023,5:18,0.771144
10/16/2023,5:24,0.801624
10/16/2023,5:30,0.826008
10/16/2023,5:36,0.829056
10/16/2023,5:42,0.862584
10/16/2023,5:48,0.86868
10/16/2023,5:54,0.890016
10/16/2023,6:00,0.920496
10/16/2023,6:06,0.963168
10/16/2023,6:12,0.996696
10/16/2023,6:18,1.027176
10/16/2023,6:24,1.0668
10/16/2023,6:30,1.091184
10/16/2023,6:36,1.109472
10/16/2023,6:42,1.124712
10/16/2023,6:48,1.155192
10/16/2023,6:54,1.18872
10/16/2023,7:00,1.2192
10/16/2023,7:06,1.26492
10/16/2023,7:12,1.304544
10/16/2023,7:18,1.338072
10/16/2023,7:24,1.374648
10/16/2023,7:30,1.408176
10/16/2023,7:36,1.441704
10/16/2023,7:42,1.469136
10/16/2023,7:48,1.49352
10/16/2023,7:54,1.517904
10/16/2023,8:00,1.542288
10/16/2023,8:06,1.572768
10/16/2023,8:12,1.606296
10/16/2023,8:18,1.648968
10/16/2023,8:24,1.685544
10/16/2023,8:30,1.719072
10/16/2023,8:36,1.749552
10/16/2023,8:42,1.773936
10/16/2023,8:48,1.786128
10/16/2023,8:54,1.786128
10/16/2023,9:00,1.792224
10/16/2023,9:06,1.810512
10/16/2023,9:12,1.819656
10/16/2023,9:18,1.837944
10/16/2023,9:24,1.856232
10/16/2023,9:30,1.883664
10/16/2023,9:36,1.905
10/16/2023,9:42,1.92024
10/16/2023,9:48,1.92024
10/16/2023,9:54,1.911096
10/16/2023,10:00,1.917192
10/16/2023,10:06,1.92024
10/16/2023,10:12,1.908048
10/16/2023,10:18,1.901952
10/16/2023,10:24,1.908048
10/16/2023,10:30,1.914144
10/16/2023,10:36,1.911096
10/16/2023,10:42,1.908048
10/16/2023,10:48,1.895856
10/16/2023,10:54,1.877568
10/16/2023,11:00,1.865376
10/16/2023,11:06,1.847088
10/16/2023,11:12,1.819656
10/16/2023,11:18,1.792224
10/16/2023,11:24,1.770888
10/16/2023,11:30,1.755648
10/16/2023,11:36,1.73736
10/16/2023,11:42,1.719072
10/16/2023,11:48,1.694688
10/16/2023,11:54,1.66116
10/16/2023,12:00,1.621536
10/16/2023,12:06,1.58496
10/16/2023,12:12,1.545336
10/16/2023,12:18,1.511808
10/16/2023,12:24,1.472184
10/16/2023,12:30,1.444752
10/16/2023,12:36,1.414272
10/16/2023,12:42,1.38684
10/16/2023,12:48,1.353312
10/16/2023,12:54,1.316736
10/16/2023,13:00,1.274064
10/16/2023,13:06,1.231392
10/16/2023,13:12,1.191768
10/16/2023,13:18,1.152144
10/16/2023,13:24,1.106424
10/16/2023,13:30,1.0668
10/16/2023,13:36,1.030224
10/16/2023,13:42,0.993648
10/16/2023,13:48,0.96012
10/16/2023,13:54,0.923544
10/16/2023,14:00,0.880872
10/16/2023,14:06,0.835152
10/16/2023,14:12,0.789432
10/16/2023,14:18,0.74676
10/16/2023,14:24,0.704088
10/16/2023,14:30,0.664464
10/16/2023,14:36,0.621792
10/16/2023,14:42,0.582168
10/16/2023,14:48,0.54864
10/16/2023,14:54,0.524256
10/16/2023,15:00,0.499872
10/16/2023,15:06,0.469392
10/16/2023,15:12,0.44196
10/16/2023,15:18,0.423672
10/16/2023,15:24,0.399288
10/16/2023,15:30,0.371856
10/16/2023,15:36,0.332232
10/16/2023,15:42,0.307848
10/16/2023,15:48,0.283464
10/16/2023,15:54,0.268224
10/16/2023,16:00,0.256032
10/16/2023,16:06,0.240792
10/16/2023,16:12,0.225552
10/16/2023,16:18,0.210312
10/16/2023,16:24,0.195072
10/16/2023,16:30,0.185928
10/16/2023,16:36,0.179832
10/16/2023,16:42,0.164592
10/16/2023,16:48,0.146304
10/16/2023,16:54,0.13716
10/16/2023,17:00,0.128016
10/16/2023,17:06,0.128016
10/16/2023,17:12,0.131064
10/16/2023,17:18,0.149352
10/16/2023,17:24,0.161544
10/16/2023,17:30,0.176784
10/16/2023,17:36,0.176784
10/16/2023,17:42,0.195072
10/16/2023,17:48,0.19812
10/16/2023,17:54,0.204216
10/16/2023,18:00,0.201168
10/16/2023,18:06,0.219456
10/16/2023,18:12,0.240792
10/16/2023,18:18,0.265176
10/16/2023,18:24,0.286512
10/16/2023,18:30,0.307848
10/16/2023,18:36,0.33528
10/16/2023,18:42,0.362712
10/16/2023,18:48,0.387096
10/16/2023,18:54,0.402336
10/16/2023,19:00,0.420624
10/16/2023,19:06,0.438912
10/16/2023,19:12,0.466344
10/16/2023,19:18,0.493776
10/16/2023,19:24,0.530352
10/16/2023,19:30,0.560832
10/16/2023,19:36,0.59436
10/16/2023,19:42,0.633984
10/16/2023,19:48,0.673608
10/16/2023,19:54,0.70104
10/16/2023,20:00,0.728472
10/16/2023,20:06,0.755904
10/16/2023,20:12,0.77724
10/16/2023,20:18,0.795528
10/16/2023,20:24,0.819912
10/16/2023,20:30,0.85344
10/16/2023,20:36,0.896112
10/16/2023,20:42,0.92964
10/16/2023,20:48,0.954024
10/16/2023,20:54,0.981456
10/16/2023,21:00,1.018032
10/16/2023,21:06,1.039368
10/16/2023,21:12,1.060704
10/16/2023,21:18,1.088136
10/16/2023,21:24,1.106424
10/16/2023,21:30,1.12776
10/16/2023,21:36,1.149096
10/16/2023,21:42,1.170432
10/16/2023,21:48,1.18872
10/16/2023,21:54,1.216152
10/16/2023,22:00,1.240536
10/16/2023,22:06,1.261872
10/16/2023,22:12,1.28016
10/16/2023,22:18,1.292352
10/16/2023,22:24,1.298448
10/16/2023,22:30,1.31064
10/16/2023,22:36,1.322832
10/16/2023,22:42,1.331976
10/16/2023,22:48,1.338072
10/16/2023,22:54,1.35636
10/16/2023,23:00,1.362456
10/16/2023,23:06,1.359408
10/16/2023,23:12,1.359408
10/16/2023,23:18,1.362456
10/16/2023,23:24,1.359408
10/16/2023,23:30,1.350264
10/16/2023,23:36,1.347216
10/16/2023,23:42,1.34112
10/16/2023,23:48,1.335024
10/16/2023,23:54,1.319784
10/17/2023,0:00,1.304544
10/17/2023,0:06,1.2954
10/17/2023,0:12,1.298448
10/17/2023,0:18,1.286256
10/17/2023,0:24,1.274064
10/17/2023,0:30,1.252728
10/17/2023,0:36,1.23444
10/17/2023,0:42,1.225296
10/17/2023,0:48,1.210056
10/17/2023,0:54,1.18872
10/17/2023,1:00,1.17348
10/17/2023,1:06,1.167384
10/17/2023,1:12,1.161288
10/17/2023,1:18,1.152144
10/17/2023,1:24,1.130808
10/17/2023,1:30,1.103376
10/17/2023,1:36,1.088136
10/17/2023,1:42,1.078992
10/17/2023,1:48,1.060704
10/17/2023,1:54,1.033272
10/17/2023,2:00,1.011936
10/17/2023,2:06,0.999744
10/17/2023,2:12,0.984504
10/17/2023,2:18,0.969264
10/17/2023,2:24,0.954024
10/17/2023,2:30,0.935736
10/17/2023,2:36,0.917448
10/17/2023,2:42,0.89916
10/17/2023,2:48,0.880872
10/17/2023,2:54,0.862584
10/17/2023,3:00,0.850392
10/17/2023,3:06,0.841248
10/17/2023,3:12,0.832104
10/17/2023,3:18,0.816864
10/17/2023,3:24,0.801624
10/17/2023,3:30,0.795528
10/17/2023,3:36,0.79248
10/17/2023,3:42,0.774192
10/17/2023,3:48,0.77724
10/17/2023,3:54,0.789432
10/17/2023,4:00,0.786384
10/17/2023,4:06,0.783336
10/17/2023,4:12,0.765048
10/17/2023,4:18,0.758952
10/17/2023,4:24,0.758952
10/17/2023,4:30,0.765048
10/17/2023,4:36,0.762
10/17/2023,4:42,0.768096
10/17/2023,4:48,0.771144
10/17/2023,4:54,0.786384
10/17/2023,5:00,0.813816
10/17/2023,5:06,0.826008
10/17/2023,5:12,0.835152
10/17/2023,5:18,0.841248
10/17/2023,5:24,0.85344
10/17/2023,5:30,0.85344
10/17/2023,5:36,0.862584
10/17/2023,5:42,0.877824
10/17/2023,5:48,0.89916
10/17/2023,5:54,0.920496
10/17/2023,6:00,0.957072
10/17/2023,6:06,0.9906
10/17/2023,6:12,1.027176
10/17/2023,6:18,1.048512
10/17/2023,6:24,1.063752
10/17/2023,6:30,1.078992
10/17/2023,6:36,1.094232
10/17/2023,6:42,1.109472
10/17/2023,6:48,1.12776
10/17/2023,6:54,1.155192
10/17/2023,7:00,1.191768
10/17/2023,7:06,1.228344
10/17/2023,7:12,1.271016
10/17/2023,7:18,1.316736
10/17/2023,7:24,1.344168
10/17/2023,7:30,1.350264
10/17/2023,7:36,1.368552
10/17/2023,7:42,1.40208
10/17/2023,7:48,1.423416
10/17/2023,7:54,1.444752
10/17/2023,8:00,1.475232
10/17/2023,8:06,1.514856
10/17/2023,8:12,1.563624
10/17/2023,8:18,1.609344
10/17/2023,8:24,1.64592
10/17/2023,8:30,1.66116
10/17/2023,8:36,1.682496
10/17/2023,8:42,1.703832
10/17/2023,8:48,1.731264
10/17/2023,8:54,1.746504
10/17/2023,9:00,1.758696
10/17/2023,9:06,1.78308
10/17/2023,9:12,1.819656
10/17/2023,9:18,1.850136
10/17/2023,9:24,1.85928
10/17/2023,9:30,1.87452
10/17/2023,9:36,1.886712
10/17/2023,9:42,1.898904
10/17/2023,9:48,1.914144
10/17/2023,9:54,1.92024
10/17/2023,10:00,1.92024
10/17/2023,10:06,1.938528
10/17/2023,10:12,1.959864
10/17/2023,10:18,1.969008
10/17/2023,10:24,1.962912
10/17/2023,10:30,1.962912
10/17/2023,10:36,1.956816
10/17/2023,10:42,1.956816
10/17/2023,10:48,1.953768
10/17/2023,10:54,1.944624
10/17/2023,11:00,1.941576
10/17/2023,11:06,1.944624
10/17/2023,11:12,1.93548
10/17/2023,11:18,1.926336
10/17/2023,11:24,1.92024
10/17/2023,11:30,1.911096
10/17/2023,11:36,1.892808
10/17/2023,11:42,1.880616
10/17/2023,11:48,1.85928
10/17/2023,11:54,1.822704
10/17/2023,12:00,1.792224
10/17/2023,12:06,1.770888
10/17/2023,12:12,1.7526
10/17/2023,12:18,1.734312
10/17/2023,12:24,1.709928
10/17/2023,12:30,1.679448
10/17/2023,12:36,1.648968
10/17/2023,12:42,1.618488
10/17/2023,12:48,1.572768
10/17/2023,12:54,1.533144
10/17/2023,13:00,1.502664
10/17/2023,13:06,1.475232
10/17/2023,13:12,1.438656
10/17/2023,13:18,1.414272
10/17/2023,13:24,1.383792
10/17/2023,13:30,1.353312
10/17/2023,13:36,1.313688
10/17/2023,13:42,1.267968
10/17/2023,13:48,1.210056
10/17/2023,13:54,1.167384
10/17/2023,14:00,1.139952
10/17/2023,14:06,1.106424
10/17/2023,14:12,1.085088
10/17/2023,14:18,1.02108
10/17/2023,14:24,1.002792
10/17/2023,14:30,0.969264
10/17/2023,14:36,0.917448
10/17/2023,14:42,0.874776
10/17/2023,14:48,0.80772
10/17/2023,14:54,0.768096
10/17/2023,15:00,0.73152
10/17/2023,15:06,0.710184
10/17/2023,15:12,0.673608
10/17/2023,15:18,0.649224
10/17/2023,15:24,0.621792
10/17/2023,15:30,0.600456
10/17/2023,15:36,0.566928
10/17/2023,15:42,0.521208
10/17/2023,15:48,0.481584
10/17/2023,15:54,0.451104
10/17/2023,16:00,0.420624
10/17/2023,16:06,0.393192
10/17/2023,16:12,0.371856
10/17/2023,16:18,0.36576
10/17/2023,16:24,0.353568
10/17/2023,16:30,0.332232
10/17/2023,16:36,0.310896
10/17/2023,16:42,0.295656
10/17/2023,16:48,0.271272
10/17/2023,16:54,0.249936
10/17/2023,17:00,0.2286
10/17/2023,17:06,0.207264
10/17/2023,17:12,0.201168
10/17/2023,17:18,0.201168
10/17/2023,17:24,0.204216
10/17/2023,17:30,0.201168
10/17/2023,17:36,0.201168
10/17/2023,17:42,0.188976
10/17/2023,17:48,0.179832
10/17/2023,17:54,0.173736
10/17/2023,18:00,0.179832
10/17/2023,18:06,0.16764
10/17/2023,18:12,0.170688
10/17/2023,18:18,0.185928
10/17/2023,18:24,0.201168
10/17/2023,18:30,0.216408
10/17/2023,18:36,0.2286
10/17/2023,18:42,0.237744
10/17/2023,18:48,0.249936
10/17/2023,18:54,0.27432
10/17/2023,19:00,0.3048
10/17/2023,19:06,0.326136
10/17/2023,19:12,0.344424
10/17/2023,19:18,0.35052
10/17/2023,19:24,0.36576
10/17/2023,19:30,0.377952
10/17/2023,19:36,0.393192
10/17/2023,19:42,0.41148
10/17/2023,19:48,0.432816
10/17/2023,19:54,0.4572
10/17/2023,20:00,0.490728
10/17/2023,20:06,0.530352
10/17/2023,20:12,0.56388
10/17/2023,20:18,0.582168
10/17/2023,20:24,0.597408
10/17/2023,20:30,0.630936
10/17/2023,20:36,0.643128
10/17/2023,20:42,0.67056
10/17/2023,20:48,0.688848
10/17/2023,20:54,0.713232
10/17/2023,21:00,0.737616
10/17/2023,21:06,0.77724
10/17/2023,21:12,0.810768
10/17/2023,21:18,0.8382
10/17/2023,21:24,0.859536
10/17/2023,21:30,0.88392
10/17/2023,21:36,0.89916
10/17/2023,21:42,0.926592
10/17/2023,21:48,0.947928
10/17/2023,21:54,0.963168
10/17/2023,22:00,0.972312
10/17/2023,22:06,0.993648
10/17/2023,22:12,1.014984
10/17/2023,22:18,1.042416
10/17/2023,22:24,1.072896
10/17/2023,22:30,1.100328
10/17/2023,22:36,1.12776
10/17/2023,22:42,1.155192
10/17/2023,22:48,1.17348
10/17/2023,22:54,1.176528
10/17/2023,23:00,1.182624
10/17/2023,23:06,1.191768
