Plot,DateTime,Temperature
B6,2023-10-03T04:45:00Z,17.2
B6,2023-10-03T04:50:00Z,17.46
B6,2023-10-03T04:55:00Z,17.63
B6,2023-10-03T05:00:00Z,17.63
B6,2023-10-03T05:05:00Z,17.72
B6,2023-10-03T05:10:00Z,17.84
B6,2023-10-03T05:15:00Z,17.84
B6,2023-10-03T05:20:00Z,17.89
B6,2023-10-03T05:25:00Z,17.93
B6,2023-10-03T05:30:00Z,17.97
B6,2023-10-03T05:35:00Z,17.93
B6,2023-10-03T05:40:00Z,17.93
B6,2023-10-03T05:45:00Z,17.93
B6,2023-10-03T05:50:00Z,17.97
B6,2023-10-03T05:55:00Z,17.93
B6,2023-10-03T06:00:00Z,17.93
B6,2023-10-03T06:05:00Z,17.93
B6,2023-10-03T06:10:00Z,17.93
B6,2023-10-03T06:15:00Z,17.84
B6,2023-10-03T06:20:00Z,17.93
B6,2023-10-03T06:25:00Z,17.89
B6,2023-10-03T06:30:00Z,17.89
B6,2023-10-03T06:35:00Z,17.89
B6,2023-10-03T06:40:00Z,17.89
B6,2023-10-03T06:45:00Z,17.89
B6,2023-10-03T06:50:00Z,17.8
B6,2023-10-03T06:55:00Z,17.8
B6,2023-10-03T07:00:00Z,17.84
B6,2023-10-03T07:05:00Z,17.8
B6,2023-10-03T07:10:00Z,17.76
B6,2023-10-03T07:15:00Z,17.76
B6,2023-10-03T07:20:00Z,17.76
B6,2023-10-03T07:25:00Z,17.76
B6,2023-10-03T07:30:00Z,17.76
B6,2023-10-03T07:35:00Z,17.72
B6,2023-10-03T07:40:00Z,17.72
B6,2023-10-03T07:45:00Z,17.72
B6,2023-10-03T07:50:00Z,17.67
B6,2023-10-03T07:55:00Z,17.72
B6,2023-10-03T08:00:00Z,17.63
B6,2023-10-03T08:05:00Z,17.67
B6,2023-10-03T08:10:00Z,17.67
B6,2023-10-03T08:15:00Z,17.63
B6,2023-10-03T08:20:00Z,17.54
B6,2023-10-03T08:25:00Z,17.54
B6,2023-10-03T08:30:00Z,17.5
B6,2023-10-03T08:35:00Z,17.54
B6,2023-10-03T08:40:00Z,17.41
B6,2023-10-03T08:45:00Z,17.46
B6,2023-10-03T08:50:00Z,17.5
B6,2023-10-03T08:55:00Z,17.46
B6,2023-10-03T09:00:00Z,17.5
B6,2023-10-03T09:05:00Z,17.5
B6,2023-10-03T09:10:00Z,17.46
B6,2023-10-03T09:15:00Z,17.41
B6,2023-10-03T09:20:00Z,17.41
B6,2023-10-03T09:25:00Z,17.46
B6,2023-10-03T09:30:00Z,17.46
B6,2023-10-03T09:35:00Z,17.46
B6,2023-10-03T09:40:00Z,17.46
B6,2023-10-03T09:45:00Z,17.41
B6,2023-10-03T09:50:00Z,17.46
B6,2023-10-03T09:55:00Z,17.5
B6,2023-10-03T10:00:00Z,17.46
B6,2023-10-03T10:05:00Z,17.46
B6,2023-10-03T10:10:00Z,17.41
B6,2023-10-03T10:15:00Z,17.46
B6,2023-10-03T10:20:00Z,17.46
B6,2023-10-03T10:25:00Z,17.46
B6,2023-10-03T10:30:00Z,17.37
B6,2023-10-03T10:35:00Z,17.41
B6,2023-10-03T10:40:00Z,17.41
B6,2023-10-03T10:45:00Z,17.37
B6,2023-10-03T10:50:00Z,17.37
B6,2023-10-03T10:55:00Z,17.37
B6,2023-10-03T11:00:00Z,17.37
B6,2023-10-03T11:05:00Z,17.37
B6,2023-10-03T11:10:00Z,17.37
B6,2023-10-03T11:15:00Z,17.33
B6,2023-10-03T11:20:00Z,17.37
B6,2023-10-03T11:25:00Z,17.37
B6,2023-10-03T11:30:00Z,17.29
B6,2023-10-03T11:35:00Z,17.29
B6,2023-10-03T11:40:00Z,17.29
B6,2023-10-03T11:45:00Z,17.29
B6,2023-10-03T11:50:00Z,17.24
B6,2023-10-03T11:55:00Z,17.24
B6,2023-10-03T12:00:00Z,17.16
B6,2023-10-03T12:05:00Z,17.16
B6,2023-10-03T12:10:00Z,17.11
B6,2023-10-03T12:15:00Z,17.07
B6,2023-10-03T12:20:00Z,17.2
B6,2023-10-03T12:25:00Z,17.16
B6,2023-10-03T12:30:00Z,17.16
B6,2023-10-03T12:35:00Z,17.11
B6,2023-10-03T12:40:00Z,17.16
B6,2023-10-03T12:45:00Z,17.11
B6,2023-10-03T12:50:00Z,16.99
B6,2023-10-03T12:55:00Z,17.16
B6,2023-10-03T13:00:00Z,17.16
B6,2023-10-03T13:05:00Z,17.11
B6,2023-10-03T13:10:00Z,17.2
B6,2023-10-03T13:15:00Z,17.16
B6,2023-10-03T13:20:00Z,17.2
B6,2023-10-03T13:25:00Z,17.2
B6,2023-10-03T13:30:00Z,17.2
B6,2023-10-03T13:35:00Z,17.2
B6,2023-10-03T13:40:00Z,17.29
B6,2023-10-03T13:45:00Z,17.24
B6,2023-10-03T13:50:00Z,17.24
B6,2023-10-03T13:55:00Z,17.33
B6,2023-10-03T14:00:00Z,17.37
B6,2023-10-03T14:05:00Z,17.46
B6,2023-10-03T14:10:00Z,17.41
B6,2023-10-03T14:15:00Z,17.54
B6,2023-10-03T14:20:00Z,17.59
B6,2023-10-03T14:25:00Z,17.54
B6,2023-10-03T14:30:00Z,17.5
B6,2023-10-03T14:35:00Z,17.63
B6,2023-10-03T14:40:00Z,17.59
B6,2023-10-03T14:45:00Z,17.54
B6,2023-10-03T14:50:00Z,17.67
B6,2023-10-03T14:55:00Z,17.59
B6,2023-10-03T15:00:00Z,17.63
B6,2023-10-03T15:05:00Z,17.63
B6,2023-10-03T15:10:00Z,17.72
B6,2023-10-03T15:15:00Z,17.76
B6,2023-10-03T15:20:00Z,17.67
B6,2023-10-03T15:25:00Z,17.76
B6,2023-10-03T15:30:00Z,17.76
B6,2023-10-03T15:35:00Z,17.72
B6,2023-10-03T15:40:00Z,17.84
B6,2023-10-03T15:45:00Z,17.89
B6,2023-10-03T15:50:00Z,17.84
B6,2023-10-03T15:55:00Z,17.93
B6,2023-10-03T16:00:00Z,17.84
B6,2023-10-03T16:05:00Z,17.89
B6,2023-10-03T16:10:00Z,17.93
B6,2023-10-03T16:15:00Z,18.14
B6,2023-10-03T16:20:00Z,18.32
B6,2023-10-03T16:25:00Z,18.19
B6,2023-10-03T16:30:00Z,18.23
B6,2023-10-03T16:35:00Z,18.23
B6,2023-10-03T16:40:00Z,18.32
B6,2023-10-03T16:45:00Z,18.32
B6,2023-10-03T16:50:00Z,18.44
B6,2023-10-03T16:55:00Z,18.32
B6,2023-10-03T17:00:00Z,18.53
B6,2023-10-03T17:05:00Z,18.4
B6,2023-10-03T17:10:00Z,18.4
B6,2023-10-03T17:15:00Z,18.57
B6,2023-10-03T17:20:00Z,18.57
B6,2023-10-03T17:25:00Z,18.7
B6,2023-10-03T17:30:00Z,18.62
B6,2023-10-03T17:35:00Z,18.57
B6,2023-10-03T17:40:00Z,18.87
B6,2023-10-03T17:45:00Z,18.87
B6,2023-10-03T17:50:00Z,18.79
B6,2023-10-03T17:55:00Z,18.92
B6,2023-10-03T18:00:00Z,18.92
B6,2023-10-03T18:05:00Z,19.05
B6,2023-10-03T18:10:00Z,18.83
B6,2023-10-03T18:15:00Z,18.87
B6,2023-10-03T18:20:00Z,18.92
B6,2023-10-03T18:25:00Z,18.96
B6,2023-10-03T18:30:00Z,18.79
B6,2023-10-03T18:35:00Z,18.87
B6,2023-10-03T18:40:00Z,19.09
B6,2023-10-03T18:45:00Z,19
B6,2023-10-03T18:50:00Z,18.79
B6,2023-10-03T18:55:00Z,18.74
B6,2023-10-03T19:00:00Z,18.96
B6,2023-10-03T19:05:00Z,18.87
B6,2023-10-03T19:10:00Z,18.92
B6,2023-10-03T19:15:00Z,18.83
B6,2023-10-03T19:20:00Z,18.83
B6,2023-10-03T19:25:00Z,18.92
B6,2023-10-03T19:30:00Z,18.87
B6,2023-10-03T19:35:00Z,18.7
B6,2023-10-03T19:40:00Z,18.74
B6,2023-10-03T19:45:00Z,18.87
B6,2023-10-03T19:50:00Z,18.83
B6,2023-10-03T19:55:00Z,18.92
B6,2023-10-03T20:00:00Z,18.87
B6,2023-10-03T20:05:00Z,18.83
B6,2023-10-03T20:10:00Z,18.87
B6,2023-10-03T20:15:00Z,18.83
B6,2023-10-03T20:20:00Z,18.96
B6,2023-10-03T20:25:00Z,18.87
B6,2023-10-03T20:30:00Z,18.87
B6,2023-10-03T20:35:00Z,18.87
B6,2023-10-03T20:40:00Z,18.96
B6,2023-10-03T20:45:00Z,18.92
B6,2023-10-03T20:50:00Z,18.92
B6,2023-10-03T20:55:00Z,19
B6,2023-10-03T21:00:00Z,19
B6,2023-10-03T21:05:00Z,19
B6,2023-10-03T21:10:00Z,19.09
B6,2023-10-03T21:15:00Z,19.05
B6,2023-10-03T21:20:00Z,19.13
B6,2023-10-03T21:25:00Z,19.13
B6,2023-10-03T21:30:00Z,19.09
B6,2023-10-03T21:35:00Z,19.22
B6,2023-10-03T21:40:00Z,19.17
B6,2023-10-03T21:45:00Z,19.22
B6,2023-10-03T21:50:00Z,19.3
B6,2023-10-03T21:55:00Z,19.3
B6,2023-10-03T22:00:00Z,19.17
B6,2023-10-03T22:05:00Z,19.35
B6,2023-10-03T22:10:00Z,19.43
B6,2023-10-03T22:15:00Z,19.39
B6,2023-10-03T22:20:00Z,19.47
B6,2023-10-03T22:25:00Z,19.47
B6,2023-10-03T22:30:00Z,19.65
B6,2023-10-03T22:35:00Z,19.69
B6,2023-10-03T22:40:00Z,19.82
B6,2023-10-03T22:45:00Z,19.9
B6,2023-10-03T22:50:00Z,19.99
B6,2023-10-03T22:55:00Z,20.25
B6,2023-10-03T23:00:00Z,20.16
B6,2023-10-03T23:05:00Z,20.8
B6,2023-10-03T23:10:00Z,20.76
B6,2023-10-03T23:15:00Z,21.49
B6,2023-10-03T23:20:00Z,21.7
B6,2023-10-03T23:25:00Z,21.88
B6,2023-10-03T23:30:00Z,22.35
B6,2023-10-03T23:35:00Z,22.35
B6,2023-10-03T23:40:00Z,22.56
B6,2023-10-03T23:45:00Z,22.52
B6,2023-10-04T05:55:00Z,17.54
B6,2023-10-04T06:00:00Z,17.93
B6,2023-10-04T06:05:00Z,17.37
B6,2023-10-04T06:10:00Z,17.8
B6,2023-10-04T06:15:00Z,17.89
B6,2023-10-04T06:20:00Z,17.89
B6,2023-10-04T06:25:00Z,17.93
B6,2023-10-04T06:30:00Z,18.02
B6,2023-10-04T06:35:00Z,18.02
B6,2023-10-04T06:40:00Z,18.02
B6,2023-10-04T06:45:00Z,18.02
B6,2023-10-04T06:50:00Z,18.06
B6,2023-10-04T06:55:00Z,18.02
B6,2023-10-04T07:00:00Z,18.02
B6,2023-10-04T07:05:00Z,18.02
B6,2023-10-04T07:10:00Z,18.02
B6,2023-10-04T07:15:00Z,18.02
B6,2023-10-04T07:20:00Z,17.93
B6,2023-10-04T07:25:00Z,17.97
B6,2023-10-04T07:30:00Z,17.93
B6,2023-10-04T07:35:00Z,17.93
B6,2023-10-04T07:40:00Z,17.89
B6,2023-10-04T07:45:00Z,17.89
B6,2023-10-04T07:50:00Z,17.8
B6,2023-10-04T07:55:00Z,17.8
B6,2023-10-04T08:00:00Z,17.76
B6,2023-10-04T08:05:00Z,17.72
B6,2023-10-04T08:10:00Z,17.72
B6,2023-10-04T08:15:00Z,17.63
B6,2023-10-04T08:20:00Z,17.63
B6,2023-10-04T08:25:00Z,17.59
B6,2023-10-04T08:30:00Z,17.63
B6,2023-10-04T08:35:00Z,17.54
B6,2023-10-04T08:40:00Z,17.54
B6,2023-10-04T08:45:00Z,17.46
B6,2023-10-04T08:50:00Z,17.5
B6,2023-10-04T08:55:00Z,17.41
B6,2023-10-04T09:00:00Z,17.46
B6,2023-10-04T09:05:00Z,17.46
B6,2023-10-04T09:10:00Z,17.46
B6,2023-10-04T09:15:00Z,17.37
B6,2023-10-04T09:20:00Z,17.37
B6,2023-10-04T09:25:00Z,17.33
B6,2023-10-04T09:30:00Z,17.37
B6,2023-10-04T09:35:00Z,17.37
B6,2023-10-04T09:40:00Z,17.29
B6,2023-10-04T09:45:00Z,17.29
B6,2023-10-04T09:50:00Z,17.33
B6,2023-10-04T09:55:00Z,17.33
B6,2023-10-04T10:00:00Z,17.24
B6,2023-10-04T10:05:00Z,17.24
B6,2023-10-04T10:10:00Z,17.24
B6,2023-10-04T10:15:00Z,17.24
B6,2023-10-04T10:20:00Z,17.24
B6,2023-10-04T10:25:00Z,17.29
B6,2023-10-04T10:30:00Z,17.29
B6,2023-10-04T10:35:00Z,17.2
B6,2023-10-04T10:40:00Z,17.24
B6,2023-10-04T10:45:00Z,17.24
B6,2023-10-04T10:50:00Z,17.24
B6,2023-10-04T10:55:00Z,17.2
B6,2023-10-04T11:00:00Z,17.24
B6,2023-10-04T11:05:00Z,17.2
B6,2023-10-04T11:10:00Z,17.24
B6,2023-10-04T11:15:00Z,17.2
B6,2023-10-04T11:20:00Z,17.24
B6,2023-10-04T11:25:00Z,17.2
B6,2023-10-04T11:30:00Z,17.24
B6,2023-10-04T11:35:00Z,17.24
B6,2023-10-04T11:40:00Z,17.16
B6,2023-10-04T11:45:00Z,17.2
