Plot,DateTime,Temperature
RW2,2023-10-03T23:10:00Z,23.16
RW2,2023-10-03T23:15:00Z,24.15
RW2,2023-10-04T06:55:00Z,15.66
RW2,2023-10-04T07:00:00Z,15.91
RW2,2023-10-04T07:05:00Z,16.17
RW2,2023-10-04T07:10:00Z,16.6
RW2,2023-10-04T07:15:00Z,16.69
RW2,2023-10-04T07:20:00Z,17.03
RW2,2023-10-04T07:25:00Z,17.16
RW2,2023-10-04T07:30:00Z,17.59
RW2,2023-10-04T07:35:00Z,17.59
RW2,2023-10-04T07:40:00Z,17.67
RW2,2023-10-04T07:45:00Z,17.72
RW2,2023-10-04T07:50:00Z,17.67
RW2,2023-10-04T07:55:00Z,17.72
RW2,2023-10-04T08:00:00Z,17.76
RW2,2023-10-04T08:05:00Z,17.72
RW2,2023-10-04T08:10:00Z,17.72
RW2,2023-10-04T08:15:00Z,17.72
RW2,2023-10-04T08:20:00Z,17.67
RW2,2023-10-04T08:25:00Z,17.67
RW2,2023-10-04T08:30:00Z,17.67
RW2,2023-10-04T08:35:00Z,17.63
RW2,2023-10-04T08:40:00Z,17.63
RW2,2023-10-04T08:45:00Z,17.59
RW2,2023-10-04T08:50:00Z,17.54
RW2,2023-10-04T08:55:00Z,17.54
RW2,2023-10-04T09:00:00Z,17.46
RW2,2023-10-04T09:05:00Z,17.46
RW2,2023-10-04T09:10:00Z,17.41
RW2,2023-10-04T09:15:00Z,17.46
RW2,2023-10-04T09:20:00Z,17.41
RW2,2023-10-04T09:25:00Z,17.41
RW2,2023-10-04T09:30:00Z,17.41
RW2,2023-10-04T09:35:00Z,17.41
RW2,2023-10-04T09:40:00Z,17.41
RW2,2023-10-04T09:45:00Z,17.41
RW2,2023-10-04T09:50:00Z,17.33
RW2,2023-10-04T09:55:00Z,17.37
RW2,2023-10-04T10:00:00Z,17.33
RW2,2023-10-04T10:05:00Z,17.37
RW2,2023-10-04T10:10:00Z,17.37
RW2,2023-10-04T10:15:00Z,17.33
RW2,2023-10-04T10:20:00Z,17.33
RW2,2023-10-04T10:25:00Z,17.33
RW2,2023-10-04T10:30:00Z,17.29
RW2,2023-10-04T10:35:00Z,17.33
RW2,2023-10-04T10:40:00Z,17.24
RW2,2023-10-04T10:45:00Z,17.24
RW2,2023-10-04T10:50:00Z,17.24
RW2,2023-10-04T10:55:00Z,17.24
RW2,2023-10-04T11:00:00Z,17.24
RW2,2023-10-04T11:05:00Z,17.24
RW2,2023-10-04T11:10:00Z,17.16
RW2,2023-10-04T11:15:00Z,17.2
RW2,2023-10-04T11:20:00Z,17.24
RW2,2023-10-04T11:25:00Z,17.16
RW2,2023-10-04T11:30:00Z,17.2
RW2,2023-10-04T11:35:00Z,17.2
RW2,2023-10-04T11:40:00Z,17.16
RW2,2023-10-04T11:45:00Z,17.2
RW2,2023-10-04T11:50:00Z,17.2
RW2,2023-10-04T11:55:00Z,17.16
RW2,2023-10-04T12:00:00Z,17.16
RW2,2023-10-04T12:05:00Z,17.16
RW2,2023-10-04T12:10:00Z,17.03
RW2,2023-10-04T12:15:00Z,17.07
RW2,2023-10-04T12:20:00Z,17.03
RW2,2023-10-04T12:25:00Z,16.99
RW2,2023-10-04T12:30:00Z,17.03
RW2,2023-10-04T12:35:00Z,16.99
RW2,2023-10-04T12:40:00Z,16.94
RW2,2023-10-04T12:45:00Z,17.07
RW2,2023-10-04T12:50:00Z,16.81
RW2,2023-10-04T12:55:00Z,16.64
RW2,2023-10-04T13:00:00Z,16.9
RW2,2023-10-04T13:05:00Z,16.77
RW2,2023-10-04T13:10:00Z,16.99
RW2,2023-10-04T13:15:00Z,16.9
RW2,2023-10-04T13:20:00Z,16.77
RW2,2023-10-04T13:25:00Z,16.94
RW2,2023-10-04T13:30:00Z,16.94
RW2,2023-10-04T13:35:00Z,17.07
RW2,2023-10-04T13:40:00Z,16.99
RW2,2023-10-04T13:45:00Z,16.94
RW2,2023-10-04T13:50:00Z,16.9
