#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,09/01/2023 09:50:00,22.22,218.32,,,,
2,09/01/2023 09:55:00,22.31,178.00,,,,
3,09/01/2023 10:00:00,22.35,82.76,,,,
4,09/01/2023 10:05:00,22.35,84.56,,,,
5,09/01/2023 10:10:00,22.31,89.08,,,,
6,09/01/2023 10:15:00,22.31,92.52,,,,
7,09/01/2023 10:20:00,22.31,89.88,,,,
8,09/01/2023 10:25:00,22.26,90.36,,,,
9,09/01/2023 10:30:00,22.22,88.08,,,,
10,09/01/2023 10:35:00,22.22,90.76,,,,
11,09/01/2023 10:40:00,22.18,92.52,,,,
12,09/01/2023 10:45:00,22.13,91.20,,,,
13,09/01/2023 10:50:00,22.09,91.24,,,,
14,09/01/2023 10:55:00,22.09,91.20,,,,
15,09/01/2023 11:00:00,22.09,89.88,,,,
16,09/01/2023 11:05:00,22.09,90.00,,,,
17,09/01/2023 11:10:00,22.01,92.52,,,,
18,09/01/2023 11:15:00,22.05,0.22,,,,
19,09/01/2023 11:20:00,21.96,0.22,,,,
20,09/01/2023 11:25:00,21.92,0.22,,,,
21,09/01/2023 11:30:00,21.96,89.88,,,,
22,09/01/2023 11:35:00,21.92,90.32,,,,
23,09/01/2023 11:40:00,21.88,92.52,,,,
24,09/01/2023 11:45:00,21.83,89.88,,,,
25,09/01/2023 11:50:00,21.88,89.00,,,,
26,09/01/2023 11:55:00,21.83,89.00,,,,
27,09/01/2023 12:00:00,21.83,90.76,,,,
28,09/01/2023 12:05:00,21.79,88.20,,,,
29,09/01/2023 12:10:00,21.79,88.08,,,,
30,09/01/2023 12:15:00,21.75,90.36,,,,
31,09/01/2023 12:20:00,21.75,89.48,,,,
32,09/01/2023 12:25:00,21.70,89.00,,,,
33,09/01/2023 12:30:00,21.70,92.52,,,,
34,09/01/2023 12:35:00,21.70,91.64,,,,
35,09/01/2023 12:40:00,21.66,91.64,,,,
36,09/01/2023 12:45:00,21.62,89.00,,,,
37,09/01/2023 12:50:00,21.66,91.64,,,,
38,09/01/2023 12:55:00,21.62,89.00,,,,
39,09/01/2023 13:00:00,21.58,90.76,,,,
40,09/01/2023 13:05:00,21.58,92.52,,,,
41,09/01/2023 13:10:00,21.58,90.80,,,,
42,09/01/2023 13:15:00,21.58,0.00,,,,
43,09/01/2023 13:20:00,21.53,0.00,,,,
44,09/01/2023 13:25:00,21.53,0.00,,,,
45,09/01/2023 13:30:00,21.53,0.00,,,,
46,09/01/2023 13:35:00,21.49,0.00,,,,
47,09/01/2023 13:40:00,21.49,0.00,,,,
48,09/01/2023 13:45:00,21.45,83.68,,,,
49,09/01/2023 13:50:00,21.45,138.88,,,,
50,09/01/2023 13:55:00,21.49,145.08,,,,
51,09/01/2023 14:00:00,21.45,167.36,,,,
52,09/01/2023 14:05:00,21.45,158.60,,,,
53,09/01/2023 14:10:00,21.45,201.28,,,,
54,09/01/2023 14:15:00,21.45,268.00,,,,
55,09/01/2023 14:20:00,21.45,295.68,,,,
56,09/01/2023 14:25:00,21.45,128.24,,,,
57,09/01/2023 14:30:00,21.49,353.76,,,,
58,09/01/2023 14:32:14,,,Logged,,,
59,09/01/2023 14:32:18,,,,Logged,Logged,Logged
