#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,09/01/2023 09:50:00,22.31,175.92,,,,
2,09/01/2023 09:55:00,22.35,316.64,,,,
3,09/01/2023 10:00:00,22.31,194.32,,,,
4,09/01/2023 10:05:00,22.31,183.84,,,,
5,09/01/2023 10:10:00,22.35,194.32,,,,
6,09/01/2023 10:15:00,22.31,193.44,,,,
7,09/01/2023 10:20:00,22.31,192.56,,,,
8,09/01/2023 10:25:00,22.31,192.56,,,,
9,09/01/2023 10:30:00,22.26,189.04,,,,
10,09/01/2023 10:35:00,22.31,192.56,,,,
11,09/01/2023 10:40:00,22.31,192.56,,,,
12,09/01/2023 10:45:00,22.22,191.68,,,,
13,09/01/2023 10:50:00,22.26,190.80,,,,
14,09/01/2023 10:55:00,22.22,191.68,,,,
15,09/01/2023 11:00:00,22.18,191.68,,,,
16,09/01/2023 11:05:00,22.18,191.68,,,,
17,09/01/2023 11:10:00,22.13,190.80,,,,
18,09/01/2023 11:15:00,22.18,0.00,,,,
19,09/01/2023 11:20:00,22.13,0.00,,,,
20,09/01/2023 11:25:00,22.09,0.00,,,,
21,09/01/2023 11:30:00,22.05,191.68,,,,
22,09/01/2023 11:35:00,22.05,190.80,,,,
23,09/01/2023 11:40:00,22.05,189.04,,,,
24,09/01/2023 11:45:00,22.01,189.92,,,,
25,09/01/2023 11:50:00,21.96,189.04,,,,
26,09/01/2023 11:55:00,22.01,189.04,,,,
27,09/01/2023 12:00:00,21.96,189.04,,,,
28,09/01/2023 12:05:00,21.92,187.28,,,,
29,09/01/2023 12:10:00,21.92,187.28,,,,
30,09/01/2023 12:15:00,21.92,186.40,,,,
31,09/01/2023 12:20:00,21.92,187.28,,,,
32,09/01/2023 12:25:00,21.88,187.28,,,,
33,09/01/2023 12:30:00,21.83,188.16,,,,
34,09/01/2023 12:35:00,21.83,187.28,,,,
35,09/01/2023 12:40:00,21.88,188.16,,,,
36,09/01/2023 12:45:00,21.79,186.40,,,,
37,09/01/2023 12:50:00,21.83,187.28,,,,
38,09/01/2023 12:55:00,21.79,187.28,,,,
39,09/01/2023 13:00:00,21.75,188.16,,,,
40,09/01/2023 13:05:00,21.75,187.28,,,,
41,09/01/2023 13:10:00,21.70,187.28,,,,
42,09/01/2023 13:15:00,21.75,0.00,,,,
43,09/01/2023 13:20:00,21.66,0.00,,,,
44,09/01/2023 13:25:00,21.75,0.00,,,,
45,09/01/2023 13:30:00,21.70,0.00,,,,
46,09/01/2023 13:35:00,21.66,0.00,,,,
47,09/01/2023 13:40:00,21.62,0.00,,,,
48,09/01/2023 13:45:00,21.66,178.56,,,,
49,09/01/2023 13:50:00,21.53,100.20,,,,
50,09/01/2023 13:55:00,21.49,106.44,,,,
51,09/01/2023 14:00:00,21.45,287.52,,,,
52,09/01/2023 14:05:00,21.45,357.12,,,,
53,09/01/2023 14:10:00,21.40,359.68,,,,
54,09/01/2023 14:15:00,21.40,411.52,,,,
55,09/01/2023 14:18:17,,,Logged,,,
56,09/01/2023 14:18:19,,,,Logged,Logged,Logged
