#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,09/01/2023 09:50:00,22.39,308.64,,,,
2,09/01/2023 09:55:00,22.39,332.48,,,,
3,09/01/2023 10:00:00,22.39,318.48,,,,
4,09/01/2023 10:05:00,22.39,323.76,,,,
5,09/01/2023 10:10:00,22.35,342.08,,,,
6,09/01/2023 10:15:00,22.35,336.00,,,,
7,09/01/2023 10:20:00,22.31,342.08,,,,
8,09/01/2023 10:25:00,22.31,332.48,,,,
9,09/01/2023 10:30:00,22.22,328.00,,,,
10,09/01/2023 10:35:00,22.26,335.04,,,,
11,09/01/2023 10:40:00,22.18,339.52,,,,
12,09/01/2023 10:45:00,22.22,334.24,,,,
13,09/01/2023 10:50:00,22.18,331.52,,,,
14,09/01/2023 10:55:00,22.09,333.28,,,,
15,09/01/2023 11:00:00,22.13,336.64,,,,
16,09/01/2023 11:05:00,22.09,343.84,,,,
17,09/01/2023 11:10:00,22.05,336.00,,,,
18,09/01/2023 11:15:00,22.01,1.09,,,,
19,09/01/2023 11:20:00,22.01,1.09,,,,
20,09/01/2023 11:25:00,22.01,1.09,,,,
21,09/01/2023 11:30:00,21.96,338.40,,,,
22,09/01/2023 11:35:00,21.92,329.76,,,,
23,09/01/2023 11:40:00,21.96,339.52,,,,
24,09/01/2023 11:45:00,21.96,329.76,,,,
25,09/01/2023 11:50:00,21.88,327.20,,,,
26,09/01/2023 11:55:00,21.88,327.20,,,,
27,09/01/2023 12:00:00,21.88,329.76,,,,
28,09/01/2023 12:05:00,21.83,327.20,,,,
29,09/01/2023 12:10:00,21.83,325.44,,,,
30,09/01/2023 12:15:00,21.83,323.76,,,,
31,09/01/2023 12:20:00,21.83,336.80,,,,
32,09/01/2023 12:25:00,21.79,328.96,,,,
33,09/01/2023 12:30:00,21.75,330.72,,,,
34,09/01/2023 12:35:00,21.79,326.32,,,,
35,09/01/2023 12:40:00,21.70,326.32,,,,
36,09/01/2023 12:45:00,21.70,329.76,,,,
37,09/01/2023 12:50:00,21.70,325.44,,,,
38,09/01/2023 12:55:00,21.70,332.48,,,,
39,09/01/2023 13:00:00,21.70,336.00,,,,
40,09/01/2023 13:05:00,21.66,326.32,,,,
41,09/01/2023 13:10:00,21.62,327.20,,,,
42,09/01/2023 13:15:00,21.62,0.00,,,,
43,09/01/2023 13:20:00,21.62,0.00,,,,
44,09/01/2023 13:25:00,21.62,0.00,,,,
45,09/01/2023 13:30:00,21.62,0.00,,,,
46,09/01/2023 13:35:00,21.58,0.00,,,,
47,09/01/2023 13:40:00,21.53,0.00,,,,
48,09/01/2023 13:45:00,21.53,322.00,,,,
49,09/01/2023 13:50:00,21.49,298.96,,,,
50,09/01/2023 13:55:00,21.53,321.12,,,,
51,09/01/2023 14:00:00,21.49,325.44,,,,
52,09/01/2023 14:05:00,21.49,300.72,,,,
53,09/01/2023 14:10:00,21.49,301.60,,,,
54,09/01/2023 14:15:00,21.45,327.20,,,,
55,09/01/2023 14:20:00,21.49,323.76,,,,
56,09/01/2023 14:25:00,21.53,145.12,,,,
57,09/01/2023 14:29:27,,,Logged,Logged,,
58,09/01/2023 14:29:30,,,,,Logged,Logged
