#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,09/01/2023 10:00:00,23.29,368.80,,,,
2,09/01/2023 10:05:00,22.52,350.24,,,,
3,09/01/2023 10:10:00,22.43,359.04,,,,
4,09/01/2023 10:15:00,22.39,359.04,,,,
5,09/01/2023 10:20:00,22.31,348.48,,,,
6,09/01/2023 10:25:00,22.35,355.52,,,,
7,09/01/2023 10:30:00,22.26,344.64,,,,
8,09/01/2023 10:35:00,22.26,355.52,,,,
9,09/01/2023 10:40:00,22.22,346.72,,,,
10,09/01/2023 10:45:00,22.18,352.80,,,,
11,09/01/2023 10:50:00,22.13,344.64,,,,
12,09/01/2023 10:55:00,22.09,347.52,,,,
13,09/01/2023 11:00:00,22.13,349.28,,,,
14,09/01/2023 11:05:00,22.09,351.04,,,,
15,09/01/2023 11:10:00,22.05,350.24,,,,
16,09/01/2023 11:15:00,22.01,1.10,,,,
17,09/01/2023 11:20:00,21.96,1.10,,,,
18,09/01/2023 11:25:00,21.96,1.10,,,,
19,09/01/2023 11:30:00,21.92,351.04,,,,
20,09/01/2023 11:35:00,21.92,351.04,,,,
21,09/01/2023 11:40:00,21.88,342.88,,,,
22,09/01/2023 11:45:00,21.83,342.24,,,,
23,09/01/2023 11:50:00,21.83,342.24,,,,
24,09/01/2023 11:55:00,21.79,345.76,,,,
25,09/01/2023 12:00:00,21.79,345.76,,,,
26,09/01/2023 12:05:00,21.79,339.68,,,,
27,09/01/2023 12:10:00,21.75,342.08,,,,
28,09/01/2023 12:15:00,21.70,346.40,,,,
29,09/01/2023 12:20:00,21.70,346.72,,,,
30,09/01/2023 12:25:00,21.66,347.36,,,,
31,09/01/2023 12:30:00,21.66,342.88,,,,
32,09/01/2023 12:35:00,21.66,346.40,,,,
33,09/01/2023 12:40:00,21.62,346.40,,,,
34,09/01/2023 12:45:00,21.58,341.44,,,,
35,09/01/2023 12:50:00,21.58,345.60,,,,
36,09/01/2023 12:55:00,21.62,340.32,,,,
37,09/01/2023 13:00:00,21.58,345.60,,,,
38,09/01/2023 13:05:00,21.58,343.20,,,,
39,09/01/2023 13:10:00,21.53,344.00,,,,
40,09/01/2023 13:15:00,21.49,0.00,,,,
41,09/01/2023 13:20:00,21.49,0.00,,,,
42,09/01/2023 13:25:00,21.45,0.00,,,,
43,09/01/2023 13:30:00,21.49,0.00,,,,
44,09/01/2023 13:35:00,21.45,0.00,,,,
45,09/01/2023 13:40:00,21.40,0.00,,,,
46,09/01/2023 13:45:00,21.45,322.64,,,,
47,09/01/2023 13:50:00,21.49,268.64,,,,
48,09/01/2023 13:55:00,21.49,277.44,,,,
49,09/01/2023 13:57:41,,,Logged,,,
50,09/01/2023 13:57:42,,,,Logged,,
51,09/01/2023 13:57:45,,,,,Logged,Logged
