#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,09/01/2023 09:55:00,22.48,384.48,,,,
2,09/01/2023 10:00:00,22.39,394.08,,,,
3,09/01/2023 10:05:00,22.35,402.72,,,,
4,09/01/2023 10:10:00,22.39,431.52,,,,
5,09/01/2023 10:15:00,22.39,430.88,,,,
6,09/01/2023 10:20:00,22.31,431.04,,,,
7,09/01/2023 10:25:00,22.31,425.44,,,,
8,09/01/2023 10:30:00,22.26,416.00,,,,
9,09/01/2023 10:35:00,22.26,421.92,,,,
10,09/01/2023 10:40:00,22.22,431.68,,,,
11,09/01/2023 10:45:00,22.18,426.24,,,,
12,09/01/2023 10:50:00,22.18,417.60,,,,
13,09/01/2023 10:55:00,22.18,431.68,,,,
14,09/01/2023 11:00:00,22.09,419.36,,,,
15,09/01/2023 11:05:00,22.13,430.72,,,,
16,09/01/2023 11:10:00,22.09,420.16,,,,
17,09/01/2023 11:15:00,22.05,0.87,,,,
18,09/01/2023 11:20:00,22.01,0.87,,,,
19,09/01/2023 11:25:00,22.01,0.87,,,,
20,09/01/2023 11:30:00,21.96,425.44,,,,
21,09/01/2023 11:35:00,21.92,424.48,,,,
22,09/01/2023 11:40:00,21.92,415.84,,,,
23,09/01/2023 11:45:00,21.83,423.04,,,,
24,09/01/2023 11:50:00,21.88,413.28,,,,
25,09/01/2023 11:55:00,21.83,420.64,,,,
26,09/01/2023 12:00:00,21.83,422.08,,,,
27,09/01/2023 12:05:00,21.79,411.52,,,,
28,09/01/2023 12:10:00,21.79,415.20,,,,
29,09/01/2023 12:15:00,21.75,411.68,,,,
30,09/01/2023 12:20:00,21.75,412.32,,,,
31,09/01/2023 12:25:00,21.70,424.80,,,,
32,09/01/2023 12:30:00,21.66,414.08,,,,
33,09/01/2023 12:35:00,21.70,414.08,,,,
34,09/01/2023 12:40:00,21.70,424.80,,,,
35,09/01/2023 12:45:00,21.66,418.40,,,,
36,09/01/2023 12:50:00,21.66,415.20,,,,
37,09/01/2023 12:55:00,21.62,416.00,,,,
38,09/01/2023 13:00:00,21.62,420.32,,,,
39,09/01/2023 13:05:00,21.62,423.84,,,,
40,09/01/2023 13:10:00,21.53,411.52,,,,
41,09/01/2023 13:15:00,21.53,0.00,,,,
42,09/01/2023 13:20:00,21.53,0.00,,,,
43,09/01/2023 13:25:00,21.49,0.00,,,,
44,09/01/2023 13:30:00,21.49,0.00,,,,
45,09/01/2023 13:35:00,21.49,0.00,,,,
46,09/01/2023 13:40:00,21.49,0.00,,,,
47,09/01/2023 13:45:00,21.45,391.36,,,,
48,09/01/2023 13:49:33,,,Logged,Logged,,
49,09/01/2023 13:49:34,,,,Logged,,
50,09/01/2023 13:49:36,,,,,Logged,Logged
