#,Date-Time (PST),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,01/16/2024 10:10:00,19.65,200.32,,,,
2,01/16/2024 10:15:00,20.72,182.80,,,,
3,01/16/2024 10:20:00,20.85,181.04,,,,
4,01/16/2024 10:25:00,20.85,154.84,,,,
5,01/16/2024 10:30:00,20.85,187.20,,,,
6,01/16/2024 10:35:00,20.80,187.28,,,,
7,01/16/2024 10:40:00,20.76,179.44,,,,
8,01/16/2024 10:45:00,20.72,183.84,,,,
9,01/16/2024 10:50:00,20.63,181.92,,,,
10,01/16/2024 10:55:00,20.63,179.36,,,,
11,01/16/2024 11:00:00,20.59,178.48,,,,
12,01/16/2024 11:05:00,20.55,167.12,,,,
13,01/16/2024 11:10:00,20.50,182.80,,,,
14,01/16/2024 11:15:00,20.46,184.64,,,,
15,01/16/2024 11:20:00,20.42,177.68,,,,
16,01/16/2024 11:25:00,20.37,179.44,,,,
17,01/16/2024 11:30:00,20.37,167.92,,,,
18,01/16/2024 11:35:00,20.33,184.64,,,,
19,01/16/2024 11:40:00,20.33,185.52,,,,
20,01/16/2024 11:45:00,20.29,184.64,,,,
21,01/16/2024 11:50:00,20.20,182.80,,,,
22,01/16/2024 11:55:00,20.25,182.08,,,,
23,01/16/2024 12:00:00,20.20,182.08,,,,
24,01/16/2024 12:05:00,20.25,182.96,,,,
25,01/16/2024 12:10:00,20.16,182.08,,,,
26,01/16/2024 12:15:00,20.12,186.40,,,,
27,01/16/2024 12:20:00,20.12,183.68,,,,
28,01/16/2024 12:25:00,20.07,181.20,,,,
29,01/16/2024 12:30:00,20.07,181.92,,,,
30,01/16/2024 12:35:00,20.03,184.64,,,,
31,01/16/2024 12:40:00,20.03,181.92,,,,
32,01/16/2024 12:45:00,19.99,181.04,,,,
33,01/16/2024 12:50:00,20.03,184.56,,,,
34,01/16/2024 12:55:00,20.03,184.64,,,,
35,01/16/2024 13:00:00,19.99,182.08,,,,
36,01/16/2024 13:05:00,19.95,185.44,,,,
37,01/16/2024 13:10:00,19.99,180.24,,,,
38,01/16/2024 13:15:00,19.90,180.32,,,,
39,01/16/2024 13:20:00,19.95,185.52,,,,
40,01/16/2024 13:25:00,19.90,183.68,,,,
41,01/16/2024 13:30:00,19.90,182.96,,,,
42,01/16/2024 13:35:00,19.86,184.64,,,,
43,01/16/2024 13:40:00,19.90,186.40,,,,
44,01/16/2024 13:45:00,19.86,186.40,,,,
45,01/16/2024 13:50:00,19.86,184.56,,,,
46,01/16/2024 13:55:00,19.86,186.40,,,,
47,01/16/2024 14:00:00,19.86,186.40,,,,
48,01/16/2024 14:05:00,19.90,184.64,,,,
49,01/16/2024 14:10:00,19.86,182.96,,,,
50,01/16/2024 14:15:00,19.86,1.52,,,,
51,01/16/2024 14:20:00,19.82,1.52,,,,
52,01/16/2024 14:25:00,19.82,1.52,,,,
53,01/16/2024 14:30:00,19.82,1.52,,,,
54,01/16/2024 14:35:00,19.77,1.52,,,,
55,01/16/2024 14:40:00,19.77,1.52,,,,
56,01/16/2024 14:45:00,19.82,1.30,,,,
57,01/16/2024 14:50:00,19.77,1.08,,,,
58,01/16/2024 14:55:00,19.77,1.08,,,,
59,01/16/2024 15:00:00,19.77,1.52,,,,
60,01/16/2024 15:05:00,19.73,1.30,,,,
61,01/16/2024 15:10:00,19.73,0.87,,,,
62,01/16/2024 15:15:00,19.73,0.43,,,,
63,01/16/2024 15:20:00,19.69,0.43,,,,
64,01/16/2024 15:25:00,19.73,0.21,,,,
65,01/16/2024 15:30:00,19.69,0.43,,,,
66,01/16/2024 15:35:00,19.73,0.21,,,,
67,01/16/2024 15:40:00,19.73,0.21,,,,
68,01/16/2024 15:45:00,19.77,0.21,,,,
69,01/16/2024 15:50:00,19.73,0.21,,,,
70,01/16/2024 15:55:00,19.69,0.21,,,,
71,01/16/2024 16:00:00,19.73,0.21,,,,
72,01/16/2024 16:05:00,19.73,0.43,,,,
73,01/16/2024 16:10:00,19.73,0.87,,,,
74,01/16/2024 16:15:00,19.69,1.52,,,,
75,01/16/2024 16:20:00,19.73,0.21,,,,
76,01/16/2024 16:25:00,19.69,0.21,,,,
77,01/16/2024 16:30:00,19.73,183.84,,,,
78,01/16/2024 16:35:00,19.73,182.80,,,,
79,01/16/2024 16:40:00,19.73,184.56,,,,
80,01/16/2024 16:45:00,19.73,184.56,,,,
81,01/16/2024 16:50:00,19.69,0.00,,,,
82,01/16/2024 16:55:00,19.69,0.00,,,,
83,01/16/2024 17:00:00,19.69,0.00,,,,
84,01/16/2024 17:05:00,19.69,0.00,,,,
85,01/16/2024 17:10:00,19.69,0.00,,,,
86,01/16/2024 17:15:00,19.69,0.00,,,,
87,01/16/2024 17:20:00,19.69,0.00,,,,
88,01/16/2024 17:25:00,19.65,0.00,,,,
89,01/16/2024 17:30:00,19.65,0.00,,,,
90,01/16/2024 17:35:00,19.65,0.00,,,,
91,01/16/2024 17:40:00,19.65,0.00,,,,
92,01/16/2024 17:45:00,19.56,0.00,,,,
93,01/16/2024 17:50:00,19.60,0.00,,,,
94,01/16/2024 17:55:00,19.60,0.00,,,,
95,01/16/2024 18:00:00,19.60,0.00,,,,
96,01/16/2024 18:05:00,19.65,0.00,,,,
97,01/16/2024 18:10:00,19.60,0.00,,,,
98,01/16/2024 18:15:00,19.56,0.00,,,,
99,01/16/2024 18:20:00,19.60,0.00,,,,
100,01/16/2024 18:25:00,19.60,0.00,,,,
101,01/16/2024 18:30:00,19.56,0.00,,,,
102,01/16/2024 18:35:00,19.56,0.00,,,,
103,01/16/2024 18:40:00,19.52,0.00,,,,
104,01/16/2024 18:45:00,19.52,0.00,,,,
105,01/16/2024 18:50:00,19.52,0.00,,,,
106,01/16/2024 18:55:00,19.52,0.00,,,,
107,01/16/2024 19:00:00,19.47,0.00,,,,
108,01/16/2024 19:05:00,19.47,0.00,,,,
109,01/16/2024 19:10:00,19.47,0.00,,,,
110,01/16/2024 19:15:00,19.43,0.00,,,,
111,01/16/2024 19:20:00,19.47,0.00,,,,
112,01/16/2024 19:25:00,19.52,0.21,,,,
113,01/16/2024 19:30:00,19.47,0.00,,,,
114,01/16/2024 19:35:00,19.43,0.00,,,,
115,01/16/2024 19:40:00,19.39,0.00,,,,
116,01/16/2024 19:45:00,19.43,0.00,,,,
117,01/16/2024 19:50:00,19.39,0.00,,,,
118,01/16/2024 19:55:00,19.43,0.00,,,,
119,01/16/2024 20:00:00,19.39,0.00,,,,
120,01/16/2024 20:05:00,19.39,0.00,,,,
121,01/16/2024 20:10:00,19.39,0.00,,,,
122,01/16/2024 20:15:00,19.39,0.00,,,,
123,01/16/2024 20:20:00,19.43,0.00,,,,
124,01/16/2024 20:25:00,19.39,0.00,,,,
125,01/16/2024 20:30:00,19.39,0.00,,,,
126,01/16/2024 20:35:00,19.35,0.00,,,,
127,01/16/2024 20:40:00,19.39,0.00,,,,
128,01/16/2024 20:45:00,19.39,0.00,,,,
129,01/16/2024 20:50:00,19.39,0.00,,,,
130,01/16/2024 20:55:00,19.39,0.00,,,,
131,01/16/2024 21:00:00,19.35,0.00,,,,
132,01/16/2024 21:05:00,19.35,0.00,,,,
133,01/16/2024 21:10:00,19.39,0.00,,,,
134,01/16/2024 21:15:00,19.35,0.00,,,,
135,01/16/2024 21:20:00,19.35,0.00,,,,
136,01/16/2024 21:25:00,19.35,0.00,,,,
137,01/16/2024 21:30:00,19.35,0.00,,,,
138,01/16/2024 21:35:00,19.35,0.00,,,,
139,01/16/2024 21:40:00,19.35,0.00,,,,
140,01/16/2024 21:45:00,19.35,0.00,,,,
141,01/16/2024 21:50:00,19.39,0.00,,,,
142,01/16/2024 21:55:00,19.35,0.00,,,,
143,01/16/2024 22:00:00,19.35,0.00,,,,
144,01/16/2024 22:05:00,19.39,0.00,,,,
145,01/16/2024 22:10:00,19.39,0.00,,,,
146,01/16/2024 22:15:00,19.30,0.00,,,,
147,01/16/2024 22:20:00,19.35,0.00,,,,
148,01/16/2024 22:25:00,19.39,0.00,,,,
149,01/16/2024 22:30:00,19.35,0.00,,,,
150,01/16/2024 22:35:00,19.35,0.21,,,,
151,01/16/2024 22:40:00,19.35,0.00,,,,
152,01/16/2024 22:45:00,19.35,0.00,,,,
153,01/16/2024 22:50:00,19.35,0.00,,,,
154,01/16/2024 22:55:00,19.39,0.00,,,,
155,01/16/2024 23:00:00,19.35,0.00,,,,
156,01/16/2024 23:05:00,19.35,0.00,,,,
157,01/16/2024 23:10:00,19.35,0.00,,,,
158,01/16/2024 23:15:00,19.35,0.00,,,,
159,01/16/2024 23:20:00,19.39,0.00,,,,
160,01/16/2024 23:25:00,19.30,0.00,,,,
161,01/16/2024 23:30:00,19.35,0.00,,,,
162,01/16/2024 23:35:00,19.35,0.00,,,,
163,01/16/2024 23:40:00,19.35,0.00,,,,
164,01/16/2024 23:45:00,19.35,0.00,,,,
165,01/16/2024 23:50:00,19.35,0.00,,,,
166,01/16/2024 23:55:00,19.30,0.00,,,,
167,01/17/2024 00:00:00,19.35,0.00,,,,
168,01/17/2024 00:05:00,19.30,0.00,,,,
169,01/17/2024 00:10:00,19.30,0.00,,,,
