#,Date-Time (PST),Ch:1 - Temperature   (°C),Button Down,Button Up,Host Connected,End of File
1,01/16/2024 10:05:00,19.47,,,,
2,01/16/2024 10:10:00,20.55,,,,
3,01/16/2024 10:15:00,20.76,,,,
4,01/16/2024 10:20:00,20.76,,,,
5,01/16/2024 10:25:00,20.68,,,,
6,01/16/2024 10:30:00,20.68,,,,
7,01/16/2024 10:35:00,20.68,,,,
8,01/16/2024 10:40:00,20.63,,,,
9,01/16/2024 10:45:00,20.59,,,,
10,01/16/2024 10:50:00,20.59,,,,
11,01/16/2024 10:55:00,20.55,,,,
12,01/16/2024 11:00:00,20.55,,,,
13,01/16/2024 11:05:00,20.50,,,,
14,01/16/2024 11:10:00,20.42,,,,
15,01/16/2024 11:15:00,20.46,,,,
16,01/16/2024 11:20:00,20.42,,,,
17,01/16/2024 11:25:00,20.37,,,,
18,01/16/2024 11:30:00,20.29,,,,
19,01/16/2024 11:35:00,20.33,,,,
20,01/16/2024 11:40:00,20.33,,,,
21,01/16/2024 11:45:00,20.25,,,,
22,01/16/2024 11:50:00,20.25,,,,
23,01/16/2024 11:55:00,20.20,,,,
24,01/16/2024 12:00:00,20.16,,,,
25,01/16/2024 12:05:00,20.12,,,,
26,01/16/2024 12:10:00,20.12,,,,
27,01/16/2024 12:15:00,20.03,,,,
28,01/16/2024 12:20:00,20.03,,,,
29,01/16/2024 12:25:00,20.03,,,,
30,01/16/2024 12:30:00,20.03,,,,
31,01/16/2024 12:35:00,19.99,,,,
32,01/16/2024 12:40:00,19.99,,,,
33,01/16/2024 12:45:00,19.95,,,,
34,01/16/2024 12:50:00,19.90,,,,
35,01/16/2024 12:55:00,19.90,,,,
36,01/16/2024 13:00:00,19.86,,,,
37,01/16/2024 13:05:00,19.86,,,,
38,01/16/2024 13:10:00,19.82,,,,
39,01/16/2024 13:15:00,19.77,,,,
40,01/16/2024 13:20:00,19.77,,,,
41,01/16/2024 13:25:00,19.77,,,,
42,01/16/2024 13:30:00,19.69,,,,
43,01/16/2024 13:35:00,19.73,,,,
44,01/16/2024 13:40:00,19.73,,,,
45,01/16/2024 13:45:00,19.69,,,,
46,01/16/2024 13:50:00,19.69,,,,
47,01/16/2024 13:55:00,19.65,,,,
48,01/16/2024 14:00:00,19.73,,,,
49,01/16/2024 14:05:00,19.65,,,,
50,01/16/2024 14:10:00,19.69,,,,
51,01/16/2024 14:15:00,19.60,,,,
52,01/16/2024 14:20:00,19.65,,,,
53,01/16/2024 14:25:00,19.65,,,,
54,01/16/2024 14:30:00,19.60,,,,
55,01/16/2024 14:35:00,19.65,,,,
56,01/16/2024 14:40:00,19.60,,,,
57,01/16/2024 14:45:00,19.60,,,,
58,01/16/2024 14:50:00,19.56,,,,
59,01/16/2024 14:55:00,19.60,,,,
60,01/16/2024 15:00:00,19.60,,,,
61,01/16/2024 15:05:00,19.56,,,,
62,01/16/2024 15:10:00,19.60,,,,
63,01/16/2024 15:15:00,19.60,,,,
64,01/16/2024 15:20:00,19.60,,,,
65,01/16/2024 15:25:00,19.56,,,,
66,01/16/2024 15:30:00,19.56,,,,
67,01/16/2024 15:35:00,19.60,,,,
68,01/16/2024 15:40:00,19.56,,,,
69,01/16/2024 15:45:00,19.60,,,,
70,01/16/2024 15:50:00,19.56,,,,
71,01/16/2024 15:55:00,19.56,,,,
72,01/16/2024 16:00:00,19.56,,,,
73,01/16/2024 16:05:00,19.52,,,,
74,01/16/2024 16:10:00,19.52,,,,
75,01/16/2024 16:15:00,19.52,,,,
76,01/16/2024 16:20:00,19.47,,,,
77,01/16/2024 16:25:00,19.52,,,,
78,01/16/2024 16:30:00,19.52,,,,
79,01/16/2024 16:35:00,19.52,,,,
80,01/16/2024 16:40:00,19.52,,,,
81,01/16/2024 16:45:00,19.47,,,,
82,01/16/2024 16:50:00,19.47,,,,
83,01/16/2024 16:55:00,19.47,,,,
84,01/16/2024 17:00:00,19.52,,,,
85,01/16/2024 17:05:00,19.47,,,,
86,01/16/2024 17:10:00,19.47,,,,
87,01/16/2024 17:15:00,19.47,,,,
88,01/16/2024 17:20:00,19.43,,,,
89,01/16/2024 17:25:00,19.47,,,,
90,01/16/2024 17:30:00,19.43,,,,
91,01/16/2024 17:35:00,19.47,,,,
92,01/16/2024 17:40:00,19.39,,,,
93,01/16/2024 17:45:00,19.43,,,,
94,01/16/2024 17:50:00,19.39,,,,
95,01/16/2024 17:55:00,19.39,,,,
96,01/16/2024 18:00:00,19.39,,,,
97,01/16/2024 18:05:00,19.43,,,,
98,01/16/2024 18:10:00,19.39,,,,
99,01/16/2024 18:15:00,19.39,,,,
100,01/16/2024 18:20:00,19.35,,,,
101,01/16/2024 18:25:00,19.35,,,,
102,01/16/2024 18:30:00,19.35,,,,
103,01/16/2024 18:35:00,19.35,,,,
104,01/16/2024 18:40:00,19.30,,,,
105,01/16/2024 18:45:00,19.30,,,,
106,01/16/2024 18:50:00,19.35,,,,
107,01/16/2024 18:55:00,19.35,,,,
108,01/16/2024 19:00:00,19.39,,,,
109,01/16/2024 19:05:00,19.35,,,,
110,01/16/2024 19:10:00,19.35,,,,
111,01/16/2024 19:15:00,19.30,,,,
112,01/16/2024 19:20:00,19.30,,,,
113,01/16/2024 19:25:00,19.30,,,,
114,01/16/2024 19:30:00,19.30,,,,
115,01/16/2024 19:35:00,19.30,,,,
116,01/16/2024 19:40:00,19.30,,,,
117,01/16/2024 19:45:00,19.30,,,,
118,01/16/2024 19:50:00,19.26,,,,
119,01/16/2024 19:55:00,19.30,,,,
120,01/16/2024 20:00:00,19.30,,,,
121,01/16/2024 20:05:00,19.22,,,,
122,01/16/2024 20:10:00,19.30,,,,
123,01/16/2024 20:15:00,19.26,,,,
124,01/16/2024 20:20:00,19.22,,,,
125,01/16/2024 20:25:00,19.26,,,,
126,01/16/2024 20:30:00,19.26,,,,
127,01/16/2024 20:35:00,19.22,,,,
128,01/16/2024 20:40:00,19.26,,,,
129,01/16/2024 20:45:00,19.26,,,,
130,01/16/2024 20:50:00,19.22,,,,
131,01/16/2024 20:55:00,19.22,,,,
132,01/16/2024 21:00:00,19.22,,,,
133,01/16/2024 21:05:00,19.22,,,,
134,01/16/2024 21:10:00,19.22,,,,
135,01/16/2024 21:15:00,19.22,,,,
136,01/16/2024 21:20:00,19.17,,,,
137,01/16/2024 21:25:00,19.22,,,,
138,01/16/2024 21:30:00,19.22,,,,
139,01/16/2024 21:35:00,19.22,,,,
140,01/16/2024 21:40:00,19.22,,,,
141,01/16/2024 21:45:00,19.22,,,,
142,01/16/2024 21:50:00,19.22,,,,
143,01/16/2024 21:55:00,19.26,,,,
144,01/16/2024 22:00:00,19.17,,,,
145,01/16/2024 22:05:00,19.17,,,,
146,01/16/2024 22:10:00,19.17,,,,
147,01/16/2024 22:15:00,19.17,,,,
148,01/16/2024 22:20:00,19.17,,,,
149,01/16/2024 22:25:00,19.22,,,,
150,01/16/2024 22:30:00,19.22,,,,
151,01/16/2024 22:35:00,19.22,,,,
152,01/16/2024 22:40:00,19.22,,,,
153,01/16/2024 22:45:00,19.22,,,,
154,01/16/2024 22:50:00,19.22,,,,
155,01/16/2024 22:55:00,19.17,,,,
156,01/16/2024 23:00:00,19.22,,,,
157,01/16/2024 23:05:00,19.17,,,,
158,01/16/2024 23:10:00,19.17,,,,
159,01/16/2024 23:15:00,19.17,,,,
160,01/16/2024 23:20:00,19.22,,,,
161,01/16/2024 23:25:00,19.13,,,,
162,01/16/2024 23:30:00,19.17,,,,
163,01/16/2024 23:35:00,19.17,,,,
164,01/16/2024 23:40:00,19.17,,,,
165,01/16/2024 23:45:00,19.17,,,,
166,01/16/2024 23:50:00,19.22,,,,
167,01/16/2024 23:55:00,19.17,,,,
168,01/17/2024 00:00:00,19.13,,,,
169,01/17/2024 00:05:00,19.13,,,,
170,01/17/2024 00:10:00,19.17,,,,
171,01/17/2024 00:15:00,19.17,,,,
172,01/17/2024 00:20:00,19.17,,,,
173,01/17/2024 00:25:00,19.17,,,,
174,01/17/2024 00:30:00,19.17,,,,
175,01/17/2024 00:35:00,19.13,,,,
176,01/17/2024 00:40:00,19.13,,,,
177,01/17/2024 00:45:00,19.13,,,,
178,01/17/2024 00:50:00,19.13,,,,
179,01/17/2024 00:55:00,19.17,,,,
180,01/17/2024 01:00:00,19.13,,,,
181,01/17/2024 01:05:00,19.17,,,,
182,01/17/2024 01:10:00,19.13,,,,
183,01/17/2024 01:15:00,19.13,,,,
184,01/17/2024 01:20:00,19.13,,,,
185,01/17/2024 01:25:00,19.13,,,,
186,01/17/2024 01:30:00,19.09,,,,
187,01/17/2024 01:35:00,19.05,,,,
188,01/17/2024 01:40:00,19.13,,,,
189,01/17/2024 01:45:00,19.09,,,,
190,01/17/2024 01:50:00,19.09,,,,
191,01/17/2024 01:55:00,19.09,,,,
192,01/17/2024 02:00:00,19.09,,,,
193,01/17/2024 02:05:00,19.09,,,,
194,01/17/2024 02:10:00,19.09,,,,
195,01/17/2024 02:15:00,19.09,,,,
196,01/17/2024 02:20:00,19.05,,,,
197,01/17/2024 02:25:00,19.05,,,,
198,01/17/2024 02:30:00,19.13,,,,
199,01/17/2024 02:35:00,19.17,,,,
200,01/17/2024 02:40:00,19.13,,,,
201,01/17/2024 02:45:00,19.09,,,,
202,01/17/2024 02:50:00,19.13,,,,
203,01/17/2024 02:55:00,19.13,,,,
204,01/17/2024 03:00:00,19.13,,,,
205,01/17/2024 03:05:00,19.09,,,,
206,01/17/2024 03:10:00,19.09,,,,
207,01/17/2024 03:15:00,19.09,,,,
208,01/17/2024 03:20:00,19.13,,,,
209,01/17/2024 03:25:00,19.13,,,,
210,01/17/2024 03:30:00,19.09,,,,
211,01/17/2024 03:35:00,19.09,,,,
212,01/17/2024 03:40:00,19.09,,,,
213,01/17/2024 03:45:00,19.13,,,,
214,01/17/2024 03:50:00,19.17,,,,
