#,Date-Time (PST),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,01/16/2024 10:05:00,19.90,206.08,,,,
2,01/16/2024 10:10:00,20.59,187.44,,,,
3,01/16/2024 10:15:00,20.72,173.04,,,,
4,01/16/2024 10:20:00,20.76,141.60,,,,
5,01/16/2024 10:25:00,20.68,128.20,,,,
6,01/16/2024 10:30:00,20.63,144.28,,,,
7,01/16/2024 10:35:00,20.59,140.72,,,,
8,01/16/2024 10:40:00,20.55,138.04,,,,
9,01/16/2024 10:45:00,20.50,143.36,,,,
10,01/16/2024 10:50:00,20.50,144.28,,,,
11,01/16/2024 10:55:00,20.46,139.04,,,,
12,01/16/2024 11:00:00,20.37,136.24,,,,
13,01/16/2024 11:05:00,20.37,132.68,,,,
14,01/16/2024 11:10:00,20.33,138.12,,,,
15,01/16/2024 11:15:00,20.29,146.04,,,,
16,01/16/2024 11:20:00,20.33,144.28,,,,
17,01/16/2024 11:25:00,20.25,147.84,,,,
18,01/16/2024 11:30:00,20.16,138.04,,,,
19,01/16/2024 11:35:00,20.25,147.96,,,,
20,01/16/2024 11:40:00,20.16,146.96,,,,
21,01/16/2024 11:45:00,20.12,148.84,,,,
22,01/16/2024 11:50:00,20.07,143.48,,,,
23,01/16/2024 11:55:00,20.12,150.52,,,,
24,01/16/2024 12:00:00,20.07,143.48,,,,
25,01/16/2024 12:05:00,20.03,150.52,,,,
26,01/16/2024 12:10:00,20.03,150.52,,,,
27,01/16/2024 12:15:00,19.95,146.96,,,,
28,01/16/2024 12:20:00,19.99,143.48,,,,
29,01/16/2024 12:25:00,19.90,148.84,,,,
30,01/16/2024 12:30:00,19.95,146.04,,,,
31,01/16/2024 12:35:00,19.90,148.84,,,,
32,01/16/2024 12:40:00,19.82,149.72,,,,
33,01/16/2024 12:45:00,19.86,147.84,,,,
34,01/16/2024 12:50:00,19.86,145.16,,,,
35,01/16/2024 12:55:00,19.82,143.36,,,,
36,01/16/2024 13:00:00,19.73,144.40,,,,
37,01/16/2024 13:05:00,19.77,146.04,,,,
38,01/16/2024 13:10:00,19.77,149.64,,,,
39,01/16/2024 13:15:00,19.73,142.60,,,,
40,01/16/2024 13:20:00,19.77,146.96,,,,
41,01/16/2024 13:25:00,19.73,147.84,,,,
42,01/16/2024 13:30:00,19.73,146.04,,,,
43,01/16/2024 13:35:00,19.69,150.52,,,,
44,01/16/2024 13:40:00,19.69,149.64,,,,
45,01/16/2024 13:45:00,19.69,149.72,,,,
46,01/16/2024 13:50:00,19.69,144.40,,,,
47,01/16/2024 13:55:00,19.73,144.40,,,,
48,01/16/2024 14:00:00,19.69,149.72,,,,
49,01/16/2024 14:05:00,19.65,149.72,,,,
50,01/16/2024 14:10:00,19.69,151.40,,,,
51,01/16/2024 14:15:00,19.65,1.33,,,,
52,01/16/2024 14:20:00,19.65,1.33,,,,
53,01/16/2024 14:25:00,19.60,1.33,,,,
54,01/16/2024 14:30:00,19.65,1.56,,,,
55,01/16/2024 14:35:00,19.60,1.56,,,,
56,01/16/2024 14:40:00,19.60,1.56,,,,
57,01/16/2024 14:45:00,19.60,1.33,,,,
58,01/16/2024 14:50:00,19.56,1.11,,,,
59,01/16/2024 14:55:00,19.60,0.89,,,,
60,01/16/2024 15:00:00,19.65,1.56,,,,
61,01/16/2024 15:05:00,19.60,1.11,,,,
62,01/16/2024 15:10:00,19.65,0.66,,,,
63,01/16/2024 15:15:00,19.60,0.44,,,,
64,01/16/2024 15:20:00,19.60,0.22,,,,
65,01/16/2024 15:25:00,19.65,0.22,,,,
66,01/16/2024 15:30:00,19.65,0.22,,,,
67,01/16/2024 15:35:00,19.56,0.22,,,,
68,01/16/2024 15:40:00,19.60,0.22,,,,
69,01/16/2024 15:45:00,19.60,0.00,,,,
70,01/16/2024 15:50:00,19.60,0.00,,,,
71,01/16/2024 15:55:00,19.60,0.00,,,,
72,01/16/2024 16:00:00,19.60,0.00,,,,
73,01/16/2024 16:05:00,19.60,0.44,,,,
74,01/16/2024 16:10:00,19.60,1.33,,,,
75,01/16/2024 16:15:00,19.56,1.33,,,,
76,01/16/2024 16:20:00,19.60,0.22,,,,
77,01/16/2024 16:25:00,19.56,0.00,,,,
78,01/16/2024 16:30:00,19.47,143.48,,,,
79,01/16/2024 16:35:00,19.52,148.72,,,,
80,01/16/2024 16:40:00,19.56,148.84,,,,
81,01/16/2024 16:45:00,19.52,148.72,,,,
82,01/16/2024 16:50:00,19.56,0.00,,,,
83,01/16/2024 16:55:00,19.52,0.00,,,,
84,01/16/2024 17:00:00,19.52,0.00,,,,
85,01/16/2024 17:05:00,19.56,0.00,,,,
86,01/16/2024 17:10:00,19.47,0.00,,,,
87,01/16/2024 17:15:00,19.47,0.00,,,,
88,01/16/2024 17:20:00,19.52,0.00,,,,
89,01/16/2024 17:25:00,19.52,0.00,,,,
90,01/16/2024 17:30:00,19.52,0.00,,,,
91,01/16/2024 17:35:00,19.39,0.00,,,,
92,01/16/2024 17:40:00,19.43,0.00,,,,
93,01/16/2024 17:45:00,19.43,0.00,,,,
94,01/16/2024 17:50:00,19.43,0.00,,,,
95,01/16/2024 17:55:00,19.43,0.00,,,,
96,01/16/2024 18:00:00,19.43,0.00,,,,
97,01/16/2024 18:05:00,19.47,0.00,,,,
98,01/16/2024 18:10:00,19.43,0.00,,,,
99,01/16/2024 18:15:00,19.43,0.00,,,,
100,01/16/2024 18:20:00,19.39,0.00,,,,
101,01/16/2024 18:25:00,19.35,0.00,,,,
102,01/16/2024 18:30:00,19.39,0.00,,,,
103,01/16/2024 18:35:00,19.35,0.00,,,,
104,01/16/2024 18:40:00,19.35,0.00,,,,
105,01/16/2024 18:45:00,19.30,0.00,,,,
106,01/16/2024 18:50:00,19.35,0.00,,,,
107,01/16/2024 18:55:00,19.35,0.00,,,,
108,01/16/2024 19:00:00,19.35,0.00,,,,
109,01/16/2024 19:05:00,19.30,0.00,,,,
110,01/16/2024 19:10:00,19.30,0.00,,,,
111,01/16/2024 19:15:00,19.35,0.00,,,,
112,01/16/2024 19:20:00,19.35,0.22,,,,
113,01/16/2024 19:25:00,19.35,0.00,,,,
114,01/16/2024 19:30:00,19.35,0.00,,,,
115,01/16/2024 19:35:00,19.30,0.00,,,,
116,01/16/2024 19:40:00,19.30,0.00,,,,
117,01/16/2024 19:45:00,19.30,0.00,,,,
118,01/16/2024 19:50:00,19.30,0.00,,,,
119,01/16/2024 19:55:00,19.30,0.00,,,,
120,01/16/2024 20:00:00,19.26,0.00,,,,
121,01/16/2024 20:05:00,19.30,0.00,,,,
122,01/16/2024 20:10:00,19.30,0.00,,,,
123,01/16/2024 20:15:00,19.26,0.00,,,,
124,01/16/2024 20:20:00,19.26,0.00,,,,
125,01/16/2024 20:25:00,19.22,0.00,,,,
126,01/16/2024 20:30:00,19.26,0.00,,,,
127,01/16/2024 20:35:00,19.22,0.00,,,,
128,01/16/2024 20:40:00,19.30,0.00,,,,
129,01/16/2024 20:45:00,19.26,0.00,,,,
130,01/16/2024 20:50:00,19.26,0.00,,,,
131,01/16/2024 20:55:00,19.22,0.00,,,,
132,01/16/2024 21:00:00,19.22,0.00,,,,
133,01/16/2024 21:05:00,19.22,0.00,,,,
134,01/16/2024 21:10:00,19.26,0.00,,,,
135,01/16/2024 21:15:00,19.22,0.00,,,,
136,01/16/2024 21:20:00,19.22,0.00,,,,
137,01/16/2024 21:25:00,19.22,0.00,,,,
138,01/16/2024 21:30:00,19.17,0.00,,,,
139,01/16/2024 21:35:00,19.22,0.00,,,,
140,01/16/2024 21:40:00,19.22,0.00,,,,
141,01/16/2024 21:45:00,19.17,0.00,,,,
142,01/16/2024 21:50:00,19.22,0.00,,,,
