#,Date-Time (PST),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,01/16/2024 10:20:00,19.30,254.32,,,,
2,01/16/2024 10:25:00,20.29,248.00,,,,
3,01/16/2024 10:30:00,20.46,254.32,,,,
4,01/16/2024 10:35:00,20.55,253.44,,,,
5,01/16/2024 10:40:00,20.50,251.68,,,,
6,01/16/2024 10:45:00,20.50,251.68,,,,
7,01/16/2024 10:50:00,20.50,254.32,,,,
8,01/16/2024 10:55:00,20.42,251.68,,,,
9,01/16/2024 11:00:00,20.42,245.44,,,,
10,01/16/2024 11:05:00,20.42,249.92,,,,
11,01/16/2024 11:10:00,20.37,248.96,,,,
12,01/16/2024 11:15:00,20.37,251.68,,,,
13,01/16/2024 11:20:00,20.29,247.20,,,,
14,01/16/2024 11:25:00,20.29,248.96,,,,
15,01/16/2024 11:30:00,20.25,225.68,,,,
16,01/16/2024 11:35:00,20.25,250.80,,,,
17,01/16/2024 11:40:00,20.20,253.36,,,,
18,01/16/2024 11:45:00,20.16,249.92,,,,
19,01/16/2024 11:50:00,20.12,254.32,,,,
20,01/16/2024 11:55:00,20.07,252.56,,,,
21,01/16/2024 12:00:00,20.07,251.68,,,,
22,01/16/2024 12:05:00,19.99,251.68,,,,
23,01/16/2024 12:10:00,20.03,250.80,,,,
24,01/16/2024 12:15:00,19.95,251.68,,,,
25,01/16/2024 12:20:00,19.90,253.44,,,,
26,01/16/2024 12:25:00,19.99,253.36,,,,
27,01/16/2024 12:30:00,19.90,253.44,,,,
28,01/16/2024 12:35:00,19.90,252.40,,,,
29,01/16/2024 12:40:00,19.86,250.80,,,,
30,01/16/2024 12:45:00,19.86,249.92,,,,
31,01/16/2024 12:50:00,19.82,251.68,,,,
32,01/16/2024 12:55:00,19.82,247.20,,,,
33,01/16/2024 13:00:00,19.77,252.56,,,,
34,01/16/2024 13:05:00,19.73,254.24,,,,
35,01/16/2024 13:10:00,19.73,250.80,,,,
36,01/16/2024 13:15:00,19.73,251.68,,,,
