#,Date-Time (PST),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,01/16/2024 10:15:00,20.25,109.80,,,,
2,01/16/2024 10:20:00,20.59,152.16,,,,
3,01/16/2024 10:25:00,20.63,140.84,,,,
4,01/16/2024 10:30:00,20.55,156.36,,,,
5,01/16/2024 10:35:00,20.55,153.88,,,,
6,01/16/2024 10:40:00,20.50,151.20,,,,
7,01/16/2024 10:45:00,20.50,153.76,,,,
8,01/16/2024 10:50:00,20.46,151.20,,,,
9,01/16/2024 10:55:00,20.42,151.20,,,,
10,01/16/2024 11:00:00,20.33,148.60,,,,
11,01/16/2024 11:05:00,20.33,145.16,,,,
12,01/16/2024 11:10:00,20.20,149.36,,,,
13,01/16/2024 11:15:00,20.25,151.20,,,,
14,01/16/2024 11:20:00,20.25,147.76,,,,
15,01/16/2024 11:25:00,20.25,152.04,,,,
16,01/16/2024 11:30:00,20.16,147.76,,,,
17,01/16/2024 11:35:00,20.12,152.92,,,,
18,01/16/2024 11:40:00,20.12,155.60,,,,
19,01/16/2024 11:45:00,20.07,152.92,,,,
20,01/16/2024 11:50:00,20.03,153.88,,,,
21,01/16/2024 11:55:00,20.03,153.76,,,,
22,01/16/2024 12:00:00,20.03,155.60,,,,
23,01/16/2024 12:05:00,19.99,152.92,,,,
24,01/16/2024 12:10:00,19.95,154.64,,,,
25,01/16/2024 12:15:00,19.95,151.28,,,,
26,01/16/2024 12:20:00,19.86,155.60,,,,
27,01/16/2024 12:25:00,19.86,152.92,,,,
28,01/16/2024 12:30:00,19.86,155.72,,,,
29,01/16/2024 12:35:00,19.82,152.04,,,,
30,01/16/2024 12:40:00,19.77,153.76,,,,
31,01/16/2024 12:45:00,19.77,154.72,,,,
32,01/16/2024 12:50:00,19.73,153.00,,,,
33,01/16/2024 12:55:00,19.77,153.88,,,,
34,01/16/2024 13:00:00,19.73,156.44,,,,
35,01/16/2024 13:05:00,19.73,156.44,,,,
36,01/16/2024 13:10:00,19.73,152.04,,,,
37,01/16/2024 13:15:00,19.73,154.72,,,,
38,01/16/2024 13:20:00,19.73,156.44,,,,
39,01/16/2024 13:25:00,19.69,154.72,,,,
40,01/16/2024 13:30:00,19.69,156.44,,,,
41,01/16/2024 13:35:00,19.69,155.48,,,,
