#,Date-Time (PST),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,01/16/2024 10:15:17,19.22,651.04,,,,
2,01/16/2024 10:20:17,20.12,338.40,,,,
3,01/16/2024 10:25:17,20.12,284.64,,,,
4,01/16/2024 10:30:17,20.07,337.60,,,,
5,01/16/2024 10:35:17,20.03,335.68,,,,
6,01/16/2024 10:40:17,20.03,333.12,,,,
7,01/16/2024 10:45:17,20.03,340.16,,,,
8,01/16/2024 10:50:17,19.99,333.92,,,,
9,01/16/2024 10:55:17,19.90,331.20,,,,
10,01/16/2024 11:00:17,19.90,329.44,,,,
11,01/16/2024 11:05:17,19.95,323.28,,,,
12,01/16/2024 11:10:17,20.16,269.44,,,,
13,01/16/2024 11:15:17,20.16,272.08,,,,
14,01/16/2024 11:20:17,20.16,264.96,,,,
15,01/16/2024 11:25:17,20.12,263.20,,,,
16,01/16/2024 11:30:17,20.12,259.60,,,,
17,01/16/2024 11:35:17,20.12,260.48,,,,
18,01/16/2024 11:40:17,20.03,259.60,,,,
19,01/16/2024 11:45:17,19.99,263.20,,,,
20,01/16/2024 11:50:17,19.95,264.08,,,,
21,01/16/2024 11:55:17,19.99,259.60,,,,
22,01/16/2024 12:00:17,19.95,261.36,,,,
23,01/16/2024 12:05:17,19.95,260.48,,,,
24,01/16/2024 12:10:17,19.86,260.48,,,,
25,01/16/2024 12:15:17,19.86,263.20,,,,
26,01/16/2024 12:20:17,19.86,264.08,,,,
27,01/16/2024 12:25:17,19.86,261.36,,,,
28,01/16/2024 12:30:17,19.82,259.60,,,,
29,01/16/2024 12:35:17,19.77,262.24,,,,
30,01/16/2024 12:40:17,19.77,264.96,,,,
31,01/16/2024 12:45:17,19.77,259.60,,,,
32,01/16/2024 12:50:17,19.73,259.60,,,,
33,01/16/2024 12:55:17,19.82,256.88,,,,
34,01/16/2024 13:00:17,19.77,261.36,,,,
35,01/16/2024 13:05:17,19.73,262.24,,,,
36,01/16/2024 13:10:17,19.73,262.24,,,,
37,01/16/2024 13:15:17,19.77,262.24,,,,
38,01/16/2024 13:20:17,19.73,265.84,,,,
39,01/16/2024 13:25:17,19.73,257.84,,,,
40,01/16/2024 13:30:17,19.73,261.36,,,,
41,01/16/2024 13:35:17,19.73,262.24,,,,
42,01/16/2024 13:40:17,19.73,262.24,,,,
43,01/16/2024 13:45:17,19.73,261.36,,,,
44,01/16/2024 13:50:17,19.73,265.84,,,,
45,01/16/2024 13:55:17,19.69,264.96,,,,
46,01/16/2024 14:00:17,19.65,262.24,,,,
47,01/16/2024 14:05:17,19.65,264.08,,,,
48,01/16/2024 14:10:17,19.73,264.96,,,,
49,01/16/2024 14:15:17,19.69,1.34,,,,
50,01/16/2024 14:20:17,19.60,1.34,,,,
51,01/16/2024 14:25:17,19.56,1.56,,,,
52,01/16/2024 14:30:17,19.60,1.34,,,,
53,01/16/2024 14:35:17,19.65,1.56,,,,
54,01/16/2024 14:40:17,19.60,1.56,,,,
55,01/16/2024 14:45:17,19.60,1.34,,,,
56,01/16/2024 14:50:17,19.60,1.11,,,,
57,01/16/2024 14:55:17,19.56,0.89,,,,
58,01/16/2024 15:00:17,19.56,1.34,,,,
59,01/16/2024 15:05:17,19.52,1.11,,,,
60,01/16/2024 15:10:17,19.52,0.44,,,,
61,01/16/2024 15:15:17,19.60,0.22,,,,
62,01/16/2024 15:20:17,19.60,0.00,,,,
63,01/16/2024 15:25:17,19.60,0.00,,,,
64,01/16/2024 15:30:17,19.60,0.00,,,,
65,01/16/2024 15:35:17,19.65,0.00,,,,
66,01/16/2024 15:40:17,19.60,0.00,,,,
67,01/16/2024 15:45:17,19.65,0.00,,,,
68,01/16/2024 15:50:17,19.65,0.00,,,,
69,01/16/2024 15:55:17,19.56,0.00,,,,
70,01/16/2024 16:00:17,19.56,0.00,,,,
71,01/16/2024 16:05:17,19.56,0.22,,,,
72,01/16/2024 16:10:17,19.60,0.89,,,,
73,01/16/2024 16:15:17,19.60,1.11,,,,
74,01/16/2024 16:20:17,19.56,0.00,,,,
75,01/16/2024 16:25:17,19.56,0.00,,,,
76,01/16/2024 16:30:17,19.56,263.20,,,,
77,01/16/2024 16:35:17,19.56,268.56,,,,
78,01/16/2024 16:40:17,19.56,265.84,,,,
79,01/16/2024 16:45:17,19.52,262.24,,,,
80,01/16/2024 16:50:17,19.56,0.00,,,,
81,01/16/2024 16:55:17,19.52,0.00,,,,
82,01/16/2024 17:00:17,19.52,0.00,,,,
83,01/16/2024 17:05:17,19.47,0.00,,,,
84,01/16/2024 17:10:17,19.47,0.00,,,,
85,01/16/2024 17:15:17,19.47,0.00,,,,
86,01/16/2024 17:20:17,19.47,0.00,,,,
87,01/16/2024 17:25:17,19.47,0.00,,,,
88,01/16/2024 17:30:17,19.43,0.00,,,,
89,01/16/2024 17:35:17,19.47,0.00,,,,
90,01/16/2024 17:40:17,19.43,0.00,,,,
91,01/16/2024 17:45:17,19.43,0.00,,,,
92,01/16/2024 17:50:17,19.47,0.00,,,,
93,01/16/2024 17:55:17,19.52,0.00,,,,
94,01/16/2024 18:00:17,19.47,0.00,,,,
95,01/16/2024 18:05:17,19.35,0.00,,,,
96,01/16/2024 18:10:17,19.39,0.00,,,,
97,01/16/2024 18:15:17,19.39,0.00,,,,
98,01/16/2024 18:20:17,19.43,0.00,,,,
99,01/16/2024 18:25:17,19.35,0.00,,,,
100,01/16/2024 18:30:17,19.35,0.00,,,,
101,01/16/2024 18:35:17,19.35,0.00,,,,
102,01/16/2024 18:40:17,19.30,0.00,,,,
103,01/16/2024 18:45:17,19.26,0.00,,,,
104,01/16/2024 18:50:17,19.26,0.00,,,,
105,01/16/2024 18:55:17,19.22,0.00,,,,
106,01/16/2024 19:00:17,19.22,0.00,,,,
107,01/16/2024 19:05:17,19.26,0.00,,,,
108,01/16/2024 19:10:17,19.22,0.00,,,,
109,01/16/2024 19:15:17,19.30,0.00,,,,
110,01/16/2024 19:20:17,19.22,0.00,,,,
111,01/16/2024 19:25:17,19.26,0.00,,,,
112,01/16/2024 19:30:17,19.22,0.00,,,,
113,01/16/2024 19:35:17,19.22,0.00,,,,
114,01/16/2024 19:40:17,19.26,0.00,,,,
115,01/16/2024 19:45:17,19.22,0.00,,,,
116,01/16/2024 19:50:17,19.22,0.00,,,,
117,01/16/2024 19:55:17,19.22,0.00,,,,
118,01/16/2024 20:00:17,19.22,0.00,,,,
119,01/16/2024 20:05:17,19.22,0.00,,,,
120,01/16/2024 20:10:17,19.17,0.00,,,,
121,01/16/2024 20:15:17,19.13,0.00,,,,
122,01/16/2024 20:20:17,19.13,0.00,,,,
123,01/16/2024 20:25:17,19.13,0.00,,,,
124,01/16/2024 20:30:17,19.09,0.00,,,,
125,01/16/2024 20:35:17,19.13,0.00,,,,
126,01/16/2024 20:40:17,19.22,0.00,,,,
127,01/16/2024 20:45:17,19.22,0.00,,,,
128,01/16/2024 20:50:17,19.17,0.00,,,,
129,01/16/2024 20:55:17,19.13,0.00,,,,
130,01/16/2024 21:00:17,19.13,0.00,,,,
131,01/16/2024 21:05:17,19.13,0.00,,,,
132,01/16/2024 21:10:17,19.13,0.00,,,,
133,01/16/2024 21:15:17,19.13,0.00,,,,
134,01/16/2024 21:20:17,19.13,0.00,,,,
135,01/16/2024 21:25:17,19.13,0.00,,,,
136,01/16/2024 21:30:17,19.17,0.00,,,,
137,01/16/2024 21:35:17,19.13,0.00,,,,
138,01/16/2024 21:40:17,19.13,0.00,,,,
139,01/16/2024 21:45:17,19.09,0.00,,,,
140,01/16/2024 21:50:17,19.17,0.00,,,,
141,01/16/2024 21:55:17,19.13,0.00,,,,
142,01/16/2024 22:00:17,19.13,0.00,,,,
143,01/16/2024 22:05:17,19.13,0.00,,,,
144,01/16/2024 22:10:17,19.17,0.00,,,,
145,01/16/2024 22:15:17,19.13,0.00,,,,
146,01/16/2024 22:20:17,19.17,0.00,,,,
147,01/16/2024 22:25:17,19.13,0.00,,,,
148,01/16/2024 22:30:17,19.13,0.00,,,,
149,01/16/2024 22:35:17,19.13,0.00,,,,
150,01/16/2024 22:40:17,19.17,0.00,,,,
151,01/16/2024 22:45:17,19.17,0.00,,,,
152,01/16/2024 22:50:17,19.13,0.00,,,,
153,01/16/2024 22:55:17,19.17,0.00,,,,
154,01/16/2024 23:00:17,19.13,0.00,,,,
155,01/16/2024 23:05:17,19.17,0.00,,,,
156,01/16/2024 23:10:17,19.13,0.00,,,,
157,01/16/2024 23:15:17,19.13,0.00,,,,
158,01/16/2024 23:20:17,19.13,0.00,,,,
159,01/16/2024 23:25:17,19.13,0.00,,,,
160,01/16/2024 23:30:17,19.17,0.00,,,,
161,01/16/2024 23:35:17,19.13,0.00,,,,
162,01/16/2024 23:40:17,19.13,0.00,,,,
163,01/16/2024 23:45:17,19.09,0.00,,,,
164,01/16/2024 23:50:17,19.13,0.00,,,,
165,01/16/2024 23:55:17,19.09,0.00,,,,
166,01/17/2024 00:00:17,19.09,0.00,,,,
167,01/17/2024 00:05:17,19.09,0.00,,,,
168,01/17/2024 00:10:17,19.05,0.00,,,,
169,01/17/2024 00:15:17,19.09,0.00,,,,
170,01/17/2024 00:20:17,19.00,0.00,,,,
171,01/17/2024 00:25:17,19.05,0.00,,,,
172,01/17/2024 00:30:17,19.09,0.00,,,,
173,01/17/2024 00:35:17,19.13,0.00,,,,
174,01/17/2024 00:40:17,19.13,0.00,,,,
175,01/17/2024 00:45:17,19.17,0.00,,,,
176,01/17/2024 00:50:17,19.09,0.00,,,,
177,01/17/2024 00:55:17,19.09,0.00,,,,
178,01/17/2024 01:00:17,19.05,0.00,,,,
179,01/17/2024 01:05:17,19.09,0.00,,,,
180,01/17/2024 01:10:17,19.05,0.00,,,,
181,01/17/2024 01:15:17,19.09,0.00,,,,
182,01/17/2024 01:20:17,19.09,0.00,,,,
183,01/17/2024 01:25:17,19.13,0.00,,,,
184,01/17/2024 01:30:17,19.05,0.00,,,,
185,01/17/2024 01:35:17,19.09,0.00,,,,
186,01/17/2024 01:40:17,19.05,0.00,,,,
187,01/17/2024 01:45:17,19.05,0.00,,,,
188,01/17/2024 01:50:17,19.09,0.00,,,,
189,01/17/2024 01:55:17,19.09,0.00,,,,
190,01/17/2024 02:00:17,19.09,0.00,,,,
191,01/17/2024 02:05:17,19.05,0.00,,,,
192,01/17/2024 02:10:17,19.09,0.00,,,,
193,01/17/2024 02:15:17,19.05,0.00,,,,
194,01/17/2024 02:20:17,19.09,0.00,,,,
195,01/17/2024 02:25:17,19.05,0.00,,,,
196,01/17/2024 02:30:17,19.05,0.00,,,,
197,01/17/2024 02:35:17,19.00,0.00,,,,
198,01/17/2024 02:40:17,19.05,0.00,,,,
199,01/17/2024 02:45:17,19.00,0.00,,,,
200,01/17/2024 02:50:17,19.00,0.00,,,,
201,01/17/2024 02:55:17,19.00,0.00,,,,
202,01/17/2024 03:00:17,19.00,0.00,,,,
203,01/17/2024 03:05:17,19.05,0.00,,,,
204,01/17/2024 03:10:17,19.05,0.00,,,,
205,01/17/2024 03:15:17,19.09,0.00,,,,
206,01/17/2024 03:20:17,19.09,0.00,,,,
207,01/17/2024 03:25:17,19.13,0.00,,,,
208,01/17/2024 03:30:17,19.17,0.00,,,,
209,01/17/2024 03:35:17,19.09,0.00,,,,
210,01/17/2024 03:40:17,19.09,0.00,,,,
211,01/17/2024 03:45:17,19.09,0.00,,,,
212,01/17/2024 03:50:17,19.09,0.00,,,,
213,01/17/2024 03:55:17,19.09,0.00,,,,
214,01/17/2024 04:00:17,19.05,0.00,,,,
215,01/17/2024 04:05:17,19.00,0.00,,,,
