#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,05/09/2024 09:20:00,21.23,370.08,,,,
2,05/09/2024 09:25:00,21.45,183.76,,,,
3,05/09/2024 09:30:00,21.45,169.68,,,,
4,05/09/2024 09:35:00,21.45,99.64,,,,
5,05/09/2024 09:40:00,21.36,83.20,,,,
6,05/09/2024 09:45:00,21.32,88.40,,,,
7,05/09/2024 09:50:00,21.23,156.04,,,,
8,05/09/2024 09:55:00,21.19,156.04,,,,
9,05/09/2024 10:00:00,21.15,157.00,,,,
10,05/09/2024 10:05:00,21.15,157.76,,,,
11,05/09/2024 10:10:00,21.06,156.12,,,,
12,05/09/2024 10:15:00,20.93,161.96,,,,
13,05/09/2024 10:20:00,20.93,157.00,,,,
14,05/09/2024 10:25:00,20.89,159.48,,,,
15,05/09/2024 10:30:00,20.85,351.68,,,,
16,05/09/2024 10:30:08,,,Logged,Logged,,
17,05/09/2024 10:30:11,,,Logged,Logged,,
18,05/09/2024 10:30:12,,,Logged,Logged,,
19,05/09/2024 10:30:16,,,,,Logged,Logged
