#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,05/09/2024 09:20:00,21.15,23.11,,,,
2,05/09/2024 09:25:00,21.45,122.84,,,,
3,05/09/2024 09:30:00,21.40,125.60,,,,
4,05/09/2024 09:35:00,21.32,94.44,,,,
5,05/09/2024 09:40:00,21.23,75.60,,,,
6,05/09/2024 09:45:00,21.15,79.66,,,,
7,05/09/2024 09:50:00,21.19,78.26,,,,
8,05/09/2024 09:55:00,21.06,76.54,,,,
9,05/09/2024 10:00:00,21.02,78.26,,,,
10,05/09/2024 10:05:00,20.98,76.54,,,,
11,05/09/2024 10:10:00,20.98,77.38,,,,
12,05/09/2024 10:15:00,20.93,77.44,,,,
13,05/09/2024 10:20:00,20.89,76.50,,,,
14,05/09/2024 10:25:00,20.85,78.26,,,,
15,05/09/2024 10:29:09,,,Logged,Logged,,
16,05/09/2024 10:29:10,,,Logged,Logged,,
17,05/09/2024 10:29:16,,,,,Logged,Logged
