#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,05/09/2024 09:35:00,21.36,78.02,,,,
2,05/09/2024 09:40:00,21.23,80.04,,,,
3,05/09/2024 09:45:00,21.19,78.68,,,,
4,05/09/2024 09:50:00,21.10,218.80,,,,
5,05/09/2024 09:55:00,21.06,217.04,,,,
6,05/09/2024 10:00:00,21.06,224.00,,,,
7,05/09/2024 10:05:00,20.98,224.00,,,,
8,05/09/2024 10:10:00,20.93,222.32,,,,
9,05/09/2024 10:15:00,20.89,224.00,,,,
10,05/09/2024 10:20:00,20.85,218.80,,,,
11,05/09/2024 10:25:00,20.85,221.44,,,,
12,05/09/2024 10:28:23,,,Logged,Logged,,
13,05/09/2024 10:28:24,,,Logged,Logged,,
14,05/09/2024 10:28:25,,,,,Logged,Logged
