#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,05/09/2024 09:30:00,21.15,290.96,,,,
2,05/09/2024 09:35:00,21.19,223.60,,,,
3,05/09/2024 09:40:00,21.15,232.24,,,,
4,05/09/2024 09:45:00,21.06,254.24,,,,
5,05/09/2024 09:50:00,21.06,354.72,,,,
6,05/09/2024 09:55:00,20.98,352.32,,,,
7,05/09/2024 10:00:00,20.93,359.04,,,,
8,05/09/2024 10:05:00,20.89,360.96,,,,
9,05/09/2024 10:10:00,20.89,360.80,,,,
10,05/09/2024 10:15:00,20.76,360.16,,,,
11,05/09/2024 10:20:00,20.72,365.12,,,,
12,05/09/2024 10:25:00,20.72,355.52,,,,
13,05/09/2024 10:26:47,,,Logged,Logged,,
14,05/09/2024 10:26:49,,,,,Logged,Logged
