Plot,DateTime,Temperature
B4,2024-04-01T19:55:00Z,26.77
B4,2024-04-01T20:00:00Z,28.4
B4,2024-04-01T20:05:00Z,28.95
B4,2024-04-01T20:10:00Z,29.3
B4,2024-04-01T20:15:00Z,29.56
B4,2024-04-01T20:20:00Z,29.56
B4,2024-04-01T20:25:00Z,29.73
B4,2024-04-01T20:30:00Z,30.07
B4,2024-04-01T20:35:00Z,30.11
B4,2024-04-01T20:40:00Z,29.64
B4,2024-04-01T20:45:00Z,27.2
B4,2024-04-01T20:50:00Z,27.45
B4,2024-04-01T20:55:00Z,26.25
B4,2024-04-01T21:00:00Z,25.61
B4,2024-04-01T21:05:00Z,24.41
B4,2024-04-01T21:10:00Z,24.45
B4,2024-04-01T21:15:00Z,24.02
B4,2024-04-01T21:20:00Z,23.55
B4,2024-04-01T21:25:00Z,23.34
B4,2024-04-01T21:30:00Z,23.38
B4,2024-04-01T21:35:00Z,23.38
B4,2024-04-01T21:40:00Z,22.18
B4,2024-04-01T21:45:00Z,22.91
B4,2024-04-01T21:50:00Z,21.75
B4,2024-04-01T21:55:00Z,22.61
B4,2024-04-01T22:00:00Z,22.61
B4,2024-04-01T22:05:00Z,22.31
B4,2024-04-01T22:10:00Z,21.75
B4,2024-04-01T22:15:00Z,20.68
B4,2024-04-01T22:20:00Z,20.93
B4,2024-04-01T22:25:00Z,20.93
B4,2024-04-01T22:30:00Z,21.02
B4,2024-04-01T22:35:00Z,19.9
B4,2024-04-01T22:40:00Z,19.77
B4,2024-04-01T22:45:00Z,19.52
B4,2024-04-01T22:50:00Z,20.07
B4,2024-04-01T22:55:00Z,19.86
B4,2024-04-01T23:00:00Z,19.22
B4,2024-04-01T23:05:00Z,19.39
B4,2024-04-01T23:10:00Z,18.62
B4,2024-04-01T23:15:00Z,19.09
B4,2024-04-01T23:20:00Z,18.83
B4,2024-04-01T23:25:00Z,18.83
B4,2024-04-01T23:30:00Z,18.4
B4,2024-04-01T23:35:00Z,18.7
B4,2024-04-01T23:40:00Z,18.79
B4,2024-04-01T23:45:00Z,17.89
B4,2024-04-01T23:50:00Z,17.93
B4,2024-04-01T23:55:00Z,18.1
B4,2024-04-02T00:00:00Z,17.84
B4,2024-04-02T00:05:00Z,17.5
B4,2024-04-02T00:10:00Z,17.24
B4,2024-04-02T00:15:00Z,17.41
B4,2024-04-02T00:20:00Z,17.07
B4,2024-04-02T00:25:00Z,17.2
B4,2024-04-02T00:30:00Z,17.16
B4,2024-04-02T00:35:00Z,16.99
B4,2024-04-02T00:40:00Z,16.81
B4,2024-04-02T00:45:00Z,16.94
B4,2024-04-02T00:50:00Z,16.43
B4,2024-04-02T00:55:00Z,16.21
B4,2024-04-02T01:00:00Z,15.74
B4,2024-04-02T01:05:00Z,15.66
B4,2024-04-02T01:10:00Z,15.53
B4,2024-04-02T01:15:00Z,15.48
B4,2024-04-02T01:20:00Z,15.53
B4,2024-04-02T01:25:00Z,15.44
B4,2024-04-02T01:30:00Z,15.44
B4,2024-04-02T01:35:00Z,15.4
B4,2024-04-02T01:40:00Z,15.36
B4,2024-04-02T01:45:00Z,15.31
B4,2024-04-02T01:50:00Z,15.31
B4,2024-04-02T01:55:00Z,15.23
B4,2024-04-02T02:00:00Z,15.27
B4,2024-04-02T02:05:00Z,15.23
B4,2024-04-02T02:10:00Z,15.18
B4,2024-04-02T02:15:00Z,15.14
B4,2024-04-02T02:20:00Z,15.14
B4,2024-04-02T02:25:00Z,15.1
B4,2024-04-02T02:30:00Z,15.1
B4,2024-04-02T02:35:00Z,15.06
B4,2024-04-02T02:40:00Z,15.01
B4,2024-04-02T02:45:00Z,15.01
B4,2024-04-02T02:50:00Z,14.97
B4,2024-04-02T02:55:00Z,14.93
B4,2024-04-02T03:00:00Z,14.97
B4,2024-04-02T03:05:00Z,14.93
B4,2024-04-02T03:10:00Z,14.93
B4,2024-04-02T03:15:00Z,14.93
B4,2024-04-02T03:20:00Z,14.88
B4,2024-04-02T03:25:00Z,14.93
B4,2024-04-02T03:30:00Z,14.88
B4,2024-04-02T03:35:00Z,14.88
B4,2024-04-02T03:40:00Z,14.88
B4,2024-04-02T03:45:00Z,14.88
B4,2024-04-02T03:50:00Z,14.88
B4,2024-04-02T03:55:00Z,14.88
B4,2024-04-02T04:00:00Z,14.84
B4,2024-04-02T04:05:00Z,14.84
B4,2024-04-02T04:10:00Z,14.88
B4,2024-04-02T04:15:00Z,14.8
B4,2024-04-02T04:20:00Z,14.84
B4,2024-04-02T04:25:00Z,14.8
B4,2024-04-02T04:30:00Z,14.75
B4,2024-04-02T04:35:00Z,14.75
B4,2024-04-02T04:40:00Z,14.75
B4,2024-04-02T04:45:00Z,14.71
B4,2024-04-02T04:50:00Z,14.75
B4,2024-04-02T04:55:00Z,14.71
B4,2024-04-02T05:00:00Z,14.75
B4,2024-04-02T05:05:00Z,14.67
B4,2024-04-02T05:10:00Z,14.71
B4,2024-04-02T05:15:00Z,14.67
B4,2024-04-02T05:20:00Z,14.63
B4,2024-04-02T05:25:00Z,14.67
B4,2024-04-02T05:30:00Z,14.63
B4,2024-04-02T05:35:00Z,14.67
B4,2024-04-02T05:40:00Z,14.63
B4,2024-04-02T05:45:00Z,14.67
B4,2024-04-02T05:50:00Z,14.63
B4,2024-04-02T05:55:00Z,14.58
B4,2024-04-02T06:00:00Z,14.58
B4,2024-04-02T06:05:00Z,14.58
B4,2024-04-02T06:10:00Z,14.58
B4,2024-04-02T06:15:00Z,14.58
B4,2024-04-02T06:20:00Z,14.58
B4,2024-04-02T06:25:00Z,14.54
B4,2024-04-02T06:30:00Z,14.58
B4,2024-04-02T06:35:00Z,14.54
B4,2024-04-02T06:40:00Z,14.54
B4,2024-04-02T06:45:00Z,14.5
B4,2024-04-02T06:50:00Z,14.45
B4,2024-04-02T06:55:00Z,14.45
B4,2024-04-02T07:00:00Z,14.5
B4,2024-04-02T07:05:00Z,14.5
B4,2024-04-02T07:10:00Z,14.41
B4,2024-04-02T07:15:00Z,14.41
B4,2024-04-02T07:20:00Z,14.41
B4,2024-04-02T07:25:00Z,14.41
B4,2024-04-02T07:30:00Z,14.41
B4,2024-04-02T07:35:00Z,14.41
B4,2024-04-02T07:40:00Z,14.37
