Plot,DateTime,Temperature
B3,2024-04-27T15:20:00Z,24.02
B3,2024-04-27T15:25:00Z,27.07
B3,2024-04-27T15:30:00Z,28.05
B3,2024-04-27T15:35:00Z,29.04
B3,2024-04-27T15:40:00Z,29.6
B3,2024-04-27T15:45:00Z,30.11
B3,2024-04-27T15:50:00Z,31.1
B3,2024-04-27T15:55:00Z,31.36
B3,2024-04-27T16:00:00Z,32.04
B3,2024-04-27T16:05:00Z,32.64
B3,2024-04-27T16:10:00Z,33.33
B3,2024-04-27T16:15:00Z,33.72
B3,2024-04-27T16:20:00Z,34.23
B3,2024-04-27T16:25:00Z,34.36
B3,2024-04-27T16:30:00Z,35
B3,2024-04-27T16:35:00Z,35.18
B3,2024-04-27T16:40:00Z,35.3
B3,2024-04-27T16:45:00Z,27.5
B3,2024-04-27T16:50:00Z,26.12
B3,2024-04-27T16:55:00Z,24.71
B3,2024-04-27T17:00:00Z,23.25
B3,2024-04-27T17:05:00Z,23.64
B3,2024-04-27T17:10:00Z,22.26
B3,2024-04-27T17:15:00Z,22.05
B3,2024-04-27T17:20:00Z,21.49
B3,2024-04-27T17:25:00Z,21.62
B3,2024-04-27T17:30:00Z,21.19
B3,2024-04-27T17:35:00Z,21.28
B3,2024-04-27T17:40:00Z,20.25
B3,2024-04-27T17:45:00Z,20.29
B3,2024-04-27T17:50:00Z,20.72
B3,2024-04-27T17:55:00Z,20.85
B3,2024-04-27T18:00:00Z,20.29
B3,2024-04-27T18:05:00Z,19.99
B3,2024-04-27T18:10:00Z,20.5
B3,2024-04-27T18:15:00Z,19.82
B3,2024-04-27T18:20:00Z,19.95
B3,2024-04-27T18:25:00Z,20.16
B3,2024-04-27T18:30:00Z,19.69
B3,2024-04-27T18:35:00Z,19.3
B3,2024-04-27T18:40:00Z,19.47
B3,2024-04-27T18:45:00Z,19.52
B3,2024-04-27T18:50:00Z,19.17
B3,2024-04-27T18:55:00Z,19.69
B3,2024-04-27T19:00:00Z,19.82
B3,2024-04-27T19:05:00Z,19.52
B3,2024-04-27T19:10:00Z,19.43
B3,2024-04-27T19:15:00Z,19.17
B3,2024-04-27T19:20:00Z,19.17
B3,2024-04-27T19:25:00Z,19.65
B3,2024-04-27T19:30:00Z,19.73
B3,2024-04-27T19:35:00Z,19.47
B3,2024-04-27T19:40:00Z,19.3
B3,2024-04-27T19:45:00Z,19.52
B3,2024-04-27T19:50:00Z,19.77
B3,2024-04-27T19:55:00Z,19.9
B3,2024-04-27T20:00:00Z,19.82
B3,2024-04-27T20:05:00Z,19.73
B3,2024-04-27T20:10:00Z,19.73
B3,2024-04-27T20:15:00Z,19.82
B3,2024-04-27T20:20:00Z,19.69
B3,2024-04-27T20:25:00Z,19.69
B3,2024-04-27T20:30:00Z,19.69
B3,2024-04-27T20:35:00Z,19.77
B3,2024-04-27T20:40:00Z,19.52
B3,2024-04-27T20:45:00Z,19.73
B3,2024-04-27T20:50:00Z,19.77
B3,2024-04-27T20:55:00Z,19.82
B3,2024-04-27T21:00:00Z,19.86
B3,2024-04-27T21:05:00Z,19.82
B3,2024-04-27T21:10:00Z,20.12
B3,2024-04-27T21:15:00Z,20.03
B3,2024-04-27T21:20:00Z,19.95
B3,2024-04-27T21:25:00Z,20.2
B3,2024-04-27T21:30:00Z,19.82
B3,2024-04-27T21:35:00Z,19.95
