Plot,DateTime,Temperature
M3,2024-04-08T01:35:00Z,15.1
M3,2024-04-08T01:40:00Z,15.1
M3,2024-04-08T01:45:00Z,15.06
M3,2024-04-08T01:50:00Z,14.88
M3,2024-04-08T01:55:00Z,14.75
M3,2024-04-08T02:00:00Z,14.63
M3,2024-04-08T02:05:00Z,14.58
M3,2024-04-08T02:10:00Z,14.45
M3,2024-04-08T02:15:00Z,14.41
M3,2024-04-08T02:20:00Z,14.33
M3,2024-04-08T02:25:00Z,14.28
M3,2024-04-08T02:30:00Z,14.24
M3,2024-04-08T02:35:00Z,14.2
M3,2024-04-08T02:40:00Z,14.15
M3,2024-04-08T02:45:00Z,14.15
M3,2024-04-08T02:50:00Z,14.15
M3,2024-04-08T02:55:00Z,14.11
M3,2024-04-08T03:00:00Z,14.15
M3,2024-04-08T03:05:00Z,14.2
M3,2024-04-08T03:10:00Z,14.15
M3,2024-04-08T03:15:00Z,14.2
M3,2024-04-08T03:20:00Z,14.2
M3,2024-04-08T03:25:00Z,14.24
M3,2024-04-08T03:30:00Z,14.28
M3,2024-04-08T03:35:00Z,14.28
M3,2024-04-08T03:40:00Z,14.28
M3,2024-04-08T03:45:00Z,14.28
M3,2024-04-08T03:50:00Z,14.33
M3,2024-04-08T03:55:00Z,14.33
M3,2024-04-08T04:00:00Z,14.33
M3,2024-04-08T04:05:00Z,14.33
M3,2024-04-08T04:10:00Z,14.37
M3,2024-04-08T04:15:00Z,14.37
M3,2024-04-08T04:20:00Z,14.33
M3,2024-04-08T04:25:00Z,14.37
M3,2024-04-08T04:30:00Z,14.33
M3,2024-04-08T04:35:00Z,14.33
M3,2024-04-08T04:40:00Z,14.33
M3,2024-04-08T04:45:00Z,14.33
M3,2024-04-08T04:50:00Z,14.37
M3,2024-04-08T04:55:00Z,14.28
M3,2024-04-08T05:00:00Z,14.33
M3,2024-04-08T05:05:00Z,14.28
M3,2024-04-08T05:10:00Z,14.28
M3,2024-04-08T05:15:00Z,14.28
M3,2024-04-08T05:20:00Z,14.2
M3,2024-04-08T05:25:00Z,14.24
M3,2024-04-08T05:30:00Z,14.24
M3,2024-04-08T05:35:00Z,14.11
M3,2024-04-08T05:40:00Z,14.03
M3,2024-04-08T05:45:00Z,13.94
M3,2024-04-08T05:50:00Z,13.81
M3,2024-04-08T05:55:00Z,13.68
M3,2024-04-08T06:00:00Z,13.55
M3,2024-04-08T06:05:00Z,13.51
M3,2024-04-08T06:10:00Z,13.38
M3,2024-04-08T06:15:00Z,13.47
M3,2024-04-08T06:20:00Z,13.47
M3,2024-04-08T06:25:00Z,13.51
M3,2024-04-08T06:30:00Z,13.43
M3,2024-04-08T06:35:00Z,13.51
M3,2024-04-08T06:40:00Z,13.47
M3,2024-04-08T06:45:00Z,13.6
M3,2024-04-08T06:50:00Z,13.73
M3,2024-04-08T06:55:00Z,13.81
M3,2024-04-08T07:00:00Z,13.94
M3,2024-04-08T07:05:00Z,13.94
M3,2024-04-08T07:10:00Z,13.94
M3,2024-04-08T07:15:00Z,13.98
M3,2024-04-08T14:05:00Z,13.21
M3,2024-04-08T14:15:00Z,13.43
M3,2024-04-08T14:20:00Z,13.38
M3,2024-04-08T14:25:00Z,13.43
M3,2024-04-08T14:30:00Z,13.55
M3,2024-04-08T14:35:00Z,13.51
M3,2024-04-08T14:40:00Z,13.47
M3,2024-04-08T14:45:00Z,13.55
M3,2024-04-08T14:50:00Z,13.51
M3,2024-04-08T14:55:00Z,13.55
M3,2024-04-08T15:00:00Z,13.55
M3,2024-04-08T15:05:00Z,13.6
M3,2024-04-08T15:10:00Z,13.64
M3,2024-04-08T15:15:00Z,13.68
M3,2024-04-08T15:20:00Z,13.77
M3,2024-04-08T15:25:00Z,13.77
M3,2024-04-08T15:30:00Z,13.9
M3,2024-04-08T15:35:00Z,13.98
M3,2024-04-08T15:40:00Z,13.98
M3,2024-04-08T15:45:00Z,14.07
M3,2024-04-08T15:50:00Z,14.15
M3,2024-04-08T15:55:00Z,14.24
M3,2024-04-08T16:00:00Z,14.28
M3,2024-04-08T16:05:00Z,14.41
M3,2024-04-08T16:10:00Z,14.54
M3,2024-04-08T16:15:00Z,14.63
M3,2024-04-08T16:20:00Z,14.8
M3,2024-04-08T16:25:00Z,14.97
M3,2024-04-08T16:30:00Z,15.23
M3,2024-04-08T16:35:00Z,15.4
M3,2024-04-08T16:40:00Z,15.53
M3,2024-04-08T16:45:00Z,15.74
M3,2024-04-08T16:50:00Z,15.87
M3,2024-04-08T16:55:00Z,16
M3,2024-04-08T17:00:00Z,16.17
M3,2024-04-08T17:05:00Z,16.43
M3,2024-04-08T17:10:00Z,16.56
M3,2024-04-08T17:15:00Z,16.6
M3,2024-04-08T17:20:00Z,16.6
M3,2024-04-08T17:25:00Z,16.64
M3,2024-04-08T17:30:00Z,16.56
M3,2024-04-08T17:35:00Z,16.43
M3,2024-04-08T17:40:00Z,16.34
M3,2024-04-08T17:45:00Z,16.21
M3,2024-04-08T17:50:00Z,16.08
M3,2024-04-08T17:55:00Z,16
M3,2024-04-08T18:00:00Z,15.87
M3,2024-04-08T18:05:00Z,15.91
M3,2024-04-08T18:10:00Z,15.83
M3,2024-04-08T18:15:00Z,16
M3,2024-04-08T18:20:00Z,16.13
M3,2024-04-08T18:25:00Z,16.39
M3,2024-04-08T18:30:00Z,16.69
M3,2024-04-08T18:35:00Z,16.94
M3,2024-04-08T18:40:00Z,17.41
M3,2024-04-08T18:45:00Z,17.89
M3,2024-04-08T18:50:00Z,18.49
M3,2024-04-08T18:55:00Z,19.09
M3,2024-04-08T19:00:00Z,19.9
M3,2024-04-08T19:05:00Z,20.55
M3,2024-04-08T19:10:00Z,21.32
M3,2024-04-08T19:15:00Z,21.88
M3,2024-04-08T19:25:00Z,22.95
M3,2024-04-09T01:45:00Z,15.36
M3,2024-04-09T01:50:00Z,15.36
M3,2024-04-09T01:55:00Z,15.31
M3,2024-04-09T02:00:00Z,15.31
M3,2024-04-09T02:05:00Z,15.31
M3,2024-04-09T02:10:00Z,15.14
M3,2024-04-09T02:15:00Z,15.14
M3,2024-04-09T02:20:00Z,15.06
M3,2024-04-09T02:25:00Z,15.01
M3,2024-04-09T02:30:00Z,14.97
M3,2024-04-09T02:35:00Z,14.93
M3,2024-04-09T02:40:00Z,14.97
M3,2024-04-09T02:45:00Z,14.97
M3,2024-04-09T02:50:00Z,14.88
M3,2024-04-09T02:55:00Z,14.84
M3,2024-04-09T03:00:00Z,14.75
M3,2024-04-09T03:05:00Z,14.8
M3,2024-04-09T03:10:00Z,14.75
M3,2024-04-09T03:15:00Z,14.71
M3,2024-04-09T03:20:00Z,14.71
M3,2024-04-09T03:25:00Z,14.63
M3,2024-04-09T03:30:00Z,14.75
M3,2024-04-09T03:35:00Z,14.63
M3,2024-04-09T03:40:00Z,14.54
M3,2024-04-09T03:45:00Z,14.58
M3,2024-04-09T03:50:00Z,14.54
M3,2024-04-09T03:55:00Z,14.54
M3,2024-04-09T04:00:00Z,14.58
M3,2024-04-09T04:05:00Z,14.54
M3,2024-04-09T04:10:00Z,14.58
M3,2024-04-09T04:15:00Z,14.54
M3,2024-04-09T04:20:00Z,14.54
M3,2024-04-09T04:25:00Z,14.54
M3,2024-04-09T04:30:00Z,14.5
M3,2024-04-09T04:35:00Z,14.58
M3,2024-04-09T04:40:00Z,14.58
M3,2024-04-09T04:45:00Z,14.54
M3,2024-04-09T04:50:00Z,14.45
M3,2024-04-09T04:55:00Z,14.45
M3,2024-04-09T05:00:00Z,14.37
M3,2024-04-09T05:05:00Z,14.37
M3,2024-04-09T05:10:00Z,14.37
M3,2024-04-09T05:15:00Z,14.33
M3,2024-04-09T05:20:00Z,14.41
M3,2024-04-09T05:25:00Z,14.33
M3,2024-04-09T05:30:00Z,14.28
M3,2024-04-09T05:35:00Z,14.33
M3,2024-04-09T05:40:00Z,14.37
M3,2024-04-09T05:45:00Z,14.24
M3,2024-04-09T05:50:00Z,14.24
M3,2024-04-09T05:55:00Z,14.28
M3,2024-04-09T06:00:00Z,14.15
M3,2024-04-09T06:05:00Z,14.11
M3,2024-04-09T06:10:00Z,14.03
M3,2024-04-09T06:15:00Z,14.03
M3,2024-04-09T06:20:00Z,13.9
M3,2024-04-09T06:25:00Z,13.94
M3,2024-04-09T06:30:00Z,13.85
M3,2024-04-09T06:35:00Z,13.85
M3,2024-04-09T06:40:00Z,13.73
M3,2024-04-09T06:45:00Z,13.64
M3,2024-04-09T06:50:00Z,13.47
M3,2024-04-09T06:55:00Z,13.43
M3,2024-04-09T07:00:00Z,13.55
M3,2024-04-09T07:05:00Z,13.55
M3,2024-04-09T07:10:00Z,13.43
M3,2024-04-09T07:15:00Z,13.43
M3,2024-04-09T07:20:00Z,13.34
M3,2024-04-09T07:25:00Z,13.43
M3,2024-04-09T07:30:00Z,13.43
M3,2024-04-09T07:35:00Z,13.43
M3,2024-04-09T07:40:00Z,13.43
M3,2024-04-09T07:45:00Z,13.47
M3,2024-04-09T07:50:00Z,13.47
M3,2024-04-09T07:55:00Z,13.51
M3,2024-04-09T15:15:00Z,15.74
M3,2024-04-09T15:25:00Z,15.91
M3,2024-04-09T15:30:00Z,15.66
M3,2024-04-09T15:35:00Z,15.87
M3,2024-04-09T15:40:00Z,15.61
M3,2024-04-09T15:45:00Z,15.53
M3,2024-04-09T15:50:00Z,15.61
M3,2024-04-09T15:55:00Z,15.4
M3,2024-04-09T16:00:00Z,15.27
M3,2024-04-09T16:05:00Z,15.48
M3,2024-04-09T16:10:00Z,15.44
M3,2024-04-09T16:15:00Z,15.53
M3,2024-04-09T16:20:00Z,15.53
M3,2024-04-09T16:25:00Z,15.66
M3,2024-04-09T16:30:00Z,15.74
M3,2024-04-09T16:35:00Z,15.87
M3,2024-04-09T16:40:00Z,15.96
M3,2024-04-09T16:45:00Z,16
M3,2024-04-09T16:50:00Z,16.08
M3,2024-04-09T16:55:00Z,16.21
M3,2024-04-09T17:00:00Z,16.26
M3,2024-04-09T17:05:00Z,16.47
M3,2024-04-09T17:10:00Z,16.6
M3,2024-04-09T17:15:00Z,16.64
M3,2024-04-09T17:20:00Z,16.64
M3,2024-04-09T17:25:00Z,16.86
M3,2024-04-09T17:30:00Z,16.86
M3,2024-04-09T17:35:00Z,16.94
M3,2024-04-09T17:40:00Z,17.07
M3,2024-04-09T17:45:00Z,17.24
M3,2024-04-09T17:50:00Z,17.29
M3,2024-04-09T17:55:00Z,17.59
M3,2024-04-09T18:00:00Z,17.63
M3,2024-04-09T18:05:00Z,17.72
M3,2024-04-09T18:10:00Z,17.89
M3,2024-04-09T18:15:00Z,18.02
M3,2024-04-09T18:20:00Z,18.19
M3,2024-04-09T18:25:00Z,18.36
M3,2024-04-09T18:30:00Z,18.53
M3,2024-04-09T18:35:00Z,18.74
M3,2024-04-09T18:40:00Z,19
M3,2024-04-09T18:45:00Z,19
M3,2024-04-09T18:50:00Z,19.39
M3,2024-04-09T18:55:00Z,19.43
M3,2024-04-09T19:00:00Z,19.69
M3,2024-04-09T19:05:00Z,19.99
M3,2024-04-09T19:10:00Z,20.29
M3,2024-04-09T19:15:00Z,20.85
