Plot,DateTime,Temperature
RW1,2024-04-07T12:55:00Z,6.78
RW1,2024-04-07T13:00:00Z,6.82
RW1,2024-04-07T13:05:00Z,6.82
RW1,2024-04-07T13:10:00Z,6.73
RW1,2024-04-07T13:15:00Z,7.98
RW1,2024-04-07T13:20:00Z,10.42
RW1,2024-04-07T13:25:00Z,11.58
RW1,2024-04-07T13:30:00Z,11.92
RW1,2024-04-07T13:35:00Z,12.4
RW1,2024-04-07T13:40:00Z,12.57
RW1,2024-04-07T13:45:00Z,12.61
RW1,2024-04-07T13:50:00Z,12.7
RW1,2024-04-07T13:55:00Z,12.74
RW1,2024-04-07T14:00:00Z,12.78
RW1,2024-04-07T14:05:00Z,12.78
RW1,2024-04-07T14:10:00Z,12.78
RW1,2024-04-07T14:15:00Z,12.82
RW1,2024-04-07T14:20:00Z,12.91
RW1,2024-04-07T14:25:00Z,12.91
RW1,2024-04-07T14:30:00Z,13
RW1,2024-04-07T14:35:00Z,13
RW1,2024-04-07T14:40:00Z,13.08
RW1,2024-04-07T14:45:00Z,13.04
RW1,2024-04-07T14:50:00Z,13.04
RW1,2024-04-07T14:55:00Z,13.12
RW1,2024-04-07T15:00:00Z,13.12
RW1,2024-04-07T15:05:00Z,13.25
RW1,2024-04-07T15:10:00Z,13.21
RW1,2024-04-07T15:15:00Z,13.3
RW1,2024-04-07T15:20:00Z,13.17
RW1,2024-04-07T15:25:00Z,13.3
RW1,2024-04-07T15:30:00Z,13.47
RW1,2024-04-07T15:35:00Z,13.68
RW1,2024-04-07T15:40:00Z,13.77
RW1,2024-04-07T15:45:00Z,13.68
RW1,2024-04-07T15:50:00Z,13.9
RW1,2024-04-07T15:55:00Z,13.9
RW1,2024-04-07T16:00:00Z,13.9
RW1,2024-04-07T16:05:00Z,13.98
RW1,2024-04-07T16:10:00Z,14.11
RW1,2024-04-07T16:15:00Z,13.9
RW1,2024-04-07T16:20:00Z,14.28
RW1,2024-04-07T16:25:00Z,14.11
RW1,2024-04-07T16:30:00Z,14.24
RW1,2024-04-07T16:35:00Z,14.41
RW1,2024-04-07T16:40:00Z,14.41
RW1,2024-04-07T16:45:00Z,14.54
RW1,2024-04-07T16:50:00Z,14.41
RW1,2024-04-07T16:55:00Z,14.67
RW1,2024-04-07T17:00:00Z,14.88
RW1,2024-04-07T17:05:00Z,14.84
RW1,2024-04-07T17:10:00Z,15.1
RW1,2024-04-07T17:15:00Z,15.1
RW1,2024-04-07T17:20:00Z,15.14
RW1,2024-04-07T17:25:00Z,15.27
RW1,2024-04-07T17:30:00Z,15.27
RW1,2024-04-07T17:35:00Z,15.27
RW1,2024-04-07T17:40:00Z,15.83
RW1,2024-04-07T17:45:00Z,15.96
RW1,2024-04-07T17:50:00Z,15.48
RW1,2024-04-07T17:55:00Z,15.66
