Plot,DateTime,Temperature
B5,2024-04-01T19:55:00Z,26.21
B5,2024-04-01T20:00:00Z,24.45
B5,2024-04-01T20:05:00Z,24.88
B5,2024-04-01T20:10:00Z,24.24
B5,2024-04-01T20:15:00Z,23.59
B5,2024-04-01T20:20:00Z,23.12
B5,2024-04-01T20:25:00Z,22.09
B5,2024-04-01T20:30:00Z,23.42
B5,2024-04-01T20:35:00Z,22.95
B5,2024-04-01T20:40:00Z,20.8
B5,2024-04-01T20:45:00Z,20.72
B5,2024-04-01T20:50:00Z,21.49
B5,2024-04-01T20:55:00Z,19.22
B5,2024-04-01T21:00:00Z,19.73
B5,2024-04-01T21:05:00Z,20.03
B5,2024-04-01T21:10:00Z,19.35
B5,2024-04-01T21:15:00Z,18.83
B5,2024-04-01T21:20:00Z,18.79
B5,2024-04-01T21:25:00Z,18.66
B5,2024-04-01T21:30:00Z,18.49
B5,2024-04-01T21:35:00Z,18.66
B5,2024-04-01T21:40:00Z,18.4
B5,2024-04-01T21:45:00Z,18.36
B5,2024-04-01T21:50:00Z,18.1
B5,2024-04-01T21:55:00Z,18.27
B5,2024-04-01T22:00:00Z,18.4
B5,2024-04-01T22:05:00Z,18.06
B5,2024-04-01T22:10:00Z,18.1
B5,2024-04-01T22:15:00Z,17.84
B5,2024-04-01T22:20:00Z,17.97
B5,2024-04-01T22:25:00Z,17.72
B5,2024-04-01T22:30:00Z,17.84
B5,2024-04-01T22:35:00Z,17.59
B5,2024-04-01T22:40:00Z,17.67
B5,2024-04-01T22:45:00Z,17.41
B5,2024-04-01T22:50:00Z,17.54
B5,2024-04-01T22:55:00Z,17.29
B5,2024-04-01T23:00:00Z,17.33
B5,2024-04-01T23:05:00Z,17.24
B5,2024-04-01T23:10:00Z,17.07
B5,2024-04-01T23:15:00Z,17.07
B5,2024-04-01T23:20:00Z,17.11
B5,2024-04-01T23:25:00Z,17.2
B5,2024-04-01T23:30:00Z,17.07
B5,2024-04-01T23:35:00Z,17.07
B5,2024-04-01T23:40:00Z,16.94
B5,2024-04-01T23:45:00Z,16.94
B5,2024-04-01T23:50:00Z,16.86
B5,2024-04-01T23:55:00Z,16.73
B5,2024-04-02T00:00:00Z,16.56
B5,2024-04-02T00:05:00Z,16.56
B5,2024-04-02T00:10:00Z,16.51
B5,2024-04-02T00:15:00Z,16.39
B5,2024-04-02T00:20:00Z,16.43
B5,2024-04-02T00:25:00Z,16.26
B5,2024-04-02T00:30:00Z,16.3
B5,2024-04-02T00:35:00Z,16.3
B5,2024-04-02T00:40:00Z,16.21
B5,2024-04-02T00:45:00Z,16.08
B5,2024-04-02T00:50:00Z,16
B5,2024-04-02T00:55:00Z,15.96
B5,2024-04-02T01:00:00Z,15.74
B5,2024-04-02T01:05:00Z,15.53
B5,2024-04-02T01:10:00Z,15.53
B5,2024-04-02T01:15:00Z,15.48
B5,2024-04-02T01:20:00Z,15.44
B5,2024-04-02T01:25:00Z,15.44
B5,2024-04-02T01:30:00Z,15.44
B5,2024-04-02T01:35:00Z,15.31
B5,2024-04-02T01:40:00Z,15.31
B5,2024-04-02T01:45:00Z,15.31
B5,2024-04-02T01:50:00Z,15.27
B5,2024-04-02T01:55:00Z,15.23
B5,2024-04-02T02:00:00Z,15.18
B5,2024-04-02T02:05:00Z,15.23
B5,2024-04-02T02:10:00Z,15.14
B5,2024-04-02T02:15:00Z,15.14
B5,2024-04-02T02:20:00Z,15.14
B5,2024-04-02T02:25:00Z,15.1
B5,2024-04-02T02:30:00Z,15.06
B5,2024-04-02T02:35:00Z,15.06
B5,2024-04-02T02:40:00Z,15.06
B5,2024-04-02T02:45:00Z,15.01
B5,2024-04-02T02:50:00Z,15.01
B5,2024-04-02T02:55:00Z,14.97
B5,2024-04-02T03:00:00Z,15.01
B5,2024-04-02T03:05:00Z,14.93
B5,2024-04-02T03:10:00Z,14.93
B5,2024-04-02T03:15:00Z,14.93
B5,2024-04-02T03:20:00Z,14.93
B5,2024-04-02T03:25:00Z,14.93
B5,2024-04-02T03:30:00Z,14.88
B5,2024-04-02T03:35:00Z,14.93
B5,2024-04-02T03:40:00Z,14.88
B5,2024-04-02T03:45:00Z,14.88
B5,2024-04-02T03:50:00Z,14.84
B5,2024-04-02T03:55:00Z,14.88
B5,2024-04-02T04:00:00Z,14.84
B5,2024-04-02T04:05:00Z,14.88
B5,2024-04-02T04:10:00Z,14.8
B5,2024-04-02T04:15:00Z,14.84
B5,2024-04-02T04:20:00Z,14.84
B5,2024-04-02T04:25:00Z,14.75
B5,2024-04-02T04:30:00Z,14.8
B5,2024-04-02T04:35:00Z,14.8
B5,2024-04-02T04:40:00Z,14.71
B5,2024-04-02T04:45:00Z,14.75
B5,2024-04-02T04:50:00Z,14.71
B5,2024-04-02T04:55:00Z,14.75
B5,2024-04-02T05:00:00Z,14.71
B5,2024-04-02T05:05:00Z,14.71
B5,2024-04-02T05:10:00Z,14.71
B5,2024-04-02T05:15:00Z,14.67
B5,2024-04-02T05:20:00Z,14.67
B5,2024-04-02T05:25:00Z,14.63
B5,2024-04-02T05:30:00Z,14.63
B5,2024-04-02T05:35:00Z,14.63
B5,2024-04-02T05:40:00Z,14.58
B5,2024-04-02T05:45:00Z,14.63
B5,2024-04-02T05:50:00Z,14.58
B5,2024-04-02T05:55:00Z,14.63
B5,2024-04-02T06:00:00Z,14.58
B5,2024-04-02T06:05:00Z,14.54
B5,2024-04-02T06:10:00Z,14.58
B5,2024-04-02T06:15:00Z,14.58
B5,2024-04-02T06:20:00Z,14.54
B5,2024-04-02T06:25:00Z,14.54
B5,2024-04-02T06:30:00Z,14.54
B5,2024-04-02T06:35:00Z,14.58
B5,2024-04-02T06:40:00Z,14.5
B5,2024-04-02T06:45:00Z,14.5
B5,2024-04-02T06:50:00Z,14.41
B5,2024-04-02T06:55:00Z,14.5
B5,2024-04-02T07:00:00Z,14.45
B5,2024-04-02T07:05:00Z,14.5
B5,2024-04-02T07:10:00Z,14.41
B5,2024-04-02T07:15:00Z,14.45
B5,2024-04-02T07:20:00Z,14.45
B5,2024-04-02T07:25:00Z,14.45
B5,2024-04-02T07:30:00Z,14.41
B5,2024-04-02T07:35:00Z,14.41
B5,2024-04-02T07:40:00Z,14.37
B5,2024-04-02T07:45:00Z,14.33
B5,2024-04-02T07:50:00Z,14.37
B5,2024-04-02T07:55:00Z,14.33
B5,2024-04-02T08:00:00Z,14.33
B5,2024-04-02T08:05:00Z,14.37
B5,2024-04-02T08:10:00Z,14.24
B5,2024-04-02T08:15:00Z,14.28
B5,2024-04-02T08:20:00Z,14.28
B5,2024-04-02T08:25:00Z,14.24
B5,2024-04-02T08:30:00Z,14.24
B5,2024-04-02T08:35:00Z,14.2
B5,2024-04-02T08:40:00Z,14.2
B5,2024-04-02T08:45:00Z,14.2
B5,2024-04-02T08:50:00Z,14.2
B5,2024-04-02T08:55:00Z,14.15
B5,2024-04-02T09:00:00Z,14.2
B5,2024-04-02T09:05:00Z,14.2
B5,2024-04-02T09:10:00Z,14.24
B5,2024-04-02T09:15:00Z,14.24
B5,2024-04-02T09:20:00Z,14.24
B5,2024-04-02T09:25:00Z,14.2
B5,2024-04-02T09:30:00Z,14.24
B5,2024-04-02T09:35:00Z,14.2
B5,2024-04-02T09:40:00Z,14.2
B5,2024-04-02T09:45:00Z,14.24
B5,2024-04-02T09:50:00Z,14.2
B5,2024-04-02T09:55:00Z,14.15
B5,2024-04-02T10:00:00Z,14.2
B5,2024-04-02T10:05:00Z,14.2
B5,2024-04-02T10:10:00Z,14.2
B5,2024-04-02T10:15:00Z,14.15
B5,2024-04-02T10:20:00Z,14.2
B5,2024-04-02T10:25:00Z,14.2
B5,2024-04-02T10:30:00Z,14.15
B5,2024-04-02T10:35:00Z,14.11
B5,2024-04-02T10:40:00Z,14.2
B5,2024-04-02T10:45:00Z,14.11
B5,2024-04-02T10:50:00Z,14.2
B5,2024-04-02T10:55:00Z,14.15
B5,2024-04-02T11:00:00Z,14.15
B5,2024-04-02T11:05:00Z,14.11
B5,2024-04-02T11:10:00Z,14.07
B5,2024-04-02T11:15:00Z,14.15
B5,2024-04-02T11:20:00Z,14.15
B5,2024-04-02T11:25:00Z,14.07
B5,2024-04-02T11:30:00Z,14.11
B5,2024-04-02T11:35:00Z,14.15
B5,2024-04-02T11:40:00Z,14.15
B5,2024-04-02T11:45:00Z,14.07
B5,2024-04-02T11:50:00Z,14.11
B5,2024-04-02T11:55:00Z,14.15
B5,2024-04-02T12:00:00Z,14.07
B5,2024-04-02T12:05:00Z,14.11
B5,2024-04-02T12:10:00Z,14.11
B5,2024-04-02T12:15:00Z,14.07
B5,2024-04-02T12:20:00Z,14.07
B5,2024-04-02T12:25:00Z,14.07
B5,2024-04-02T12:30:00Z,14.11
B5,2024-04-02T12:35:00Z,14.11
B5,2024-04-02T12:40:00Z,14.07
B5,2024-04-02T12:45:00Z,14.11
B5,2024-04-02T12:50:00Z,14.07
B5,2024-04-02T12:55:00Z,14.07
B5,2024-04-02T13:00:00Z,14.03
B5,2024-04-02T13:05:00Z,14.07
B5,2024-04-02T13:10:00Z,14.03
B5,2024-04-02T13:15:00Z,14.03
B5,2024-04-02T13:20:00Z,14.03
B5,2024-04-02T13:25:00Z,14.03
B5,2024-04-02T13:30:00Z,14.03
B5,2024-04-02T13:35:00Z,14.03
B5,2024-04-02T13:40:00Z,14.03
B5,2024-04-02T13:45:00Z,14.07
B5,2024-04-02T13:50:00Z,14.03
B5,2024-04-02T13:55:00Z,14.03
B5,2024-04-02T14:00:00Z,14.07
B5,2024-04-02T14:05:00Z,14.03
B5,2024-04-02T14:10:00Z,14.07
B5,2024-04-02T14:15:00Z,14.07
B5,2024-04-02T14:20:00Z,14.15
B5,2024-04-02T14:25:00Z,14.2
B5,2024-04-02T14:30:00Z,14.2
B5,2024-04-02T14:35:00Z,14.2
B5,2024-04-02T14:40:00Z,14.24
B5,2024-04-02T14:45:00Z,14.33
B5,2024-04-02T14:50:00Z,14.37
B5,2024-04-02T14:55:00Z,14.5
B5,2024-04-02T15:00:00Z,14.58
B5,2024-04-02T15:05:00Z,14.45
B5,2024-04-02T15:10:00Z,14.54
B5,2024-04-02T15:15:00Z,15.01
B5,2024-04-02T15:20:00Z,15.06
B5,2024-04-02T15:25:00Z,15.36
B5,2024-04-02T15:30:00Z,16.21
B5,2024-04-02T15:35:00Z,17.2
B5,2024-04-02T15:40:00Z,18.06
B5,2024-04-02T15:45:00Z,19.22
B5,2024-04-02T15:50:00Z,19.82
B5,2024-04-02T15:55:00Z,20.5
B5,2024-04-02T16:00:00Z,21.66
B5,2024-04-02T16:05:00Z,23.12
B5,2024-04-02T16:10:00Z,24.02
B5,2024-04-02T16:15:00Z,24.88
B5,2024-04-02T16:20:00Z,25.91
B5,2024-04-02T16:25:00Z,27.11
B5,2024-04-02T16:30:00Z,27.8
B5,2024-04-02T16:35:00Z,28.91
B5,2024-04-02T16:40:00Z,29.56
B5,2024-04-02T16:45:00Z,29.9
B5,2024-04-02T16:50:00Z,30.33
