#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,10/03/2023 16:40:00,23.81,67481.60,,,,
2,10/03/2023 16:45:00,20.76,214.00,,,,
3,10/03/2023 16:50:00,19.69,544.32,,,,
4,10/03/2023 16:55:00,19.30,571.20,,,,
5,10/03/2023 17:00:00,19.30,774.72,,,,
6,10/03/2023 17:05:00,19.13,538.24,,,,
7,10/03/2023 17:10:00,19.00,533.92,,,,
8,10/03/2023 17:15:00,18.92,529.12,,,,
9,10/03/2023 17:20:00,18.79,526.08,,,,
10,10/03/2023 17:25:00,18.57,501.76,,,,
11,10/03/2023 17:30:00,18.49,474.40,,,,
12,10/03/2023 17:35:00,18.36,408.80,,,,
13,10/03/2023 17:40:00,18.23,388.00,,,,
14,10/03/2023 17:45:00,18.10,366.08,,,,
15,10/03/2023 17:50:00,18.06,344.16,,,,
16,10/03/2023 17:55:00,17.97,313.84,,,,
17,10/03/2023 18:00:00,17.84,284.96,,,,
18,10/03/2023 18:05:00,17.84,255.20,,,,
19,10/03/2023 18:10:00,17.80,221.12,,,,
20,10/03/2023 18:15:00,17.76,183.60,,,,
21,10/03/2023 18:20:00,17.67,146.04,,,,
22,10/03/2023 18:25:00,17.63,109.28,,,,
23,10/03/2023 18:30:00,17.46,73.46,,,,
24,10/03/2023 18:35:00,17.33,44.60,,,,
25,10/03/2023 18:40:00,17.24,23.60,,,,
26,10/03/2023 18:45:00,17.20,10.47,,,,
27,10/03/2023 18:50:00,17.11,3.68,,,,
28,10/03/2023 18:55:00,17.11,0.86,,,,
29,10/03/2023 19:00:00,17.07,0.00,,,,
30,10/03/2023 19:05:00,17.03,0.00,,,,
31,10/03/2023 19:10:00,16.90,0.00,,,,
32,10/03/2023 19:15:00,16.86,0.00,,,,
33,10/03/2023 19:20:00,16.81,0.00,,,,
34,10/03/2023 19:25:00,16.77,0.00,,,,
35,10/03/2023 19:30:00,16.69,0.00,,,,
36,10/03/2023 19:35:00,16.73,0.00,,,,
37,10/03/2023 19:40:00,16.69,0.00,,,,
38,10/03/2023 19:45:00,16.73,0.00,,,,
39,10/03/2023 19:50:00,16.69,0.00,,,,
40,10/03/2023 19:55:00,16.69,0.00,,,,
41,10/03/2023 20:00:00,16.60,0.00,,,,
42,10/03/2023 20:05:00,16.56,0.00,,,,
43,10/03/2023 20:10:00,16.47,0.00,,,,
44,10/03/2023 20:15:00,16.39,0.00,,,,
45,10/03/2023 20:20:00,16.30,0.00,,,,
46,10/03/2023 20:25:00,16.26,0.00,,,,
47,10/03/2023 20:30:00,16.26,0.00,,,,
48,10/03/2023 20:35:00,16.08,0.00,,,,
49,10/03/2023 20:40:00,16.00,0.00,,,,
50,10/03/2023 20:45:00,15.87,0.00,,,,
51,10/03/2023 20:50:00,15.70,0.00,,,,
52,10/03/2023 20:55:00,15.66,0.00,,,,
53,10/03/2023 21:00:00,15.57,0.00,,,,
54,10/03/2023 21:05:00,15.53,0.00,,,,
55,10/03/2023 21:10:00,15.48,0.00,,,,
56,10/03/2023 21:15:00,15.53,0.00,,,,
57,10/03/2023 21:20:00,15.61,0.00,,,,
58,10/03/2023 21:25:00,15.70,0.00,,,,
59,10/03/2023 21:30:00,15.74,0.00,,,,
60,10/03/2023 21:35:00,15.78,0.00,,,,
61,10/03/2023 21:40:00,15.83,0.00,,,,
62,10/03/2023 21:45:00,15.83,0.00,,,,
63,10/03/2023 21:50:00,15.78,0.00,,,,
64,10/03/2023 21:55:00,15.78,0.00,,,,
65,10/03/2023 22:00:00,15.78,0.00,,,,
66,10/03/2023 22:05:00,15.87,0.00,,,,
67,10/03/2023 22:10:00,15.96,0.00,,,,
68,10/03/2023 22:15:00,16.00,0.00,,,,
69,10/03/2023 22:20:00,16.00,0.00,,,,
70,10/03/2023 22:25:00,16.60,0.00,,,,
71,10/03/2023 22:30:00,17.16,0.00,,,,
72,10/03/2023 22:35:00,17.50,0.00,,,,
73,10/03/2023 22:40:00,17.76,0.00,,,,
74,10/03/2023 22:45:00,17.80,0.00,,,,
75,10/03/2023 22:50:00,17.97,0.00,,,,
76,10/03/2023 22:55:00,18.02,0.00,,,,
77,10/03/2023 23:00:00,18.06,0.00,,,,
78,10/03/2023 23:05:00,18.10,0.00,,,,
79,10/03/2023 23:10:00,18.10,0.00,,,,
80,10/03/2023 23:15:00,18.06,0.00,,,,
81,10/03/2023 23:20:00,18.06,0.00,,,,
82,10/03/2023 23:25:00,18.10,0.00,,,,
83,10/03/2023 23:30:00,18.06,0.00,,,,
84,10/03/2023 23:35:00,18.06,0.00,,,,
85,10/03/2023 23:40:00,18.06,0.00,,,,
86,10/03/2023 23:45:00,18.02,0.00,,,,
87,10/03/2023 23:50:00,18.02,0.00,,,,
88,10/03/2023 23:55:00,18.06,0.00,,,,
89,10/04/2023 00:00:00,18.02,0.00,,,,
90,10/04/2023 00:05:00,18.02,0.00,,,,
91,10/04/2023 00:10:00,18.06,0.00,,,,
92,10/04/2023 00:15:00,18.02,0.00,,,,
93,10/04/2023 00:20:00,17.97,0.00,,,,
94,10/04/2023 00:25:00,17.97,0.00,,,,
95,10/04/2023 00:30:00,17.97,0.00,,,,
96,10/04/2023 00:35:00,17.93,0.00,,,,
97,10/04/2023 00:40:00,17.93,0.00,,,,
98,10/04/2023 00:45:00,17.93,0.00,,,,
99,10/04/2023 00:50:00,17.84,0.00,,,,
100,10/04/2023 00:55:00,17.84,0.00,,,,
101,10/04/2023 01:00:00,17.80,0.00,,,,
102,10/04/2023 01:05:00,17.80,0.00,,,,
103,10/04/2023 01:10:00,17.80,0.00,,,,
104,10/04/2023 01:15:00,17.76,0.00,,,,
