Plot,#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
P2,1,10/15/2023 15:50,28.05,81612.8,,,,
P2,2,10/15/2023 15:55,29.26,81776.64,,,,
P2,3,10/15/2023 16:00,29.9,82145.28,,,,
P2,4,10/15/2023 16:05,30.03,81182.72,,,,
P2,5,10/15/2023 16:10,30.03,81571.84,,,,
P2,6,10/15/2023 16:15,29.64,81776.64,,,,
P2,7,10/15/2023 16:20,29.9,84008.96,,,,
P2,8,10/15/2023 16:25,29.94,79810.56,,,,
P2,9,10/15/2023 16:30,29.98,83148.8,,,,
P2,10,10/15/2023 16:35,29.86,81797.12,,,,
P2,11,10/15/2023 16:40,29.81,81059.84,,,,
P2,12,10/15/2023 16:45,29.6,74997.76,,,,
P2,13,10/15/2023 16:50,29.38,71782.4,,,,
P2,14,10/15/2023 16:55,29.43,72294.4,,,,
P2,15,10/15/2023 17:00,29.17,70696.96,,,,
P2,16,10/15/2023 17:05,29.04,67502.08,,,,
P2,17,10/15/2023 17:10,28.7,62464,,,,
P2,18,10/15/2023 17:15,28.53,60108.8,,,,
P2,19,10/15/2023 17:20,28.23,56913.92,,,,
P2,20,10/15/2023 17:25,28.48,62996.48,,,,
P2,21,10/15/2023 17:30,27.28,44236.8,,,,
P2,22,10/15/2023 17:35,24.79,50954.24,,,,
P2,23,10/15/2023 17:40,22.65,8650.24,,,,
P2,24,10/15/2023 17:45,19.47,4042.24,,,,
P2,25,10/15/2023 17:50,19.22,3232,,,,
P2,26,10/15/2023 17:55,19.17,867.52,,,,
P2,27,10/15/2023 18:00,18.87,667.84,,,,
P2,28,10/15/2023 18:05,19.05,322.8,,,,
P2,29,10/15/2023 18:10,19.09,279.76,,,,
P2,30,10/15/2023 18:15,19.05,119.52,,,,
P2,31,10/15/2023 18:20,19.09,180.4,,,,
P2,32,10/15/2023 18:25,19.09,72.5,,,,
P2,33,10/15/2023 18:30,19.09,20.64,,,,
P2,34,10/15/2023 18:35,19.09,12.46,,,,
P2,35,10/15/2023 18:40,19.09,3.06,,,,
P2,36,10/15/2023 18:45,19.05,0.65,,,,
P2,37,10/15/2023 18:50,19.05,0,,,,
P2,38,10/15/2023 18:55,19.05,0,,,,
P2,39,10/15/2023 19:00,19.05,0,,,,
P2,40,10/15/2023 19:05,19,0,,,,
P2,41,10/15/2023 19:10,18.96,0,,,,
