Plot,#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
B2,1,10/14/2023 16:40,25.65,6840.32,,,,
B2,2,10/14/2023 16:45,24.19,2877.44,,,,
B2,3,10/14/2023 16:50,26.25,33300.48,,,,
B2,4,10/14/2023 16:55,26.55,30597.12,,,,
B2,5,10/14/2023 17:00,26.47,27545.6,,,,
B2,6,10/14/2023 17:05,26.34,25221.12,,,,
B2,7,10/14/2023 17:10,25.69,22835.2,,,,
B2,8,10/14/2023 17:15,25.22,20710.4,,,,
B2,9,10/14/2023 17:20,23.03,6712.32,,,,
B2,10,10/14/2023 17:25,20.72,5806.08,,,,
B2,11,10/14/2023 17:30,19.99,5391.36,,,,
B2,12,10/14/2023 17:35,19.6,4966.4,,,,
B2,13,10/14/2023 17:40,19.05,4405.76,,,,
B2,14,10/14/2023 17:45,18.7,4017.92,,,,
B2,15,10/14/2023 17:50,18.49,3514.88,,,,
B2,16,10/14/2023 17:55,18.44,3084.8,,,,
B2,17,10/14/2023 18:00,18.36,2574.72,,,,
B2,18,10/14/2023 18:05,18.23,2040.96,,,,
B2,19,10/14/2023 18:10,18.19,1519.36,,,,
B2,20,10/14/2023 18:15,18.23,1033.6,,,,
B2,21,10/14/2023 18:20,18.27,619.04,,,,
B2,22,10/14/2023 18:25,18.74,142.52,,,,
B2,23,10/14/2023 18:30,18.57,140.88,,,,
B2,24,10/14/2023 18:35,18.74,23,,,,
B2,25,10/14/2023 18:40,18.7,8.14,,,,
B2,26,10/14/2023 18:45,18.83,0.88,,,,
B2,27,10/14/2023 18:50,18.83,0,,,,
B2,28,10/14/2023 18:55,18.83,0,,,,
B2,29,10/14/2023 19:00,18.79,0,,,,
B2,30,10/14/2023 19:05,18.87,0,,,,
B2,31,10/14/2023 19:10,18.92,0,,,,
B2,32,10/14/2023 19:15,18.87,0,,,,
B2,33,10/14/2023 19:20,18.87,0,,,,
B2,34,10/14/2023 19:25,18.87,0,,,,
B2,35,10/14/2023 19:30,18.92,0,,,,
B2,36,10/14/2023 19:35,18.87,0,,,,
B2,37,10/14/2023 19:40,18.92,0,,,,
B2,38,10/14/2023 19:45,18.87,0,,,,
B2,39,10/14/2023 19:50,18.83,0,,,,
B2,40,10/14/2023 19:55,18.83,0,,,,
B2,41,10/14/2023 20:00,18.79,0,,,,
B2,42,10/14/2023 20:05,18.79,0,,,,
B2,43,10/14/2023 20:10,18.79,0,,,,
B2,44,10/14/2023 20:15,18.66,0,,,,
B2,45,10/14/2023 20:20,18.66,0,,,,
B2,46,10/14/2023 20:25,18.62,0,,,,
B2,47,10/14/2023 20:30,18.57,0,,,,
B2,48,10/14/2023 20:35,18.44,0,,,,
B2,49,10/14/2023 20:40,18.4,0,,,,
B2,50,10/14/2023 20:45,18.36,0,,,,
B2,51,10/14/2023 20:50,18.36,0,,,,
B2,52,10/14/2023 20:55,18.23,0,,,,
B2,53,10/14/2023 21:00,18.19,0,,,,
B2,54,10/14/2023 21:05,18.14,0,,,,
B2,55,10/14/2023 21:10,17.89,0,,,,
B2,56,10/14/2023 21:15,18.1,0,,,,
B2,57,10/14/2023 21:20,18.06,0,,,,
B2,58,10/14/2023 21:25,18.06,0,,,,
B2,59,10/14/2023 21:30,17.97,0,,,,
B2,60,10/14/2023 21:35,17.97,0,,,,
B2,61,10/14/2023 21:40,17.72,0,,,,
B2,62,10/14/2023 21:45,17.84,0,,,,
B2,63,10/14/2023 21:50,17.63,0,,,,
B2,64,10/14/2023 21:55,17.76,0,,,,
B2,65,10/14/2023 22:00,17.76,0,,,,
B2,66,10/14/2023 22:05,17.54,0,,,,
B2,67,10/14/2023 22:10,17.89,0,,,,
B2,68,10/14/2023 22:15,17.84,0,,,,
B2,69,10/14/2023 22:20,17.89,0,,,,
B2,70,10/14/2023 22:25,17.97,0,,,,
B2,71,10/14/2023 22:30,17.59,0,,,,
B2,72,10/14/2023 22:35,17.67,0,,,,
B2,73,10/14/2023 22:40,17.8,0,,,,
B2,74,10/14/2023 22:45,17.59,0,,,,
B2,75,10/14/2023 22:50,17.59,0,,,,
B2,76,10/14/2023 22:55,17.41,0,,,,
B2,77,10/14/2023 23:00,17.59,0,,,,
B2,78,10/14/2023 23:05,17.59,0,,,,
B2,79,10/14/2023 23:10,17.63,0,,,,
