Species,Functional Group
Lottia_sp_scaled,Limpet
Lottia_gigantea,Limpet
Fissurella_volcano,Limpet
Norrisia_norrisii,Herbivorous Snail
Crepidula_sp,Herbivorous Snail
Littorina_sp_scaled,Herbivorous Snail
Tegula_sp,Herbivorous Snail
Alia_sp,Herbivorous Snail
Odostomia_sp,Parasitic Snail
Limacia_sp,Nudibranch
Mexacanthina_sp,Whelk
Acanthinucella_sp,Whelk
Pteropurpura_festiva,Whelk
Epitonium_sp,Whelk
Paciocinebrina_circumtexta,Whelk
Nuttalina_sp,Chiton
Mopalia_sp,Chiton
Cyanoplax_sp,Chiton
Pachygrapsus_crassipes,Crab
Pagurus_sp,Crab
Amphipoda,Amphipod
Strongylocentrotus_purpuratus,Urchin
