#,Date-Time (PST/PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,10/17/2023 17:20:00,21.58,11187.20,,,,
2,10/17/2023 17:25:00,20.50,5552.64,,,,
3,10/17/2023 17:30:00,20.59,4993.28,,,,
4,10/17/2023 17:30:43,,,Logged,Logged,,
5,10/17/2023 17:35:00,20.03,1674.24,,,,
6,10/17/2023 17:40:00,19.73,1940.48,,,,
7,10/17/2023 17:45:00,19.60,2833.92,,,,
8,10/17/2023 17:50:00,19.09,2473.60,,,,
9,10/17/2023 17:55:00,19.47,2096.00,,,,
10,10/17/2023 18:00:00,19.47,1369.60,,,,
11,10/17/2023 18:05:00,19.47,1388.16,,,,
12,10/17/2023 18:10:00,19.00,1034.88,,,,
13,10/17/2023 18:15:00,18.83,646.24,,,,
14,10/17/2023 18:20:00,19.39,312.48,,,,
15,10/17/2023 18:25:00,19.39,63.52,,,,
16,10/17/2023 18:30:00,19.47,12.02,,,,
17,10/17/2023 18:35:00,19.65,2.67,,,,
18,10/17/2023 18:40:00,19.65,2.86,,,,
19,10/17/2023 18:45:00,19.65,0.66,,,,
20,10/17/2023 18:50:00,19.69,0.00,,,,
21,10/17/2023 18:55:00,19.69,0.00,,,,
22,10/17/2023 19:00:00,19.65,0.00,,,,
23,10/17/2023 19:05:00,19.69,0.00,,,,
24,10/17/2023 19:10:00,19.65,0.00,,,,
25,10/17/2023 19:15:00,19.65,0.00,,,,
26,10/17/2023 19:20:00,19.69,0.00,,,,
27,10/17/2023 19:25:00,19.69,0.00,,,,
28,10/17/2023 19:30:00,19.69,0.00,,,,
29,10/17/2023 19:35:00,19.69,0.00,,,,
30,10/17/2023 19:40:00,19.73,0.00,,,,
31,10/17/2023 19:45:00,19.65,0.00,,,,
32,10/17/2023 19:50:00,19.69,0.00,,,,
33,10/17/2023 19:55:00,19.69,0.00,,,,
34,10/17/2023 20:00:00,19.69,0.00,,,,
35,10/17/2023 20:05:00,19.65,0.00,,,,
36,10/17/2023 20:10:00,19.69,0.00,,,,
37,10/17/2023 20:15:00,19.69,0.00,,,,
38,10/17/2023 20:20:00,19.73,0.00,,,,
39,10/17/2023 20:25:00,19.73,0.00,,,,
40,10/17/2023 20:30:00,19.69,0.00,,,,
41,10/17/2023 20:35:00,19.69,0.00,,,,
42,10/17/2023 20:40:00,19.73,0.00,,,,
43,10/17/2023 20:45:00,19.73,0.00,,,,
44,10/17/2023 20:50:00,19.73,0.00,,,,
45,10/17/2023 20:55:00,19.73,0.00,,,,
46,10/17/2023 21:00:00,19.77,0.00,,,,
47,10/17/2023 21:05:00,19.73,0.00,,,,
48,10/17/2023 21:10:00,19.77,0.00,,,,
49,10/17/2023 21:15:00,19.69,0.00,,,,
50,10/17/2023 21:20:00,19.73,0.00,,,,
51,10/17/2023 21:25:00,19.73,0.00,,,,
52,10/17/2023 21:30:00,19.73,0.00,,,,
