#,Date-Time (PST/PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,10/14/2023 16:40:00,25.65,6840.32,,,,
2,10/14/2023 16:45:00,24.19,2877.44,,,,
3,10/14/2023 16:50:00,26.25,33300.48,,,,
4,10/14/2023 16:55:00,26.55,30597.12,,,,
5,10/14/2023 17:00:00,26.47,27545.60,,,,
6,10/14/2023 17:05:00,26.34,25221.12,,,,
7,10/14/2023 17:10:00,25.69,22835.20,,,,
8,10/14/2023 17:15:00,25.22,20710.40,,,,
9,10/14/2023 17:20:00,23.03,6712.32,,,,
10,10/14/2023 17:25:00,20.72,5806.08,,,,
11,10/14/2023 17:30:00,19.99,5391.36,,,,
12,10/14/2023 17:35:00,19.60,4966.40,,,,
13,10/14/2023 17:40:00,19.05,4405.76,,,,
14,10/14/2023 17:45:00,18.70,4017.92,,,,
15,10/14/2023 17:50:00,18.49,3514.88,,,,
16,10/14/2023 17:55:00,18.44,3084.80,,,,
17,10/14/2023 18:00:00,18.36,2574.72,,,,
18,10/14/2023 18:05:00,18.23,2040.96,,,,
19,10/14/2023 18:10:00,18.19,1519.36,,,,
20,10/14/2023 18:15:00,18.23,1033.60,,,,
21,10/14/2023 18:20:00,18.27,619.04,,,,
22,10/14/2023 18:25:00,18.74,142.52,,,,
23,10/14/2023 18:30:00,18.57,140.88,,,,
24,10/14/2023 18:35:00,18.74,23.00,,,,
25,10/14/2023 18:40:00,18.70,8.14,,,,
26,10/14/2023 18:45:00,18.83,0.88,,,,
27,10/14/2023 18:50:00,18.83,0.00,,,,
28,10/14/2023 18:55:00,18.83,0.00,,,,
29,10/14/2023 19:00:00,18.79,0.00,,,,
30,10/14/2023 19:05:00,18.87,0.00,,,,
31,10/14/2023 19:10:00,18.92,0.00,,,,
32,10/14/2023 19:15:00,18.87,0.00,,,,
33,10/14/2023 19:20:00,18.87,0.00,,,,
34,10/14/2023 19:25:00,18.87,0.00,,,,
35,10/14/2023 19:30:00,18.92,0.00,,,,
36,10/14/2023 19:35:00,18.87,0.00,,,,
37,10/14/2023 19:40:00,18.92,0.00,,,,
38,10/14/2023 19:45:00,18.87,0.00,,,,
39,10/14/2023 19:50:00,18.83,0.00,,,,
40,10/14/2023 19:55:00,18.83,0.00,,,,
41,10/14/2023 20:00:00,18.79,0.00,,,,
42,10/14/2023 20:05:00,18.79,0.00,,,,
43,10/14/2023 20:10:00,18.79,0.00,,,,
44,10/14/2023 20:15:00,18.66,0.00,,,,
45,10/14/2023 20:20:00,18.66,0.00,,,,
46,10/14/2023 20:25:00,18.62,0.00,,,,
47,10/14/2023 20:30:00,18.57,0.00,,,,
48,10/14/2023 20:35:00,18.44,0.00,,,,
49,10/14/2023 20:40:00,18.40,0.00,,,,
50,10/14/2023 20:45:00,18.36,0.00,,,,
51,10/14/2023 20:50:00,18.36,0.00,,,,
52,10/14/2023 20:55:00,18.23,0.00,,,,
53,10/14/2023 21:00:00,18.19,0.00,,,,
54,10/14/2023 21:05:00,18.14,0.00,,,,
55,10/14/2023 21:10:00,17.89,0.00,,,,
56,10/14/2023 21:15:00,18.10,0.00,,,,
57,10/14/2023 21:20:00,18.06,0.00,,,,
58,10/14/2023 21:25:00,18.06,0.00,,,,
59,10/14/2023 21:30:00,17.97,0.00,,,,
60,10/14/2023 21:35:00,17.97,0.00,,,,
61,10/14/2023 21:40:00,17.72,0.00,,,,
62,10/14/2023 21:45:00,17.84,0.00,,,,
63,10/14/2023 21:50:00,17.63,0.00,,,,
64,10/14/2023 21:55:00,17.76,0.00,,,,
65,10/14/2023 22:00:00,17.76,0.00,,,,
66,10/14/2023 22:05:00,17.54,0.00,,,,
67,10/14/2023 22:10:00,17.89,0.00,,,,
68,10/14/2023 22:15:00,17.84,0.00,,,,
69,10/14/2023 22:20:00,17.89,0.00,,,,
70,10/14/2023 22:25:00,17.97,0.00,,,,
71,10/14/2023 22:30:00,17.59,0.00,,,,
72,10/14/2023 22:35:00,17.67,0.00,,,,
73,10/14/2023 22:40:00,17.80,0.00,,,,
74,10/14/2023 22:45:00,17.59,0.00,,,,
75,10/14/2023 22:50:00,17.59,0.00,,,,
76,10/14/2023 22:55:00,17.41,0.00,,,,
77,10/14/2023 23:00:00,17.59,0.00,,,,
78,10/14/2023 23:05:00,17.59,0.00,,,,
79,10/14/2023 23:10:00,17.63,0.00,,,,
80,10/14/2023 23:15:00,17.41,0.00,,,,
81,10/14/2023 23:20:00,17.16,0.00,,,,
82,10/14/2023 23:25:00,17.07,0.00,,,,
83,10/14/2023 23:30:00,17.03,0.00,,,,
