#,Date-Time (PST/PDT),Ch:1 - Temperature   (°C),Button Down,Button Up,Host Connected,End of File
1683,10/22/2023 13:25:00,18.74,,,,
1684,10/22/2023 13:30:00,18.70,,,,
1685,10/22/2023 13:35:00,18.66,,,,
1686,10/22/2023 13:40:00,18.70,,,,
1687,10/22/2023 13:45:00,18.79,,,,
1688,10/22/2023 13:50:00,18.70,,,,
1689,10/22/2023 13:55:00,18.74,,,,
1690,10/22/2023 14:00:00,18.70,,,,
1691,10/22/2023 14:05:00,18.66,,,,
1692,10/22/2023 14:10:00,18.62,,,,
1693,10/22/2023 14:15:00,18.49,,,,
1694,10/22/2023 14:20:00,18.44,,,,
1695,10/22/2023 14:25:00,18.32,,,,
1696,10/22/2023 14:30:00,18.49,,,,
1697,10/22/2023 14:35:00,18.62,,,,
1698,10/22/2023 14:40:00,18.66,,,,
1699,10/22/2023 14:45:00,18.62,,,,
1700,10/22/2023 14:50:00,18.27,,,,
1701,10/22/2023 14:55:00,18.36,,,,
1702,10/22/2023 15:00:00,18.40,,,,
1703,10/22/2023 15:05:00,18.53,,,,
1704,10/22/2023 15:10:00,18.57,,,,
1705,10/22/2023 15:15:00,18.70,,,,
1706,10/22/2023 15:20:00,18.66,,,,
1707,10/22/2023 15:25:00,18.70,,,,
1708,10/22/2023 15:30:00,18.70,,,,
1709,10/22/2023 15:35:00,18.53,,,,
1710,10/22/2023 15:40:00,18.66,,,,
1711,10/22/2023 15:45:00,18.44,,,,
1712,10/22/2023 15:50:00,18.66,,,,
1713,10/22/2023 15:55:00,18.66,,,,
1714,10/22/2023 16:00:00,18.53,,,,
1715,10/22/2023 16:05:00,18.49,,,,
1716,10/22/2023 16:10:00,18.53,,,,
1717,10/22/2023 16:15:00,18.74,,,,
1718,10/22/2023 16:20:00,18.66,,,,
1719,10/22/2023 16:25:00,18.70,,,,
1720,10/22/2023 16:30:00,18.79,,,,
1721,10/22/2023 16:35:00,18.74,,,,
1722,10/22/2023 16:40:00,18.79,,,,
1723,10/22/2023 16:45:00,18.74,,,,
1724,10/22/2023 16:50:00,18.66,,,,
1725,10/22/2023 16:55:00,18.62,,,,
1726,10/22/2023 17:00:00,18.62,,,,
1727,10/22/2023 17:05:00,18.62,,,,
1728,10/22/2023 17:10:00,18.62,,,,
1729,10/22/2023 17:15:00,18.70,,,,
1730,10/22/2023 17:20:00,18.74,,,,
1731,10/22/2023 17:25:00,18.70,,,,
1732,10/22/2023 17:30:00,18.70,,,,
1733,10/22/2023 17:35:00,18.74,,,,
1734,10/22/2023 17:40:00,18.83,,,,
1735,10/22/2023 17:45:00,18.83,,,,
1736,10/22/2023 17:50:00,18.83,,,,
1737,10/22/2023 17:55:00,18.92,,,,
1738,10/22/2023 18:00:00,18.87,,,,
1739,10/22/2023 18:05:00,18.92,,,,
1740,10/22/2023 18:10:00,18.96,,,,
1741,10/22/2023 18:15:00,18.96,,,,
1742,10/22/2023 18:20:00,18.96,,,,
1743,10/22/2023 18:25:00,18.92,,,,
1744,10/22/2023 18:30:00,18.96,,,,
1745,10/22/2023 18:35:00,18.96,,,,
1746,10/22/2023 18:40:00,19.05,,,,
1747,10/22/2023 18:45:00,19.09,,,,
1748,10/22/2023 18:50:00,19.09,,,,
1749,10/22/2023 18:55:00,19.13,,,,
1750,10/22/2023 19:00:00,19.17,,,,
1751,10/22/2023 19:05:00,19.13,,,,
1752,10/22/2023 19:10:00,19.17,,,,
1753,10/22/2023 19:15:00,19.17,,,,
1754,10/22/2023 19:20:00,19.22,,,,
1755,10/22/2023 19:25:00,19.17,,,,
1756,10/22/2023 19:30:00,19.17,,,,
1757,10/22/2023 19:35:00,19.17,,,,
1758,10/22/2023 19:40:00,19.13,,,,
1759,10/22/2023 19:45:00,19.13,,,,
1760,10/22/2023 19:50:00,19.17,,,,
1761,10/22/2023 19:55:00,19.13,,,,
1762,10/22/2023 20:00:00,19.17,,,,
1763,10/22/2023 20:05:00,19.17,,,,
1764,10/22/2023 20:10:00,19.13,,,,
1765,10/22/2023 20:15:00,19.17,,,,
1766,10/22/2023 20:20:00,19.17,,,,
1767,10/22/2023 20:25:00,19.13,,,,
1768,10/22/2023 20:30:00,19.17,,,,
1769,10/22/2023 20:35:00,19.13,,,,
1770,10/22/2023 20:40:00,19.17,,,,
1771,10/22/2023 20:45:00,19.09,,,,
1772,10/22/2023 20:50:00,19.13,,,,
1773,10/22/2023 20:55:00,19.13,,,,
1774,10/22/2023 21:00:00,19.09,,,,
1775,10/22/2023 21:05:00,19.09,,,,
1776,10/22/2023 21:10:00,19.09,,,,
1777,10/22/2023 21:15:00,19.13,,,,
1778,10/22/2023 21:20:00,19.05,,,,
1779,10/22/2023 21:25:00,19.00,,,,
1780,10/22/2023 21:30:00,19.05,,,,
1781,10/22/2023 21:35:00,19.00,,,,
1782,10/22/2023 21:40:00,19.05,,,,
1783,10/22/2023 21:45:00,18.92,,,,
1784,10/22/2023 21:50:00,18.96,,,,
1785,10/22/2023 21:55:00,18.92,,,,
1786,10/22/2023 22:00:00,18.96,,,,
1787,10/22/2023 22:05:00,18.92,,,,
1788,10/22/2023 22:10:00,18.96,,,,
1789,10/22/2023 22:15:00,18.83,,,,
1790,10/22/2023 22:20:00,18.92,,,,
1791,10/22/2023 22:25:00,18.83,,,,
1792,10/22/2023 22:30:00,18.92,,,,
1793,10/22/2023 22:35:00,18.70,,,,
1794,10/22/2023 22:40:00,18.66,,,,
1795,10/22/2023 22:45:00,18.57,,,,
1796,10/22/2023 22:50:00,18.49,,,,
1797,10/22/2023 22:55:00,18.40,,,,
1798,10/22/2023 23:00:00,18.49,,,,
1799,10/22/2023 23:05:00,18.36,,,,
1800,10/22/2023 23:10:00,18.32,,,,
1801,10/22/2023 23:15:00,18.19,,,,
1802,10/22/2023 23:20:00,18.19,,,,
1803,10/22/2023 23:25:00,18.10,,,,
1804,10/22/2023 23:30:00,17.97,,,,
1805,10/22/2023 23:35:00,17.84,,,,
1806,10/22/2023 23:40:00,17.76,,,,
1807,10/22/2023 23:45:00,17.59,,,,
1808,10/22/2023 23:50:00,17.80,,,,
1809,10/22/2023 23:55:00,17.63,,,,
1810,10/23/2023 00:00:00,17.59,,,,
1811,10/23/2023 00:05:00,17.59,,,,
1812,10/23/2023 00:10:00,17.89,,,,
1813,10/23/2023 00:15:00,17.72,,,,
1814,10/23/2023 00:20:00,17.80,,,,
1815,10/23/2023 00:25:00,17.59,,,,
1816,10/23/2023 00:30:00,17.59,,,,
1817,10/23/2023 00:35:00,17.63,,,,
1818,10/23/2023 00:40:00,17.59,,,,
1819,10/23/2023 00:45:00,17.67,,,,
1820,10/23/2023 00:50:00,17.67,,,,
1821,10/23/2023 00:55:00,17.59,,,,
1822,10/23/2023 01:00:00,17.63,,,,
1823,10/23/2023 01:05:00,17.72,,,,
1824,10/23/2023 01:10:00,17.80,,,,
1825,10/23/2023 01:15:00,17.67,,,,
1826,10/23/2023 01:20:00,17.59,,,,
1827,10/23/2023 01:25:00,17.76,,,,
1828,10/23/2023 01:30:00,17.76,,,,
1829,10/23/2023 01:35:00,17.72,,,,
1830,10/23/2023 01:40:00,17.72,,,,
1831,10/23/2023 01:45:00,17.80,,,,
1832,10/23/2023 01:50:00,17.80,,,,
1833,10/23/2023 01:55:00,17.76,,,,
1834,10/23/2023 02:00:00,17.76,,,,
1835,10/23/2023 02:05:00,17.80,,,,
1836,10/23/2023 02:10:00,17.76,,,,
1837,10/23/2023 02:15:00,17.80,,,,
1838,10/23/2023 02:20:00,17.80,,,,
1839,10/23/2023 02:25:00,17.80,,,,
1840,10/23/2023 02:30:00,17.80,,,,
1841,10/23/2023 02:35:00,17.84,,,,
1842,10/23/2023 02:40:00,17.80,,,,
1843,10/23/2023 02:45:00,17.80,,,,
1844,10/23/2023 02:50:00,17.89,,,,
1845,10/23/2023 02:55:00,17.84,,,,
1846,10/23/2023 03:00:00,17.80,,,,
1847,10/23/2023 03:05:00,17.80,,,,
1848,10/23/2023 03:10:00,17.80,,,,
1849,10/23/2023 03:15:00,17.80,,,,
1850,10/23/2023 03:20:00,17.80,,,,
1851,10/23/2023 03:25:00,17.80,,,,
1852,10/23/2023 03:30:00,17.76,,,,
1853,10/23/2023 03:35:00,17.80,,,,
1854,10/23/2023 03:40:00,17.76,,,,
1855,10/23/2023 03:45:00,17.76,,,,
1856,10/23/2023 03:50:00,17.72,,,,
1857,10/23/2023 03:55:00,17.76,,,,
1858,10/23/2023 04:00:00,17.76,,,,
1859,10/23/2023 04:05:00,17.72,,,,
1860,10/23/2023 04:10:00,17.72,,,,
1861,10/23/2023 04:15:00,17.76,,,,
1862,10/23/2023 04:20:00,17.72,,,,
1863,10/23/2023 04:25:00,17.67,,,,
1864,10/23/2023 04:30:00,17.72,,,,
1865,10/23/2023 04:35:00,17.67,,,,
1866,10/23/2023 04:40:00,17.63,,,,
1867,10/23/2023 04:45:00,17.67,,,,
1868,10/23/2023 04:50:00,17.72,,,,
1869,10/23/2023 04:55:00,17.63,,,,
1870,10/23/2023 05:00:00,17.59,,,,
1871,10/23/2023 05:05:00,17.54,,,,
1872,10/23/2023 05:10:00,17.54,,,,
1873,10/23/2023 05:15:00,17.59,,,,
1874,10/23/2023 05:20:00,17.50,,,,
1875,10/23/2023 05:25:00,17.46,,,,
1876,10/23/2023 05:30:00,17.46,,,,
1877,10/23/2023 05:35:00,17.46,,,,
1878,10/23/2023 05:40:00,17.46,,,,
1879,10/23/2023 05:45:00,17.46,,,,
1880,10/23/2023 05:50:00,17.41,,,,
1881,10/23/2023 05:55:00,17.37,,,,
1882,10/23/2023 06:00:00,17.33,,,,
1883,10/23/2023 06:05:00,17.33,,,,
1884,10/23/2023 06:10:00,17.33,,,,
1885,10/23/2023 06:15:00,17.33,,,,
1886,10/23/2023 06:20:00,17.29,,,,
1887,10/23/2023 06:25:00,17.29,,,,
1888,10/23/2023 06:30:00,17.24,,,,
1889,10/23/2023 06:35:00,17.24,,,,
1890,10/23/2023 06:40:00,17.20,,,,
1891,10/23/2023 06:45:00,17.16,,,,
1892,10/23/2023 06:50:00,17.16,,,,
1893,10/23/2023 06:55:00,17.07,,,,
1894,10/23/2023 07:00:00,17.07,,,,
1895,10/23/2023 07:05:00,17.07,,,,
1896,10/23/2023 07:10:00,17.11,,,,
1897,10/23/2023 07:15:00,17.07,,,,
1898,10/23/2023 07:20:00,17.07,,,,
1899,10/23/2023 07:25:00,17.07,,,,
1900,10/23/2023 07:30:00,17.03,,,,
1901,10/23/2023 07:35:00,17.07,,,,
1902,10/23/2023 07:40:00,17.03,,,,
1903,10/23/2023 07:45:00,17.03,,,,
1904,10/23/2023 07:50:00,16.99,,,,
1905,10/23/2023 07:55:00,16.94,,,,
1906,10/23/2023 08:00:00,17.03,,,,
1907,10/23/2023 08:05:00,16.99,,,,
1908,10/23/2023 08:10:00,16.99,,,,
1909,10/23/2023 08:15:00,16.99,,,,
1910,10/23/2023 08:20:00,16.94,,,,
1911,10/23/2023 08:25:00,16.99,,,,
1912,10/23/2023 08:30:00,16.94,,,,
1913,10/23/2023 08:35:00,16.94,,,,
1914,10/23/2023 08:40:00,16.99,,,,
1915,10/23/2023 08:45:00,16.99,,,,
1916,10/23/2023 08:50:00,17.03,,,,
1917,10/23/2023 08:55:00,16.99,,,,
1918,10/23/2023 09:00:00,16.99,,,,
1919,10/23/2023 09:05:00,17.03,,,,
1920,10/23/2023 09:10:00,17.07,,,,
1921,10/23/2023 09:15:00,17.11,,,,
1922,10/23/2023 09:20:00,17.20,,,,
1923,10/23/2023 09:25:00,17.59,,,,
1924,10/23/2023 09:30:00,17.80,,,,
1925,10/23/2023 09:35:00,17.67,,,,
1926,10/23/2023 09:40:00,17.72,,,,
1927,10/23/2023 09:45:00,17.76,,,,
1928,10/23/2023 09:50:00,17.50,,,,
1929,10/23/2023 09:55:00,17.54,,,,
1930,10/23/2023 10:00:00,17.59,,,,
1931,10/23/2023 10:05:00,18.06,,,,
1932,10/23/2023 10:10:00,18.14,,,,
1933,10/23/2023 10:15:00,18.36,,,,
1934,10/23/2023 10:20:00,17.89,,,,
1935,10/23/2023 10:25:00,17.67,,,,
1936,10/23/2023 10:30:00,17.63,,,,
1937,10/23/2023 10:35:00,17.76,,,,
1938,10/23/2023 10:40:00,18.06,,,,
1939,10/23/2023 10:45:00,18.23,,,,
1940,10/23/2023 10:50:00,18.27,,,,
1941,10/23/2023 10:55:00,17.89,,,,
1942,10/23/2023 11:00:00,18.32,,,,
1943,10/23/2023 11:05:00,18.74,,,,
1944,10/23/2023 11:10:00,18.83,,,,
1945,10/23/2023 11:15:00,18.74,,,,
1946,10/23/2023 11:20:00,18.83,,,,
1947,10/23/2023 11:25:00,19.05,,,,
1948,10/23/2023 11:30:00,19.00,,,,
1949,10/23/2023 11:35:00,18.87,,,,
1950,10/23/2023 11:40:00,19.05,,,,
1951,10/23/2023 11:45:00,18.96,,,,
1952,10/23/2023 11:50:00,18.92,,,,
1953,10/23/2023 11:55:00,18.96,,,,
1954,10/23/2023 12:00:00,19.05,,,,
1955,10/23/2023 12:05:00,19.05,,,,
1956,10/23/2023 12:10:00,19.00,,,,
1957,10/23/2023 12:15:00,19.09,,,,
1958,10/23/2023 12:20:00,19.13,,,,
1959,10/23/2023 12:25:00,19.13,,,,
1960,10/23/2023 12:30:00,19.13,,,,
1961,10/23/2023 12:35:00,19.13,,,,
1962,10/23/2023 12:40:00,19.22,,,,
1963,10/23/2023 12:45:00,19.09,,,,
1964,10/23/2023 12:50:00,19.05,,,,
1965,10/23/2023 12:55:00,19.09,,,,
1966,10/23/2023 13:00:00,19.17,,,,
1967,10/23/2023 13:05:00,19.09,,,,
1968,10/23/2023 13:10:00,19.13,,,,
1969,10/23/2023 13:15:00,19.05,,,,
1970,10/23/2023 13:20:00,19.09,,,,
1971,10/23/2023 13:25:00,19.05,,,,
1972,10/23/2023 13:30:00,19.09,,,,
1973,10/23/2023 13:35:00,19.09,,,,
1974,10/23/2023 13:40:00,19.05,,,,
1975,10/23/2023 13:45:00,18.96,,,,
1976,10/23/2023 13:50:00,18.87,,,,
1977,10/23/2023 13:55:00,18.92,,,,
1978,10/23/2023 14:00:00,18.92,,,,
1979,10/23/2023 14:05:00,18.87,,,,
1980,10/23/2023 14:10:00,18.79,,,,
1981,10/23/2023 14:15:00,18.83,,,,
1982,10/23/2023 14:20:00,18.79,,,,
1983,10/23/2023 14:25:00,18.79,,,,
1984,10/23/2023 14:30:00,18.74,,,,
1985,10/23/2023 14:35:00,18.66,,,,
1986,10/23/2023 14:40:00,18.62,,,,
1987,10/23/2023 14:45:00,18.53,,,,
1988,10/23/2023 14:50:00,18.62,,,,
1989,10/23/2023 14:55:00,18.62,,,,
1990,10/23/2023 15:00:00,18.49,,,,
1991,10/23/2023 15:05:00,18.49,,,,
1992,10/23/2023 15:10:00,18.40,,,,
1993,10/23/2023 15:15:00,18.32,,,,
1994,10/23/2023 15:20:00,18.32,,,,
1995,10/23/2023 15:25:00,18.23,,,,
1996,10/23/2023 15:30:00,18.19,,,,
1997,10/23/2023 15:35:00,18.14,,,,
1998,10/23/2023 15:40:00,18.10,,,,
1999,10/23/2023 15:45:00,18.14,,,,
2000,10/23/2023 15:50:00,18.14,,,,
2001,10/23/2023 15:55:00,17.97,,,,
2002,10/23/2023 16:00:00,17.97,,,,
2003,10/23/2023 16:05:00,17.97,,,,
2004,10/23/2023 16:10:00,18.02,,,,
2005,10/23/2023 16:15:00,17.93,,,,
2006,10/23/2023 16:20:00,17.89,,,,
2007,10/23/2023 16:25:00,17.72,,,,
2008,10/23/2023 16:30:00,17.72,,,,
2009,10/23/2023 16:35:00,17.80,,,,
2010,10/23/2023 16:40:00,17.80,,,,
2011,10/23/2023 16:45:00,17.80,,,,
2012,10/23/2023 16:50:00,17.63,,,,
2013,10/23/2023 16:55:00,17.72,,,,
2014,10/23/2023 17:00:00,17.54,,,,
2015,10/23/2023 17:05:00,17.50,,,,
2016,10/23/2023 17:10:00,17.46,,,,
2017,10/23/2023 17:15:00,17.50,,,,
2018,10/23/2023 17:20:00,17.50,,,,
2019,10/23/2023 17:25:00,17.50,,,,
2020,10/23/2023 17:30:00,17.41,,,,
2021,10/23/2023 17:35:00,17.46,,,,
2022,10/23/2023 17:40:00,17.50,,,,
2023,10/23/2023 17:45:00,17.54,,,,
2024,10/23/2023 17:50:00,17.54,,,,
2025,10/23/2023 17:55:00,17.63,,,,
2026,10/23/2023 18:00:00,17.54,,,,
2027,10/23/2023 18:05:00,17.59,,,,
2028,10/23/2023 18:10:00,17.54,,,,
2029,10/23/2023 18:15:00,17.63,,,,
2030,10/23/2023 18:20:00,17.63,,,,
2031,10/23/2023 18:25:00,17.63,,,,
2032,10/23/2023 18:30:00,17.63,,,,
2033,10/23/2023 18:35:00,17.63,,,,
2034,10/23/2023 18:40:00,17.67,,,,
2035,10/23/2023 18:45:00,17.63,,,,
2036,10/23/2023 18:50:00,17.63,,,,
2037,10/23/2023 18:55:00,17.67,,,,
2038,10/23/2023 19:00:00,17.63,,,,
2039,10/23/2023 19:05:00,17.67,,,,
2040,10/23/2023 19:10:00,17.67,,,,
2041,10/23/2023 19:15:00,17.67,,,,
2042,10/23/2023 19:20:00,17.67,,,,
2043,10/23/2023 19:25:00,17.72,,,,
2044,10/23/2023 19:30:00,17.72,,,,
2045,10/23/2023 19:35:00,17.72,,,,
2046,10/23/2023 19:40:00,17.72,,,,
2047,10/23/2023 19:45:00,17.76,,,,
2048,10/23/2023 19:50:00,17.72,,,,
2049,10/23/2023 19:55:00,17.76,,,,
2050,10/23/2023 20:00:00,17.72,,,,
2051,10/23/2023 20:05:00,17.76,,,,
2052,10/23/2023 20:10:00,17.72,,,,
2053,10/23/2023 20:15:00,17.67,,,,
2054,10/23/2023 20:20:00,17.72,,,,
2055,10/23/2023 20:25:00,17.72,,,,
2056,10/23/2023 20:30:00,17.72,,,,
2057,10/23/2023 20:35:00,17.67,,,,
2058,10/23/2023 20:40:00,17.72,,,,
2059,10/23/2023 20:45:00,17.72,,,,
2060,10/23/2023 20:50:00,17.67,,,,
2061,10/23/2023 20:55:00,17.72,,,,
2062,10/23/2023 21:00:00,17.67,,,,
2063,10/23/2023 21:05:00,17.67,,,,
2064,10/23/2023 21:10:00,17.72,,,,
2065,10/23/2023 21:15:00,17.67,,,,
2066,10/23/2023 21:20:00,17.63,,,,
2067,10/23/2023 21:25:00,17.67,,,,
2068,10/23/2023 21:30:00,17.67,,,,
2069,10/23/2023 21:35:00,17.63,,,,
2070,10/23/2023 21:40:00,17.63,,,,
2071,10/23/2023 21:45:00,17.59,,,,
2072,10/23/2023 21:50:00,17.54,,,,
2073,10/23/2023 21:55:00,17.54,,,,
2074,10/23/2023 22:00:00,17.54,,,,
2075,10/23/2023 22:05:00,17.59,,,,
2076,10/23/2023 22:10:00,17.59,,,,
2077,10/23/2023 22:15:00,17.54,,,,
2078,10/23/2023 22:20:00,17.50,,,,
2079,10/23/2023 22:25:00,17.50,,,,
2080,10/23/2023 22:30:00,17.46,,,,
2081,10/23/2023 22:35:00,17.46,,,,
2082,10/23/2023 22:40:00,17.16,,,,
2083,10/23/2023 22:45:00,17.24,,,,
2084,10/23/2023 22:50:00,17.37,,,,
2085,10/23/2023 22:55:00,17.24,,,,
2086,10/23/2023 23:00:00,17.07,,,,
2087,10/23/2023 23:05:00,17.20,,,,
2088,10/23/2023 23:10:00,17.07,,,,
2089,10/23/2023 23:15:00,16.86,,,,
2090,10/23/2023 23:20:00,16.90,,,,
2091,10/23/2023 23:25:00,16.81,,,,
2092,10/23/2023 23:30:00,16.81,,,,
2093,10/23/2023 23:35:00,16.47,,,,
2094,10/23/2023 23:40:00,16.04,,,,
2095,10/23/2023 23:45:00,16.34,,,,
2096,10/23/2023 23:50:00,16.43,,,,
2097,10/23/2023 23:55:00,15.78,,,,
2098,10/24/2023 00:00:00,16.60,,,,
2099,10/24/2023 00:05:00,16.21,,,,
2100,10/24/2023 00:10:00,16.17,,,,
2101,10/24/2023 00:15:00,16.47,,,,
2102,10/24/2023 00:20:00,16.00,,,,
2103,10/24/2023 00:25:00,16.21,,,,
2104,10/24/2023 00:30:00,16.17,,,,
2105,10/24/2023 00:35:00,15.96,,,,
2106,10/24/2023 00:40:00,15.66,,,,
2107,10/24/2023 00:45:00,16.00,,,,
2108,10/24/2023 00:50:00,15.78,,,,
2109,10/24/2023 00:55:00,16.08,,,,
2110,10/24/2023 01:00:00,16.60,,,,
2111,10/24/2023 01:05:00,15.87,,,,
2112,10/24/2023 01:10:00,15.74,,,,
2113,10/24/2023 01:15:00,16.51,,,,
2114,10/24/2023 01:20:00,16.26,,,,
2115,10/24/2023 01:25:00,16.64,,,,
2116,10/24/2023 01:30:00,16.34,,,,
2117,10/24/2023 01:35:00,16.94,,,,
2118,10/24/2023 01:40:00,17.11,,,,
2119,10/24/2023 01:45:00,17.24,,,,
2120,10/24/2023 01:50:00,17.33,,,,
2121,10/24/2023 01:55:00,17.63,,,,
2122,10/24/2023 02:00:00,17.59,,,,
2123,10/24/2023 02:05:00,17.63,,,,
2124,10/24/2023 02:10:00,17.63,,,,
2125,10/24/2023 02:15:00,17.63,,,,
2126,10/24/2023 02:20:00,17.72,,,,
2127,10/24/2023 02:25:00,17.76,,,,
2128,10/24/2023 02:30:00,17.80,,,,
2129,10/24/2023 02:35:00,17.76,,,,
2130,10/24/2023 02:40:00,17.76,,,,
2131,10/24/2023 02:45:00,17.80,,,,
2132,10/24/2023 02:50:00,17.84,,,,
2133,10/24/2023 02:55:00,17.80,,,,
2134,10/24/2023 03:00:00,17.84,,,,
2135,10/24/2023 03:05:00,17.89,,,,
2136,10/24/2023 03:10:00,17.84,,,,
2137,10/24/2023 03:15:00,17.84,,,,
2138,10/24/2023 03:20:00,17.84,,,,
2139,10/24/2023 03:25:00,17.80,,,,
2140,10/24/2023 03:30:00,17.76,,,,
2141,10/24/2023 03:35:00,17.72,,,,
2142,10/24/2023 03:40:00,17.80,,,,
2143,10/24/2023 03:45:00,17.80,,,,
2144,10/24/2023 03:50:00,17.80,,,,
2145,10/24/2023 03:55:00,17.80,,,,
2146,10/24/2023 04:00:00,17.80,,,,
2147,10/24/2023 04:05:00,17.80,,,,
2148,10/24/2023 04:10:00,17.76,,,,
2149,10/24/2023 04:15:00,17.76,,,,
2150,10/24/2023 04:20:00,17.76,,,,
2151,10/24/2023 04:25:00,17.80,,,,
2152,10/24/2023 04:30:00,17.76,,,,
2153,10/24/2023 04:35:00,17.76,,,,
2154,10/24/2023 04:40:00,17.76,,,,
2155,10/24/2023 04:45:00,17.67,,,,
2156,10/24/2023 04:50:00,17.76,,,,
2157,10/24/2023 04:55:00,17.72,,,,
2158,10/24/2023 05:00:00,17.80,,,,
2159,10/24/2023 05:05:00,17.76,,,,
2160,10/24/2023 05:10:00,17.76,,,,
2161,10/24/2023 05:15:00,17.76,,,,
2162,10/24/2023 05:20:00,17.76,,,,
2163,10/24/2023 05:25:00,17.72,,,,
2164,10/24/2023 05:30:00,17.72,,,,
2165,10/24/2023 05:35:00,17.76,,,,
2166,10/24/2023 05:40:00,17.76,,,,
2167,10/24/2023 05:45:00,17.80,,,,
2168,10/24/2023 05:50:00,17.72,,,,
2169,10/24/2023 05:55:00,17.76,,,,
2170,10/24/2023 06:00:00,17.76,,,,
2171,10/24/2023 06:05:00,17.84,,,,
2172,10/24/2023 06:10:00,17.80,,,,
2173,10/24/2023 06:15:00,17.76,,,,
2174,10/24/2023 06:20:00,17.76,,,,
2175,10/24/2023 06:25:00,17.80,,,,
2176,10/24/2023 06:30:00,17.76,,,,
2177,10/24/2023 06:35:00,17.84,,,,
2178,10/24/2023 06:40:00,17.80,,,,
2179,10/24/2023 06:45:00,17.89,,,,
2180,10/24/2023 06:50:00,17.84,,,,
2181,10/24/2023 06:55:00,17.84,,,,
2182,10/24/2023 07:00:00,17.84,,,,
2183,10/24/2023 07:05:00,17.80,,,,
2184,10/24/2023 07:10:00,17.89,,,,
2185,10/24/2023 07:15:00,17.89,,,,
2186,10/24/2023 07:20:00,17.89,,,,
2187,10/24/2023 07:25:00,17.89,,,,
2188,10/24/2023 07:30:00,17.89,,,,
2189,10/24/2023 07:35:00,17.84,,,,
2190,10/24/2023 07:40:00,17.93,,,,
2191,10/24/2023 07:45:00,17.80,,,,
2192,10/24/2023 07:50:00,17.89,,,,
2193,10/24/2023 07:55:00,17.93,,,,
2194,10/24/2023 08:00:00,17.93,,,,
2195,10/24/2023 08:05:00,17.97,,,,
2196,10/24/2023 08:10:00,17.93,,,,
2197,10/24/2023 08:15:00,18.02,,,,
2198,10/24/2023 08:20:00,17.93,,,,
2199,10/24/2023 08:25:00,17.97,,,,
2200,10/24/2023 08:30:00,17.97,,,,
2201,10/24/2023 08:35:00,18.06,,,,
2202,10/24/2023 08:40:00,17.93,,,,
2203,10/24/2023 08:45:00,18.10,,,,
2204,10/24/2023 08:50:00,18.36,,,,
2205,10/24/2023 08:55:00,18.40,,,,
2206,10/24/2023 09:00:00,18.36,,,,
2207,10/24/2023 09:05:00,18.40,,,,
2208,10/24/2023 09:10:00,18.14,,,,
2209,10/24/2023 09:15:00,18.49,,,,
2210,10/24/2023 09:20:00,18.53,,,,
2211,10/24/2023 09:25:00,18.62,,,,
2212,10/24/2023 09:30:00,18.27,,,,
2213,10/24/2023 09:35:00,18.79,,,,
2214,10/24/2023 09:40:00,18.36,,,,
2215,10/24/2023 09:45:00,18.27,,,,
2216,10/24/2023 09:50:00,18.92,,,,
2217,10/24/2023 09:55:00,18.62,,,,
2218,10/24/2023 10:00:00,18.32,,,,
2219,10/24/2023 10:05:00,18.23,,,,
2220,10/24/2023 10:10:00,18.32,,,,
2221,10/24/2023 10:15:00,18.32,,,,
2222,10/24/2023 10:20:00,18.19,,,,
2223,10/24/2023 10:25:00,18.49,,,,
2224,10/24/2023 10:30:00,18.83,,,,
2225,10/24/2023 10:35:00,18.83,,,,
2226,10/24/2023 10:40:00,18.83,,,,
2227,10/24/2023 10:45:00,19.52,,,,
2228,10/24/2023 10:50:00,18.92,,,,
2229,10/24/2023 10:55:00,19.00,,,,
2230,10/24/2023 11:00:00,19.05,,,,
2231,10/24/2023 11:05:00,19.39,,,,
2232,10/24/2023 11:10:00,19.65,,,,
2233,10/24/2023 11:15:00,19.35,,,,
2234,10/24/2023 11:20:00,19.77,,,,
2235,10/24/2023 11:25:00,19.39,,,,
2236,10/24/2023 11:30:00,19.35,,,,
2237,10/24/2023 11:35:00,20.25,,,,
2238,10/24/2023 11:40:00,20.93,,,,
2239,10/24/2023 11:45:00,20.42,,,,
2240,10/24/2023 11:50:00,20.98,,,,
2241,10/24/2023 11:55:00,21.10,,,,
2242,10/24/2023 12:00:00,21.06,,,,
2243,10/24/2023 12:05:00,21.19,,,,
2244,10/24/2023 12:10:00,21.28,,,,
2245,10/24/2023 12:15:00,21.23,,,,
2246,10/24/2023 12:20:00,21.02,,,,
2247,10/24/2023 12:25:00,21.02,,,,
2248,10/24/2023 12:30:00,21.36,,,,
2249,10/24/2023 12:35:00,21.45,,,,
2250,10/24/2023 12:40:00,21.10,,,,
2251,10/24/2023 12:45:00,21.28,,,,
2252,10/24/2023 12:50:00,21.45,,,,
2253,10/24/2023 12:55:00,20.46,,,,
2254,10/24/2023 13:00:00,21.23,,,,
2255,10/24/2023 13:05:00,22.01,,,,
2256,10/24/2023 13:10:00,21.70,,,,
2257,10/24/2023 13:15:00,21.62,,,,
2258,10/24/2023 13:20:00,21.53,,,,
2259,10/24/2023 13:25:00,21.58,,,,
2260,10/24/2023 13:30:00,21.66,,,,
2261,10/24/2023 13:35:00,21.28,,,,
2262,10/24/2023 13:40:00,21.36,,,,
2263,10/24/2023 13:45:00,21.28,,,,
