#,Date-Time (PST/PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,10/16/2023 17:45:00,21.96,264.16,,,,
2,10/16/2023 17:50:00,19.56,1119.68,,,,
3,10/16/2023 17:55:00,19.39,909.44,,,,
4,10/16/2023 18:00:00,19.22,519.04,,,,
5,10/16/2023 18:05:00,19.22,472.48,,,,
6,10/16/2023 18:10:00,19.09,298.56,,,,
7,10/16/2023 18:15:00,19.05,191.60,,,,
8,10/16/2023 18:20:00,19.00,92.72,,,,
9,10/16/2023 18:25:00,18.96,52.12,,,,
10,10/16/2023 18:30:00,19.00,21.35,,,,
11,10/16/2023 18:35:00,18.96,4.21,,,,
12,10/16/2023 18:40:00,18.96,0.88,,,,
13,10/16/2023 18:45:00,18.96,0.00,,,,
14,10/16/2023 18:50:00,18.92,0.00,,,,
15,10/16/2023 18:55:00,18.87,0.00,,,,
16,10/16/2023 19:00:00,18.83,0.00,,,,
17,10/16/2023 19:05:00,18.87,0.00,,,,
18,10/16/2023 19:10:00,18.83,0.00,,,,
19,10/16/2023 19:15:00,18.83,0.00,,,,
20,10/16/2023 19:20:00,18.83,0.00,,,,
21,10/16/2023 19:25:00,18.83,0.00,,,,
22,10/16/2023 19:30:00,18.79,0.00,,,,
23,10/16/2023 19:35:00,18.79,0.00,,,,
24,10/16/2023 19:40:00,18.74,0.00,,,,
25,10/16/2023 19:45:00,18.74,0.00,,,,
26,10/16/2023 19:50:00,18.74,0.00,,,,
27,10/16/2023 19:55:00,18.74,0.00,,,,
28,10/16/2023 20:00:00,18.74,0.00,,,,
29,10/16/2023 20:05:00,18.74,0.00,,,,
30,10/16/2023 20:10:00,18.70,0.00,,,,
31,10/16/2023 20:15:00,18.70,0.00,,,,
32,10/16/2023 20:20:00,18.70,0.00,,,,
33,10/16/2023 20:25:00,18.70,0.00,,,,
34,10/16/2023 20:30:00,18.70,0.00,,,,
35,10/16/2023 20:35:00,18.74,0.00,,,,
36,10/16/2023 20:40:00,18.70,0.00,,,,
37,10/16/2023 20:45:00,18.62,0.00,,,,
38,10/16/2023 20:50:00,18.70,0.00,,,,
39,10/16/2023 20:55:00,18.62,0.00,,,,
40,10/16/2023 21:00:00,18.70,0.00,,,,
41,10/16/2023 21:05:00,18.62,0.00,,,,
42,10/16/2023 21:10:00,18.66,0.00,,,,
43,10/16/2023 21:15:00,18.66,0.00,,,,
44,10/16/2023 21:20:00,18.57,0.00,,,,
45,10/16/2023 21:25:00,18.62,0.00,,,,
46,10/16/2023 21:30:00,18.57,0.00,,,,
47,10/16/2023 21:35:00,18.62,0.00,,,,
48,10/16/2023 21:40:00,18.62,0.00,,,,
49,10/16/2023 21:45:00,18.57,0.00,,,,
50,10/16/2023 21:50:00,18.57,0.00,,,,
51,10/16/2023 21:55:00,18.57,0.00,,,,
52,10/16/2023 22:00:00,18.53,0.00,,,,
53,10/16/2023 22:05:00,18.53,0.00,,,,
54,10/16/2023 22:10:00,18.53,0.00,,,,
55,10/16/2023 22:15:00,18.53,0.00,,,,
56,10/16/2023 22:20:00,18.53,0.00,,,,
57,10/16/2023 22:25:00,18.53,0.00,,,,
58,10/16/2023 22:30:00,18.49,0.00,,,,
59,10/16/2023 22:35:00,18.53,0.00,,,,
60,10/16/2023 22:40:00,18.53,0.00,,,,
61,10/16/2023 22:45:00,18.49,0.00,,,,
62,10/16/2023 22:50:00,18.44,0.00,,,,
63,10/16/2023 22:55:00,18.49,0.00,,,,
64,10/16/2023 23:00:00,18.44,0.00,,,,
65,10/16/2023 23:05:00,18.53,0.00,,,,
66,10/16/2023 23:10:00,18.49,0.00,,,,
67,10/16/2023 23:15:00,18.49,0.00,,,,
68,10/16/2023 23:20:00,18.49,0.00,,,,
69,10/16/2023 23:25:00,18.49,0.00,,,,
70,10/16/2023 23:30:00,18.49,0.00,,,,
71,10/16/2023 23:35:00,18.44,0.00,,,,
72,10/16/2023 23:40:00,18.49,0.00,,,,
73,10/16/2023 23:45:00,18.44,0.00,,,,
74,10/16/2023 23:50:00,18.49,0.00,,,,
75,10/16/2023 23:55:00,18.49,0.00,,,,
76,10/17/2023 00:00:00,18.44,0.00,,,,
77,10/17/2023 00:05:00,18.40,0.00,,,,
78,10/17/2023 00:10:00,18.49,0.00,,,,
79,10/17/2023 00:15:00,18.44,0.00,,,,
80,10/17/2023 00:20:00,18.44,0.00,,,,
81,10/17/2023 00:25:00,18.44,0.00,,,,
82,10/17/2023 00:30:00,18.44,0.00,,,,
83,10/17/2023 00:35:00,18.40,0.00,,,,
84,10/17/2023 00:40:00,18.40,0.00,,,,
85,10/17/2023 00:45:00,18.36,0.00,,,,
86,10/17/2023 00:50:00,18.36,0.00,,,,
87,10/17/2023 00:55:00,18.36,0.00,,,,
88,10/17/2023 01:00:00,18.27,0.00,,,,
89,10/17/2023 01:05:00,18.23,0.00,,,,
90,10/17/2023 01:10:00,18.23,0.00,,,,
91,10/17/2023 01:15:00,18.19,0.00,,,,
92,10/17/2023 01:20:00,18.14,0.00,,,,
