#,Date-Time (PST/PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,10/17/2023 17:30:00,22.13,3806.72,,,,
2,10/17/2023 17:35:00,20.68,3170.56,,,,
3,10/17/2023 17:40:00,19.86,2447.36,,,,
4,10/17/2023 17:45:00,19.56,2133.12,,,,
5,10/17/2023 17:50:00,19.17,1850.88,,,,
6,10/17/2023 17:55:00,19.35,1544.96,,,,
7,10/17/2023 18:00:00,19.35,1237.12,,,,
8,10/17/2023 18:05:00,19.35,933.44,,,,
9,10/17/2023 18:10:00,19.05,635.52,,,,
10,10/17/2023 18:15:00,19.00,398.08,,,,
11,10/17/2023 18:20:00,19.22,198.48,,,,
12,10/17/2023 18:25:00,19.35,105.28,,,,
13,10/17/2023 18:30:00,19.22,39.97,,,,
14,10/17/2023 18:35:00,19.52,13.23,,,,
15,10/17/2023 18:40:00,19.52,0.22,,,,
16,10/17/2023 18:45:00,19.56,0.44,,,,
17,10/17/2023 18:50:00,19.65,0.00,,,,
18,10/17/2023 18:55:00,19.69,0.00,,,,
19,10/17/2023 19:00:00,19.73,0.00,,,,
20,10/17/2023 19:05:00,19.69,0.00,,,,
21,10/17/2023 19:10:00,19.73,0.00,,,,
22,10/17/2023 19:15:00,19.65,0.00,,,,
23,10/17/2023 19:20:00,19.69,0.00,,,,
24,10/17/2023 19:25:00,19.73,0.00,,,,
25,10/17/2023 19:30:00,19.69,0.00,,,,
26,10/17/2023 19:35:00,19.73,0.00,,,,
27,10/17/2023 19:40:00,19.73,0.00,,,,
28,10/17/2023 19:45:00,19.69,0.00,,,,
29,10/17/2023 19:50:00,19.65,0.00,,,,
30,10/17/2023 19:55:00,19.69,0.00,,,,
31,10/17/2023 20:00:00,19.69,0.00,,,,
32,10/17/2023 20:05:00,19.69,0.00,,,,
33,10/17/2023 20:10:00,19.65,0.00,,,,
34,10/17/2023 20:15:00,19.69,0.00,,,,
35,10/17/2023 20:20:00,19.73,0.00,,,,
36,10/17/2023 20:25:00,19.73,0.00,,,,
