#,Date-Time (PST/PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,10/14/2023 16:30:15,29.94,42557.44,,,,
2,10/14/2023 16:35:15,27.02,372.16,,,,
3,10/14/2023 16:40:15,26.94,31109.12,,,,
4,10/14/2023 16:45:15,26.68,29337.60,,,,
5,10/14/2023 16:50:15,26.38,27074.56,,,,
6,10/14/2023 16:55:15,26.17,25149.44,,,,
7,10/14/2023 17:00:15,25.99,23265.28,,,,
8,10/14/2023 17:05:15,25.82,21452.80,,,,
9,10/14/2023 17:10:15,25.35,19660.80,,,,
10,10/14/2023 17:15:15,24.92,17873.92,,,,
11,10/14/2023 17:20:15,24.54,16015.36,,,,
12,10/14/2023 17:25:15,23.76,10496.00,,,,
13,10/14/2023 17:30:15,21.02,4474.88,,,,
14,10/14/2023 17:35:15,19.95,4099.84,,,,
15,10/14/2023 17:40:15,19.30,3728.64,,,,
16,10/14/2023 17:45:15,18.96,3363.84,,,,
17,10/14/2023 17:50:15,18.79,2986.24,,,,
18,10/14/2023 17:55:15,18.66,2582.40,,,,
19,10/14/2023 18:00:15,18.49,2124.80,,,,
20,10/14/2023 18:05:15,18.32,1717.76,,,,
21,10/14/2023 18:10:15,18.27,1277.76,,,,
22,10/14/2023 18:15:15,18.10,870.40,,,,
23,10/14/2023 18:20:15,18.06,529.44,,,,
24,10/14/2023 18:25:15,17.89,273.44,,,,
25,10/14/2023 18:30:15,17.72,119.64,,,,
26,10/14/2023 18:35:15,17.76,43.62,,,,
27,10/14/2023 18:40:15,18.02,6.06,,,,
28,10/14/2023 18:45:15,17.59,1.56,,,,
29,10/14/2023 18:50:15,18.40,0.00,,,,
30,10/14/2023 18:55:15,18.74,0.00,,,,
31,10/14/2023 19:00:15,18.70,0.00,,,,
32,10/14/2023 19:05:15,18.79,0.00,,,,
33,10/14/2023 19:10:15,18.83,0.00,,,,
34,10/14/2023 19:15:15,18.79,0.00,,,,
35,10/14/2023 19:20:15,18.79,0.00,,,,
36,10/14/2023 19:25:15,18.87,0.00,,,,
37,10/14/2023 19:30:15,18.87,0.00,,,,
38,10/14/2023 19:35:15,18.87,0.00,,,,
39,10/14/2023 19:40:15,18.87,0.00,,,,
40,10/14/2023 19:45:15,18.83,0.00,,,,
41,10/14/2023 19:50:15,18.79,0.00,,,,
42,10/14/2023 19:55:15,18.83,0.00,,,,
43,10/14/2023 20:00:15,18.79,0.00,,,,
44,10/14/2023 20:05:15,18.74,0.00,,,,
