#,Date-Time (PST/PDT),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,10/15/2023 16:55:00,26.25,32051.20,,,,
2,10/15/2023 17:00:00,26.21,43274.24,,,,
3,10/15/2023 17:05:00,27.20,40642.56,,,,
4,10/15/2023 17:10:00,27.02,38901.76,,,,
5,10/15/2023 17:15:00,26.42,36894.72,,,,
6,10/15/2023 17:20:00,24.02,36638.72,,,,
7,10/15/2023 17:25:00,22.95,32481.28,,,,
8,10/15/2023 17:30:00,21.92,28569.60,,,,
9,10/15/2023 17:35:00,21.70,22722.56,,,,
10,10/15/2023 17:40:00,20.89,17914.88,,,,
11,10/15/2023 17:45:00,19.43,3957.76,,,,
12,10/15/2023 17:50:00,18.44,2305.28,,,,
13,10/15/2023 17:55:00,18.19,2812.16,,,,
14,10/15/2023 18:00:00,18.27,734.40,,,,
15,10/15/2023 18:05:00,18.23,397.92,,,,
16,10/15/2023 18:10:00,18.14,1357.44,,,,
17,10/15/2023 18:15:00,18.32,882.24,,,,
18,10/15/2023 18:20:00,18.57,522.56,,,,
19,10/15/2023 18:25:00,18.79,149.96,,,,
20,10/15/2023 18:30:00,18.79,107.88,,,,
21,10/15/2023 18:35:00,18.83,42.98,,,,
22,10/15/2023 18:40:00,18.92,1.30,,,,
23,10/15/2023 18:45:00,19.05,0.00,,,,
24,10/15/2023 18:50:00,19.05,0.00,,,,
25,10/15/2023 18:55:00,19.17,0.00,,,,
26,10/15/2023 19:00:00,19.09,0.00,,,,
27,10/15/2023 19:05:00,19.09,0.00,,,,
28,10/15/2023 19:10:00,19.05,0.00,,,,
29,10/15/2023 19:15:00,19.05,0.00,,,,
30,10/15/2023 19:20:00,19.00,0.00,,,,
31,10/15/2023 19:25:00,19.00,0.00,,,,
32,10/15/2023 19:30:00,18.96,0.00,,,,
33,10/15/2023 19:35:00,18.96,0.00,,,,
34,10/15/2023 19:40:00,18.83,0.00,,,,
35,10/15/2023 19:45:00,18.87,0.00,,,,
36,10/15/2023 19:50:00,18.87,0.00,,,,
37,10/15/2023 19:55:00,18.79,0.00,,,,
38,10/15/2023 20:00:00,18.83,0.00,,,,
39,10/15/2023 20:05:00,18.74,0.00,,,,
40,10/15/2023 20:10:00,18.74,0.00,,,,
41,10/15/2023 20:15:00,18.74,0.00,,,,
42,10/15/2023 20:20:00,18.74,0.00,,,,
43,10/15/2023 20:25:00,18.66,0.00,,,,
44,10/15/2023 20:30:00,18.62,0.00,,,,
45,10/15/2023 20:35:00,18.62,0.00,,,,
46,10/15/2023 20:40:00,18.62,0.00,,,,
47,10/15/2023 20:45:00,18.57,0.00,,,,
48,10/15/2023 20:50:00,18.57,0.00,,,,
