#,Date-Time (PST),Ch:1 - Temperature   (°C),Button Down,Button Up,Host Connected,End of File
78,01/08/2024 21:30:00,14.24,,,,
79,01/08/2024 21:35:00,14.20,,,,
80,01/08/2024 21:40:00,14.20,,,,
81,01/08/2024 21:45:00,14.15,,,,
82,01/08/2024 21:50:00,14.15,,,,
83,01/08/2024 21:55:00,14.20,,,,
84,01/08/2024 22:00:00,14.20,,,,
85,01/08/2024 22:05:00,14.15,,,,
86,01/08/2024 22:10:00,14.15,,,,
87,01/08/2024 22:15:00,14.11,,,,
88,01/08/2024 22:20:00,14.11,,,,
89,01/08/2024 22:25:00,14.07,,,,
90,01/08/2024 22:30:00,14.07,,,,
91,01/08/2024 22:35:00,14.07,,,,
92,01/08/2024 22:40:00,14.07,,,,
93,01/08/2024 22:45:00,14.03,,,,
94,01/08/2024 22:50:00,14.03,,,,
95,01/08/2024 22:55:00,14.03,,,,
96,01/08/2024 23:00:00,13.98,,,,
97,01/08/2024 23:05:00,13.98,,,,
98,01/08/2024 23:10:00,13.98,,,,
99,01/08/2024 23:15:00,13.94,,,,
100,01/08/2024 23:20:00,13.90,,,,
101,01/08/2024 23:25:00,13.90,,,,
102,01/08/2024 23:30:00,13.77,,,,
103,01/08/2024 23:35:00,13.77,,,,
104,01/08/2024 23:40:00,13.77,,,,
105,01/08/2024 23:45:00,13.85,,,,
106,01/08/2024 23:50:00,13.77,,,,
107,01/08/2024 23:55:00,13.85,,,,
108,01/09/2024 00:00:00,13.77,,,,
109,01/09/2024 00:05:00,13.77,,,,
110,01/09/2024 00:10:00,13.73,,,,
111,01/09/2024 00:15:00,13.81,,,,
112,01/09/2024 00:20:00,13.68,,,,
113,01/09/2024 00:25:00,13.77,,,,
114,01/09/2024 00:30:00,13.73,,,,
115,01/09/2024 00:35:00,13.55,,,,
116,01/09/2024 00:40:00,13.68,,,,
117,01/09/2024 00:45:00,13.68,,,,
118,01/09/2024 00:50:00,13.73,,,,
119,01/09/2024 00:55:00,13.68,,,,
120,01/09/2024 01:00:00,13.68,,,,
121,01/09/2024 01:05:00,13.68,,,,
122,01/09/2024 01:10:00,13.81,,,,
123,01/09/2024 01:15:00,13.77,,,,
124,01/09/2024 01:20:00,13.85,,,,
125,01/09/2024 01:25:00,13.85,,,,
126,01/09/2024 01:30:00,13.85,,,,
127,01/09/2024 01:35:00,13.85,,,,
128,01/09/2024 01:40:00,13.77,,,,
129,01/09/2024 01:45:00,13.77,,,,
130,01/09/2024 01:50:00,13.77,,,,
131,01/09/2024 01:55:00,13.81,,,,
132,01/09/2024 02:00:00,13.81,,,,
133,01/09/2024 02:05:00,13.81,,,,
134,01/09/2024 02:10:00,13.81,,,,
135,01/09/2024 02:15:00,13.81,,,,
136,01/09/2024 02:20:00,13.81,,,,
137,01/09/2024 02:25:00,13.81,,,,
138,01/09/2024 02:30:00,13.81,,,,
139,01/09/2024 02:35:00,13.77,,,,
140,01/09/2024 02:40:00,13.81,,,,
141,01/09/2024 02:45:00,13.85,,,,
142,01/09/2024 02:50:00,13.85,,,,
143,01/09/2024 02:55:00,13.81,,,,
144,01/09/2024 03:00:00,13.81,,,,
145,01/09/2024 03:05:00,13.77,,,,
146,01/09/2024 03:10:00,13.77,,,,
147,01/09/2024 03:15:00,13.81,,,,
148,01/09/2024 03:20:00,13.81,,,,
149,01/09/2024 03:25:00,13.81,,,,
150,01/09/2024 03:30:00,13.77,,,,
151,01/09/2024 03:35:00,13.77,,,,
152,01/09/2024 03:40:00,13.77,,,,
153,01/09/2024 03:45:00,13.77,,,,
154,01/09/2024 03:50:00,13.73,,,,
155,01/09/2024 03:55:00,13.73,,,,
156,01/09/2024 04:00:00,13.77,,,,
157,01/09/2024 04:05:00,13.77,,,,
158,01/09/2024 04:10:00,13.73,,,,
159,01/09/2024 04:15:00,13.73,,,,
160,01/09/2024 04:20:00,13.77,,,,
161,01/09/2024 04:25:00,13.73,,,,
162,01/09/2024 04:30:00,13.68,,,,
163,01/09/2024 04:35:00,13.73,,,,
164,01/09/2024 04:40:00,13.73,,,,
165,01/09/2024 04:45:00,13.73,,,,
166,01/09/2024 04:50:00,13.64,,,,
167,01/09/2024 04:55:00,13.77,,,,
168,01/09/2024 05:00:00,13.81,,,,
169,01/09/2024 05:05:00,13.85,,,,
170,01/09/2024 05:10:00,13.77,,,,
171,01/09/2024 05:15:00,13.81,,,,
172,01/09/2024 05:20:00,13.81,,,,
173,01/09/2024 05:25:00,13.81,,,,
174,01/09/2024 05:30:00,13.81,,,,
175,01/09/2024 05:35:00,13.77,,,,
176,01/09/2024 05:40:00,13.73,,,,
177,01/09/2024 05:45:00,13.68,,,,
178,01/09/2024 05:50:00,13.73,,,,
179,01/09/2024 05:55:00,13.77,,,,
180,01/09/2024 06:00:00,13.73,,,,
181,01/09/2024 06:05:00,13.77,,,,
182,01/09/2024 06:10:00,13.68,,,,
183,01/09/2024 06:15:00,13.73,,,,
184,01/09/2024 06:20:00,13.81,,,,
185,01/09/2024 06:25:00,13.77,,,,
186,01/09/2024 06:30:00,13.85,,,,
187,01/09/2024 06:35:00,13.85,,,,
188,01/09/2024 06:40:00,13.85,,,,
189,01/09/2024 06:45:00,13.68,,,,
190,01/09/2024 06:50:00,13.73,,,,
191,01/09/2024 06:55:00,13.81,,,,
192,01/09/2024 07:00:00,13.81,,,,
193,01/09/2024 07:05:00,13.77,,,,
194,01/09/2024 07:10:00,13.77,,,,
195,01/09/2024 07:15:00,13.85,,,,
196,01/09/2024 07:20:00,13.81,,,,
197,01/09/2024 07:25:00,13.81,,,,
198,01/09/2024 07:30:00,13.77,,,,
199,01/09/2024 07:35:00,13.73,,,,
200,01/09/2024 07:40:00,13.64,,,,
201,01/09/2024 07:45:00,13.64,,,,
202,01/09/2024 07:50:00,13.77,,,,
203,01/09/2024 07:55:00,13.81,,,,
204,01/09/2024 08:00:00,13.64,,,,
205,01/09/2024 08:05:00,13.60,,,,
206,01/09/2024 08:10:00,13.60,,,,
207,01/09/2024 08:15:00,13.55,,,,
208,01/09/2024 08:20:00,13.55,,,,
209,01/09/2024 08:25:00,13.55,,,,
210,01/09/2024 08:30:00,13.55,,,,
211,01/09/2024 08:35:00,13.55,,,,
212,01/09/2024 08:40:00,13.68,,,,
213,01/09/2024 08:45:00,13.73,,,,
214,01/09/2024 08:50:00,13.81,,,,
215,01/09/2024 08:55:00,13.68,,,,
216,01/09/2024 09:00:00,13.68,,,,
217,01/09/2024 09:05:00,13.81,,,,
218,01/09/2024 09:10:00,13.77,,,,
219,01/09/2024 09:15:00,13.68,,,,
220,01/09/2024 09:20:00,13.68,,,,
221,01/09/2024 09:25:00,13.64,,,,
222,01/09/2024 09:30:00,13.77,,,,
223,01/09/2024 09:35:00,13.77,,,,
224,01/09/2024 09:40:00,13.81,,,,
225,01/09/2024 09:45:00,13.77,,,,
226,01/09/2024 09:50:00,13.85,,,,
227,01/09/2024 09:55:00,13.81,,,,
228,01/09/2024 10:00:00,13.85,,,,
229,01/09/2024 10:05:00,13.85,,,,
230,01/09/2024 10:10:00,13.90,,,,
231,01/09/2024 10:15:00,14.03,,,,
232,01/09/2024 10:20:00,14.03,,,,
233,01/09/2024 10:25:00,14.07,,,,
234,01/09/2024 10:30:00,14.15,,,,
235,01/09/2024 10:35:00,14.54,,,,
236,01/09/2024 10:40:00,14.28,,,,
237,01/09/2024 10:45:00,14.41,,,,
238,01/09/2024 10:50:00,14.75,,,,
239,01/09/2024 10:55:00,15.01,,,,
240,01/09/2024 11:00:00,15.57,,,,
241,01/09/2024 11:05:00,15.36,,,,
242,01/09/2024 11:10:00,15.87,,,,
243,01/09/2024 11:15:00,16.26,,,,
244,01/09/2024 11:20:00,16.77,,,,
245,01/09/2024 11:25:00,17.07,,,,
246,01/09/2024 11:30:00,17.41,,,,
247,01/09/2024 11:35:00,17.72,,,,
248,01/09/2024 11:40:00,18.62,,,,
249,01/09/2024 11:45:00,19.17,,,,
250,01/09/2024 11:50:00,19.39,,,,
251,01/09/2024 11:55:00,19.43,,,,
252,01/09/2024 12:00:00,19.60,,,,
253,01/09/2024 12:05:00,19.82,,,,
254,01/09/2024 12:10:00,19.73,,,,
255,01/09/2024 12:15:00,19.52,,,,
256,01/09/2024 12:20:00,19.35,,,,
257,01/09/2024 12:25:00,19.22,,,,
258,01/09/2024 12:30:00,18.92,,,,
259,01/09/2024 12:35:00,18.62,,,,
260,01/09/2024 12:40:00,18.36,,,,
261,01/09/2024 12:45:00,18.10,,,,
262,01/09/2024 12:50:00,17.97,,,,
263,01/09/2024 12:55:00,17.93,,,,
264,01/09/2024 13:00:00,17.97,,,,
265,01/09/2024 13:05:00,18.06,,,,
266,01/09/2024 13:10:00,18.14,,,,
267,01/09/2024 13:15:00,18.14,,,,
268,01/09/2024 13:20:00,18.10,,,,
269,01/09/2024 13:25:00,18.10,,,,
270,01/09/2024 13:30:00,17.80,,,,
271,01/09/2024 13:35:00,17.46,,,,
272,01/09/2024 13:40:00,17.07,,,,
273,01/09/2024 13:45:00,16.94,,,,
274,01/09/2024 13:50:00,16.64,,,,
275,01/09/2024 13:55:00,16.47,,,,
276,01/09/2024 14:00:00,16.39,,,,
277,01/09/2024 14:05:00,16.30,,,,
278,01/09/2024 14:10:00,16.13,,,,
279,01/09/2024 14:15:00,16.13,,,,
280,01/09/2024 14:20:00,16.04,,,,
281,01/09/2024 14:25:00,15.87,,,,
282,01/09/2024 14:30:00,15.78,,,,
283,01/09/2024 14:35:00,15.70,,,,
284,01/09/2024 14:40:00,15.70,,,,
285,01/09/2024 14:45:00,15.87,,,,
286,01/09/2024 14:50:00,15.83,,,,
287,01/09/2024 14:55:00,15.83,,,,
288,01/09/2024 15:00:00,15.53,,,,
289,01/09/2024 15:05:00,15.48,,,,
290,01/09/2024 15:10:00,14.97,,,,
291,01/09/2024 15:15:00,14.63,,,,
292,01/09/2024 15:20:00,14.50,,,,
293,01/09/2024 15:25:00,14.33,,,,
294,01/09/2024 15:30:00,14.24,,,,
295,01/09/2024 15:35:00,14.24,,,,
296,01/09/2024 15:40:00,14.28,,,,
297,01/09/2024 15:45:00,14.20,,,,
298,01/09/2024 15:50:00,13.98,,,,
299,01/09/2024 15:55:00,13.64,,,,
300,01/09/2024 16:00:00,13.30,,,,
301,01/09/2024 16:05:00,13.34,,,,
302,01/09/2024 16:10:00,13.04,,,,
303,01/09/2024 16:15:00,12.87,,,,
304,01/09/2024 16:20:00,12.70,,,,
305,01/09/2024 16:25:00,12.44,,,,
306,01/09/2024 16:30:00,12.18,,,,
307,01/09/2024 16:35:00,12.01,,,,
308,01/09/2024 16:40:00,11.75,,,,
309,01/09/2024 16:45:00,11.54,,,,
310,01/09/2024 16:50:00,11.41,,,,
311,01/09/2024 16:55:00,11.19,,,,
312,01/09/2024 17:00:00,11.02,,,,
313,01/09/2024 17:05:00,10.85,,,,
314,01/09/2024 17:10:00,10.72,,,,
315,01/09/2024 17:15:00,10.59,,,,
316,01/09/2024 17:20:00,10.42,,,,
317,01/09/2024 17:25:00,10.38,,,,
318,01/09/2024 17:30:00,10.25,,,,
319,01/09/2024 17:35:00,10.12,,,,
320,01/09/2024 17:40:00,9.99,,,,
321,01/09/2024 17:45:00,9.95,,,,
322,01/09/2024 17:50:00,9.91,,,,
323,01/09/2024 17:55:00,9.99,,,,
324,01/09/2024 18:00:00,9.95,,,,
325,01/09/2024 18:05:00,9.86,,,,
326,01/09/2024 18:10:00,9.91,,,,
327,01/09/2024 18:15:00,9.95,,,,
328,01/09/2024 18:20:00,10.42,,,,
329,01/09/2024 18:25:00,12.10,,,,
330,01/09/2024 18:30:00,13.00,,,,
331,01/09/2024 18:35:00,14.03,,,,
332,01/09/2024 18:40:00,14.20,,,,
333,01/09/2024 18:45:00,14.37,,,,
334,01/09/2024 18:50:00,14.37,,,,
335,01/09/2024 18:55:00,14.41,,,,
336,01/09/2024 19:00:00,14.37,,,,
337,01/09/2024 19:05:00,14.37,,,,
338,01/09/2024 19:10:00,14.37,,,,
339,01/09/2024 19:15:00,14.41,,,,
340,01/09/2024 19:20:00,14.41,,,,
341,01/09/2024 19:25:00,14.41,,,,
342,01/09/2024 19:30:00,14.45,,,,
343,01/09/2024 19:35:00,14.45,,,,
344,01/09/2024 19:40:00,14.41,,,,
345,01/09/2024 19:45:00,14.41,,,,
346,01/09/2024 19:50:00,14.41,,,,
347,01/09/2024 19:55:00,14.41,,,,
348,01/09/2024 20:00:00,14.37,,,,
349,01/09/2024 20:05:00,14.41,,,,
350,01/09/2024 20:10:00,14.41,,,,
351,01/09/2024 20:15:00,14.37,,,,
352,01/09/2024 20:20:00,14.37,,,,
353,01/09/2024 20:25:00,14.37,,,,
354,01/09/2024 20:30:00,14.41,,,,
355,01/09/2024 20:35:00,14.45,,,,
356,01/09/2024 20:40:00,14.45,,,,
357,01/09/2024 20:45:00,14.41,,,,
358,01/09/2024 20:50:00,14.37,,,,
359,01/09/2024 20:55:00,14.41,,,,
360,01/09/2024 21:00:00,14.41,,,,
361,01/09/2024 21:05:00,14.41,,,,
362,01/09/2024 21:10:00,14.41,,,,
363,01/09/2024 21:15:00,14.37,,,,
364,01/09/2024 21:20:00,14.37,,,,
365,01/09/2024 21:25:00,14.37,,,,
366,01/09/2024 21:30:00,14.41,,,,
367,01/09/2024 21:35:00,14.41,,,,
368,01/09/2024 21:40:00,14.37,,,,
369,01/09/2024 21:45:00,14.41,,,,
370,01/09/2024 21:50:00,14.37,,,,
371,01/09/2024 21:55:00,14.37,,,,
372,01/09/2024 22:00:00,14.37,,,,
373,01/09/2024 22:05:00,14.37,,,,
374,01/09/2024 22:10:00,14.37,,,,
375,01/09/2024 22:15:00,14.37,,,,
376,01/09/2024 22:20:00,14.37,,,,
377,01/09/2024 22:25:00,14.33,,,,
378,01/09/2024 22:30:00,14.33,,,,
379,01/09/2024 22:35:00,14.33,,,,
380,01/09/2024 22:40:00,14.33,,,,
381,01/09/2024 22:45:00,14.28,,,,
382,01/09/2024 22:50:00,14.28,,,,
383,01/09/2024 22:55:00,14.33,,,,
384,01/09/2024 23:00:00,14.33,,,,
385,01/09/2024 23:05:00,14.28,,,,
386,01/09/2024 23:10:00,14.28,,,,
387,01/09/2024 23:15:00,14.33,,,,
388,01/09/2024 23:20:00,14.24,,,,
389,01/09/2024 23:25:00,14.20,,,,
390,01/09/2024 23:30:00,14.24,,,,
391,01/09/2024 23:35:00,14.24,,,,
392,01/09/2024 23:40:00,14.24,,,,
393,01/09/2024 23:45:00,14.28,,,,
394,01/09/2024 23:50:00,14.24,,,,
395,01/09/2024 23:55:00,14.20,,,,
396,01/10/2024 00:00:00,14.15,,,,
397,01/10/2024 00:05:00,14.24,,,,
398,01/10/2024 00:10:00,14.20,,,,
399,01/10/2024 00:15:00,14.24,,,,
400,01/10/2024 00:20:00,14.24,,,,
401,01/10/2024 00:25:00,14.24,,,,
402,01/10/2024 00:30:00,14.33,,,,
403,01/10/2024 00:35:00,14.33,,,,
404,01/10/2024 00:40:00,14.28,,,,
405,01/10/2024 00:45:00,14.28,,,,
406,01/10/2024 00:50:00,14.24,,,,
407,01/10/2024 00:55:00,14.24,,,,
408,01/10/2024 01:00:00,14.24,,,,
409,01/10/2024 01:05:00,14.28,,,,
410,01/10/2024 01:10:00,14.33,,,,
411,01/10/2024 01:15:00,14.24,,,,
412,01/10/2024 01:20:00,14.28,,,,
413,01/10/2024 01:25:00,14.24,,,,
414,01/10/2024 01:30:00,14.33,,,,
415,01/10/2024 01:35:00,14.28,,,,
416,01/10/2024 01:40:00,14.24,,,,
417,01/10/2024 01:45:00,14.24,,,,
418,01/10/2024 01:50:00,14.24,,,,
419,01/10/2024 01:55:00,14.28,,,,
420,01/10/2024 02:00:00,14.33,,,,
421,01/10/2024 02:05:00,14.28,,,,
422,01/10/2024 02:10:00,14.24,,,,
423,01/10/2024 02:15:00,14.28,,,,
424,01/10/2024 02:20:00,14.24,,,,
425,01/10/2024 02:25:00,14.28,,,,
426,01/10/2024 02:30:00,14.24,,,,
427,01/10/2024 02:35:00,14.24,,,,
428,01/10/2024 02:40:00,14.28,,,,
429,01/10/2024 02:45:00,14.28,,,,
430,01/10/2024 02:50:00,14.24,,,,
431,01/10/2024 02:55:00,14.24,,,,
432,01/10/2024 03:00:00,14.24,,,,
433,01/10/2024 03:05:00,14.20,,,,
434,01/10/2024 03:10:00,14.28,,,,
435,01/10/2024 03:15:00,14.24,,,,
436,01/10/2024 03:20:00,14.20,,,,
437,01/10/2024 03:25:00,14.20,,,,
438,01/10/2024 03:30:00,14.24,,,,
439,01/10/2024 03:35:00,14.24,,,,
440,01/10/2024 03:40:00,14.20,,,,
441,01/10/2024 03:45:00,14.24,,,,
442,01/10/2024 03:50:00,14.20,,,,
443,01/10/2024 03:55:00,14.24,,,,
444,01/10/2024 04:00:00,14.33,,,,
445,01/10/2024 04:05:00,14.33,,,,
446,01/10/2024 04:10:00,14.33,,,,
447,01/10/2024 04:15:00,14.37,,,,
448,01/10/2024 04:20:00,14.33,,,,
449,01/10/2024 04:25:00,14.33,,,,
450,01/10/2024 04:30:00,14.28,,,,
451,01/10/2024 04:35:00,14.37,,,,
452,01/10/2024 04:40:00,14.37,,,,
453,01/10/2024 04:45:00,14.37,,,,
454,01/10/2024 04:50:00,14.37,,,,
455,01/10/2024 04:55:00,14.41,,,,
456,01/10/2024 05:00:00,14.37,,,,
457,01/10/2024 05:05:00,14.37,,,,
458,01/10/2024 05:10:00,14.37,,,,
459,01/10/2024 05:15:00,14.41,,,,
460,01/10/2024 05:20:00,14.37,,,,
461,01/10/2024 05:25:00,14.37,,,,
462,01/10/2024 05:30:00,14.33,,,,
463,01/10/2024 05:35:00,14.37,,,,
464,01/10/2024 05:40:00,14.37,,,,
465,01/10/2024 05:45:00,14.37,,,,
466,01/10/2024 05:50:00,14.37,,,,
467,01/10/2024 05:55:00,14.37,,,,
468,01/10/2024 06:00:00,14.41,,,,
469,01/10/2024 06:05:00,14.41,,,,
470,01/10/2024 06:10:00,14.41,,,,
471,01/10/2024 06:15:00,14.41,,,,
472,01/10/2024 06:20:00,14.37,,,,
473,01/10/2024 06:25:00,14.37,,,,
474,01/10/2024 06:30:00,14.37,,,,
475,01/10/2024 06:35:00,14.41,,,,
476,01/10/2024 06:40:00,14.41,,,,
477,01/10/2024 06:45:00,14.41,,,,
478,01/10/2024 06:50:00,14.37,,,,
479,01/10/2024 06:55:00,14.41,,,,
480,01/10/2024 07:00:00,14.41,,,,
481,01/10/2024 07:05:00,14.41,,,,
482,01/10/2024 07:10:00,14.41,,,,
483,01/10/2024 07:15:00,14.37,,,,
484,01/10/2024 07:20:00,14.41,,,,
485,01/10/2024 07:25:00,14.37,,,,
486,01/10/2024 07:30:00,14.41,,,,
487,01/10/2024 07:35:00,14.41,,,,
488,01/10/2024 07:40:00,14.41,,,,
489,01/10/2024 07:45:00,14.45,,,,
490,01/10/2024 07:50:00,14.41,,,,
491,01/10/2024 07:55:00,14.41,,,,
492,01/10/2024 08:00:00,14.37,,,,
493,01/10/2024 08:05:00,14.41,,,,
494,01/10/2024 08:10:00,14.41,,,,
495,01/10/2024 08:15:00,14.41,,,,
496,01/10/2024 08:20:00,14.45,,,,
497,01/10/2024 08:25:00,14.37,,,,
498,01/10/2024 08:30:00,14.41,,,,
499,01/10/2024 08:35:00,14.45,,,,
500,01/10/2024 08:40:00,14.45,,,,
501,01/10/2024 08:45:00,14.41,,,,
502,01/10/2024 08:50:00,14.45,,,,
503,01/10/2024 08:55:00,14.41,,,,
504,01/10/2024 09:00:00,14.45,,,,
505,01/10/2024 09:05:00,14.45,,,,
506,01/10/2024 09:10:00,14.45,,,,
507,01/10/2024 09:15:00,14.50,,,,
508,01/10/2024 09:20:00,14.50,,,,
509,01/10/2024 09:25:00,14.50,,,,
510,01/10/2024 09:30:00,14.50,,,,
511,01/10/2024 09:35:00,14.54,,,,
512,01/10/2024 09:40:00,14.54,,,,
513,01/10/2024 09:45:00,14.50,,,,
514,01/10/2024 09:50:00,14.54,,,,
515,01/10/2024 09:55:00,14.58,,,,
516,01/10/2024 10:00:00,14.63,,,,
517,01/10/2024 10:05:00,14.67,,,,
518,01/10/2024 10:10:00,14.71,,,,
519,01/10/2024 10:15:00,14.67,,,,
520,01/10/2024 10:20:00,14.71,,,,
521,01/10/2024 10:25:00,14.75,,,,
522,01/10/2024 10:30:00,14.80,,,,
523,01/10/2024 10:35:00,14.80,,,,
524,01/10/2024 10:40:00,14.88,,,,
525,01/10/2024 10:45:00,14.84,,,,
526,01/10/2024 10:50:00,14.93,,,,
527,01/10/2024 10:55:00,14.97,,,,
528,01/10/2024 11:00:00,15.01,,,,
529,01/10/2024 11:05:00,15.10,,,,
530,01/10/2024 11:10:00,15.14,,,,
531,01/10/2024 11:15:00,15.23,,,,
532,01/10/2024 11:20:00,15.61,,,,
533,01/10/2024 11:25:00,15.57,,,,
534,01/10/2024 11:30:00,16.60,,,,
535,01/10/2024 11:35:00,16.94,,,,
536,01/10/2024 11:40:00,17.89,,,,
537,01/10/2024 11:45:00,19.52,,,,
538,01/10/2024 11:50:00,20.85,,,,
539,01/10/2024 11:55:00,21.75,,,,
540,01/10/2024 12:00:00,22.22,,,,
541,01/10/2024 12:05:00,22.78,,,,
542,01/10/2024 12:10:00,23.21,,,,
543,01/10/2024 12:15:00,23.51,,,,
544,01/10/2024 12:20:00,24.06,,,,
545,01/10/2024 12:25:00,24.32,,,,
546,01/10/2024 12:30:00,24.45,,,,
547,01/10/2024 12:35:00,24.11,,,,
548,01/10/2024 12:40:00,23.16,,,,
549,01/10/2024 12:45:00,22.69,,,,
550,01/10/2024 12:50:00,22.39,,,,
551,01/10/2024 12:55:00,21.96,,,,
552,01/10/2024 13:00:00,21.45,,,,
553,01/10/2024 13:05:00,20.85,,,,
554,01/10/2024 13:10:00,20.80,,,,
555,01/10/2024 13:15:00,20.33,,,,
556,01/10/2024 13:20:00,20.07,,,,
557,01/10/2024 13:25:00,19.95,,,,
558,01/10/2024 13:30:00,19.82,,,,
559,01/10/2024 13:35:00,19.65,,,,
560,01/10/2024 13:40:00,19.43,,,,
561,01/10/2024 13:45:00,19.26,,,,
562,01/10/2024 13:50:00,19.17,,,,
563,01/10/2024 13:55:00,19.09,,,,
564,01/10/2024 14:00:00,19.09,,,,
565,01/10/2024 14:05:00,18.83,,,,
566,01/10/2024 14:10:00,18.66,,,,
567,01/10/2024 14:15:00,18.32,,,,
568,01/10/2024 14:20:00,18.02,,,,
569,01/10/2024 14:25:00,17.67,,,,
570,01/10/2024 14:30:00,17.37,,,,
571,01/10/2024 14:35:00,17.16,,,,
572,01/10/2024 14:40:00,16.99,,,,
573,01/10/2024 14:45:00,16.69,,,,
574,01/10/2024 14:50:00,16.39,,,,
575,01/10/2024 14:55:00,16.13,,,,
576,01/10/2024 15:00:00,15.91,,,,
577,01/10/2024 15:05:00,15.70,,,,
578,01/10/2024 15:10:00,15.53,,,,
579,01/10/2024 15:15:00,15.44,,,,
580,01/10/2024 15:20:00,15.27,,,,
581,01/10/2024 15:25:00,15.14,,,,
582,01/10/2024 15:30:00,14.88,,,,
583,01/10/2024 15:35:00,14.71,,,,
584,01/10/2024 15:40:00,14.50,,,,
585,01/10/2024 15:45:00,14.24,,,,
586,01/10/2024 15:50:00,14.11,,,,
587,01/10/2024 15:55:00,14.07,,,,
588,01/10/2024 16:00:00,13.94,,,,
589,01/10/2024 16:05:00,13.85,,,,
590,01/10/2024 16:10:00,13.60,,,,
591,01/10/2024 16:15:00,13.43,,,,
592,01/10/2024 16:20:00,13.30,,,,
593,01/10/2024 16:25:00,13.17,,,,
594,01/10/2024 16:30:00,12.91,,,,
595,01/10/2024 16:35:00,12.74,,,,
596,01/10/2024 16:40:00,12.48,,,,
597,01/10/2024 16:45:00,12.27,,,,
598,01/10/2024 16:50:00,12.18,,,,
599,01/10/2024 16:55:00,12.05,,,,
600,01/10/2024 17:00:00,11.88,,,,
601,01/10/2024 17:05:00,11.75,,,,
602,01/10/2024 17:10:00,11.71,,,,
603,01/10/2024 17:15:00,11.84,,,,
604,01/10/2024 17:20:00,11.84,,,,
