#,Date-Time (PST),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,01/08/2024 12:25:00,22.39,62853.12,,,,
2,01/08/2024 12:30:00,24.06,63528.96,,,,
3,01/08/2024 12:35:00,24.02,63262.72,,,,
4,01/08/2024 12:40:00,24.15,63078.40,,,,
5,01/08/2024 12:45:00,24.06,62791.68,,,,
6,01/08/2024 12:50:00,24.02,62464.00,,,,
7,01/08/2024 12:55:00,24.06,62177.28,,,,
8,01/08/2024 13:00:00,24.41,61849.60,,,,
9,01/08/2024 13:05:00,24.45,61480.96,,,,
10,01/08/2024 13:10:00,24.24,60928.00,,,,
11,01/08/2024 13:15:00,24.24,60456.96,,,,
12,01/08/2024 13:20:00,24.15,59863.04,,,,
13,01/08/2024 13:25:00,23.98,59330.56,,,,
14,01/08/2024 13:30:00,23.94,58777.60,,,,
15,01/08/2024 13:35:00,24.11,58245.12,,,,
16,01/08/2024 13:40:00,24.19,57528.32,,,,
17,01/08/2024 13:45:00,24.24,57057.28,,,,
18,01/08/2024 13:50:00,24.06,56299.52,,,,
19,01/08/2024 13:55:00,24.15,55685.12,,,,
20,01/08/2024 14:00:00,24.36,54947.84,,,,
21,01/08/2024 14:05:00,24.11,54231.04,,,,
22,01/08/2024 14:10:00,23.98,53514.24,,,,
23,01/08/2024 14:15:00,23.94,52776.96,,,,
24,01/08/2024 14:20:00,24.06,51814.40,,,,
25,01/08/2024 14:25:00,24.15,51363.84,,,,
26,01/08/2024 14:30:00,24.41,50667.52,,,,
27,01/08/2024 14:35:00,24.41,50298.88,,,,
28,01/08/2024 14:40:00,24.36,49971.20,,,,
29,01/08/2024 14:45:00,24.11,49827.84,,,,
30,01/08/2024 14:50:00,23.72,49909.76,,,,
31,01/08/2024 14:55:00,23.59,50257.92,,,,
32,01/08/2024 15:00:00,23.42,49868.80,,,,
33,01/08/2024 15:05:00,23.38,49336.32,,,,
34,01/08/2024 15:10:00,23.08,47779.84,,,,
35,01/08/2024 15:15:00,23.03,45854.72,,,,
36,01/08/2024 15:20:00,23.08,44666.88,,,,
37,01/08/2024 15:25:00,23.21,42557.44,,,,
38,01/08/2024 15:30:00,23.08,39393.28,,,,
39,01/08/2024 15:35:00,22.69,37099.52,,,,
40,01/08/2024 15:40:00,22.31,34938.88,,,,
41,01/08/2024 15:45:00,21.83,32522.24,,,,
42,01/08/2024 15:50:00,21.15,30597.12,,,,
43,01/08/2024 15:55:00,20.98,28241.92,,,,
44,01/08/2024 16:00:00,20.76,25876.48,,,,
45,01/08/2024 16:05:00,20.37,23838.72,,,,
46,01/08/2024 16:10:00,19.90,21719.04,,,,
47,01/08/2024 16:15:00,19.60,19722.24,,,,
48,01/08/2024 16:20:00,19.09,17587.20,,,,
49,01/08/2024 16:25:00,18.53,15503.36,,,,
50,01/08/2024 16:30:00,17.97,13214.72,,,,
51,01/08/2024 16:35:00,17.29,10936.32,,,,
52,01/08/2024 16:40:00,16.56,8704.00,,,,
53,01/08/2024 16:45:00,15.57,6161.92,,,,
54,01/08/2024 16:50:00,14.75,4030.72,,,,
55,01/08/2024 16:55:00,13.00,1206.40,,,,
56,01/08/2024 17:00:00,12.10,774.40,,,,
57,01/08/2024 17:05:00,11.45,429.92,,,,
58,01/08/2024 17:10:00,10.64,223.84,,,,
59,01/08/2024 17:15:00,10.81,99.16,,,,
60,01/08/2024 17:20:00,10.85,37.70,,,,
61,01/08/2024 17:25:00,11.67,12.91,,,,
62,01/08/2024 17:30:00,11.79,4.35,,,,
63,01/08/2024 17:35:00,12.44,1.08,,,,
64,01/08/2024 17:40:00,12.70,0.00,,,,
65,01/08/2024 17:45:00,12.57,0.00,,,,
66,01/08/2024 17:50:00,12.52,0.00,,,,
67,01/08/2024 17:55:00,12.95,0.00,,,,
68,01/08/2024 18:00:00,13.43,0.00,,,,
69,01/08/2024 18:05:00,13.25,0.00,,,,
70,01/08/2024 18:10:00,13.38,0.00,,,,
71,01/08/2024 18:15:00,13.34,0.00,,,,
72,01/08/2024 18:20:00,13.73,0.00,,,,
73,01/08/2024 18:25:00,13.81,0.00,,,,
74,01/08/2024 18:30:00,13.90,0.00,,,,
75,01/08/2024 18:35:00,14.07,0.00,,,,
76,01/08/2024 18:40:00,14.07,0.00,,,,
77,01/08/2024 18:45:00,14.07,0.00,,,,
78,01/08/2024 18:50:00,14.11,0.00,,,,
79,01/08/2024 18:55:00,14.20,0.00,,,,
80,01/08/2024 19:00:00,14.20,0.00,,,,
81,01/08/2024 19:05:00,14.20,0.00,,,,
82,01/08/2024 19:10:00,14.15,0.00,,,,
83,01/08/2024 19:15:00,14.20,0.00,,,,
84,01/08/2024 19:20:00,14.20,0.00,,,,
85,01/08/2024 19:25:00,14.24,0.00,,,,
86,01/08/2024 19:30:00,14.28,0.00,,,,
87,01/08/2024 19:35:00,14.24,0.00,,,,
88,01/08/2024 19:40:00,14.24,0.00,,,,
89,01/08/2024 19:45:00,14.28,0.00,,,,
90,01/08/2024 19:50:00,14.33,0.00,,,,
91,01/08/2024 19:55:00,14.28,0.00,,,,
92,01/08/2024 20:00:00,14.28,0.00,,,,
93,01/08/2024 20:05:00,14.28,0.00,,,,
94,01/08/2024 20:10:00,14.28,0.00,,,,
95,01/08/2024 20:15:00,14.28,0.00,,,,
96,01/08/2024 20:20:00,14.28,0.00,,,,
97,01/08/2024 20:25:00,14.28,0.00,,,,
98,01/08/2024 20:30:00,14.33,0.00,,,,
99,01/08/2024 20:35:00,14.33,0.00,,,,
100,01/08/2024 20:40:00,14.24,0.00,,,,
101,01/08/2024 20:45:00,14.24,0.00,,,,
102,01/08/2024 20:50:00,14.24,0.00,,,,
103,01/08/2024 20:55:00,14.28,0.00,,,,
104,01/08/2024 21:00:00,14.24,0.00,,,,
105,01/08/2024 21:05:00,14.24,0.00,,,,
106,01/08/2024 21:10:00,14.24,0.00,,,,
107,01/08/2024 21:15:00,14.24,0.00,,,,
108,01/08/2024 21:20:00,14.28,0.00,,,,
109,01/08/2024 21:25:00,14.24,0.00,,,,
110,01/08/2024 21:30:00,14.24,0.00,,,,
111,01/08/2024 21:35:00,14.20,0.00,,,,
112,01/08/2024 21:40:00,14.20,0.00,,,,
113,01/08/2024 21:45:00,14.15,0.00,,,,
114,01/08/2024 21:50:00,14.03,0.00,,,,
115,01/08/2024 21:55:00,14.11,0.00,,,,
116,01/08/2024 22:00:00,14.07,0.00,,,,
117,01/08/2024 22:05:00,13.98,0.00,,,,
118,01/08/2024 22:10:00,13.94,0.00,,,,
119,01/08/2024 22:15:00,13.98,0.00,,,,
120,01/08/2024 22:20:00,13.94,0.00,,,,
121,01/08/2024 22:25:00,13.90,0.00,,,,
122,01/08/2024 22:30:00,13.81,0.00,,,,
123,01/08/2024 22:35:00,13.73,0.00,,,,
124,01/08/2024 22:40:00,13.81,0.00,,,,
125,01/08/2024 22:45:00,13.64,0.00,,,,
126,01/08/2024 22:50:00,13.55,0.00,,,,
127,01/08/2024 22:55:00,13.43,0.00,,,,
128,01/08/2024 23:00:00,13.30,0.00,,,,
129,01/08/2024 23:05:00,13.25,0.00,,,,
130,01/08/2024 23:10:00,13.43,0.00,,,,
131,01/08/2024 23:15:00,13.30,0.00,,,,
132,01/08/2024 23:20:00,13.00,0.00,,,,
133,01/08/2024 23:25:00,13.08,0.00,,,,
134,01/08/2024 23:30:00,13.04,0.00,,,,
135,01/08/2024 23:35:00,12.91,0.00,,,,
136,01/08/2024 23:40:00,12.91,0.00,,,,
137,01/08/2024 23:45:00,13.17,0.00,,,,
138,01/08/2024 23:50:00,12.91,0.00,,,,
139,01/08/2024 23:55:00,13.21,0.00,,,,
140,01/09/2024 00:00:00,12.70,0.00,,,,
141,01/09/2024 00:05:00,13.17,0.00,,,,
142,01/09/2024 00:10:00,12.91,0.00,,,,
143,01/09/2024 00:15:00,12.95,0.00,,,,
144,01/09/2024 00:20:00,12.78,0.00,,,,
145,01/09/2024 00:25:00,11.84,0.00,,,,
146,01/09/2024 00:30:00,12.61,0.00,,,,
147,01/09/2024 00:35:00,12.52,0.00,,,,
148,01/09/2024 00:40:00,12.48,0.00,,,,
149,01/09/2024 00:45:00,12.91,0.00,,,,
150,01/09/2024 00:50:00,12.91,0.00,,,,
151,01/09/2024 00:55:00,13.17,0.00,,,,
152,01/09/2024 01:00:00,12.87,0.00,,,,
153,01/09/2024 01:05:00,13.04,0.00,,,,
154,01/09/2024 01:10:00,13.00,0.00,,,,
155,01/09/2024 01:15:00,12.91,0.00,,,,
156,01/09/2024 01:20:00,13.34,0.00,,,,
157,01/09/2024 01:25:00,13.25,0.00,,,,
158,01/09/2024 01:30:00,13.38,0.00,,,,
159,01/09/2024 01:35:00,13.47,0.00,,,,
160,01/09/2024 01:40:00,13.25,0.00,,,,
161,01/09/2024 01:45:00,13.43,0.00,,,,
162,01/09/2024 01:50:00,13.51,0.00,,,,
163,01/09/2024 01:55:00,13.64,0.00,,,,
164,01/09/2024 02:00:00,13.60,0.00,,,,
165,01/09/2024 02:05:00,13.64,0.00,,,,
166,01/09/2024 02:10:00,13.68,0.00,,,,
167,01/09/2024 02:15:00,13.81,0.00,,,,
168,01/09/2024 02:20:00,13.77,0.00,,,,
169,01/09/2024 02:25:00,13.81,0.00,,,,
170,01/09/2024 02:30:00,13.77,0.00,,,,
171,01/09/2024 02:35:00,13.81,0.00,,,,
172,01/09/2024 02:40:00,13.85,0.00,,,,
173,01/09/2024 02:45:00,13.85,0.00,,,,
174,01/09/2024 02:50:00,13.85,0.00,,,,
175,01/09/2024 02:55:00,13.90,0.00,,,,
176,01/09/2024 03:00:00,13.77,0.00,,,,
177,01/09/2024 03:05:00,13.77,0.00,,,,
178,01/09/2024 03:10:00,13.81,0.00,,,,
179,01/09/2024 03:15:00,13.85,0.00,,,,
180,01/09/2024 03:20:00,13.90,0.00,,,,
181,01/09/2024 03:25:00,13.90,0.00,,,,
182,01/09/2024 03:30:00,13.81,0.00,,,,
183,01/09/2024 03:35:00,13.85,0.00,,,,
184,01/09/2024 03:40:00,13.81,0.00,,,,
185,01/09/2024 03:45:00,13.81,0.00,,,,
186,01/09/2024 03:50:00,13.81,0.00,,,,
