#,Date-Time (PST),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,01/08/2024 12:25:00,25.48,69283.84,,,,
2,01/08/2024 12:30:00,25.44,66641.92,,,,
3,01/08/2024 12:35:00,26.25,66191.36,,,,
4,01/08/2024 12:40:00,26.55,65986.56,,,,
5,01/08/2024 12:45:00,26.68,65740.80,,,,
6,01/08/2024 12:50:00,26.64,65249.28,,,,
7,01/08/2024 12:55:00,26.64,64798.72,,,,
8,01/08/2024 13:00:00,27.07,64512.00,,,,
9,01/08/2024 13:05:00,27.07,64163.84,,,,
10,01/08/2024 13:10:00,26.94,63631.36,,,,
11,01/08/2024 13:15:00,26.90,63119.36,,,,
12,01/08/2024 13:20:00,26.81,62525.44,,,,
13,01/08/2024 13:25:00,26.68,62033.92,,,,
14,01/08/2024 13:30:00,26.60,61583.36,,,,
15,01/08/2024 13:35:00,26.81,61071.36,,,,
16,01/08/2024 13:40:00,26.85,60620.80,,,,
17,01/08/2024 13:45:00,26.68,60252.16,,,,
18,01/08/2024 13:50:00,26.55,59740.16,,,,
19,01/08/2024 13:55:00,26.55,59392.00,,,,
20,01/08/2024 14:00:00,26.64,59023.36,,,,
21,01/08/2024 14:05:00,26.30,58757.12,,,,
22,01/08/2024 14:10:00,26.08,58798.08,,,,
23,01/08/2024 14:15:00,25.91,58900.48,,,,
24,01/08/2024 14:20:00,25.87,59248.64,,,,
25,01/08/2024 14:25:00,25.91,59985.92,,,,
26,01/08/2024 14:30:00,25.99,60702.72,,,,
27,01/08/2024 14:35:00,26.04,61440.00,,,,
28,01/08/2024 14:40:00,25.91,61829.12,,,,
29,01/08/2024 14:45:00,25.48,59002.88,,,,
30,01/08/2024 14:50:00,25.09,56197.12,,,,
31,01/08/2024 14:55:00,24.88,53411.84,,,,
32,01/08/2024 15:00:00,24.58,50216.96,,,,
33,01/08/2024 15:05:00,24.54,47738.88,,,,
34,01/08/2024 15:10:00,24.06,45096.96,,,,
35,01/08/2024 15:15:00,24.02,42946.56,,,,
36,01/08/2024 15:20:00,20.12,6812.16,,,,
37,01/08/2024 15:25:00,16.17,6755.84,,,,
38,01/08/2024 15:30:00,16.13,13931.52,,,,
39,01/08/2024 15:35:00,16.39,25108.48,,,,
40,01/08/2024 15:40:00,20.25,33167.36,,,,
41,01/08/2024 15:45:00,21.28,31313.92,,,,
42,01/08/2024 15:50:00,21.06,29962.24,,,,
43,01/08/2024 15:55:00,20.98,28354.56,,,,
44,01/08/2024 16:00:00,20.68,26777.60,,,,
45,01/08/2024 16:05:00,20.29,25446.40,,,,
46,01/08/2024 16:10:00,19.77,23572.48,,,,
47,01/08/2024 16:15:00,19.30,21524.48,,,,
48,01/08/2024 16:20:00,17.97,13931.52,,,,
49,01/08/2024 16:25:00,13.94,4069.12,,,,
50,01/08/2024 16:30:00,12.18,3688.96,,,,
51,01/08/2024 16:35:00,11.07,3225.60,,,,
52,01/08/2024 16:40:00,13.04,2517.76,,,,
53,01/08/2024 16:45:00,12.61,2235.52,,,,
54,01/08/2024 16:50:00,13.51,1689.60,,,,
55,01/08/2024 16:55:00,13.08,654.88,,,,
56,01/08/2024 17:00:00,12.74,421.60,,,,
57,01/08/2024 17:05:00,13.98,235.20,,,,
58,01/08/2024 17:10:00,14.03,122.48,,,,
59,01/08/2024 17:15:00,14.11,49.62,,,,
