#,Date-Time (PST),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,01/08/2024 15:00:00,17.93,33259.52,,,,
2,01/08/2024 15:05:00,17.84,30709.76,,,,
3,01/08/2024 15:10:00,17.29,27750.40,,,,
4,01/08/2024 15:15:00,16.81,28026.88,,,,
5,01/08/2024 15:20:00,16.26,25159.68,,,,
6,01/08/2024 15:25:00,15.48,22272.00,,,,
7,01/08/2024 15:30:00,14.97,17223.68,,,,
8,01/08/2024 15:35:00,14.50,15575.04,,,,
9,01/08/2024 15:40:00,13.68,11550.72,,,,
10,01/08/2024 15:45:00,12.91,8619.52,,,,
11,01/08/2024 15:50:00,12.27,5278.72,,,,
12,01/08/2024 15:55:00,11.84,4696.32,,,,
13,01/08/2024 16:00:00,11.62,4508.16,,,,
14,01/08/2024 16:05:00,11.41,4271.36,,,,
15,01/08/2024 16:10:00,11.15,4043.52,,,,
16,01/08/2024 16:15:00,11.02,3774.72,,,,
17,01/08/2024 16:20:00,10.81,3466.24,,,,
18,01/08/2024 16:25:00,10.72,3151.36,,,,
19,01/08/2024 16:30:00,10.51,2816.00,,,,
20,01/08/2024 16:35:00,10.46,2453.12,,,,
21,01/08/2024 16:40:00,10.34,2071.68,,,,
22,01/08/2024 16:45:00,10.25,1672.32,,,,
23,01/08/2024 16:50:00,10.21,1274.56,,,,
24,01/08/2024 16:55:00,10.08,901.12,,,,
25,01/08/2024 17:00:00,9.95,575.52,,,,
26,01/08/2024 17:05:00,9.78,323.92,,,,
27,01/08/2024 17:10:00,9.48,156.20,,,,
28,01/08/2024 17:15:00,9.35,66.02,,,,
29,01/08/2024 17:20:00,9.22,23.61,,,,
30,01/08/2024 17:25:00,9.14,7.76,,,,
31,01/08/2024 17:30:00,9.26,1.99,,,,
32,01/08/2024 17:35:00,9.18,0.22,,,,
33,01/08/2024 17:40:00,9.22,0.00,,,,
34,01/08/2024 17:45:00,9.39,0.00,,,,
35,01/08/2024 17:50:00,9.48,0.00,,,,
36,01/08/2024 17:55:00,9.52,0.00,,,,
37,01/08/2024 18:00:00,9.61,0.00,,,,
38,01/08/2024 18:05:00,9.52,0.00,,,,
39,01/08/2024 18:10:00,9.56,0.00,,,,
40,01/08/2024 18:15:00,9.69,0.00,,,,
41,01/08/2024 18:20:00,10.12,0.00,,,,
42,01/08/2024 18:25:00,9.26,0.00,,,,
43,01/08/2024 18:30:00,10.29,0.00,,,,
44,01/08/2024 18:35:00,10.34,0.00,,,,
45,01/08/2024 18:40:00,12.10,0.00,,,,
46,01/08/2024 18:45:00,11.97,0.00,,,,
47,01/08/2024 18:50:00,13.34,0.00,,,,
48,01/08/2024 18:55:00,13.38,0.00,,,,
49,01/08/2024 19:00:00,13.85,0.00,,,,
50,01/08/2024 19:05:00,13.73,0.00,,,,
51,01/08/2024 19:10:00,13.90,0.00,,,,
52,01/08/2024 19:15:00,13.98,0.00,,,,
53,01/08/2024 19:20:00,13.98,0.00,,,,
54,01/08/2024 19:25:00,14.03,0.00,,,,
55,01/08/2024 19:30:00,14.11,0.00,,,,
56,01/08/2024 19:35:00,14.11,0.00,,,,
57,01/08/2024 19:40:00,14.11,0.00,,,,
58,01/08/2024 19:45:00,14.07,0.00,,,,
59,01/08/2024 19:50:00,14.11,0.00,,,,
60,01/08/2024 19:55:00,14.15,0.00,,,,
61,01/08/2024 20:00:00,14.07,0.00,,,,
62,01/08/2024 20:05:00,14.11,0.00,,,,
63,01/08/2024 20:10:00,14.11,0.00,,,,
64,01/08/2024 20:15:00,14.15,0.00,,,,
65,01/08/2024 20:20:00,14.11,0.00,,,,
66,01/08/2024 20:25:00,14.20,0.00,,,,
67,01/08/2024 20:30:00,14.11,0.00,,,,
68,01/08/2024 20:35:00,14.11,0.00,,,,
69,01/08/2024 20:40:00,14.11,0.00,,,,
70,01/08/2024 20:45:00,14.07,0.00,,,,
71,01/08/2024 20:50:00,14.03,0.00,,,,
72,01/08/2024 20:55:00,14.03,0.00,,,,
73,01/08/2024 21:00:00,14.07,0.00,,,,
74,01/08/2024 21:05:00,14.03,0.00,,,,
75,01/08/2024 21:10:00,14.03,0.00,,,,
76,01/08/2024 21:15:00,14.03,0.00,,,,
77,01/08/2024 21:20:00,14.07,0.22,,,,
