#,Date-Time (PST),Ch:1 - Temperature   (°C),Button Down,Button Up,Host Connected,End of File
57,01/08/2024 17:25:00,14.03,,,,
58,01/08/2024 17:30:00,14.20,,,,
59,01/08/2024 17:35:00,14.24,,,,
60,01/08/2024 17:40:00,14.24,,,,
61,01/08/2024 17:45:00,14.15,,,,
62,01/08/2024 17:50:00,14.28,,,,
63,01/08/2024 17:55:00,14.28,,,,
64,01/08/2024 18:00:00,14.24,,,,
65,01/08/2024 18:05:00,14.28,,,,
66,01/08/2024 18:10:00,14.20,,,,
67,01/08/2024 18:15:00,14.24,,,,
68,01/08/2024 18:20:00,14.20,,,,
69,01/08/2024 18:25:00,14.28,,,,
70,01/08/2024 18:30:00,14.24,,,,
71,01/08/2024 18:35:00,14.24,,,,
72,01/08/2024 18:40:00,14.24,,,,
73,01/08/2024 18:45:00,14.24,,,,
74,01/08/2024 18:50:00,14.24,,,,
75,01/08/2024 18:55:00,14.20,,,,
76,01/08/2024 19:00:00,14.24,,,,
77,01/08/2024 19:05:00,14.24,,,,
78,01/08/2024 19:10:00,14.24,,,,
79,01/08/2024 19:15:00,14.28,,,,
80,01/08/2024 19:20:00,14.20,,,,
81,01/08/2024 19:25:00,14.24,,,,
82,01/08/2024 19:30:00,14.28,,,,
83,01/08/2024 19:35:00,14.24,,,,
84,01/08/2024 19:40:00,14.28,,,,
85,01/08/2024 19:45:00,14.28,,,,
86,01/08/2024 19:50:00,14.20,,,,
87,01/08/2024 19:55:00,14.28,,,,
88,01/08/2024 20:00:00,14.28,,,,
89,01/08/2024 20:05:00,14.24,,,,
90,01/08/2024 20:10:00,14.28,,,,
91,01/08/2024 20:15:00,14.28,,,,
92,01/08/2024 20:20:00,14.28,,,,
93,01/08/2024 20:25:00,14.24,,,,
94,01/08/2024 20:30:00,14.28,,,,
95,01/08/2024 20:35:00,14.28,,,,
96,01/08/2024 20:40:00,14.24,,,,
97,01/08/2024 20:45:00,14.24,,,,
98,01/08/2024 20:50:00,14.28,,,,
99,01/08/2024 20:55:00,14.20,,,,
100,01/08/2024 21:00:00,14.20,,,,
101,01/08/2024 21:05:00,14.15,,,,
102,01/08/2024 21:10:00,14.24,,,,
103,01/08/2024 21:15:00,14.20,,,,
104,01/08/2024 21:20:00,14.24,,,,
105,01/08/2024 21:25:00,14.24,,,,
106,01/08/2024 21:30:00,14.24,,,,
107,01/08/2024 21:35:00,14.20,,,,
108,01/08/2024 21:40:00,14.15,,,,
109,01/08/2024 21:45:00,14.15,,,,
110,01/08/2024 21:50:00,14.15,,,,
111,01/08/2024 21:55:00,14.20,,,,
112,01/08/2024 22:00:00,14.20,,,,
113,01/08/2024 22:05:00,14.20,,,,
114,01/08/2024 22:10:00,14.11,,,,
115,01/08/2024 22:15:00,14.15,,,,
116,01/08/2024 22:20:00,14.11,,,,
117,01/08/2024 22:25:00,14.15,,,,
118,01/08/2024 22:30:00,14.11,,,,
119,01/08/2024 22:35:00,14.15,,,,
120,01/08/2024 22:40:00,14.07,,,,
121,01/08/2024 22:45:00,14.11,,,,
122,01/08/2024 22:50:00,14.15,,,,
123,01/08/2024 22:55:00,14.11,,,,
124,01/08/2024 23:00:00,14.07,,,,
125,01/08/2024 23:05:00,14.07,,,,
126,01/08/2024 23:10:00,14.07,,,,
127,01/08/2024 23:15:00,13.98,,,,
128,01/08/2024 23:20:00,13.98,,,,
129,01/08/2024 23:25:00,13.98,,,,
130,01/08/2024 23:30:00,14.03,,,,
131,01/08/2024 23:35:00,13.98,,,,
132,01/08/2024 23:40:00,14.03,,,,
133,01/08/2024 23:45:00,14.03,,,,
134,01/08/2024 23:50:00,13.94,,,,
135,01/08/2024 23:55:00,13.98,,,,
136,01/09/2024 00:00:00,13.94,,,,
137,01/09/2024 00:05:00,14.03,,,,
138,01/09/2024 00:10:00,13.98,,,,
139,01/09/2024 00:15:00,14.07,,,,
140,01/09/2024 00:20:00,14.03,,,,
141,01/09/2024 00:25:00,13.94,,,,
142,01/09/2024 00:30:00,13.98,,,,
143,01/09/2024 00:35:00,13.98,,,,
144,01/09/2024 00:40:00,13.94,,,,
145,01/09/2024 00:45:00,13.94,,,,
146,01/09/2024 00:50:00,13.90,,,,
147,01/09/2024 00:55:00,13.90,,,,
148,01/09/2024 01:00:00,13.90,,,,
149,01/09/2024 01:05:00,13.90,,,,
150,01/09/2024 01:10:00,13.85,,,,
151,01/09/2024 01:15:00,13.90,,,,
152,01/09/2024 01:20:00,13.85,,,,
153,01/09/2024 01:25:00,13.85,,,,
154,01/09/2024 01:30:00,13.85,,,,
155,01/09/2024 01:35:00,13.85,,,,
156,01/09/2024 01:40:00,13.85,,,,
157,01/09/2024 01:45:00,13.85,,,,
158,01/09/2024 01:50:00,13.85,,,,
159,01/09/2024 01:55:00,13.85,,,,
160,01/09/2024 02:00:00,13.81,,,,
161,01/09/2024 02:05:00,13.85,,,,
162,01/09/2024 02:10:00,13.85,,,,
163,01/09/2024 02:15:00,13.85,,,,
164,01/09/2024 02:20:00,13.85,,,,
165,01/09/2024 02:25:00,13.85,,,,
166,01/09/2024 02:30:00,13.81,,,,
167,01/09/2024 02:35:00,13.81,,,,
168,01/09/2024 02:40:00,13.85,,,,
169,01/09/2024 02:45:00,13.85,,,,
170,01/09/2024 02:50:00,13.81,,,,
171,01/09/2024 02:55:00,13.85,,,,
172,01/09/2024 03:00:00,13.81,,,,
173,01/09/2024 03:05:00,13.81,,,,
174,01/09/2024 03:10:00,13.81,,,,
175,01/09/2024 03:15:00,13.81,,,,
176,01/09/2024 03:20:00,13.85,,,,
177,01/09/2024 03:25:00,13.81,,,,
178,01/09/2024 03:30:00,13.81,,,,
179,01/09/2024 03:35:00,13.81,,,,
180,01/09/2024 03:40:00,13.77,,,,
181,01/09/2024 03:45:00,13.85,,,,
182,01/09/2024 03:50:00,13.85,,,,
183,01/09/2024 03:55:00,13.85,,,,
184,01/09/2024 04:00:00,13.90,,,,
185,01/09/2024 04:05:00,13.85,,,,
186,01/09/2024 04:10:00,13.90,,,,
187,01/09/2024 04:15:00,13.94,,,,
188,01/09/2024 04:20:00,13.98,,,,
189,01/09/2024 04:25:00,13.98,,,,
190,01/09/2024 04:30:00,13.90,,,,
191,01/09/2024 04:35:00,13.90,,,,
192,01/09/2024 04:40:00,13.94,,,,
193,01/09/2024 04:45:00,13.98,,,,
194,01/09/2024 04:50:00,13.94,,,,
195,01/09/2024 04:55:00,13.81,,,,
196,01/09/2024 05:00:00,13.90,,,,
197,01/09/2024 05:05:00,14.03,,,,
198,01/09/2024 05:10:00,14.03,,,,
199,01/09/2024 05:15:00,14.07,,,,
200,01/09/2024 05:20:00,14.07,,,,
201,01/09/2024 05:25:00,14.07,,,,
202,01/09/2024 05:30:00,14.07,,,,
203,01/09/2024 05:35:00,14.03,,,,
204,01/09/2024 05:40:00,14.07,,,,
205,01/09/2024 05:45:00,14.03,,,,
206,01/09/2024 05:50:00,14.07,,,,
207,01/09/2024 05:55:00,14.03,,,,
208,01/09/2024 06:00:00,14.03,,,,
209,01/09/2024 06:05:00,14.03,,,,
210,01/09/2024 06:10:00,13.98,,,,
211,01/09/2024 06:15:00,13.98,,,,
212,01/09/2024 06:20:00,13.98,,,,
213,01/09/2024 06:25:00,14.03,,,,
214,01/09/2024 06:30:00,14.03,,,,
215,01/09/2024 06:35:00,13.94,,,,
216,01/09/2024 06:40:00,13.94,,,,
217,01/09/2024 06:45:00,13.94,,,,
218,01/09/2024 06:50:00,13.94,,,,
219,01/09/2024 06:55:00,13.98,,,,
220,01/09/2024 07:00:00,13.94,,,,
221,01/09/2024 07:05:00,13.90,,,,
222,01/09/2024 07:10:00,13.94,,,,
223,01/09/2024 07:15:00,13.94,,,,
224,01/09/2024 07:20:00,13.94,,,,
225,01/09/2024 07:25:00,13.94,,,,
226,01/09/2024 07:30:00,13.98,,,,
227,01/09/2024 07:35:00,13.98,,,,
228,01/09/2024 07:40:00,13.98,,,,
229,01/09/2024 07:45:00,13.94,,,,
230,01/09/2024 07:50:00,13.94,,,,
231,01/09/2024 07:55:00,13.94,,,,
232,01/09/2024 08:00:00,14.03,,,,
233,01/09/2024 08:05:00,13.98,,,,
234,01/09/2024 08:10:00,14.03,,,,
235,01/09/2024 08:15:00,13.98,,,,
236,01/09/2024 08:20:00,13.98,,,,
237,01/09/2024 08:25:00,14.03,,,,
238,01/09/2024 08:30:00,14.03,,,,
239,01/09/2024 08:35:00,14.03,,,,
240,01/09/2024 08:40:00,14.03,,,,
241,01/09/2024 08:45:00,14.07,,,,
242,01/09/2024 08:50:00,14.07,,,,
243,01/09/2024 08:55:00,14.07,,,,
244,01/09/2024 09:00:00,14.03,,,,
245,01/09/2024 09:05:00,14.11,,,,
246,01/09/2024 09:10:00,14.15,,,,
247,01/09/2024 09:15:00,14.15,,,,
248,01/09/2024 09:20:00,14.11,,,,
249,01/09/2024 09:25:00,13.98,,,,
250,01/09/2024 09:30:00,14.07,,,,
251,01/09/2024 09:35:00,14.20,,,,
252,01/09/2024 09:40:00,14.20,,,,
253,01/09/2024 09:45:00,14.11,,,,
254,01/09/2024 09:50:00,14.07,,,,
255,01/09/2024 09:55:00,14.15,,,,
256,01/09/2024 10:00:00,14.07,,,,
257,01/09/2024 10:05:00,14.03,,,,
258,01/09/2024 10:10:00,14.03,,,,
259,01/09/2024 10:15:00,13.94,,,,
260,01/09/2024 10:20:00,14.03,,,,
261,01/09/2024 10:25:00,13.98,,,,
262,01/09/2024 10:30:00,13.94,,,,
263,01/09/2024 10:35:00,14.07,,,,
264,01/09/2024 10:40:00,14.03,,,,
265,01/09/2024 10:45:00,14.07,,,,
266,01/09/2024 10:50:00,14.03,,,,
267,01/09/2024 10:55:00,14.07,,,,
268,01/09/2024 11:00:00,13.98,,,,
269,01/09/2024 11:05:00,14.11,,,,
270,01/09/2024 11:10:00,14.07,,,,
271,01/09/2024 11:15:00,14.20,,,,
272,01/09/2024 11:20:00,14.15,,,,
273,01/09/2024 11:25:00,15.96,,,,
274,01/09/2024 11:30:00,17.84,,,,
275,01/09/2024 11:35:00,20.42,,,,
276,01/09/2024 11:40:00,20.98,,,,
277,01/09/2024 11:45:00,22.39,,,,
278,01/09/2024 11:50:00,23.64,,,,
279,01/09/2024 11:55:00,24.49,,,,
280,01/09/2024 12:00:00,24.75,,,,
281,01/09/2024 12:05:00,24.92,,,,
282,01/09/2024 12:10:00,24.97,,,,
283,01/09/2024 12:15:00,24.75,,,,
284,01/09/2024 12:20:00,24.71,,,,
285,01/09/2024 12:25:00,24.36,,,,
286,01/09/2024 12:30:00,24.41,,,,
287,01/09/2024 12:35:00,24.45,,,,
288,01/09/2024 12:40:00,24.54,,,,
289,01/09/2024 12:45:00,24.02,,,,
290,01/09/2024 12:50:00,21.96,,,,
291,01/09/2024 12:55:00,22.99,,,,
292,01/09/2024 13:00:00,23.03,,,,
293,01/09/2024 13:05:00,22.99,,,,
294,01/09/2024 13:10:00,22.82,,,,
295,01/09/2024 13:15:00,22.73,,,,
296,01/09/2024 13:20:00,22.61,,,,
297,01/09/2024 13:25:00,22.39,,,,
298,01/09/2024 13:30:00,22.09,,,,
299,01/09/2024 13:35:00,21.06,,,,
300,01/09/2024 13:40:00,20.93,,,,
301,01/09/2024 13:45:00,20.50,,,,
302,01/09/2024 13:50:00,19.95,,,,
303,01/09/2024 13:55:00,19.43,,,,
304,01/09/2024 14:00:00,19.00,,,,
305,01/09/2024 14:05:00,18.57,,,,
306,01/09/2024 14:10:00,18.06,,,,
307,01/09/2024 14:15:00,17.67,,,,
308,01/09/2024 14:20:00,17.29,,,,
309,01/09/2024 14:25:00,16.99,,,,
310,01/09/2024 14:30:00,16.64,,,,
311,01/09/2024 14:35:00,16.30,,,,
312,01/09/2024 14:40:00,16.17,,,,
313,01/09/2024 14:45:00,16.26,,,,
314,01/09/2024 14:50:00,16.30,,,,
315,01/09/2024 14:55:00,16.17,,,,
316,01/09/2024 15:00:00,15.87,,,,
317,01/09/2024 15:05:00,15.91,,,,
318,01/09/2024 15:10:00,15.57,,,,
319,01/09/2024 15:15:00,15.48,,,,
320,01/09/2024 15:20:00,15.44,,,,
321,01/09/2024 15:25:00,15.27,,,,
322,01/09/2024 15:30:00,15.27,,,,
323,01/09/2024 15:35:00,15.57,,,,
324,01/09/2024 15:40:00,15.83,,,,
325,01/09/2024 15:45:00,15.91,,,,
326,01/09/2024 15:50:00,15.74,,,,
327,01/09/2024 15:55:00,15.40,,,,
328,01/09/2024 16:00:00,15.10,,,,
329,01/09/2024 16:05:00,15.06,,,,
330,01/09/2024 16:10:00,14.93,,,,
331,01/09/2024 16:15:00,14.58,,,,
332,01/09/2024 16:20:00,14.28,,,,
333,01/09/2024 16:25:00,13.81,,,,
334,01/09/2024 16:30:00,13.38,,,,
335,01/09/2024 16:35:00,13.12,,,,
336,01/09/2024 16:40:00,12.78,,,,
337,01/09/2024 16:45:00,12.48,,,,
338,01/09/2024 16:50:00,12.35,,,,
339,01/09/2024 16:55:00,12.27,,,,
340,01/09/2024 17:00:00,12.05,,,,
341,01/09/2024 17:05:00,11.84,,,,
342,01/09/2024 17:10:00,11.62,,,,
343,01/09/2024 17:15:00,10.89,,,,
344,01/09/2024 17:20:00,10.98,,,,
345,01/09/2024 17:25:00,11.79,,,,
346,01/09/2024 17:30:00,11.75,,,,
347,01/09/2024 17:35:00,12.27,,,,
348,01/09/2024 17:40:00,12.91,,,,
349,01/09/2024 17:45:00,12.14,,,,
350,01/09/2024 17:50:00,12.44,,,,
351,01/09/2024 17:55:00,13.60,,,,
352,01/09/2024 18:00:00,13.12,,,,
353,01/09/2024 18:05:00,14.24,,,,
354,01/09/2024 18:10:00,14.41,,,,
355,01/09/2024 18:15:00,14.28,,,,
356,01/09/2024 18:20:00,14.33,,,,
357,01/09/2024 18:25:00,14.41,,,,
358,01/09/2024 18:30:00,14.54,,,,
359,01/09/2024 18:35:00,14.45,,,,
360,01/09/2024 18:40:00,14.45,,,,
361,01/09/2024 18:45:00,14.50,,,,
362,01/09/2024 18:50:00,14.50,,,,
363,01/09/2024 18:55:00,14.45,,,,
364,01/09/2024 19:00:00,14.45,,,,
365,01/09/2024 19:05:00,14.50,,,,
366,01/09/2024 19:10:00,14.50,,,,
367,01/09/2024 19:15:00,14.41,,,,
368,01/09/2024 19:20:00,14.45,,,,
369,01/09/2024 19:25:00,14.45,,,,
370,01/09/2024 19:30:00,14.45,,,,
371,01/09/2024 19:35:00,14.45,,,,
372,01/09/2024 19:40:00,14.45,,,,
373,01/09/2024 19:45:00,14.41,,,,
374,01/09/2024 19:50:00,14.41,,,,
375,01/09/2024 19:55:00,14.41,,,,
376,01/09/2024 20:00:00,14.45,,,,
377,01/09/2024 20:05:00,14.50,,,,
378,01/09/2024 20:10:00,14.41,,,,
379,01/09/2024 20:15:00,14.37,,,,
380,01/09/2024 20:20:00,14.41,,,,
381,01/09/2024 20:25:00,14.41,,,,
382,01/09/2024 20:30:00,14.41,,,,
383,01/09/2024 20:35:00,14.45,,,,
384,01/09/2024 20:40:00,14.45,,,,
385,01/09/2024 20:45:00,14.45,,,,
386,01/09/2024 20:50:00,14.50,,,,
387,01/09/2024 20:55:00,14.45,,,,
388,01/09/2024 21:00:00,14.50,,,,
389,01/09/2024 21:05:00,14.45,,,,
390,01/09/2024 21:10:00,14.45,,,,
391,01/09/2024 21:15:00,14.50,,,,
392,01/09/2024 21:20:00,14.50,,,,
393,01/09/2024 21:25:00,14.45,,,,
394,01/09/2024 21:30:00,14.45,,,,
395,01/09/2024 21:35:00,14.41,,,,
396,01/09/2024 21:40:00,14.41,,,,
397,01/09/2024 21:45:00,14.37,,,,
398,01/09/2024 21:50:00,14.45,,,,
399,01/09/2024 21:55:00,14.45,,,,
400,01/09/2024 22:00:00,14.41,,,,
401,01/09/2024 22:05:00,14.45,,,,
402,01/09/2024 22:10:00,14.37,,,,
403,01/09/2024 22:15:00,14.33,,,,
404,01/09/2024 22:20:00,14.41,,,,
405,01/09/2024 22:25:00,14.33,,,,
406,01/09/2024 22:30:00,14.33,,,,
407,01/09/2024 22:35:00,14.28,,,,
408,01/09/2024 22:40:00,14.33,,,,
409,01/09/2024 22:45:00,14.33,,,,
410,01/09/2024 22:50:00,14.28,,,,
411,01/09/2024 22:55:00,14.28,,,,
412,01/09/2024 23:00:00,14.28,,,,
413,01/09/2024 23:05:00,14.33,,,,
414,01/09/2024 23:10:00,14.28,,,,
415,01/09/2024 23:15:00,14.33,,,,
416,01/09/2024 23:20:00,14.28,,,,
417,01/09/2024 23:25:00,14.28,,,,
418,01/09/2024 23:30:00,14.24,,,,
419,01/09/2024 23:35:00,14.24,,,,
420,01/09/2024 23:40:00,14.20,,,,
421,01/09/2024 23:45:00,14.24,,,,
422,01/09/2024 23:50:00,14.28,,,,
423,01/09/2024 23:55:00,14.24,,,,
424,01/10/2024 00:00:00,14.24,,,,
425,01/10/2024 00:05:00,14.28,,,,
426,01/10/2024 00:10:00,14.24,,,,
427,01/10/2024 00:15:00,14.24,,,,
428,01/10/2024 00:20:00,14.33,,,,
429,01/10/2024 00:25:00,14.24,,,,
430,01/10/2024 00:30:00,14.28,,,,
431,01/10/2024 00:35:00,14.33,,,,
432,01/10/2024 00:40:00,14.28,,,,
433,01/10/2024 00:45:00,14.28,,,,
434,01/10/2024 00:50:00,14.24,,,,
435,01/10/2024 00:55:00,14.24,,,,
436,01/10/2024 01:00:00,14.28,,,,
437,01/10/2024 01:05:00,14.28,,,,
438,01/10/2024 01:10:00,14.28,,,,
439,01/10/2024 01:15:00,14.33,,,,
440,01/10/2024 01:20:00,14.28,,,,
441,01/10/2024 01:25:00,14.33,,,,
442,01/10/2024 01:30:00,14.33,,,,
443,01/10/2024 01:35:00,14.33,,,,
444,01/10/2024 01:40:00,14.33,,,,
445,01/10/2024 01:45:00,14.33,,,,
446,01/10/2024 01:50:00,14.37,,,,
447,01/10/2024 01:55:00,14.33,,,,
448,01/10/2024 02:00:00,14.37,,,,
449,01/10/2024 02:05:00,14.37,,,,
450,01/10/2024 02:10:00,14.28,,,,
451,01/10/2024 02:15:00,14.28,,,,
452,01/10/2024 02:20:00,14.33,,,,
453,01/10/2024 02:25:00,14.24,,,,
454,01/10/2024 02:30:00,14.33,,,,
455,01/10/2024 02:35:00,14.28,,,,
456,01/10/2024 02:40:00,14.28,,,,
457,01/10/2024 02:45:00,14.33,,,,
458,01/10/2024 02:50:00,14.24,,,,
459,01/10/2024 02:55:00,14.28,,,,
460,01/10/2024 03:00:00,14.24,,,,
461,01/10/2024 03:05:00,14.28,,,,
462,01/10/2024 03:10:00,14.28,,,,
463,01/10/2024 03:15:00,14.28,,,,
464,01/10/2024 03:20:00,14.28,,,,
465,01/10/2024 03:25:00,14.24,,,,
466,01/10/2024 03:30:00,14.28,,,,
467,01/10/2024 03:35:00,14.28,,,,
468,01/10/2024 03:40:00,14.28,,,,
469,01/10/2024 03:45:00,14.28,,,,
470,01/10/2024 03:50:00,14.28,,,,
471,01/10/2024 03:55:00,14.28,,,,
472,01/10/2024 04:00:00,14.33,,,,
473,01/10/2024 04:05:00,14.28,,,,
474,01/10/2024 04:10:00,14.28,,,,
475,01/10/2024 04:15:00,14.33,,,,
476,01/10/2024 04:20:00,14.37,,,,
477,01/10/2024 04:25:00,14.33,,,,
478,01/10/2024 04:30:00,14.28,,,,
479,01/10/2024 04:35:00,14.33,,,,
480,01/10/2024 04:40:00,14.41,,,,
481,01/10/2024 04:45:00,14.41,,,,
482,01/10/2024 04:50:00,14.41,,,,
483,01/10/2024 04:55:00,14.41,,,,
484,01/10/2024 05:00:00,14.45,,,,
485,01/10/2024 05:05:00,14.45,,,,
486,01/10/2024 05:10:00,14.50,,,,
487,01/10/2024 05:15:00,14.50,,,,
488,01/10/2024 05:20:00,14.50,,,,
489,01/10/2024 05:25:00,14.50,,,,
490,01/10/2024 05:30:00,14.54,,,,
491,01/10/2024 05:35:00,14.50,,,,
492,01/10/2024 05:40:00,14.54,,,,
493,01/10/2024 05:45:00,14.54,,,,
494,01/10/2024 05:50:00,14.58,,,,
495,01/10/2024 05:55:00,14.58,,,,
496,01/10/2024 06:00:00,14.54,,,,
497,01/10/2024 06:05:00,14.58,,,,
498,01/10/2024 06:10:00,14.58,,,,
499,01/10/2024 06:15:00,14.58,,,,
500,01/10/2024 06:20:00,14.58,,,,
501,01/10/2024 06:25:00,14.58,,,,
502,01/10/2024 06:30:00,14.58,,,,
503,01/10/2024 06:35:00,14.58,,,,
504,01/10/2024 06:40:00,14.58,,,,
505,01/10/2024 06:45:00,14.58,,,,
506,01/10/2024 06:50:00,14.58,,,,
507,01/10/2024 06:55:00,14.58,,,,
508,01/10/2024 07:00:00,14.67,,,,
509,01/10/2024 07:05:00,14.63,,,,
510,01/10/2024 07:10:00,14.67,,,,
511,01/10/2024 07:15:00,14.63,,,,
512,01/10/2024 07:20:00,14.63,,,,
513,01/10/2024 07:25:00,14.67,,,,
514,01/10/2024 07:30:00,14.67,,,,
515,01/10/2024 07:35:00,14.63,,,,
516,01/10/2024 07:40:00,14.63,,,,
517,01/10/2024 07:45:00,14.71,,,,
518,01/10/2024 07:50:00,14.67,,,,
519,01/10/2024 07:55:00,14.71,,,,
520,01/10/2024 08:00:00,14.71,,,,
521,01/10/2024 08:05:00,14.71,,,,
522,01/10/2024 08:10:00,14.71,,,,
523,01/10/2024 08:15:00,14.71,,,,
524,01/10/2024 08:20:00,14.75,,,,
525,01/10/2024 08:25:00,14.75,,,,
526,01/10/2024 08:30:00,14.75,,,,
527,01/10/2024 08:35:00,14.84,,,,
528,01/10/2024 08:40:00,14.84,,,,
529,01/10/2024 08:45:00,14.84,,,,
530,01/10/2024 08:50:00,14.88,,,,
531,01/10/2024 08:55:00,14.93,,,,
532,01/10/2024 09:00:00,14.93,,,,
533,01/10/2024 09:05:00,14.93,,,,
534,01/10/2024 09:10:00,14.97,,,,
535,01/10/2024 09:15:00,15.01,,,,
536,01/10/2024 09:20:00,15.06,,,,
537,01/10/2024 09:25:00,15.01,,,,
538,01/10/2024 09:30:00,15.06,,,,
539,01/10/2024 09:35:00,15.10,,,,
540,01/10/2024 09:40:00,15.14,,,,
541,01/10/2024 09:45:00,15.14,,,,
542,01/10/2024 09:50:00,15.18,,,,
543,01/10/2024 09:55:00,15.14,,,,
544,01/10/2024 10:00:00,15.23,,,,
545,01/10/2024 10:05:00,15.23,,,,
546,01/10/2024 10:10:00,15.23,,,,
547,01/10/2024 10:15:00,15.23,,,,
548,01/10/2024 10:20:00,15.01,,,,
549,01/10/2024 10:25:00,15.01,,,,
550,01/10/2024 10:30:00,15.01,,,,
551,01/10/2024 10:35:00,14.84,,,,
552,01/10/2024 10:40:00,14.84,,,,
553,01/10/2024 10:45:00,14.84,,,,
554,01/10/2024 10:50:00,14.88,,,,
555,01/10/2024 10:55:00,14.97,,,,
556,01/10/2024 11:00:00,14.93,,,,
557,01/10/2024 11:05:00,15.10,,,,
558,01/10/2024 11:10:00,15.14,,,,
559,01/10/2024 11:15:00,15.14,,,,
560,01/10/2024 11:20:00,15.27,,,,
561,01/10/2024 11:25:00,15.31,,,,
562,01/10/2024 11:30:00,15.48,,,,
563,01/10/2024 11:35:00,16.04,,,,
564,01/10/2024 11:40:00,16.13,,,,
565,01/10/2024 11:45:00,16.56,,,,
566,01/10/2024 11:50:00,17.24,,,,
567,01/10/2024 11:55:00,18.49,,,,
568,01/10/2024 12:00:00,18.40,,,,
569,01/10/2024 12:05:00,20.76,,,,
570,01/10/2024 12:10:00,21.10,,,,
571,01/10/2024 12:15:00,22.05,,,,
572,01/10/2024 12:20:00,24.06,,,,
573,01/10/2024 12:25:00,25.52,,,,
574,01/10/2024 12:30:00,26.51,,,,
575,01/10/2024 12:35:00,26.85,,,,
576,01/10/2024 12:40:00,25.95,,,,
577,01/10/2024 12:45:00,25.61,,,,
578,01/10/2024 12:50:00,25.22,,,,
579,01/10/2024 12:55:00,25.01,,,,
580,01/10/2024 13:00:00,24.75,,,,
581,01/10/2024 13:05:00,23.85,,,,
582,01/10/2024 13:10:00,23.85,,,,
583,01/10/2024 13:15:00,23.38,,,,
584,01/10/2024 13:20:00,22.95,,,,
585,01/10/2024 13:25:00,22.65,,,,
586,01/10/2024 13:30:00,22.26,,,,
587,01/10/2024 13:35:00,21.83,,,,
588,01/10/2024 13:40:00,21.40,,,,
589,01/10/2024 13:45:00,21.19,,,,
590,01/10/2024 13:50:00,20.76,,,,
591,01/10/2024 13:55:00,20.46,,,,
592,01/10/2024 14:00:00,20.12,,,,
593,01/10/2024 14:05:00,19.69,,,,
594,01/10/2024 14:10:00,19.30,,,,
595,01/10/2024 14:15:00,18.74,,,,
596,01/10/2024 14:20:00,18.36,,,,
597,01/10/2024 14:25:00,17.93,,,,
598,01/10/2024 14:30:00,17.54,,,,
599,01/10/2024 14:35:00,17.20,,,,
600,01/10/2024 14:40:00,16.86,,,,
601,01/10/2024 14:45:00,16.51,,,,
602,01/10/2024 14:50:00,16.21,,,,
603,01/10/2024 14:55:00,15.87,,,,
604,01/10/2024 15:00:00,15.61,,,,
