#,Date-Time (PST),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,01/08/2024 15:00:00,20.20,3682.56,,,,
2,01/08/2024 15:05:00,15.61,4381.44,,,,
3,01/08/2024 15:10:00,13.38,4367.36,,,,
4,01/08/2024 15:15:00,12.18,4335.36,,,,
5,01/08/2024 15:20:00,11.49,4284.16,,,,
6,01/08/2024 15:25:00,11.02,4208.64,,,,
7,01/08/2024 15:30:00,10.85,4176.64,,,,
8,01/08/2024 15:35:00,10.77,4104.96,,,,
9,01/08/2024 15:40:00,10.68,4065.28,,,,
10,01/08/2024 15:45:00,10.72,4010.24,,,,
11,01/08/2024 15:50:00,12.01,16844.80,,,,
12,01/08/2024 15:55:00,14.80,24678.40,,,,
13,01/08/2024 16:00:00,13.98,12067.84,,,,
14,01/08/2024 16:05:00,13.94,14382.08,,,,
15,01/08/2024 16:10:00,13.12,8921.60,,,,
16,01/08/2024 16:15:00,12.61,10060.80,,,,
17,01/08/2024 16:20:00,11.97,7518.72,,,,
18,01/08/2024 16:25:00,11.19,2905.60,,,,
19,01/08/2024 16:30:00,10.59,2300.80,,,,
20,01/08/2024 16:35:00,10.29,2008.96,,,,
21,01/08/2024 16:40:00,10.12,1689.60,,,,
22,01/08/2024 16:45:00,10.04,1368.32,,,,
23,01/08/2024 16:50:00,9.91,1046.72,,,,
24,01/08/2024 16:55:00,9.86,744.32,,,,
25,01/08/2024 17:00:00,9.86,478.88,,,,
26,01/08/2024 17:05:00,9.56,271.84,,,,
27,01/08/2024 17:10:00,9.35,134.12,,,,
28,01/08/2024 17:15:00,9.31,57.50,,,,
29,01/08/2024 17:20:00,9.18,20.56,,,,
30,01/08/2024 17:25:00,9.18,6.75,,,,
31,01/08/2024 17:30:00,9.22,1.80,,,,
32,01/08/2024 17:35:00,11.11,0.22,,,,
33,01/08/2024 17:40:00,12.95,0.00,,,,
34,01/08/2024 17:45:00,12.87,0.00,,,,
35,01/08/2024 17:50:00,13.34,0.00,,,,
36,01/08/2024 17:55:00,13.64,0.00,,,,
37,01/08/2024 18:00:00,13.90,0.00,,,,
