#,Date-Time (PST),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Host Connected,Button Down,End of File
1054,01/12/2024 04:15:00,12.18,0.00,,,
1055,01/12/2024 04:20:00,12.18,0.00,,,
1056,01/12/2024 04:25:00,12.14,0.00,,,
1057,01/12/2024 04:30:00,12.18,0.00,,,
1058,01/12/2024 04:35:00,12.18,0.00,,,
1059,01/12/2024 04:40:00,12.14,0.00,,,
1060,01/12/2024 04:45:00,12.14,0.00,,,
1061,01/12/2024 04:50:00,12.14,0.00,,,
1062,01/12/2024 04:55:00,12.27,0.00,,,
1063,01/12/2024 05:00:00,12.18,0.00,,,
1064,01/12/2024 05:05:00,12.22,0.00,,,
1065,01/12/2024 05:10:00,12.22,0.00,,,
1066,01/12/2024 05:15:00,12.22,0.00,,,
1067,01/12/2024 05:20:00,12.18,0.00,,,
1068,01/12/2024 05:25:00,12.22,0.00,,,
1069,01/12/2024 05:30:00,12.22,0.00,,,
1070,01/12/2024 05:35:00,12.22,0.00,,,
1071,01/12/2024 05:40:00,12.18,0.00,,,
1072,01/12/2024 05:45:00,12.18,0.00,,,
1073,01/12/2024 05:50:00,12.27,0.00,,,
1074,01/12/2024 05:55:00,12.22,0.00,,,
1075,01/12/2024 06:00:00,12.27,0.00,,,
1076,01/12/2024 06:05:00,12.18,0.00,,,
1077,01/12/2024 06:10:00,12.31,0.00,,,
1078,01/12/2024 06:15:00,12.31,0.00,,,
1079,01/12/2024 06:20:00,12.35,0.00,,,
1080,01/12/2024 06:25:00,12.48,0.21,,,
1081,01/12/2024 06:30:00,12.57,0.87,,,
1082,01/12/2024 06:35:00,12.48,3.07,,,
1083,01/12/2024 06:40:00,12.57,11.87,,,
1084,01/12/2024 06:45:00,12.61,35.30,,,
1085,01/12/2024 06:50:00,12.74,83.88,,,
1086,01/12/2024 06:55:00,12.82,187.12,,,
1087,01/12/2024 07:00:00,12.91,307.44,,,
1088,01/12/2024 07:05:00,13.00,511.52,,,
1089,01/12/2024 07:10:00,13.04,781.12,,,
1090,01/12/2024 07:15:00,13.08,960.64,,,
1091,01/12/2024 07:20:00,13.12,1113.60,,,
1092,01/12/2024 07:25:00,13.12,1566.72,,,
1093,01/12/2024 07:30:00,13.21,2109.44,,,
1094,01/12/2024 07:35:00,13.21,2478.72,,,
1095,01/12/2024 07:40:00,13.25,2597.12,,,
1096,01/12/2024 07:45:00,13.30,3973.12,,,
1097,01/12/2024 07:50:00,13.30,2245.12,,,
1098,01/12/2024 07:55:00,13.30,3764.48,,,
1099,01/12/2024 08:00:00,13.38,4218.88,,,
1100,01/12/2024 08:05:00,13.38,4289.28,,,
1101,01/12/2024 08:10:00,13.43,4842.24,,,
1102,01/12/2024 08:15:00,13.38,5957.12,,,
1103,01/12/2024 08:20:00,13.43,6709.76,,,
1104,01/12/2024 08:25:00,13.47,5210.88,,,
1105,01/12/2024 08:30:00,13.47,10511.36,,,
1106,01/12/2024 08:35:00,13.51,7649.28,,,
1107,01/12/2024 08:40:00,13.51,6863.36,,,
1108,01/12/2024 08:45:00,13.55,8670.72,,,
1109,01/12/2024 08:50:00,13.51,10859.52,,,
1110,01/12/2024 08:55:00,13.55,11130.88,,,
1111,01/12/2024 09:00:00,13.55,10316.80,,,
1112,01/12/2024 09:05:00,13.60,10063.36,,,
1113,01/12/2024 09:10:00,13.64,12236.80,,,
1114,01/12/2024 09:15:00,13.64,22763.52,,,
1115,01/12/2024 09:20:00,13.64,12999.68,,,
1116,01/12/2024 09:25:00,13.64,15749.12,,,
1117,01/12/2024 09:30:00,13.73,16501.76,,,
1118,01/12/2024 09:35:00,13.73,13649.92,,,
1119,01/12/2024 09:40:00,13.73,15078.40,,,
1120,01/12/2024 09:45:00,13.73,12610.56,,,
1121,01/12/2024 09:50:00,13.68,14530.56,,,
1122,01/12/2024 09:55:00,13.73,12328.96,,,
1123,01/12/2024 10:00:00,13.81,20311.04,,,
1124,01/12/2024 10:05:00,13.85,13870.08,,,
1125,01/12/2024 10:10:00,13.90,15109.12,,,
1126,01/12/2024 10:15:00,13.98,20019.20,,,
1127,01/12/2024 10:20:00,14.03,16092.16,,,
1128,01/12/2024 10:25:00,14.03,22282.24,,,
1129,01/12/2024 10:30:00,14.07,13742.08,,,
1130,01/12/2024 10:35:00,14.11,17423.36,,,
1131,01/12/2024 10:40:00,14.20,17100.80,,,
1132,01/12/2024 10:45:00,14.20,22835.20,,,
1133,01/12/2024 10:50:00,14.15,43294.72,,,
1134,01/12/2024 10:55:00,14.24,19594.24,,,
1135,01/12/2024 11:00:00,14.24,18887.68,,,
1136,01/12/2024 11:05:00,14.24,53432.32,,,
1137,01/12/2024 11:10:00,14.24,22097.92,,,
1138,01/12/2024 11:15:00,14.28,23306.24,,,
1139,01/12/2024 11:20:00,14.37,24821.76,,,
1140,01/12/2024 11:25:00,14.33,24309.76,,,
1141,01/12/2024 11:30:00,14.37,28078.08,,,
1142,01/12/2024 11:35:00,14.41,21831.68,,,
1143,01/12/2024 11:40:00,14.41,20654.08,,,
1144,01/12/2024 11:45:00,14.45,23388.16,,,
1145,01/12/2024 11:50:00,14.45,16936.96,,,
1146,01/12/2024 11:55:00,14.41,22784.00,,,
1147,01/12/2024 12:00:00,14.45,21135.36,,,
1148,01/12/2024 12:05:00,14.28,15216.64,,,
1149,01/12/2024 12:10:00,14.33,16312.32,,,
1150,01/12/2024 12:15:00,14.45,15692.80,,,
1151,01/12/2024 12:20:00,14.58,30607.36,,,
1152,01/12/2024 12:25:00,14.75,36597.76,,,
1153,01/12/2024 12:30:00,14.80,31037.44,,,
1154,01/12/2024 12:35:00,15.18,20357.12,,,
1155,01/12/2024 12:40:00,15.23,36259.84,,,
1156,01/12/2024 12:45:00,15.57,33034.24,,,
1157,01/12/2024 12:50:00,15.78,35481.60,,,
1158,01/12/2024 12:55:00,16.00,11939.84,,,
1159,01/12/2024 13:00:00,16.08,42803.20,,,
1160,01/12/2024 13:05:00,16.34,32839.68,,,
1161,01/12/2024 13:10:00,16.73,55951.36,,,
1162,01/12/2024 13:15:00,16.94,35594.24,,,
1163,01/12/2024 13:20:00,17.07,43663.36,,,
1164,01/12/2024 13:25:00,17.03,26009.60,,,
1165,01/12/2024 13:30:00,17.24,42393.60,,,
1166,01/12/2024 13:35:00,17.41,43929.60,,,
1167,01/12/2024 13:40:00,17.76,36608.00,,,
1168,01/12/2024 13:45:00,18.06,42229.76,,,
1169,01/12/2024 13:50:00,18.32,40519.68,,,
1170,01/12/2024 13:55:00,18.57,36618.24,,,
1171,01/12/2024 14:00:00,19.17,37365.76,,,
1172,01/12/2024 14:05:00,19.90,35993.60,,,
1173,01/12/2024 14:10:00,20.63,33873.92,,,
1174,01/12/2024 14:15:00,21.32,32634.88,,,
1175,01/12/2024 14:20:00,21.58,31221.76,,,
1176,01/12/2024 14:25:00,21.88,30074.88,,,
1177,01/12/2024 14:30:00,21.88,28866.56,,,
1178,01/12/2024 14:35:00,22.05,27965.44,,,
1179,01/12/2024 14:40:00,21.88,27166.72,,,
1180,01/12/2024 14:45:00,22.18,26685.44,,,
1181,01/12/2024 14:50:00,22.18,26142.72,,,
1182,01/12/2024 14:55:00,22.13,25036.80,,,
1183,01/12/2024 15:00:00,21.96,24258.56,,,
1184,01/12/2024 15:05:00,21.83,23398.40,,,
1185,01/12/2024 15:10:00,21.96,22097.92,,,
1186,01/12/2024 15:15:00,21.49,21196.80,,,
1187,01/12/2024 15:20:00,21.32,20346.88,,,
1188,01/12/2024 15:25:00,21.02,19445.76,,,
1189,01/12/2024 15:30:00,21.10,18524.16,,,
1190,01/12/2024 15:35:00,21.06,17812.48,,,
1191,01/12/2024 15:40:00,20.89,17049.60,,,
1192,01/12/2024 15:45:00,20.72,16384.00,,,
1193,01/12/2024 15:50:00,20.33,15882.24,,,
1194,01/12/2024 15:55:00,19.82,15385.60,,,
1195,01/12/2024 16:00:00,19.56,14791.68,,,
1196,01/12/2024 16:05:00,19.17,14156.80,,,
1197,01/12/2024 16:10:00,18.87,13445.12,,,
1198,01/12/2024 16:15:00,18.66,12595.20,,,
1199,01/12/2024 16:20:00,18.23,11453.44,,,
1200,01/12/2024 16:25:00,17.67,10275.84,,,
1201,01/12/2024 16:30:00,17.07,8698.88,,,
1202,01/12/2024 16:35:00,14.75,3435.52,,,
1203,01/12/2024 16:40:00,13.30,2860.80,,,
1204,01/12/2024 16:45:00,12.61,2364.80,,,
1205,01/12/2024 16:50:00,12.18,1870.08,,,
1206,01/12/2024 16:55:00,11.84,1391.36,,,
1207,01/12/2024 17:00:00,11.54,955.20,,,
1208,01/12/2024 17:05:00,11.32,592.96,,,
1209,01/12/2024 17:10:00,11.19,322.16,,,
1210,01/12/2024 17:15:00,11.11,153.08,,,
1211,01/12/2024 17:20:00,11.02,64.04,,,
1212,01/12/2024 17:25:00,11.02,22.73,,,
1213,01/12/2024 17:30:00,10.89,7.47,,,
1214,01/12/2024 17:35:00,10.85,2.19,,,
1215,01/12/2024 17:40:00,10.81,0.65,,,
1216,01/12/2024 17:45:00,10.77,0.00,,,
1217,01/12/2024 17:50:00,10.68,0.00,,,
1218,01/12/2024 17:55:00,10.68,0.00,,,
1219,01/12/2024 18:00:00,10.59,0.00,,,
1220,01/12/2024 18:05:00,10.64,0.00,,,
1221,01/12/2024 18:10:00,10.59,0.00,,,
1222,01/12/2024 18:15:00,10.46,0.00,,,
1223,01/12/2024 18:20:00,10.46,0.00,,,
1224,01/12/2024 18:25:00,10.51,0.00,,,
1225,01/12/2024 18:30:00,10.51,0.00,,,
1226,01/12/2024 18:35:00,10.51,0.00,,,
1227,01/12/2024 18:40:00,10.51,0.00,,,
1228,01/12/2024 18:45:00,10.55,0.00,,,
1229,01/12/2024 18:50:00,10.46,0.00,,,
1230,01/12/2024 18:55:00,10.51,0.00,,,
1231,01/12/2024 19:00:00,10.59,0.00,,,
1232,01/12/2024 19:05:00,10.34,0.00,,,
1233,01/12/2024 19:10:00,10.04,0.00,,,
1234,01/12/2024 19:15:00,11.15,0.00,,,
1235,01/12/2024 19:20:00,12.22,0.00,,,
1236,01/12/2024 19:25:00,12.40,0.00,,,
1237,01/12/2024 19:30:00,12.78,0.00,,,
1238,01/12/2024 19:35:00,12.65,0.00,,,
1239,01/12/2024 19:40:00,13.00,0.00,,,
1240,01/12/2024 19:45:00,13.00,0.00,,,
1241,01/12/2024 19:50:00,13.12,0.00,,,
1242,01/12/2024 19:55:00,13.30,0.00,,,
1243,01/12/2024 20:00:00,13.30,0.00,,,
1244,01/12/2024 20:05:00,13.21,0.00,,,
1245,01/12/2024 20:10:00,13.38,0.00,,,
1246,01/12/2024 20:15:00,13.43,0.00,,,
1247,01/12/2024 20:20:00,13.38,0.00,,,
1248,01/12/2024 20:25:00,13.43,0.00,,,
1249,01/12/2024 20:30:00,13.47,0.00,,,
1250,01/12/2024 20:35:00,13.51,0.00,,,
1251,01/12/2024 20:40:00,13.55,0.00,,,
1252,01/12/2024 20:45:00,13.51,0.00,,,
1253,01/12/2024 20:50:00,13.55,0.00,,,
1254,01/12/2024 20:55:00,13.55,0.00,,,
1255,01/12/2024 21:00:00,13.51,0.00,,,
1256,01/12/2024 21:05:00,13.60,0.00,,,
1257,01/12/2024 21:10:00,13.55,0.00,,,
1258,01/12/2024 21:15:00,13.60,0.00,,,
1259,01/12/2024 21:20:00,13.55,0.00,,,
1260,01/12/2024 21:25:00,13.60,0.00,,,
1261,01/12/2024 21:30:00,13.60,0.00,,,
1262,01/12/2024 21:35:00,13.64,0.00,,,
1263,01/12/2024 21:40:00,13.68,0.00,,,
1264,01/12/2024 21:45:00,13.68,0.00,,,
1265,01/12/2024 21:50:00,13.68,0.00,,,
1266,01/12/2024 21:55:00,13.68,0.00,,,
1267,01/12/2024 22:00:00,13.68,0.00,,,
1268,01/12/2024 22:05:00,13.68,0.00,,,
1269,01/12/2024 22:10:00,13.77,0.00,,,
1270,01/12/2024 22:15:00,13.73,0.00,,,
1271,01/12/2024 22:20:00,13.81,0.00,,,
1272,01/12/2024 22:25:00,13.81,0.00,,,
1273,01/12/2024 22:30:00,13.85,0.00,,,
1274,01/12/2024 22:35:00,13.81,0.00,,,
1275,01/12/2024 22:40:00,13.85,0.00,,,
1276,01/12/2024 22:45:00,13.85,0.00,,,
1277,01/12/2024 22:50:00,13.81,0.00,,,
1278,01/12/2024 22:55:00,13.85,0.00,,,
1279,01/12/2024 23:00:00,13.85,0.00,,,
1280,01/12/2024 23:05:00,13.81,0.00,,,
1281,01/12/2024 23:10:00,13.85,0.00,,,
1282,01/12/2024 23:15:00,13.77,0.00,,,
1283,01/12/2024 23:20:00,13.85,0.00,,,
1284,01/12/2024 23:25:00,13.81,0.00,,,
1285,01/12/2024 23:30:00,13.81,0.00,,,
1286,01/12/2024 23:35:00,13.85,0.00,,,
1287,01/12/2024 23:40:00,13.90,0.00,,,
1288,01/12/2024 23:45:00,13.85,0.00,,,
1289,01/12/2024 23:50:00,13.90,0.00,,,
1290,01/12/2024 23:55:00,13.85,0.00,,,
1291,01/13/2024 00:00:00,13.85,0.00,,,
1292,01/13/2024 00:05:00,13.85,0.00,,,
1293,01/13/2024 00:10:00,13.77,0.00,,,
1294,01/13/2024 00:15:00,13.81,0.00,,,
1295,01/13/2024 00:20:00,13.77,0.00,,,
1296,01/13/2024 00:25:00,13.77,0.00,,,
1297,01/13/2024 00:30:00,13.77,0.00,,,
1298,01/13/2024 00:35:00,13.68,0.00,,,
1299,01/13/2024 00:40:00,13.68,0.00,,,
1300,01/13/2024 00:45:00,13.64,0.00,,,
1301,01/13/2024 00:50:00,13.64,0.00,,,
1302,01/13/2024 00:55:00,13.60,0.00,,,
1303,01/13/2024 01:00:00,13.60,0.00,,,
1304,01/13/2024 01:05:00,13.55,0.00,,,
1305,01/13/2024 01:10:00,13.51,0.00,,,
1306,01/13/2024 01:15:00,13.51,0.00,,,
1307,01/13/2024 01:20:00,13.51,0.00,,,
1308,01/13/2024 01:25:00,13.51,0.00,,,
1309,01/13/2024 01:30:00,13.47,0.00,,,
1310,01/13/2024 01:35:00,13.43,0.00,,,
1311,01/13/2024 01:40:00,13.47,0.00,,,
1312,01/13/2024 01:45:00,13.51,0.00,,,
1313,01/13/2024 01:50:00,13.43,0.00,,,
1314,01/13/2024 01:55:00,13.43,0.00,,,
1315,01/13/2024 02:00:00,13.38,0.00,,,
1316,01/13/2024 02:05:00,13.38,0.00,,,
1317,01/13/2024 02:10:00,13.38,0.00,,,
1318,01/13/2024 02:15:00,13.38,0.00,,,
1319,01/13/2024 02:20:00,13.34,0.00,,,
1320,01/13/2024 02:25:00,13.34,0.00,,,
1321,01/13/2024 02:30:00,13.34,0.00,,,
1322,01/13/2024 02:35:00,13.34,0.00,,,
1323,01/13/2024 02:40:00,13.34,0.00,,,
1324,01/13/2024 02:45:00,13.30,0.00,,,
1325,01/13/2024 02:50:00,13.34,0.00,,,
1326,01/13/2024 02:55:00,13.30,0.00,,,
1327,01/13/2024 03:00:00,13.21,0.00,,,
1328,01/13/2024 03:05:00,13.17,0.00,,,
1329,01/13/2024 03:10:00,13.12,0.00,,,
1330,01/13/2024 03:15:00,13.21,0.00,,,
1331,01/13/2024 03:20:00,13.17,0.00,,,
1332,01/13/2024 03:25:00,13.12,0.00,,,
1333,01/13/2024 03:30:00,13.17,0.00,,,
1334,01/13/2024 03:35:00,13.12,0.00,,,
1335,01/13/2024 03:40:00,13.08,0.00,,,
1336,01/13/2024 03:45:00,13.08,0.00,,,
1337,01/13/2024 03:50:00,13.04,0.00,,,
1338,01/13/2024 03:55:00,13.00,0.00,,,
1339,01/13/2024 04:00:00,13.00,0.00,,,
1340,01/13/2024 04:05:00,12.91,0.00,,,
1341,01/13/2024 04:10:00,12.87,0.00,,,
1342,01/13/2024 04:15:00,12.95,0.00,,,
1343,01/13/2024 04:20:00,13.04,0.00,,,
1344,01/13/2024 04:25:00,13.00,0.00,,,
1345,01/13/2024 04:30:00,12.95,0.00,,,
1346,01/13/2024 04:35:00,12.91,0.00,,,
1347,01/13/2024 04:40:00,12.95,0.00,,,
1348,01/13/2024 04:45:00,13.00,0.00,,,
1349,01/13/2024 04:50:00,13.00,0.00,,,
1350,01/13/2024 04:55:00,13.04,0.00,,,
1351,01/13/2024 05:00:00,13.08,0.00,,,
1352,01/13/2024 05:05:00,13.00,0.00,,,
1353,01/13/2024 05:10:00,13.04,0.00,,,
1354,01/13/2024 05:15:00,13.00,0.00,,,
1355,01/13/2024 05:20:00,13.00,0.00,,,
1356,01/13/2024 05:25:00,13.00,0.00,,,
1357,01/13/2024 05:30:00,13.04,0.00,,,
1358,01/13/2024 05:35:00,13.04,0.00,,,
1359,01/13/2024 05:40:00,13.04,0.00,,,
1360,01/13/2024 05:45:00,13.08,0.00,,,
1361,01/13/2024 05:50:00,13.04,0.00,,,
1362,01/13/2024 05:55:00,13.08,0.00,,,
1363,01/13/2024 06:00:00,13.08,0.00,,,
1364,01/13/2024 06:05:00,13.08,0.00,,,
1365,01/13/2024 06:10:00,13.08,0.00,,,
1366,01/13/2024 06:15:00,13.08,0.00,,,
1367,01/13/2024 06:20:00,13.08,0.00,,,
1368,01/13/2024 06:25:00,13.08,0.21,,,
1369,01/13/2024 06:30:00,13.12,1.31,,,
1370,01/13/2024 06:35:00,13.21,4.61,,,
1371,01/13/2024 06:40:00,13.21,15.64,,,
1372,01/13/2024 06:45:00,13.34,43.70,,,
1373,01/13/2024 06:50:00,13.34,103.36,,,
1374,01/13/2024 06:55:00,13.43,221.04,,,
1375,01/13/2024 07:00:00,13.47,390.72,,,
1376,01/13/2024 07:05:00,13.51,521.12,,,
1377,01/13/2024 07:10:00,13.51,773.12,,,
1378,01/13/2024 07:15:00,13.60,1019.52,,,
1379,01/13/2024 07:20:00,13.60,1292.16,,,
1380,01/13/2024 07:25:00,13.64,2128.64,,,
1381,01/13/2024 07:30:00,13.73,2028.16,,,
1382,01/13/2024 07:35:00,13.77,2616.32,,,
1383,01/13/2024 07:40:00,13.81,2552.96,,,
1384,01/13/2024 07:45:00,13.90,3909.12,,,
1385,01/13/2024 07:50:00,13.90,3105.28,,,
1386,01/13/2024 07:55:00,13.98,3297.28,,,
1387,01/13/2024 08:00:00,14.03,5685.76,,,
1388,01/13/2024 08:05:00,14.03,5777.92,,,
1389,01/13/2024 08:10:00,14.03,6502.40,,,
1390,01/13/2024 08:15:00,14.03,7761.92,,,
1391,01/13/2024 08:20:00,14.07,7825.92,,,
1392,01/13/2024 08:25:00,14.11,8972.80,,,
1393,01/13/2024 08:30:00,14.11,7825.92,,,
1394,01/13/2024 08:35:00,14.15,8783.36,,,
1395,01/13/2024 08:40:00,14.15,6824.96,,,
1396,01/13/2024 08:45:00,14.11,7354.88,,,
1397,01/13/2024 08:50:00,14.15,12277.76,,,
1398,01/13/2024 08:55:00,14.11,14054.40,,,
1399,01/13/2024 09:00:00,14.11,9443.84,,,
1400,01/13/2024 09:05:00,14.11,11320.32,,,
1401,01/13/2024 09:10:00,14.11,18247.68,,,
1402,01/13/2024 09:15:00,14.15,11499.52,,,
1403,01/13/2024 09:20:00,14.15,14243.84,,,
1404,01/13/2024 09:25:00,14.11,7966.72,,,
1405,01/13/2024 09:30:00,14.15,12185.60,,,
1406,01/13/2024 09:35:00,14.15,20270.08,,,
1407,01/13/2024 09:40:00,14.24,15247.36,,,
1408,01/13/2024 09:45:00,14.24,14474.24,,,
1409,01/13/2024 09:50:00,14.33,30883.84,,,
1410,01/13/2024 09:55:00,14.28,18524.16,,,
1411,01/13/2024 10:00:00,14.37,16614.40,,,
1412,01/13/2024 10:05:00,14.37,10224.64,,,
1413,01/13/2024 10:10:00,14.41,30720.00,,,
1414,01/13/2024 10:15:00,14.50,32512.00,,,
1415,01/13/2024 10:20:00,14.50,15882.24,,,
1416,01/13/2024 10:25:00,14.50,31232.00,,,
1417,01/13/2024 10:30:00,14.58,19343.36,,,
1418,01/13/2024 10:35:00,14.63,25047.04,,,
1419,01/13/2024 10:40:00,14.67,15360.00,,,
1420,01/13/2024 10:45:00,14.71,53063.68,,,
1421,01/13/2024 10:50:00,14.75,13378.56,,,
1422,01/13/2024 10:55:00,14.80,31897.60,,,
1423,01/13/2024 11:00:00,14.80,20055.04,,,
1424,01/13/2024 11:05:00,14.84,17679.36,,,
1425,01/13/2024 11:10:00,14.88,15022.08,,,
1426,01/13/2024 11:15:00,14.93,13639.68,,,
1427,01/13/2024 11:20:00,14.97,20469.76,,,
1428,01/13/2024 11:25:00,14.97,26941.44,,,
1429,01/13/2024 11:30:00,14.93,19425.28,,,
1430,01/13/2024 11:35:00,15.01,18191.36,,,
1431,01/13/2024 11:40:00,15.01,30177.28,,,
1432,01/13/2024 11:45:00,15.06,20710.40,,,
1433,01/13/2024 11:50:00,15.10,28037.12,,,
1434,01/13/2024 11:55:00,15.06,15800.32,,,
1435,01/13/2024 12:00:00,15.10,15313.92,,,
1436,01/13/2024 12:05:00,15.10,24903.68,,,
1437,01/13/2024 12:10:00,15.14,20874.24,,,
1438,01/13/2024 12:15:00,15.14,26040.32,,,
1439,01/13/2024 12:20:00,15.18,24330.24,,,
1440,01/13/2024 12:25:00,15.18,23203.84,,,
1441,01/13/2024 12:30:00,15.27,25364.48,,,
1442,01/13/2024 12:35:00,15.27,19322.88,,,
1443,01/13/2024 12:40:00,15.31,32174.08,,,
1444,01/13/2024 12:45:00,15.36,36874.24,,,
1445,01/13/2024 12:50:00,15.40,27002.88,,,
1446,01/13/2024 12:55:00,15.44,18600.96,,,
1447,01/13/2024 13:00:00,15.53,27545.60,,,
1448,01/13/2024 13:05:00,15.66,30105.60,,,
1449,01/13/2024 13:10:00,15.74,29143.04,,,
1450,01/13/2024 13:15:00,15.96,30996.48,,,
1451,01/13/2024 13:20:00,16.26,25344.00,,,
1452,01/13/2024 13:25:00,16.34,27402.24,,,
1453,01/13/2024 13:30:00,16.60,31057.92,,,
1454,01/13/2024 13:35:00,16.73,23367.68,,,
1455,01/13/2024 13:40:00,17.11,42004.48,,,
1456,01/13/2024 13:45:00,17.20,26849.28,,,
1457,01/13/2024 13:50:00,17.11,37662.72,,,
1458,01/13/2024 13:55:00,17.50,37437.44,,,
1459,01/13/2024 14:00:00,17.67,38451.20,,,
1460,01/13/2024 14:05:00,17.67,43253.76,,,
1461,01/13/2024 14:10:00,17.72,8972.80,,,
1462,01/13/2024 14:15:00,18.06,38717.44,,,
1463,01/13/2024 14:20:00,18.10,36495.36,,,
1464,01/13/2024 14:25:00,18.10,34211.84,,,
1465,01/13/2024 14:30:00,18.10,33177.60,,,
1466,01/13/2024 14:35:00,18.27,30924.80,,,
1467,01/13/2024 14:40:00,18.19,30945.28,,,
1468,01/13/2024 14:45:00,18.49,29061.12,,,
1469,01/13/2024 14:50:00,18.36,28866.56,,,
1470,01/13/2024 14:55:00,18.57,27750.40,,,
1471,01/13/2024 15:00:00,19.09,26695.68,,,
1472,01/13/2024 15:05:00,19.43,25589.76,,,
1473,01/13/2024 15:10:00,19.65,24442.88,,,
1474,01/13/2024 15:15:00,19.60,23388.16,,,
1475,01/13/2024 15:20:00,19.60,22097.92,,,
1476,01/13/2024 15:25:00,19.52,20910.08,,,
1477,01/13/2024 15:30:00,19.35,19184.64,,,
1478,01/13/2024 15:35:00,19.52,18979.84,,,
1479,01/13/2024 15:40:00,19.56,18073.60,,,
1480,01/13/2024 15:45:00,19.52,17228.80,,,
1481,01/13/2024 15:50:00,19.39,16599.04,,,
1482,01/13/2024 15:55:00,19.30,16281.60,,,
1483,01/13/2024 16:00:00,19.22,16276.48,,,
1484,01/13/2024 16:05:00,18.02,11857.92,,,
1485,01/13/2024 16:10:00,18.06,15882.24,,,
1486,01/13/2024 16:15:00,17.63,12364.80,,,
1487,01/13/2024 16:20:00,16.43,9121.28,,,
1488,01/13/2024 16:25:00,16.94,12579.84,,,
1489,01/13/2024 16:30:00,16.64,9684.48,,,
1490,01/13/2024 16:35:00,15.44,5329.92,,,
1491,01/13/2024 16:40:00,14.37,4232.96,,,
1492,01/13/2024 16:45:00,13.81,3431.68,,,
1493,01/13/2024 16:50:00,13.38,2635.52,,,
1494,01/13/2024 16:55:00,13.08,1888.00,,,
1495,01/13/2024 17:00:00,12.74,1286.08,,,
1496,01/13/2024 17:05:00,12.52,794.24,,,
1497,01/13/2024 17:10:00,12.40,432.32,,,
1498,01/13/2024 17:15:00,12.22,208.48,,,
1499,01/13/2024 17:20:00,11.97,84.20,,,
1500,01/13/2024 17:25:00,11.88,29.14,,,
1501,01/13/2024 17:30:00,11.88,9.26,,,
1502,01/13/2024 17:35:00,11.67,2.85,,,
1503,01/13/2024 17:40:00,11.62,0.87,,,
1504,01/13/2024 17:45:00,11.67,0.21,,,
1505,01/13/2024 17:50:00,11.58,0.00,,,
1506,01/13/2024 17:55:00,11.62,0.00,,,
1507,01/13/2024 18:00:00,11.49,0.00,,,
1508,01/13/2024 18:05:00,11.45,0.00,,,
1509,01/13/2024 18:10:00,11.37,0.00,,,
1510,01/13/2024 18:15:00,11.19,0.00,,,
1511,01/13/2024 18:20:00,11.15,0.00,,,
1512,01/13/2024 18:25:00,11.28,0.00,,,
1513,01/13/2024 18:30:00,11.37,0.00,,,
1514,01/13/2024 18:35:00,11.32,0.00,,,
1515,01/13/2024 18:40:00,11.28,0.00,,,
1516,01/13/2024 18:45:00,11.24,0.00,,,
1517,01/13/2024 18:50:00,11.15,0.00,,,
1518,01/13/2024 18:55:00,11.15,0.00,,,
1519,01/13/2024 19:00:00,11.11,0.00,,,
1520,01/13/2024 19:05:00,11.11,0.00,,,
1521,01/13/2024 19:10:00,10.98,0.00,,,
1522,01/13/2024 19:15:00,10.89,0.00,,,
1523,01/13/2024 19:20:00,10.81,0.00,,,
1524,01/13/2024 19:25:00,10.72,0.00,,,
1525,01/13/2024 19:30:00,10.34,0.00,,,
1526,01/13/2024 19:35:00,10.34,0.00,,,
1527,01/13/2024 19:40:00,10.34,0.00,,,
1528,01/13/2024 19:45:00,11.32,0.00,,,
1529,01/13/2024 19:50:00,12.44,0.00,,,
1530,01/13/2024 19:55:00,13.00,0.00,,,
1531,01/13/2024 20:00:00,13.25,0.00,,,
1532,01/13/2024 20:05:00,13.43,0.00,,,
1533,01/13/2024 20:10:00,13.30,0.00,,,
1534,01/13/2024 20:15:00,13.81,0.00,,,
1535,01/13/2024 20:20:00,13.98,0.00,,,
1536,01/13/2024 20:25:00,13.94,0.00,,,
1537,01/13/2024 20:30:00,13.90,0.00,,,
1538,01/13/2024 20:35:00,14.03,0.00,,,
1539,01/13/2024 20:40:00,14.03,0.00,,,
1540,01/13/2024 20:45:00,14.03,0.00,,,
1541,01/13/2024 20:50:00,14.07,0.00,,,
1542,01/13/2024 20:55:00,14.03,0.00,,,
1543,01/13/2024 21:00:00,14.07,0.00,,,
1544,01/13/2024 21:05:00,14.15,0.00,,,
1545,01/13/2024 21:10:00,14.11,0.00,,,
1546,01/13/2024 21:15:00,14.15,0.00,,,
1547,01/13/2024 21:20:00,14.20,0.00,,,
1548,01/13/2024 21:25:00,14.15,0.00,,,
1549,01/13/2024 21:30:00,14.20,0.00,,,
1550,01/13/2024 21:35:00,14.20,0.00,,,
1551,01/13/2024 21:40:00,14.20,0.00,,,
1552,01/13/2024 21:45:00,14.24,0.00,,,
1553,01/13/2024 21:50:00,14.24,0.00,,,
1554,01/13/2024 21:55:00,14.28,0.00,,,
1555,01/13/2024 22:00:00,14.28,0.00,,,
1556,01/13/2024 22:05:00,14.28,0.00,,,
1557,01/13/2024 22:10:00,14.33,0.00,,,
1558,01/13/2024 22:15:00,14.33,0.00,,,
1559,01/13/2024 22:20:00,14.33,0.00,,,
1560,01/13/2024 22:25:00,14.33,0.00,,,
